%
% Irregular Data
%

@RELATION irregular

@ATTRIBUTE time REAL
@ATTRIBUTE x REAL
@ATTRIBUTE y REAL
@ATTRIBUTE th REAL
@ATTRIBUTE left_motor REAL
@ATTRIBUTE right_motor REAL
@ATTRIBUTE sonar1 REAL
@ATTRIBUTE sonar2 REAL
@ATTRIBUTE sonar3 REAL
@ATTRIBUTE sonar4 REAL
@ATTRIBUTE sonar5 REAL
@ATTRIBUTE sonar6 REAL
@ATTRIBUTE sonar7 REAL
@ATTRIBUTE sonar8 REAL
@ATTRIBUTE sonar9 REAL
@ATTRIBUTE sonar10 REAL
@ATTRIBUTE sonar11 REAL
@ATTRIBUTE sonar12 REAL
@ATTRIBUTE sonar13 REAL
@ATTRIBUTE sonar14 REAL
@ATTRIBUTE sonar15 REAL
@ATTRIBUTE sonar16 REAL

@DATA
47.274, 3892.125, 6231.765, 126.9157, 200.00, 200.00, 5000, 5000, 5000, 2556, 1606, 1265, 1168, 1004, 1005, 1294, 2026, 2893, 4398, 5000, 1771, 1384
47.374, 3880.000, 6247.770, 126.9157, 200.00, 200.00, 5000, 5000, 5000, 2533, 1588, 1249, 1152, 1011, 999, 1306, 2018, 2909, 4416, 5000, 1788, 5000
47.475, 3868.360, 6263.775, 126.9157, 200.00, 200.00, 5000, 5000, 5000, 2509, 1570, 1232, 1135, 1009, 1015, 1298, 2009, 2926, 4433, 5000, 1784, 5000
47.575, 3856.235, 6279.780, 126.9157, 200.00, 200.00, 5000, 5000, 5000, 2486, 1552, 1217, 1139, 1024, 1005, 1311, 2022, 2942, 4451, 5000, 1780, 5000
47.675, 3843.140, 6295.785, 126.9157, 200.00, 200.00, 5000, 5000, 5000, 2462, 1535, 1200, 1123, 1015, 998, 1303, 2035, 2959, 4469, 5000, 1775, 5000
47.777, 3819.375, 6328.765, 126.9157, 200.00, 200.00, 5000, 5000, 5000, 2415, 1499, 1188, 1090, 1011, 1012, 1306, 2017, 2992, 4520, 5000, 1788, 5000
47.877, 3807.250, 6344.770, 126.9157, 200.00, 200.00, 5000, 5000, 5000, 2392, 1481, 1172, 1074, 1010, 1014, 1319, 2031, 3008, 4546, 5000, 1783, 5000
48.030, 3795.125, 6359.805, 127.9704, 221.00, 158.00, 5000, 5000, 5000, 2450, 1502, 1160, 1074, 1016, 996, 1287, 1961, 2970, 4518, 5000, 1813, 5000
48.131, 3784.455, 6374.840, 129.9919, 239.00, 140.00, 5000, 5000, 5000, 2573, 1510, 1171, 1052, 1033, 1002, 1256, 1884, 2907, 4494, 5000, 1880, 5000
48.231, 3771.360, 6389.875, 130.9587, 239.00, 140.00, 5000, 3527, 5000, 2708, 1545, 1163, 1052, 1026, 1014, 1226, 1790, 2850, 4365, 5000, 1928, 5000
48.331, 3759.235, 6404.910, 132.9802, 239.00, 140.00, 5000, 3418, 5000, 2888, 1582, 1178, 1050, 1040, 1002, 1198, 1720, 2798, 4187, 5000, 1988, 5000
48.433, 3745.170, 6418.975, 132.9802, 218.00, 181.00, 5000, 3386, 5000, 2904, 1575, 1165, 1037, 1036, 1002, 1191, 1686, 2792, 4144, 5000, 2009, 5000
48.534, 3717.040, 6448.560, 132.9802, 200.00, 200.00, 5000, 3392, 5000, 2880, 1582, 1150, 1023, 1042, 1021, 1185, 1701, 2809, 4170, 5000, 2004, 5000
48.634, 3703.460, 6462.625, 132.9802, 200.00, 200.00, 5000, 3385, 5000, 2831, 1547, 1141, 993, 1052, 1008, 1212, 1708, 2843, 4220, 5000, 1993, 5000
48.734, 3689.395, 6477.660, 132.9802, 200.00, 200.00, 5000, 3391, 5000, 2807, 1530, 1126, 999, 1044, 1023, 1206, 1723, 2860, 4244, 5000, 1987, 5000
48.836, 3676.300, 6491.725, 133.9470, 218.00, 161.00, 5000, 3342, 5000, 2883, 1531, 1117, 983, 1058, 1028, 1180, 1685, 2840, 4161, 5000, 2019, 5000
48.937, 3663.205, 6505.790, 135.9685, 239.00, 140.00, 5000, 3256, 5000, 3091, 1573, 1134, 987, 1063, 1032, 1174, 1621, 2795, 4012, 5000, 2089, 5000
49.039, 3648.170, 6519.855, 136.9353, 221.00, 178.00, 5000, 3206, 5000, 3201, 1597, 1124, 972, 1086, 1024, 1169, 1608, 2786, 3963, 5000, 2123, 5000
49.139, 3634.105, 6533.920, 136.9353, 200.00, 200.00, 5000, 3210, 5000, 3176, 1580, 1110, 958, 1080, 1033, 1168, 1603, 2804, 3987, 5000, 2116, 5000
49.240, 3619.070, 6546.530, 136.9353, 200.00, 200.00, 5000, 3217, 5000, 3115, 1563, 1116, 945, 1076, 1037, 1178, 1618, 2821, 4012, 5000, 2130, 5000
49.391, 3591.425, 6573.690, 138.9568, 239.00, 140.00, 5000, 3087, 5000, 3528, 1614, 1128, 938, 1025, 1062, 1151, 1545, 2771, 3828, 5000, 2235, 5000
49.492, 3576.390, 6585.815, 140.9783, 239.00, 140.00, 5000, 2865, 5000, 3890, 1666, 1128, 946, 1009, 1064, 1129, 1489, 2578, 3716, 5000, 2310, 5000
49.592, 3561.355, 6597.940, 141.9451, 239.00, 140.00, 5000, 2927, 5000, 4293, 1750, 1151, 934, 996, 1070, 1109, 1455, 2416, 3615, 5000, 2406, 5000
49.693, 3545.350, 6610.550, 142.9998, 221.00, 178.00, 5000, 2919, 5000, 4507, 1755, 1145, 943, 971, 1066, 1124, 1427, 2371, 3586, 5000, 2441, 5000
49.794, 3513.340, 6634.800, 142.9998, 200.00, 200.00, 5000, 2887, 5000, 4454, 1722, 1141, 919, 966, 1061, 1119, 1439, 2407, 3633, 5000, 2425, 5000
49.894, 3497.335, 6646.925, 142.9998, 200.00, 200.00, 5000, 2850, 5000, 4384, 1706, 1128, 907, 951, 1046, 1135, 1455, 2425, 3656, 5000, 2417, 5000
49.995, 3481.330, 6658.565, 142.9998, 200.00, 200.00, 5000, 2813, 5000, 4357, 1717, 1115, 915, 935, 1031, 1152, 1471, 2443, 3680, 5000, 2389, 5000
50.096, 3466.295, 6670.690, 143.9666, 214.00, 165.00, 5000, 2849, 5000, 4647, 1727, 1110, 904, 936, 1026, 1130, 1442, 2373, 3641, 5000, 2464, 5000
50.196, 3450.290, 6681.845, 144.9335, 239.00, 140.00, 5000, 2917, 5000, 4768, 1821, 1136, 896, 903, 988, 1133, 1412, 2245, 3554, 5000, 2503, 5000
50.297, 3434.285, 6692.515, 146.9550, 239.00, 140.00, 5000, 2988, 5000, 4807, 1894, 1165, 909, 897, 972, 1116, 1383, 2144, 3476, 5000, 5000, 3047
50.397, 3402.275, 6712.885, 149.9433, 239.00, 140.00, 5000, 3205, 5000, 4939, 2122, 1206, 918, 865, 926, 1108, 1330, 1976, 3339, 5000, 5000, 1797
50.497, 3385.300, 6722.585, 151.9648, 239.00, 140.00, 3059, 3309, 5000, 5000, 2252, 1242, 935, 864, 917, 1095, 1306, 1909, 3281, 4966, 5000, 1602
50.599, 3368.325, 6731.800, 152.9316, 239.00, 140.00, 2778, 3441, 5000, 5000, 2395, 1281, 933, 842, 909, 1104, 1303, 1844, 3227, 4776, 5000, 1502
50.750, 3334.375, 6748.775, 156.9746, 239.00, 140.00, 2216, 3788, 3105, 5000, 2760, 1368, 975, 836, 878, 1106, 1262, 1745, 3136, 4451, 5000, 1533
50.850, 3316.430, 6755.565, 157.9414, 239.00, 140.00, 2044, 3848, 3083, 5000, 3028, 1418, 977, 828, 854, 1112, 1243, 1688, 3073, 4312, 5000, 1553
50.950, 3298.000, 6762.840, 159.9629, 239.00, 140.00, 1877, 5000, 2981, 5000, 3326, 1471, 1003, 834, 853, 1113, 1246, 1655, 2877, 4187, 5000, 1576
51.051, 3280.055, 6769.630, 160.9297, 239.00, 140.00, 1778, 5000, 2917, 5000, 3657, 1529, 1029, 819, 832, 1111, 1230, 1623, 2735, 4073, 5000, 1603
51.152, 3262.110, 6775.935, 162.9513, 239.00, 140.00, 1640, 5000, 2835, 5000, 4117, 1592, 1037, 827, 833, 1126, 1224, 1573, 2600, 3970, 5000, 1634
51.302, 3225.250, 6786.605, 165.9396, 239.00, 140.00, 1517, 4948, 2571, 5000, 4563, 1763, 1102, 826, 820, 1089, 1209, 1519, 2369, 3791, 5000, 1668
51.403, 3206.335, 6790.970, 167.9611, 239.00, 140.00, 1509, 5000, 2637, 5000, 4617, 1875, 1137, 817, 825, 1064, 1218, 1494, 2294, 3714, 5000, 1706
51.503, 3188.390, 6794.850, 168.9279, 239.00, 140.00, 1530, 5000, 2729, 5000, 4673, 1996, 1176, 830, 811, 1043, 1229, 1471, 2201, 3644, 5000, 1745
51.603, 3150.075, 6801.640, 172.9709, 239.00, 140.00, 1591, 5000, 2924, 5000, 4815, 2273, 1239, 839, 808, 980, 1219, 1429, 2069, 3522, 5000, 1824
51.706, 3131.160, 6803.580, 173.9377, 239.00, 140.00, 1627, 5000, 3073, 5000, 4893, 2465, 1287, 856, 818, 969, 1227, 1430, 2008, 3469, 5000, 1845
51.806, 3112.245, 6805.520, 175.9592, 239.00, 140.00, 1645, 5000, 3205, 5000, 4986, 2676, 1338, 853, 809, 934, 1222, 1413, 1949, 3422, 4899, 1906
51.957, 3073.445, 6807.945, 178.9476, 239.00, 140.00, 1716, 5000, 3558, 2869, 5000, 3204, 1478, 872, 836, 919, 1227, 1401, 1859, 3317, 4603, 2012
52.058, 3054.045, 6808.915, -178.9476, 239.00, 140.00, 1755, 5000, 3643, 2784, 5000, 3573, 1543, 894, 832, 890, 1194, 1388, 1828, 3122, 4476, 2057
52.158, 3035.130, 6808.430, -177.9807, 239.00, 140.00, 1813, 5000, 5000, 2719, 5000, 3986, 1613, 917, 848, 888, 1166, 1380, 1798, 2981, 4360, 2123
52.260, 3016.215, 6808.430, -175.9592, 239.00, 140.00, 1854, 5000, 5000, 2636, 5000, 4313, 1717, 921, 846, 885, 1143, 1384, 1771, 2847, 4255, 2190
52.360, 2997.300, 6806.005, -174.9924, 239.00, 140.00, 1915, 5000, 4859, 2574, 5000, 4347, 1829, 947, 865, 867, 1113, 1395, 1724, 2718, 4158, 2258
52.460, 2959.470, 6802.125, -170.9494, 239.00, 140.00, 2043, 5000, 4777, 2350, 5000, 4455, 2050, 983, 887, 852, 1061, 1399, 1698, 2542, 3991, 2441
52.561, 2940.070, 6799.215, -169.9826, 239.00, 140.00, 2109, 5000, 4894, 2388, 5000, 4536, 2190, 1012, 911, 858, 1052, 1392, 1676, 2471, 3918, 2536
52.661, 2921.155, 6796.305, -167.9611, 239.00, 140.00, 2218, 5000, 5000, 2534, 5000, 4603, 2376, 1025, 916, 844, 1015, 1406, 1656, 2382, 3851, 2654
52.763, 2902.240, 6792.425, -169.9826, 140.00, 239.00, 2041, 5000, 4845, 2357, 5000, 4518, 2233, 1020, 918, 867, 1063, 1432, 1714, 2532, 3966, 2468
52.863, 2883.325, 6788.060, -170.9494, 140.00, 239.00, 1908, 5000, 4682, 2249, 5000, 4429, 2131, 1016, 921, 891, 1108, 1457, 1772, 2687, 4090, 2306
53.013, 2845.010, 6783.210, -174.9924, 140.00, 239.00, 1651, 5000, 4786, 2419, 5000, 4266, 1919, 1010, 928, 943, 1197, 1530, 1915, 2993, 4369, 2014
53.114, 2826.095, 6781.270, -175.9592, 140.00, 239.00, 1547, 5000, 4951, 2452, 5000, 4192, 1836, 1007, 932, 946, 1225, 1557, 1980, 3212, 4526, 1903
53.214, 2807.180, 6780.300, -177.9807, 140.00, 239.00, 1466, 5000, 3418, 2499, 5000, 4131, 1786, 985, 936, 974, 1289, 1606, 2067, 3417, 4696, 1794
53.317, 2788.265, 6779.330, -178.9476, 140.00, 239.00, 1466, 5000, 3243, 2535, 5000, 3918, 1713, 983, 920, 1005, 1329, 1656, 2156, 3609, 4881, 1688
53.419, 2768.380, 6779.330, -177.9807, 239.00, 140.00, 1445, 5000, 3397, 2469, 5000, 4100, 1787, 1005, 937, 985, 1295, 1645, 2105, 3505, 4753, 1733
53.519, 2749.465, 6778.360, -175.9592, 239.00, 140.00, 1444, 5000, 4932, 2405, 5000, 4151, 1896, 1030, 955, 974, 1266, 1635, 2077, 3342, 4635, 1800
53.620, 2730.065, 6777.390, -177.9807, 140.00, 239.00, 1503, 5000, 3368, 2431, 5000, 4079, 1817, 1008, 959, 1004, 1299, 1684, 2164, 3571, 4809, 1692
53.721, 2711.150, 6776.420, -178.9476, 140.00, 239.00, 1583, 5000, 3085, 2458, 5000, 4005, 1743, 1005, 943, 1034, 1374, 1713, 2233, 3696, 4998, 1585
53.821, 2692.235, 6776.420, 178.9476, 140.00, 239.00, 1664, 5000, 2851, 2467, 4907, 3616, 1673, 1004, 948, 1040, 1416, 1764, 2325, 3781, 5000, 1500
53.921, 2673.320, 6776.420, 176.9260, 140.00, 239.00, 1768, 5000, 2650, 5000, 4794, 3336, 1633, 1002, 953, 1074, 1461, 1816, 2442, 3872, 5000, 1438
54.022, 2653.435, 6776.905, 175.9592, 140.00, 239.00, 1895, 5000, 2456, 5000, 4660, 3047, 1570, 1002, 958, 1109, 1548, 1869, 2540, 3970, 5000, 1517
54.177, 2615.120, 6779.815, 172.9709, 140.00, 239.00, 2155, 4646, 2091, 5000, 4448, 2669, 1453, 981, 970, 1159, 1678, 1959, 2791, 4188, 5000, 1743
54.277, 2596.205, 6782.725, 170.9494, 140.00, 239.00, 2331, 4476, 1981, 5000, 4344, 2503, 1422, 981, 976, 1201, 1699, 2017, 2945, 4309, 5000, 1890
54.381, 2577.290, 6785.635, 172.9709, 239.00, 140.00, 2241, 4595, 2050, 5000, 4409, 2660, 1470, 995, 964, 1161, 1675, 1997, 2831, 4236, 5000, 1829
54.481, 2558.375, 6787.575, 173.9377, 239.00, 140.00, 2154, 4651, 2144, 5000, 4476, 2867, 1523, 1012, 974, 1134, 1630, 1979, 2763, 4168, 5000, 1769
54.631, 2539.460, 6789.515, 175.9592, 239.00, 140.00, 2068, 5000, 2242, 5000, 4546, 3095, 1578, 1009, 965, 1119, 1575, 1953, 2678, 4107, 5000, 1731
54.733, 2520.060, 6790.970, 173.9377, 140.00, 239.00, 2218, 4627, 1993, 5000, 4437, 2896, 1543, 1008, 971, 1158, 1637, 1997, 2802, 4215, 5000, 1833
54.883, 2482.230, 6795.820, 170.9494, 140.00, 239.00, 2546, 4299, 2020, 5000, 4246, 2514, 1454, 1008, 983, 1211, 1786, 2130, 3086, 4455, 5000, 2106
54.984, 2463.315, 6798.730, 168.9279, 140.00, 239.00, 2727, 4418, 2053, 5000, 4159, 2390, 1401, 1009, 990, 1247, 1821, 2209, 3245, 4589, 5000, 2278
55.084, 2444.400, 6801.640, 167.9611, 140.00, 239.00, 5000, 4554, 2076, 5000, 4063, 2245, 1350, 989, 997, 1273, 1856, 2269, 3433, 4733, 5000, 2454
55.185, 2424.030, 6805.520, 166.9943, 181.00, 218.00, 5000, 4595, 2069, 5000, 4015, 2210, 1337, 992, 997, 1288, 1878, 2291, 3514, 4808, 5000, 2566
55.287, 2405.115, 6810.855, 167.9611, 199.00, 180.00, 5000, 4564, 2053, 5000, 4028, 2220, 1360, 1002, 990, 1283, 1880, 2308, 3481, 4805, 5000, 2568
55.437, 2368.255, 6817.645, 170.9494, 239.00, 140.00, 2797, 4349, 1969, 5000, 4119, 2478, 1441, 1007, 984, 1224, 1831, 2242, 3259, 4638, 5000, 2374
55.541, 2348.370, 6821.525, 170.9494, 218.00, 181.00, 2795, 4296, 1955, 5000, 4124, 2541, 1472, 1002, 997, 1220, 1814, 2242, 3245, 4620, 5000, 2375
55.644, 2329.455, 6824.920, 169.9826, 140.00, 239.00, 5000, 4419, 1971, 5000, 4040, 2416, 1418, 1002, 984, 1245, 1898, 2301, 3406, 4757, 5000, 2548
55.745, 2310.055, 6827.830, 167.9611, 140.00, 239.00, 5000, 3052, 2000, 5000, 3956, 2270, 1390, 1003, 991, 1294, 1958, 2382, 3574, 4905, 5000, 2767
55.896, 2290.170, 6831.710, 166.9943, 181.00, 218.00, 5000, 3044, 1994, 5000, 3913, 2235, 1377, 1001, 991, 1309, 1976, 2423, 3655, 4982, 5000, 2776
55.997, 2271.255, 6836.560, 166.9943, 200.00, 200.00, 5000, 2952, 1994, 5000, 3891, 2229, 1372, 997, 1006, 1302, 1996, 2442, 3698, 5000, 5000, 2781
56.097, 2251.370, 6840.925, 166.9943, 200.00, 200.00, 5000, 2927, 1974, 5000, 3870, 2222, 1367, 1013, 1002, 1294, 1996, 2462, 3719, 5000, 5000, 5000
56.197, 2231.000, 6845.775, 166.9943, 200.00, 200.00, 5000, 2827, 1969, 5000, 3855, 2215, 1361, 1008, 998, 1294, 2016, 2462, 3740, 5000, 5000, 5000
56.298, 2212.085, 6849.655, 166.9943, 200.00, 200.00, 5000, 2803, 1954, 5000, 3844, 2239, 1379, 1003, 993, 1313, 2029, 2481, 3784, 5000, 3052, 5000
56.399, 2192.200, 6854.990, 166.9943, 200.00, 200.00, 5000, 2703, 1933, 5000, 3828, 2232, 1374, 999, 1009, 1306, 2015, 2500, 3805, 5000, 3057, 5000
56.499, 2172.315, 6858.870, 166.9943, 200.00, 200.00, 5000, 2653, 1934, 5000, 3807, 2225, 1369, 1015, 1005, 1299, 2036, 2520, 3826, 5000, 3084, 5000
56.600, 2133.030, 6867.600, 166.9943, 200.00, 200.00, 5000, 2503, 1908, 5000, 3765, 2242, 1360, 1006, 995, 1316, 2037, 2539, 3890, 5000, 2959, 5000
56.700, 2113.145, 6871.965, 166.9943, 200.00, 200.00, 5000, 2429, 1894, 5000, 3744, 2235, 1377, 1001, 1012, 1310, 2022, 2559, 3911, 5000, 2874, 5000
56.801, 2093.260, 6876.815, 166.9943, 200.00, 200.00, 5000, 2354, 1873, 5000, 3724, 2229, 1372, 1017, 1007, 1303, 2034, 2578, 3932, 5000, 2857, 5000
56.903, 2074.345, 6880.695, 166.9943, 200.00, 200.00, 5000, 2304, 1874, 5000, 3713, 2222, 1367, 1013, 1003, 1295, 2054, 2598, 3953, 5000, 2771, 5000
57.004, 2054.460, 6884.575, 166.9943, 200.00, 200.00, 5000, 2204, 1853, 5000, 3701, 2246, 1362, 1009, 998, 1313, 2045, 2617, 3974, 5000, 2686, 5000
57.105, 2034.090, 6889.910, 166.9943, 200.00, 200.00, 4998, 2180, 1848, 5000, 3681, 2239, 1380, 1004, 1014, 1314, 2030, 2637, 3995, 5000, 2647, 5000
57.205, 2014.205, 6893.790, 166.9943, 200.00, 200.00, 4976, 2080, 1854, 5000, 3660, 2232, 1375, 1020, 1009, 1307, 2031, 2657, 4017, 5000, 2562, 5000
57.305, 1995.290, 6898.640, 166.9943, 200.00, 200.00, 4966, 2030, 1834, 5000, 3638, 2226, 1370, 1015, 1005, 1299, 2052, 2676, 4038, 5000, 2476, 5000
57.407, 1975.405, 6902.520, 166.9943, 200.00, 200.00, 4929, 1955, 1825, 5000, 3617, 2249, 1365, 1011, 1001, 1311, 2053, 2695, 4080, 5000, 2459, 5000
57.507, 1955.035, 6907.855, 166.9943, 200.00, 200.00, 4893, 1905, 1814, 5000, 3596, 2242, 1382, 1007, 1016, 1317, 2038, 2715, 4102, 5000, 2374, 5000
57.657, 1936.120, 6911.735, 166.9943, 200.00, 200.00, 4894, 1831, 1794, 5000, 3581, 2236, 1377, 1016, 1012, 1310, 2029, 2734, 4123, 5000, 2289, 5000
57.758, 1916.235, 6915.615, 166.9943, 200.00, 200.00, 4861, 1756, 1773, 5000, 3569, 2230, 1373, 1018, 1007, 1303, 2050, 2734, 4166, 5000, 2249, 5000
57.858, 1896.350, 6920.950, 166.9943, 200.00, 200.00, 4824, 1530, 1732, 5000, 3555, 2253, 1368, 1013, 1003, 1308, 2061, 2753, 4187, 5000, 2163, 5000
57.960, 1857.065, 6929.680, 166.9943, 200.00, 200.00, 4854, 1507, 1712, 5000, 3512, 2240, 1380, 1007, 1014, 1314, 2031, 2793, 4229, 5000, 2061, 5000
58.060, 1837.180, 6933.560, 166.9943, 200.00, 200.00, 4858, 1482, 5000, 5000, 3491, 2233, 1375, 1020, 1010, 1307, 2048, 2812, 4250, 5000, 1976, 5000
58.210, 1817.295, 6938.895, 166.9943, 200.00, 200.00, 4883, 1432, 5000, 5000, 3470, 2256, 1370, 1016, 1005, 1306, 2068, 2832, 4272, 5000, 1891, 5000
58.311, 1798.380, 6942.775, 166.9943, 200.00, 200.00, 4908, 1357, 5000, 5000, 3449, 2250, 1388, 1011, 1001, 1325, 2054, 2831, 4293, 5000, 1806, 5000
58.411, 1778.010, 6946.655, 166.9943, 200.00, 200.00, 4933, 1351, 5000, 4651, 3438, 2243, 1383, 1007, 1017, 1318, 2040, 2850, 4314, 5000, 1788, 4964
58.513, 1758.125, 6951.990, 166.9943, 200.00, 200.00, 4938, 1458, 5000, 4558, 3426, 2236, 1378, 1023, 1012, 1311, 2046, 2870, 4357, 5000, 1793, 4928
58.613, 1738.240, 6955.870, 166.9943, 200.00, 200.00, 4963, 1435, 5000, 4536, 3415, 2260, 1373, 1019, 1008, 1304, 2066, 2890, 4378, 5000, 1809, 4918
58.713, 1719.325, 6960.720, 166.9943, 200.00, 200.00, 4967, 1435, 5000, 4517, 3404, 2253, 1391, 1014, 1003, 1328, 2063, 2909, 4399, 5000, 1825, 4896
58.813, 1699.440, 6964.600, 166.9943, 200.00, 200.00, 4992, 1414, 5000, 4497, 3386, 2246, 1386, 1009, 1019, 1322, 2047, 2909, 4442, 5000, 1850, 4859
58.914, 1679.070, 6969.935, 166.9943, 200.00, 200.00, 5000, 1421, 5000, 4477, 3365, 2240, 1381, 1025, 1015, 1315, 2044, 2928, 4463, 5000, 1881, 4834
59.015, 1660.155, 6973.815, 166.9943, 200.00, 200.00, 5000, 1412, 5000, 4458, 3344, 2263, 1376, 1021, 1011, 1308, 2064, 2948, 4484, 5000, 1892, 4827
59.115, 1640.270, 6977.695, 166.9943, 200.00, 200.00, 5000, 1403, 5000, 4438, 3323, 2257, 1393, 1017, 1006, 1326, 2070, 2967, 4527, 5000, 1913, 4811
59.216, 1620.385, 6982.545, 166.9943, 200.00, 200.00, 5000, 1388, 5000, 4419, 3302, 2250, 1388, 1012, 1022, 1326, 2055, 2987, 4548, 5000, 1933, 4857
59.316, 1581.100, 6991.760, 166.9943, 200.00, 200.00, 5000, 1364, 5000, 4380, 3272, 2267, 1379, 1023, 1013, 1312, 2062, 3026, 4591, 5000, 1975, 4907
59.417, 1561.215, 6995.640, 166.9943, 200.00, 200.00, 5000, 1365, 5000, 4360, 3260, 2260, 1396, 1019, 1008, 1323, 2078, 3046, 4611, 5000, 2000, 4911
59.520, 1541.330, 7000.975, 166.9943, 200.00, 200.00, 5000, 1341, 5000, 4341, 3239, 2254, 1391, 1014, 1024, 1330, 2064, 3065, 4633, 5000, 2017, 4937
59.620, 1522.415, 7004.855, 166.9943, 200.00, 200.00, 5000, 1341, 5000, 4321, 3218, 2247, 1386, 1030, 1020, 1323, 2049, 3085, 4654, 5000, 2032, 4941
59.720, 1502.045, 7008.735, 166.9943, 200.00, 200.00, 5000, 1321, 5000, 4302, 3197, 2270, 1381, 1026, 1015, 1316, 2060, 3104, 4675, 5000, 2058, 4966
59.821, 1482.160, 7013.585, 166.9943, 200.00, 200.00, 5000, 1317, 5000, 4282, 3175, 2263, 1399, 1021, 1011, 1321, 2080, 3124, 4696, 5000, 2087, 4991
59.921, 1463.245, 7017.950, 166.9943, 200.00, 200.00, 5000, 1303, 5000, 4262, 3154, 2257, 1394, 1037, 1027, 1334, 2072, 3123, 4739, 5000, 2100, 5000
60.023, 1443.360, 7022.800, 166.9943, 200.00, 200.00, 5000, 1293, 5000, 4243, 3140, 2251, 1389, 1033, 1022, 1327, 2057, 3143, 4760, 5000, 2120, 5000
60.123, 1423.475, 7026.680, 166.9943, 200.00, 200.00, 5000, 1284, 5000, 4223, 3129, 2274, 1384, 1028, 1018, 1320, 2058, 3162, 4781, 5000, 2141, 5000
60.223, 1403.105, 7030.560, 166.9943, 200.00, 200.00, 5000, 1292, 5000, 4184, 3112, 2267, 1401, 1024, 1013, 1318, 2078, 3182, 4824, 5000, 2152, 5000
60.324, 1384.190, 7035.895, 166.9943, 200.00, 200.00, 5000, 1270, 5000, 4164, 3091, 2261, 1396, 1040, 1029, 1338, 2080, 3201, 4845, 5000, 2182, 5000
60.424, 1364.305, 7039.775, 166.9943, 200.00, 200.00, 5000, 1270, 5000, 4145, 3070, 2254, 1392, 1035, 1024, 1331, 2065, 3201, 4866, 5000, 2207, 5000
60.525, 1344.420, 7044.625, 166.9943, 200.00, 200.00, 5000, 1247, 5000, 4125, 3049, 2277, 1386, 1031, 1020, 1323, 2056, 3220, 4887, 5000, 2224, 5000
60.626, 1325.020, 7048.990, 166.9943, 200.00, 200.00, 5000, 1247, 5000, 4106, 3028, 2271, 1404, 1026, 1015, 1316, 2076, 3240, 4909, 5000, 2240, 5000
60.726, 1305.135, 7053.840, 166.9943, 200.00, 200.00, 5000, 1229, 5000, 4086, 3009, 2264, 1399, 1035, 1032, 1340, 2088, 3260, 4930, 5000, 2265, 5000
60.826, 1285.250, 7057.720, 166.9943, 200.00, 200.00, 5000, 1223, 5000, 4027, 2997, 2258, 1394, 1038, 1027, 1335, 2073, 3279, 4951, 5000, 2272, 5000
60.927, 1265.365, 7061.600, 166.9943, 200.00, 200.00, 5000, 1210, 5000, 4007, 2986, 2281, 1389, 1033, 1023, 1328, 2058, 3298, 4972, 5000, 2307, 5000
61.028, 1246.450, 7066.935, 166.9943, 200.00, 200.00, 5000, 1199, 5000, 3988, 2965, 2274, 1407, 1028, 1027, 1320, 2074, 3318, 5000, 5000, 2327, 5000
61.128, 1226.080, 7070.815, 166.9943, 200.00, 200.00, 5000, 1192, 5000, 3968, 2944, 2268, 1402, 1026, 1034, 1338, 2095, 3338, 5000, 5000, 2348, 5000
61.229, 1206.195, 7075.665, 166.9943, 200.00, 200.00, 5000, 1175, 5000, 3948, 2923, 2261, 1397, 1040, 1029, 1339, 2081, 3357, 5000, 5000, 2359, 5000
61.329, 1187.280, 7079.545, 166.9943, 200.00, 200.00, 5000, 1173, 5000, 3929, 2901, 2285, 1392, 1036, 1025, 1331, 2066, 3376, 5000, 5000, 2390, 5000
61.429, 1167.395, 7084.880, 166.9943, 200.00, 200.00, 5000, 1151, 5000, 3889, 2880, 2278, 1409, 1031, 1020, 1324, 2072, 3396, 5000, 5000, 2414, 5000
61.531, 1147.025, 7088.760, 166.9943, 200.00, 200.00, 5000, 1155, 5000, 3870, 2866, 2271, 1405, 1027, 1037, 1335, 2093, 3396, 5000, 5000, 2431, 5000
61.631, 1127.140, 7092.640, 166.9943, 200.00, 200.00, 5000, 1152, 5000, 3851, 2855, 2265, 1400, 1042, 1032, 1342, 2089, 3415, 5000, 5000, 2447, 5000
61.781, 1088.340, 7101.855, 166.9943, 200.00, 200.00, 5000, 1128, 5000, 3811, 2832, 2281, 1412, 1034, 1023, 1328, 2070, 3454, 5000, 5000, 2479, 5000
61.882, 1068.455, 7106.705, 166.9943, 200.00, 200.00, 5000, 1078, 5000, 3792, 2818, 2275, 1407, 1029, 1039, 1333, 2090, 3474, 5000, 5000, 2514, 5000
61.982, 1049.055, 7110.585, 166.9943, 200.00, 200.00, 5000, 1059, 5000, 3752, 2797, 2269, 1402, 1045, 1034, 1347, 2097, 3493, 5000, 5000, 2534, 5000
62.133, 1029.170, 7115.920, 166.9943, 200.00, 200.00, 5000, 1067, 5000, 3733, 2776, 2291, 1397, 1041, 1030, 1339, 2083, 3493, 5000, 5000, 2555, 5000
62.234, 990.370, 7123.680, 166.9943, 200.00, 200.00, 5000, 5000, 5000, 3694, 2734, 2278, 1410, 1032, 1041, 1330, 2088, 3532, 5000, 5000, 2594, 5000
