%
% Complex Data
%

@RELATION complex

@ATTRIBUTE time REAL
@ATTRIBUTE x REAL
@ATTRIBUTE y REAL
@ATTRIBUTE th REAL
@ATTRIBUTE left_motor REAL
@ATTRIBUTE right_motor REAL
@ATTRIBUTE sonar1 REAL
@ATTRIBUTE sonar2 REAL
@ATTRIBUTE sonar3 REAL
@ATTRIBUTE sonar4 REAL
@ATTRIBUTE sonar5 REAL
@ATTRIBUTE sonar6 REAL
@ATTRIBUTE sonar7 REAL
@ATTRIBUTE sonar8 REAL
@ATTRIBUTE sonar9 REAL
@ATTRIBUTE sonar10 REAL
@ATTRIBUTE sonar11 REAL
@ATTRIBUTE sonar12 REAL
@ATTRIBUTE sonar13 REAL
@ATTRIBUTE sonar14 REAL
@ATTRIBUTE sonar15 REAL
@ATTRIBUTE sonar16 REAL

@DATA
34.021, 4079.820, -5165.735, -89.9132, 200.00, 200.00, 4399, 1897, 1367, 1183, 1182, 1363, 1760, 1329, 1329, 1753, 5000, 4485, 1684, 1583, 2182, 4400
34.121, 4079.820, -5185.620, -89.9132, 200.00, 200.00, 4399, 1866, 1344, 1162, 1162, 1340, 1761, 1329, 1328, 1753, 5000, 4505, 1684, 1606, 2213, 4399
34.222, 4079.820, -5205.990, -89.9132, 200.00, 200.00, 4399, 1835, 1321, 1142, 1141, 1317, 1761, 1329, 1328, 1753, 5000, 4525, 1684, 1629, 2244, 4399
34.323, 4079.820, -5225.875, -89.9132, 200.00, 200.00, 4399, 1804, 1298, 1122, 1121, 1294, 1761, 1329, 1329, 1753, 5000, 4546, 1683, 1652, 2275, 4399
34.423, 4079.820, -5246.730, -89.9132, 200.00, 200.00, 4399, 1773, 1274, 1102, 1100, 1271, 1761, 1329, 1329, 1753, 5000, 4566, 1683, 1675, 2306, 4399
34.524, 4079.820, -5286.985, -89.9132, 200.00, 200.00, 4399, 1741, 1251, 1081, 1080, 1248, 1731, 1329, 1329, 1753, 5000, 4586, 1682, 1698, 2337, 4399
34.724, 4079.820, -5326.755, -89.9132, 200.00, 200.00, 4399, 1648, 1182, 1020, 1019, 1179, 1639, 1330, 1329, 1754, 5000, 4647, 1682, 1767, 2431, 4399
34.826, 4079.820, -5347.610, -89.9132, 200.00, 200.00, 4398, 1617, 1159, 1000, 999, 1155, 1607, 1330, 1329, 1753, 5000, 4668, 1682, 1791, 2461, 4399
34.976, 4079.820, -5367.980, -89.9132, 200.00, 200.00, 4398, 1585, 1136, 980, 979, 1132, 1576, 1329, 1329, 1753, 5000, 4688, 1682, 1814, 2493, 4399
35.077, 4079.820, -5387.865, -89.9132, 200.00, 200.00, 4399, 1554, 1113, 959, 958, 1109, 1545, 1330, 1329, 1754, 5000, 4708, 1681, 1837, 2524, 4399
35.178, 4079.820, -5406.780, -88.9464, 218.00, 161.00, 4398, 1558, 1102, 943, 936, 1076, 1485, 1331, 1327, 1727, 5000, 4742, 1876, 1841, 2503, 4402
35.278, 4080.790, -5425.695, -86.9249, 239.00, 140.00, 4400, 1588, 1102, 930, 913, 1037, 1407, 1335, 1324, 1683, 5000, 4790, 2334, 1832, 2450, 4410
35.379, 4081.760, -5445.580, -85.9581, 239.00, 140.00, 4405, 1623, 1102, 918, 890, 999, 1334, 1340, 1323, 1643, 5000, 4843, 3041, 1826, 2401, 4421
35.529, 4084.670, -5483.895, -82.9698, 239.00, 140.00, 4424, 1705, 1107, 895, 848, 929, 1204, 1355, 1326, 1573, 2240, 5000, 4733, 1819, 2319, 4453
35.630, 4086.610, -5502.810, -80.9483, 239.00, 140.00, 4437, 1754, 1111, 885, 829, 897, 1146, 1366, 1330, 1543, 2156, 5000, 4748, 1817, 2283, 4473
35.731, 4089.520, -5521.725, -78.9268, 239.00, 140.00, 4455, 1811, 1116, 876, 810, 867, 1091, 1378, 1336, 1516, 2080, 5000, 4767, 1817, 2251, 4497
35.832, 4093.885, -5540.640, -77.9600, 239.00, 140.00, 4475, 1874, 1122, 867, 792, 838, 1041, 1392, 1343, 1491, 2012, 5000, 4790, 1820, 2223, 4524
35.932, 4097.765, -5558.585, -75.9385, 239.00, 140.00, 4499, 1947, 1131, 859, 775, 810, 993, 1409, 1353, 1469, 1950, 5000, 4816, 1823, 2197, 4555
36.082, 4107.950, -5596.900, -72.9501, 239.00, 140.00, 4557, 2127, 1152, 845, 743, 759, 906, 1446, 1377, 1433, 1843, 5000, 4881, 1834, 2154, 4627
36.183, 4112.800, -5614.845, -70.9286, 239.00, 140.00, 4592, 2239, 1166, 840, 728, 735, 866, 1468, 1392, 1418, 1796, 5000, 4920, 1841, 2136, 4668
36.334, 4118.620, -5632.790, -69.9618, 239.00, 140.00, 4630, 2372, 1182, 835, 714, 712, 829, 1493, 1409, 1405, 1755, 5000, 4963, 1850, 2120, 4714
36.435, 4125.895, -5650.735, -67.9403, 239.00, 140.00, 4672, 2529, 1200, 831, 701, 691, 793, 1520, 1429, 1395, 1717, 5000, 5000, 2008, 2107, 4763
36.535, 4132.685, -5668.680, -66.9735, 239.00, 140.00, 4719, 2718, 1221, 828, 688, 670, 760, 1548, 1450, 1385, 1683, 5000, 5000, 2493, 2096, 4817
36.636, 4140.930, -5686.625, -64.9520, 239.00, 140.00, 4770, 2951, 1245, 825, 676, 650, 729, 1580, 1474, 1378, 1653, 2426, 5000, 3287, 2086, 4876
36.736, 4148.690, -5703.600, -62.9305, 239.00, 140.00, 4826, 3241, 1273, 824, 665, 631, 700, 1505, 1501, 1373, 1625, 2338, 5000, 4830, 2078, 4940
36.887, 4166.635, -5737.550, -59.9422, 239.00, 140.00, 4953, 4105, 1342, 825, 644, 597, 645, 1279, 1562, 1368, 1579, 2187, 5000, 4992, 2067, 5000
36.988, 4175.850, -5754.525, -58.9753, 239.00, 140.00, 5000, 4327, 1384, 827, 636, 580, 620, 1184, 1553, 1368, 1560, 2122, 5000, 5000, 2065, 5000
37.138, 4196.705, -5786.535, -54.9323, 239.00, 140.00, 5000, 4275, 1489, 835, 620, 551, 574, 1022, 1349, 1374, 1529, 2012, 5000, 5000, 2064, 5000
37.239, 4206.890, -5802.540, -53.9655, 239.00, 140.00, 5000, 4254, 1554, 841, 613, 537, 553, 953, 1262, 1378, 1517, 1965, 5000, 5000, 2066, 5000
37.340, 4218.530, -5817.575, -51.9440, 239.00, 140.00, 5000, 4237, 1631, 849, 607, 525, 533, 891, 1181, 1385, 1507, 1922, 5000, 5000, 2069, 5000
37.440, 4230.655, -5833.580, -50.9772, 239.00, 140.00, 5000, 4221, 1721, 859, 601, 512, 514, 833, 1108, 1394, 1499, 1884, 5000, 5000, 2074, 5000
37.541, 4242.780, -5847.645, -48.9557, 239.00, 140.00, 5000, 4209, 1829, 870, 597, 501, 496, 782, 1041, 1404, 1493, 1850, 5000, 5000, 2080, 3165
37.691, 4254.905, -5862.680, -46.9342, 239.00, 140.00, 5000, 4201, 1958, 884, 594, 490, 480, 734, 980, 1415, 1489, 1819, 5000, 5000, 2087, 3089
37.792, 4267.515, -5876.745, -45.9674, 239.00, 140.00, 5000, 4195, 2115, 900, 591, 481, 464, 691, 923, 1429, 1486, 1793, 2654, 5000, 2096, 3019
37.943, 4294.675, -5903.905, -42.9791, 239.00, 140.00, 3105, 4192, 2560, 942, 588, 463, 435, 614, 822, 1461, 1487, 1747, 2482, 5000, 3814, 2897
38.044, 4309.710, -5916.515, -40.9575, 239.00, 140.00, 3041, 4195, 2884, 968, 589, 456, 422, 581, 777, 1480, 1490, 1729, 2410, 5000, 5000, 2844
38.194, 4338.810, -5941.735, -37.9692, 239.00, 140.00, 2925, 4211, 3948, 1034, 593, 443, 398, 522, 696, 1523, 1501, 1699, 2286, 5000, 5000, 2750
38.295, 4353.845, -5953.860, -35.9477, 239.00, 140.00, 2925, 4211, 3948, 1034, 593, 443, 398, 522, 696, 1523, 1501, 1699, 2286, 5000, 5000, 2750
38.396, 4369.850, -5964.530, -34.9809, 239.00, 140.00, 2827, 4239, 4095, 1124, 602, 433, 378, 471, 627, 1574, 1518, 1679, 2186, 5000, 5000, 2671
38.496, 4384.885, -5975.685, -32.9594, 239.00, 140.00, 2783, 4259, 4071, 1181, 610, 429, 369, 449, 595, 1603, 1528, 1672, 2143, 5000, 5000, 2636
38.597, 4400.890, -5985.870, -30.9379, 239.00, 140.00, 2742, 4282, 4050, 1248, 618, 427, 361, 429, 567, 1634, 1541, 1666, 2105, 5000, 5000, 2605
38.697, 4417.865, -5995.570, -29.9711, 239.00, 140.00, 2705, 4308, 4033, 1329, 629, 425, 354, 410, 539, 1462, 1556, 1663, 2071, 5000, 5000, 2575
38.797, 4434.840, -6005.755, -27.9496, 239.00, 140.00, 2670, 4338, 4018, 1425, 642, 424, 347, 393, 514, 1316, 1572, 1662, 2041, 5000, 5000, 2549
38.899, 4450.845, -6014.970, -26.9828, 239.00, 140.00, 2638, 4372, 4007, 1543, 657, 424, 341, 377, 490, 1192, 1589, 1662, 2013, 5000, 5000, 2525
39.049, 4468.790, -6022.730, -24.9613, 239.00, 140.00, 2608, 4411, 3998, 1688, 675, 425, 337, 363, 468, 1084, 1608, 1664, 1990, 2905, 5000, 2503
39.150, 4485.765, -6031.945, -22.9397, 239.00, 140.00, 2581, 4453, 3993, 1871, 696, 428, 333, 350, 448, 991, 1630, 1667, 1968, 2816, 5000, 2483
39.250, 4503.710, -6038.735, -21.9729, 239.00, 140.00, 2556, 4501, 3990, 2106, 720, 431, 330, 338, 428, 910, 1653, 1673, 1950, 2736, 5000, 2465
39.351, 4520.685, -6045.525, -19.9514, 239.00, 140.00, 2532, 4553, 3990, 2420, 749, 436, 327, 328, 410, 838, 1678, 1680, 1934, 2664, 5000, 2449
39.452, 4557.545, -6058.620, -16.9631, 239.00, 140.00, 2512, 4611, 3994, 2854, 782, 441, 326, 318, 394, 774, 1705, 1689, 1921, 2599, 5000, 2436
39.553, 4575.975, -6064.925, -14.9416, 239.00, 140.00, 2475, 4743, 4010, 3893, 865, 458, 325, 302, 364, 668, 1694, 1711, 1901, 2489, 5000, 2413
39.653, 4594.890, -6069.775, -13.9748, 239.00, 140.00, 2459, 4818, 4023, 3866, 918, 469, 326, 295, 351, 623, 1488, 1724, 1894, 2441, 5000, 2404
39.754, 4612.835, -6073.655, -11.9533, 239.00, 140.00, 2445, 4901, 4040, 3841, 980, 482, 328, 290, 339, 583, 1321, 1740, 1889, 2399, 5000, 2397
39.854, 4631.750, -6077.535, -10.9865, 239.00, 140.00, 2433, 4990, 4060, 3820, 1054, 497, 332, 286, 327, 547, 1183, 1756, 1886, 2360, 5000, 2391
40.005, 4650.665, -6081.900, -8.9650, 239.00, 140.00, 2422, 5000, 4083, 3802, 1142, 514, 336, 282, 318, 514, 1068, 1775, 1885, 2326, 5000, 2387
40.106, 4669.580, -6084.810, -6.9434, 239.00, 140.00, 2413, 5000, 4111, 3787, 1249, 534, 342, 279, 308, 485, 970, 1795, 1885, 2295, 5000, 2384
40.256, 4707.895, -6088.690, -3.9551, 239.00, 140.00, 2400, 5000, 4178, 3765, 1542, 583, 357, 276, 293, 435, 816, 1840, 1892, 2243, 5000, 2383
40.357, 4726.810, -6090.630, -2.9883, 239.00, 140.00, 2395, 5000, 4217, 3759, 1749, 614, 366, 276, 286, 414, 754, 1866, 1898, 2222, 3139, 2385
40.508, 4745.725, -6090.630, -0.9668, 239.00, 140.00, 2391, 5000, 4261, 3755, 2021, 648, 377, 277, 281, 395, 700, 1893, 1905, 2203, 3055, 2388
40.609, 4764.640, -6091.600, 0.9668, 239.00, 140.00, 2390, 5000, 4311, 3755, 2389, 688, 390, 278, 276, 378, 654, 1922, 1914, 2187, 2978, 2392
40.759, 4803.925, -6091.115, 3.9551, 239.00, 140.00, 2390, 2971, 4426, 3764, 3672, 786, 421, 284, 269, 350, 576, 1549, 1937, 2162, 2846, 2406
40.860, 4822.840, -6089.175, 4.9219, 239.00, 140.00, 2393, 2908, 4492, 3773, 3643, 847, 439, 288, 267, 338, 545, 1370, 1951, 2152, 2789, 2415
40.961, 4841.755, -6088.205, 6.9434, 239.00, 140.00, 2397, 2849, 4564, 3785, 3617, 919, 460, 293, 265, 327, 517, 1227, 1966, 2145, 2738, 5000
41.061, 4860.670, -6085.295, 8.9650, 239.00, 140.00, 2402, 2793, 4643, 3800, 3594, 1002, 484, 299, 265, 318, 492, 1111, 1983, 2140, 2691, 5000
41.162, 4879.585, -6082.385, 9.9318, 239.00, 140.00, 2409, 2741, 4730, 3820, 3574, 1101, 510, 306, 265, 311, 470, 1015, 2001, 2136, 2649, 5000
41.312, 4917.900, -6075.110, 12.9201, 239.00, 140.00, 5000, 2647, 4930, 3870, 3544, 1364, 572, 323, 269, 299, 435, 866, 2044, 2135, 2577, 5000
41.413, 4935.845, -6071.230, 14.9416, 239.00, 140.00, 5000, 2604, 5000, 3900, 3533, 1540, 609, 333, 272, 294, 421, 809, 2068, 2137, 2546, 5000
41.564, 4954.760, -6066.380, 16.9631, 239.00, 140.00, 5000, 2564, 5000, 3935, 3525, 1762, 651, 343, 276, 291, 409, 760, 2094, 2140, 2518, 5000
41.665, 4972.705, -6060.075, 17.9299, 239.00, 140.00, 5000, 2526, 5000, 3974, 3521, 2047, 699, 355, 281, 289, 398, 717, 2121, 2145, 2493, 5000
41.765, 4990.650, -6054.255, 19.9514, 239.00, 140.00, 5000, 2491, 5000, 4018, 3519, 2425, 752, 368, 287, 287, 389, 681, 2150, 2152, 2471, 5000
41.865, 5026.540, -6041.160, 22.9397, 239.00, 140.00, 5000, 2427, 5000, 4121, 3524, 3456, 881, 398, 302, 288, 375, 623, 1725, 2171, 2435, 5000
41.966, 5044.970, -6033.400, 24.9613, 239.00, 140.00, 5000, 2398, 5000, 4180, 3532, 3427, 960, 415, 311, 289, 370, 600, 1543, 2183, 2420, 5000
42.067, 5061.945, -6025.155, 25.9281, 239.00, 140.00, 5000, 2371, 5000, 4246, 3543, 3402, 1050, 433, 321, 292, 367, 580, 1399, 2196, 2407, 5000
42.167, 5079.890, -6017.395, 27.9496, 239.00, 140.00, 5000, 2346, 2733, 4319, 3557, 3380, 1156, 452, 333, 295, 364, 563, 1282, 2211, 2397, 5000
42.268, 5096.865, -6008.180, 28.9164, 239.00, 140.00, 5000, 2323, 2674, 4398, 3574, 3361, 1279, 473, 346, 299, 363, 548, 1187, 2227, 2389, 5000
42.418, 5112.870, -5998.480, 30.9379, 239.00, 140.00, 5000, 2301, 2618, 4485, 3595, 3345, 1425, 497, 360, 303, 363, 536, 1108, 2245, 2382, 5000
42.519, 5129.845, -5988.295, 32.9594, 239.00, 140.00, 5000, 2281, 2565, 4581, 3620, 3332, 1600, 521, 376, 309, 363, 525, 1042, 2266, 2378, 5000
42.620, 5145.850, -5978.110, 33.9262, 239.00, 140.00, 5000, 2263, 2516, 4686, 3648, 3322, 1812, 547, 394, 316, 365, 517, 987, 2287, 2375, 5000
42.720, 5161.855, -5967.440, 35.9477, 239.00, 140.00, 5000, 2246, 2469, 4801, 3681, 3315, 2074, 576, 413, 322, 367, 510, 940, 2311, 2374, 5000
42.821, 5176.890, -5956.285, 36.9145, 239.00, 140.00, 5000, 2231, 2426, 4927, 3718, 3311, 2404, 607, 434, 331, 370, 504, 900, 2336, 2375, 5000
42.971, 5206.960, -5932.035, 40.9575, 239.00, 140.00, 5000, 2204, 2345, 5000, 3806, 3312, 3298, 677, 483, 349, 380, 498, 836, 2392, 2382, 5000
43.072, 5221.995, -5920.395, 41.9244, 239.00, 140.00, 5000, 2193, 2309, 5000, 3857, 3317, 3269, 716, 510, 360, 385, 497, 811, 2276, 2388, 5000
43.173, 5235.575, -5907.300, 43.9459, 239.00, 140.00, 5000, 2183, 2274, 5000, 3915, 3325, 3244, 758, 541, 371, 392, 496, 789, 2044, 2395, 5000
43.273, 5249.640, -5893.235, 44.9127, 239.00, 140.00, 5000, 2175, 2242, 5000, 3977, 3337, 3221, 803, 574, 383, 399, 497, 771, 1862, 2404, 3392
43.374, 5263.705, -5880.140, 46.9342, 239.00, 140.00, 5000, 2168, 2211, 5000, 4046, 3352, 3202, 853, 610, 397, 407, 499, 756, 1717, 2415, 3321
43.524, 5288.925, -5851.040, 49.9225, 239.00, 140.00, 3385, 2159, 2156, 2469, 4206, 3392, 3173, 966, 694, 426, 426, 505, 732, 1501, 2441, 3197
43.625, 5301.535, -5837.460, 51.9440, 239.00, 140.00, 3320, 2156, 2131, 2412, 4297, 3418, 3162, 1030, 742, 443, 436, 509, 723, 1420, 2457, 3143
43.776, 5312.690, -5821.455, 52.9987, 239.00, 140.00, 3260, 2156, 2107, 2358, 4397, 3447, 3156, 1100, 796, 460, 447, 515, 716, 1351, 2475, 3092
43.878, 5324.815, -5806.420, 51.9440, 140.00, 239.00, 3350, 2126, 2100, 2378, 4266, 3393, 3140, 1079, 791, 474, 467, 543, 768, 1501, 2480, 3172
43.978, 5336.940, -5791.385, 49.9225, 140.00, 239.00, 3446, 2098, 2095, 2400, 4144, 3342, 3126, 1059, 788, 487, 487, 574, 824, 1674, 2489, 3258
44.078, 5348.580, -5776.350, 48.9557, 140.00, 239.00, 5000, 2074, 2092, 5000, 4030, 3295, 3114, 1041, 784, 501, 506, 605, 884, 1876, 2499, 3352
44.179, 5374.770, -5748.220, 44.9127, 140.00, 239.00, 5000, 2030, 2093, 5000, 3826, 3209, 3098, 1009, 779, 528, 548, 672, 1020, 2404, 2528, 5000
44.279, 5387.865, -5734.155, 43.9459, 140.00, 239.00, 5000, 2012, 2096, 5000, 3733, 3171, 3092, 995, 778, 542, 570, 708, 1096, 2611, 2547, 5000
44.380, 5401.930, -5721.060, 41.9244, 140.00, 239.00, 5000, 1996, 2102, 5000, 3647, 3135, 3090, 981, 776, 557, 592, 746, 1180, 2606, 2567, 5000
44.482, 5415.995, -5708.450, 43.9459, 239.00, 140.00, 5000, 1986, 2069, 5000, 3700, 3142, 3065, 1031, 814, 569, 597, 740, 1143, 2640, 2574, 5000
44.582, 5429.575, -5695.355, 44.9127, 239.00, 140.00, 5000, 1977, 2038, 5000, 3758, 3152, 3043, 1084, 854, 581, 603, 736, 1110, 2601, 2583, 5000
44.683, 5443.640, -5681.290, 43.9459, 140.00, 239.00, 5000, 1959, 2041, 5000, 3667, 3114, 3037, 1068, 851, 595, 624, 773, 1191, 2668, 2602, 5000
44.784, 5456.735, -5668.195, 41.9244, 140.00, 239.00, 5000, 1943, 2047, 5000, 3582, 3079, 3034, 1053, 847, 609, 647, 812, 1279, 2662, 2623, 5000
44.884, 5471.770, -5655.100, 40.9575, 140.00, 239.00, 5000, 1930, 2054, 4807, 3502, 3046, 3033, 1038, 844, 624, 671, 853, 1375, 2658, 2647, 5000
44.984, 5485.835, -5642.005, 38.9360, 140.00, 239.00, 5000, 1917, 2064, 4623, 3427, 3015, 3034, 1026, 842, 638, 695, 897, 1481, 2658, 2674, 5000
45.085, 5500.870, -5630.365, 36.9145, 140.00, 239.00, 5000, 1907, 2076, 4453, 3357, 2988, 3038, 1013, 840, 653, 720, 942, 1599, 2659, 2704, 5000
45.236, 5515.905, -5618.240, 35.9477, 140.00, 239.00, 5000, 1900, 2091, 4297, 3291, 2962, 3043, 1002, 839, 668, 746, 991, 1731, 2664, 2737, 5000
45.337, 5547.915, -5596.415, 32.9594, 140.00, 239.00, 5000, 1890, 2129, 4019, 3171, 2918, 2900, 982, 837, 700, 800, 1098, 2050, 2680, 2812, 5000
45.437, 5563.920, -5586.230, 30.9379, 140.00, 239.00, 2187, 1888, 2266, 3894, 3117, 2899, 2681, 972, 837, 716, 829, 1157, 2244, 2692, 2854, 5000
45.538, 5579.925, -5576.045, 32.9594, 239.00, 140.00, 5000, 1870, 2106, 3975, 3137, 2885, 2967, 1006, 861, 720, 822, 1127, 2102, 2712, 2845, 5000
45.639, 5595.930, -5566.345, 33.9262, 239.00, 140.00, 5000, 1853, 2063, 4063, 3159, 2875, 2984, 1041, 887, 725, 818, 1101, 1981, 2735, 2839, 5000
45.740, 5611.935, -5555.190, 32.9594, 140.00, 239.00, 2189, 1848, 2083, 3932, 3102, 2854, 2994, 1030, 885, 741, 846, 1158, 2157, 2744, 2878, 5000
45.840, 5627.940, -5545.005, 30.9379, 140.00, 239.00, 2139, 1847, 5000, 3809, 3049, 2835, 2807, 1020, 885, 758, 876, 1219, 2359, 2756, 2922, 5000
45.941, 5644.915, -5535.305, 28.9164, 140.00, 239.00, 2093, 1847, 5000, 3695, 2998, 2818, 2612, 1011, 883, 775, 907, 1285, 2593, 2770, 2969, 5000
46.091, 5661.890, -5525.120, 27.9496, 140.00, 239.00, 2051, 1849, 5000, 3589, 2951, 2803, 2445, 1002, 883, 792, 939, 1355, 2869, 2787, 3019, 2170
46.192, 5678.865, -5516.390, 25.9281, 140.00, 239.00, 2011, 1853, 5000, 3490, 2907, 2790, 2300, 994, 883, 810, 972, 1432, 2924, 2807, 3074, 2123
46.293, 5695.840, -5508.145, 24.9613, 140.00, 239.00, 1976, 1859, 4895, 3397, 2865, 2780, 2174, 987, 883, 828, 1008, 1514, 2917, 2830, 3133, 2080
46.394, 5712.815, -5500.385, 25.9281, 239.00, 140.00, 1993, 1836, 5000, 3447, 2871, 2756, 2341, 1012, 901, 827, 992, 1459, 2960, 2842, 3111, 2105
46.495, 5746.765, -5482.440, 28.9164, 239.00, 140.00, 2034, 1794, 5000, 3564, 2891, 2717, 2760, 1070, 943, 828, 967, 1366, 2749, 2872, 3077, 2161
46.596, 5763.740, -5473.225, 27.9496, 140.00, 239.00, 1992, 1796, 5000, 3461, 2845, 2702, 2583, 1061, 942, 845, 1000, 1440, 3039, 2889, 3129, 2111
46.696, 5780.715, -5464.010, 25.9281, 140.00, 239.00, 1954, 1799, 4952, 3364, 2801, 2689, 2429, 1052, 941, 863, 1035, 1519, 3030, 2909, 3185, 2065
46.797, 5797.690, -5456.250, 24.9613, 140.00, 239.00, 1919, 1806, 4719, 3274, 2761, 2678, 2294, 1043, 940, 882, 1071, 1605, 3022, 2932, 3245, 2023
46.897, 5815.635, -5448.005, 22.9397, 140.00, 239.00, 1887, 1813, 4508, 3189, 2723, 2669, 2176, 1036, 940, 902, 1110, 1700, 3017, 2957, 3311, 1983
46.998, 5832.610, -5440.245, 20.9182, 140.00, 239.00, 1858, 1823, 4314, 3110, 2688, 2662, 2070, 1029, 940, 922, 1150, 1803, 3014, 2986, 3380, 1947
47.099, 5850.555, -5433.455, 19.9514, 140.00, 239.00, 1832, 1836, 4137, 3037, 2655, 2657, 1976, 1022, 940, 943, 1193, 1917, 3014, 3017, 3456, 1913
47.199, 5868.985, -5426.180, 17.9299, 140.00, 239.00, 1808, 1851, 3974, 2967, 2624, 2654, 1890, 1016, 941, 964, 1238, 2043, 3018, 3052, 3537, 1882
47.300, 5887.900, -5420.360, 16.9631, 140.00, 239.00, 1786, 1977, 3824, 2901, 2596, 2652, 1813, 1010, 942, 987, 1287, 2184, 3023, 3089, 5000, 1854
47.450, 5905.845, -5415.025, 14.9416, 140.00, 239.00, 1768, 5000, 3685, 2840, 2569, 2653, 1742, 1004, 944, 1010, 1338, 2342, 3032, 3130, 5000, 1829
47.551, 5923.790, -5410.175, 12.9201, 140.00, 239.00, 1751, 5000, 3556, 2783, 2545, 2657, 1677, 1000, 946, 1035, 1393, 2521, 3043, 3175, 5000, 1805
47.702, 5961.620, -5402.415, 9.9318, 140.00, 239.00, 1725, 5000, 3327, 2678, 2503, 2669, 1564, 991, 950, 1087, 1514, 2962, 3073, 3274, 5000, 1766
47.803, 5980.535, -5398.050, 8.9650, 140.00, 239.00, 1715, 4915, 3223, 2630, 2485, 2678, 1513, 987, 953, 1115, 1581, 3239, 3092, 3330, 5000, 1749
47.904, 5999.935, -5395.140, 9.9318, 239.00, 140.00, 1718, 5000, 3278, 2638, 2466, 2629, 1573, 998, 956, 1094, 1523, 2980, 3110, 3315, 5000, 1759
48.004, 6018.850, -5392.230, 11.9533, 239.00, 140.00, 1723, 5000, 3337, 2648, 2448, 2583, 1640, 1009, 962, 1075, 1471, 2762, 3131, 3302, 5000, 1770
48.105, 6036.795, -5388.350, 12.9201, 239.00, 140.00, 1729, 5000, 3403, 2661, 2433, 2540, 1714, 1022, 968, 1059, 1424, 2576, 3155, 3291, 5000, 1783
48.206, 6055.710, -5383.015, 11.9533, 140.00, 239.00, 1715, 5000, 3287, 2608, 2411, 2544, 1653, 1018, 970, 1085, 1484, 2785, 3168, 3340, 5000, 1762
48.306, 6074.625, -5380.105, 9.9318, 140.00, 239.00, 1702, 4973, 3180, 2559, 2391, 2550, 1598, 1013, 972, 1112, 1548, 3026, 3185, 3393, 5000, 1743
48.407, 6093.540, -5376.225, 8.9650, 140.00, 239.00, 1692, 4700, 3080, 2512, 2373, 2559, 1546, 1009, 975, 1140, 1616, 3307, 3204, 3450, 5000, 1727
48.507, 6112.940, -5373.315, 6.9434, 140.00, 239.00, 1684, 4454, 2987, 2469, 2357, 2569, 1498, 1006, 978, 1170, 1691, 3377, 3226, 3512, 5000, 1712
48.608, 6131.855, -5371.375, 4.9219, 140.00, 239.00, 1678, 4232, 2900, 2428, 2343, 2559, 1453, 1003, 981, 1202, 1771, 3367, 3251, 3578, 5000, 1700
48.709, 6150.770, -5369.435, 3.9551, 140.00, 239.00, 1674, 4031, 2819, 2390, 2330, 2407, 1411, 1000, 985, 1234, 1859, 3361, 3278, 3648, 5000, 1689
48.859, 6188.600, -5367.010, 0.9668, 140.00, 239.00, 1672, 3680, 2672, 2320, 2311, 2151, 1335, 996, 993, 1306, 2061, 3357, 3343, 5000, 2230, 1675
48.961, 6208.970, -5367.010, 0.0000, 181.00, 218.00, 1673, 3602, 2632, 2296, 2295, 2110, 1323, 995, 995, 1320, 2102, 3371, 3370, 5000, 2208, 1673
49.062, 6228.855, -5367.010, 0.0000, 199.00, 180.00, 1672, 3598, 2620, 2279, 2273, 2134, 1330, 996, 994, 1312, 2079, 3394, 3385, 5000, 2220, 1674
49.163, 6247.770, -5367.010, 1.9336, 230.00, 149.00, 1671, 3679, 2637, 2270, 2245, 2234, 1362, 998, 991, 1282, 1989, 3430, 3391, 3829, 2273, 1678
49.263, 6266.685, -5366.040, 2.9883, 239.00, 140.00, 1671, 3789, 2665, 2266, 2217, 2368, 1402, 1002, 989, 1248, 1893, 3471, 3398, 3793, 2339, 1684
49.363, 6285.600, -5365.070, 4.9219, 239.00, 140.00, 1672, 3911, 2695, 2264, 2191, 2424, 1447, 1007, 988, 1218, 1807, 3517, 3407, 3761, 5000, 1691
49.465, 6305.970, -5363.130, 5.9766, 221.00, 178.00, 1671, 3947, 2695, 2251, 2169, 2388, 1469, 1011, 989, 1207, 1775, 3550, 3424, 3762, 5000, 1694
49.566, 6324.885, -5361.190, 3.9551, 140.00, 239.00, 1667, 3755, 2617, 2214, 2155, 2401, 1427, 1008, 992, 1240, 1863, 3542, 3451, 3834, 2363, 1683
49.666, 6343.800, -5360.220, 1.9336, 140.00, 239.00, 1664, 3580, 2544, 2179, 2144, 2303, 1387, 1006, 997, 1275, 1958, 3537, 3482, 3912, 2291, 1674
49.768, 6364.655, -5359.250, 1.9336, 181.00, 218.00, 1664, 3499, 2504, 2153, 2127, 2257, 1373, 1006, 998, 1289, 1997, 3549, 3507, 5000, 2266, 1671
49.918, 6404.910, -5358.280, 1.9336, 200.00, 200.00, 1663, 3434, 2457, 2112, 2087, 2260, 1375, 1007, 1000, 1290, 2000, 3590, 3548, 5000, 2264, 1670
50.019, 6424.795, -5357.310, 1.9336, 200.00, 200.00, 1662, 3402, 2433, 2092, 2067, 2261, 1376, 1007, 1000, 1292, 2001, 3610, 3568, 5000, 2264, 1669
50.119, 6444.680, -5357.310, 1.9336, 200.00, 200.00, 1661, 3370, 2410, 2072, 2046, 2263, 1377, 1008, 1001, 1292, 2002, 3631, 3588, 5000, 2263, 1668
