% Data.
% The data consist of annual observations on the level of strike volume
% (days lost due to industrial disputes per 1000 wage salary earners),
% and their covariates in 18 OECD countries from 1951-1985. The average
% level and variance of strike volume varies across countries. The data
% distribution also features a long right tail and several large
% outliers. The 7 data fields include the following variables: (1)
% country code; (2) year; (3) strike volume; (4) unemployment; (5)
% inflation; (6) parliamentary representation of social democratic and
% labor parties; and (7) a time-invariant measure of union
% centralization. 
% These data were analyzed in the forthcoming paper by Bruce Western,
% "Vague Theory and Model Uncertainty in Macrosociology," which is to
% appear in Sociological Methodology.
% Permission is given by the author to freely use and resdistribute
% these data.
%
%
% Information about the dataset
% CLASSTYPE: numeric
% CLASSINDEX: 3
%

@relation strikes

@attribute country_code REAL
@attribute year REAL
@attribute strike_volume REAL
@attribute unemployment REAL
@attribute inflation REAL
@attribute parliamentary_representation REAL
@attribute union_centralization REAL

@data
14.000,1951.000,37.000,0.800,16.100,56.700,0.875
14.000,1952.000,127.000,1.000,8.800,56.700,0.875
14.000,1953.000,41.000,0.900,1.900,56.700,0.875
14.000,1954.000,104.000,0.800,4.600,53.300,0.875
14.000,1955.000,106.000,0.900,1.100,53.300,0.875
14.000,1956.000,946.000,1.000,3.600,53.300,0.875
14.000,1957.000,26.000,1.600,2.800,53.300,0.875
14.000,1958.000,59.000,1.500,4.900,52.700,0.875
14.000,1959.000,46.000,1.100,2.200,52.700,0.875
14.000,1960.000,2.000,0.900,0.400,52.700,0.875
14.000,1961.000,400.000,1.000,2.500,52.700,0.875
14.000,1962.000,76.000,1.000,5.300,50.700,0.875
14.000,1963.000,210.000,1.200,2.600,50.700,0.875
14.000,1964.000,1.000,1.100,5.700,50.700,0.875
14.000,1965.000,8.000,0.900,4.300,50.700,0.875
14.000,1966.000,5.000,0.800,3.300,46.700,0.875
14.000,1967.000,4.000,0.700,4.400,46.700,0.875
14.000,1968.000,12.000,1.100,3.500,46.700,0.875
14.000,1969.000,19.000,1.000,3.100,46.700,0.875
14.000,1970.000,39.000,0.800,10.600,49.300,0.875
14.000,1971.000,7.000,0.800,6.300,49.300,0.875
14.000,1972.000,9.000,1.700,7.200,49.300,0.875
14.000,1973.000,8.000,1.500,7.400,49.300,0.875
14.000,1974.000,227.000,1.500,9.400,52.000,0.875
14.000,1975.000,9.000,2.300,11.700,52.000,0.875
14.000,1976.000,90.000,1.800,9.200,52.000,0.875
14.000,1977.000,16.000,1.500,9.000,52.000,0.875
14.000,1978.000,39.000,1.800,8.200,52.000,0.875
14.000,1979.000,4.000,1.900,4.800,52.000,0.875
14.000,1980.000,63.000,1.700,10.900,52.000,0.875
14.000,1981.000,17.000,2.000,13.600,52.000,0.875
14.000,1982.000,167.000,2.600,11.400,46.700,0.875
14.000,1983.000,3.000,3.300,8.400,46.700,0.875
14.000,1984.000,61.000,3.000,6.300,46.700,0.875
14.000,1985.000,37.000,2.500,5.700,46.700,0.875
15.000,1951.000,217.000,1.800,15.800,52.200,0.875
15.000,1952.000,32.000,2.400,7.700,52.200,0.875
15.000,1953.000,237.000,2.800,1.600,50.000,0.875
15.000,1954.000,10.000,2.600,0.800,50.000,0.875
15.000,1955.000,63.000,2.500,3.100,50.000,0.875
15.000,1956.000,2.000,1.500,4.500,50.000,0.875
15.000,1957.000,21.000,1.900,4.400,48.500,0.875
15.000,1958.000,6.000,2.500,4.400,50.200,0.875
15.000,1959.000,9.000,2.000,0.800,50.200,0.875
15.000,1960.000,7.000,1.800,4.100,50.200,0.875
15.000,1961.000,1.000,1.700,2.200,51.300,0.875
15.000,1962.000,2.000,1.500,4.800,51.300,0.875
15.000,1963.000,8.000,1.700,2.900,51.300,0.875
15.000,1964.000,11.000,1.600,3.400,51.300,0.875
15.000,1965.000,1.000,1.200,5.000,51.900,0.875
15.000,1966.000,109.000,1.600,6.400,51.900,0.875
15.000,1967.000,0.000,2.100,4.300,51.900,0.875
15.000,1968.000,0.000,2.200,1.900,51.900,0.875
15.000,1969.000,34.000,1.900,2.700,54.900,0.875
15.000,1970.000,45.000,1.500,7.000,54.900,0.875
15.000,1971.000,242.000,2.500,7.400,51.400,0.875
15.000,1972.000,3.000,2.700,6.000,51.400,0.875
15.000,1973.000,3.000,2.500,6.700,51.400,0.875
15.000,1974.000,16.000,2.000,9.900,50.000,0.875
15.000,1975.000,98.000,1.600,9.800,50.000,0.875
15.000,1976.000,7.000,1.600,10.300,50.000,0.875
15.000,1977.000,23.000,1.800,11.500,48.400,0.875
15.000,1978.000,10.000,2.200,9.900,48.400,0.875
15.000,1979.000,7.000,2.100,7.200,48.400,0.875
15.000,1980.000,1150.000,2.000,13.700,49.900,0.875
15.000,1981.000,54.000,2.500,12.100,49.900,0.875
15.000,1982.000,0.000,3.100,8.600,49.900,0.875
15.000,1983.000,9.000,3.500,8.900,53.300,0.875
15.000,1984.000,8.000,3.100,8.000,53.300,0.875
15.000,1985.000,127.000,2.800,7.400,53.300,0.875
16.000,1951.000,5.000,0.800,4.800,28.400,0.500
16.000,1952.000,7.000,0.900,2.500,27.600,0.500
16.000,1953.000,35.000,0.900,-0.600,27.600,0.500
16.000,1954.000,15.000,0.800,0.700,27.600,0.500
16.000,1955.000,1.000,0.500,0.900,27.600,0.500
16.000,1956.000,1.000,0.600,1.500,29.100,0.500
16.000,1957.000,0.000,0.400,2.000,29.100,0.500
16.000,1958.000,1.000,0.400,1.800,29.100,0.500
16.000,1959.000,1.000,0.400,-0.700,29.100,0.500
16.000,1960.000,1.000,0.000,1.400,27.600,0.500
16.000,1961.000,0.000,0.000,1.900,27.600,0.500
16.000,1962.000,1.000,0.000,4.300,27.600,0.500
16.000,1963.000,32.000,0.000,3.400,27.600,0.500
16.000,1964.000,2.000,0.000,3.100,28.500,0.500
16.000,1965.000,0.000,0.000,3.400,28.500,0.500
16.000,1966.000,0.000,0.000,4.800,28.500,0.500
16.000,1967.000,1.000,0.000,4.000,28.500,0.500
16.000,1968.000,1.000,0.000,2.400,28.000,0.500
16.000,1969.000,0.000,0.000,2.500,28.000,0.500
16.000,1970.000,1.000,0.000,3.600,28.000,0.500
16.000,1971.000,3.000,0.000,6.600,28.000,0.500
16.000,1972.000,1.000,0.000,6.700,25.500,0.500
16.000,1973.000,0.000,0.000,8.800,25.500,0.500
16.000,1974.000,1.000,0.000,9.800,25.500,0.500
16.000,1975.000,1.000,0.400,6.700,25.500,0.500
16.000,1976.000,8.000,0.700,1.700,29.500,0.500
16.000,1977.000,2.000,0.400,1.300,29.500,0.500
16.000,1978.000,2.000,0.300,1.100,29.500,0.500
16.000,1979.000,1.000,0.300,3.700,29.500,0.500
16.000,1980.000,2.000,0.200,4.000,27.000,0.500
16.000,1981.000,0.000,0.200,6.500,27.000,0.500
16.000,1982.000,0.000,0.400,5.700,27.000,0.500
16.000,1983.000,2.000,0.900,3.000,27.000,0.500
16.000,1984.000,0.000,1.100,2.900,24.000,0.500
16.000,1985.000,0.000,0.900,3.400,24.000,0.500
17.000,1951.000,81.000,0.900,9.700,47.200,0.375
17.000,1952.000,86.000,1.400,6.100,47.200,0.375
17.000,1953.000,104.000,1.300,1.900,47.200,0.375
17.000,1954.000,114.000,1.000,1.900,47.200,0.375
17.000,1955.000,173.000,0.800,3.100,44.000,0.375
17.000,1956.000,95.000,0.900,4.200,44.000,0.375
17.000,1957.000,380.000,1.100,2.400,44.000,0.375
17.000,1958.000,158.000,1.700,2.900,44.000,0.375
17.000,1959.000,239.000,1.700,0.700,41.000,0.375
17.000,1960.000,135.000,1.300,1.000,41.000,0.375
17.000,1961.000,134.000,1.100,3.600,41.000,0.375
17.000,1962.000,252.000,1.600,4.100,41.000,0.375
17.000,1963.000,76.000,2.000,2.100,41.000,0.375
17.000,1964.000,100.000,1.400,3.200,50.300,0.375
17.000,1965.000,127.000,1.200,4.800,50.300,0.375
17.000,1966.000,103.000,1.100,3.900,57.800,0.375
17.000,1967.000,122.000,2.000,2.400,57.800,0.375
17.000,1968.000,207.000,2.100,4.700,57.800,0.375
17.000,1969.000,303.000,2.000,5.500,57.800,0.375
17.000,1970.000,488.000,2.200,6.400,45.700,0.375
17.000,1971.000,612.000,2.800,9.400,45.700,0.375
17.000,1972.000,1080.000,3.100,7.100,45.700,0.375
17.000,1973.000,317.000,2.200,9.200,45.700,0.375
17.000,1974.000,647.000,2.100,15.900,47.400,0.375
17.000,1975.000,265.000,3.200,24.200,50.200,0.375
17.000,1976.000,146.000,4.800,16.500,50.200,0.375
17.000,1977.000,448.000,5.200,15.900,50.200,0.375
17.000,1978.000,413.000,5.100,8.200,50.200,0.375
17.000,1979.000,1272.000,4.600,13.500,42.400,0.375
17.000,1980.000,520.000,5.600,18.000,42.400,0.375
17.000,1981.000,195.000,9.000,11.900,42.400,0.375
17.000,1982.000,248.000,10.400,8.600,42.400,0.375
17.000,1983.000,178.000,11.200,4.600,32.200,0.375
17.000,1984.000,1278.000,11.200,5.000,32.200,0.375
17.000,1985.000,298.000,11.500,6.100,32.200,0.375
18.000,1951.000,466.000,3.200,8.000,51.000,0.000
18.000,1952.000,1190.000,2.900,2.200,51.000,0.000
18.000,1953.000,559.000,2.800,0.800,49.000,0.000
18.000,1954.000,456.000,5.300,0.400,49.000,0.000
18.000,1955.000,529.000,4.200,-0.300,51.000,0.000
18.000,1956.000,616.000,4.000,1.500,51.000,0.000
18.000,1957.000,311.000,4.200,3.400,51.000,0.000
18.000,1958.000,438.000,6.600,2.700,51.000,0.000
18.000,1959.000,1236.000,5.300,0.900,65.300,0.000
18.000,1960.000,341.000,5.400,1.500,65.300,0.000
18.000,1961.000,284.000,6.500,1.100,64.000,0.000
18.000,1962.000,317.000,5.400,1.100,64.000,0.000
18.000,1963.000,267.000,5.500,1.200,68.000,0.000
18.000,1964.000,385.000,5.000,1.300,68.000,0.000
18.000,1965.000,379.000,4.400,1.700,68.000,0.000
18.000,1966.000,399.000,3.700,3.000,68.000,0.000
18.000,1967.000,636.000,3.700,2.800,64.000,0.000
18.000,1968.000,723.000,3.500,4.200,64.000,0.000
18.000,1969.000,615.000,3.400,5.400,58.000,0.000
18.000,1970.000,940.000,4.800,5.900,58.000,0.000
18.000,1971.000,668.000,5.800,4.300,54.000,0.000
18.000,1972.000,366.000,5.500,3.300,54.000,0.000
18.000,1973.000,625.000,4.800,6.200,56.000,0.000
18.000,1974.000,612.000,5.500,11.000,56.000,0.000
18.000,1975.000,403.000,8.300,9.100,62.000,0.000
18.000,1976.000,298.000,7.600,5.700,62.000,0.000
18.000,1977.000,255.000,6.900,6.500,61.000,0.000
18.000,1978.000,273.000,6.000,7.700,61.000,0.000
18.000,1979.000,228.000,5.800,11.300,58.000,0.000
18.000,1980.000,232.000,7.000,13.500,58.000,0.000
18.000,1981.000,186.000,7.500,10.300,46.000,0.000
18.000,1982.000,101.000,9.500,6.200,46.000,0.000
18.000,1983.000,192.000,9.500,3.200,46.000,0.000
18.000,1984.000,89.000,7.400,4.300,46.000,0.000
18.000,1985.000,73.000,7.100,3.600,47.000,0.000
