% This is the Tecator data set: The task is to predict the fat content of a 
% meat sample on the basis of its near infrared absorbance spectrum.
% 1. Statement of permission from Tecator (the original data source)
% 
% These data are recorded on a Tecator Infratec Food and Feed Analyzer 
% working in the wavelength range 850 - 1050 nm by the Near Infrared 
% Transmission (NIT) principle. Each sample contains finely chopped pure 
% meat with different moisture, fat and protein contents.
% 
% If results from these data are used in a publication we want you to 
% mention the instrument and company name (Tecator) in the publication. 
% In addition, please send a preprint of your article to 
% 
%     Karin Thente, Tecator AB, 
%     Box 70, S-263 21 Hoganas, Sweden
% 
% The data are available in the public domain with no responsability from 
% the original data source. The data can be redistributed as long as this 
% permission note is attached.
% For more information about the instrument - call Perstorp Analytical's 
% representative in your area.
% 
% 
% 2. Description of the data file
% 
% For each meat sample the data consists of a 100 channel spectrum of 
% absorbances and the contents of moisture (water), fat and protein. 
% The absorbance is -log10 of the transmittance 
% measured by the spectrometer. The three contents, measured in percent, 
% are determined by analytic chemistry.
% 
% There are 240 samples which are divided into 5 data sets for the purpose 
% of model validation and extrapolation studies. The data sets, further 
% described in reference 1, are:
% 
%     Data set  Use               Samples
%     C         Traning               129
%     M         Monitoring             43
%     T         Testing                43
%     E1        Extrapolation, Fat      8     
%     E2        Extrapolation, Protein 17     
% 
% The data for all 240 samples appear at the end of this file - 25 lines 
% per sample. The data sets appear in the order of the table above.
% The spectra are preprocessed using a principal component analysis on the 
% data set C, and the first 22 principal components (scaled to unit 
% variance) are included for each sample.
% Thus if you want to use the data for a standard (interpolation) test 
% of your algorithm, use sample 1-172 for training and sample 173-215
% for testing (and ignore the last 25 samples), and use the first 13 or so 
% principal components to predict the fat content. 
% 
% Each line contains the 100 absorbances followed by the 22 principal 
% components and finally the contents of moisture, fat and protein.
% 
% Preceeding the data lines, the following lines appear:
% 
% real_in=122
% real_out=3
% training_examples=172
% test_examples=43
% extrapolation_examples=25
% 
% 
% 3. More details on how to use the data
% 
% The data are made available as a benchmark for regression models. In order
% to compare models, it is practical to use the data set as follows:
% 
% C and M combined are used to tune (estimate, train) the model. (Some
% approaches set aside some training data to control overfitting. These data 
% should be a subset of C+M. In (1) the subset M was used for this purpose.)
% 
% T is used to test the model once it has been tuned. 
% If each model has an element of randomness (as is the case 
% for neural networks) the most reliable measure of performance of a single 
% model is obtained by selecting a handful of models on the basis of C+M and 
% quoting the average of the performances on T.
% In the presence of randomness it is bad practice to train a lot of models 
% on C+M and then select the best of these on the basis of T. 
% 
% C, M and T are drawn from the same pool of data, so T is used to test the 
% ability of the models to interpolate. The data sets E1 and E2 contain 
% more fat and protein respectively and are intended to be used to test the  
% ability of the models to extrapolate.  
% 
% 
% 4. Performance of neural network models
% 
% The performance is measured as Standard Error of Prediction (SEP) which
% is the root mean square of the difference between the true and the predicted 
% content.
% 
% For the prediction of fat on the data set T the following results were obtained
% 
%     Reference SEP   method (see the papers for details)
%     (1)       0.65  10-6-1 network, early stopping
%     (2)       0.52  10-3-1 network, Bayesian
%     (3)       0.36  13-X-1 network, Bayesian, Automatic Relevance Determination
% 
% A linear model with 10 inputs yields SEP=2.78.
% 
% 5. References
% 
% (1) C.Borggaard and H.H.Thodberg, 
%     "Optimal Minimal Neural Interpretation of Spectra", 
%     Analytical Chemistry 64 (1992), p 545-551.
% (2) H.H.Thodberg, "Ace of Bayes: Application of Neural Networks with Pruning"
%     Manuscript 1132, Danish Meat Research Institute (1993),
%     available by anonymous ftp in the file: 
%     pub/neuroprose/thodberg.ace-of-bayes.ps.Z on the Internet node 
%     archive.cis.ohio-state.edu (128.146.8.52).
% 
% (3) Revised and extended version of (2), in preparation, to be 
%     submitted to IEEE Trans. Neural Networks (1995)
%     available by anonymous ftp in the file: 
%     pub/neuroprose/thodberg.bayesARD.ps.Z on the Internet node 
%     archive.cis.ohio-state.edu (128.146.8.52).
% 
% Hans Henrik Thodberg                Email: thodberg@nn.dmri.dk
% Danish Meat Research Institute      Phone: (+45) 42 36 12 00
% Maglegaardsvej 2, Postboks 57       Fax:   (+45) 42 36 48 36
% DK-4000 Roskilde, Denmark
% 
% real_in=122
% real_out=3
% training_examples=172
% test_examples=43
% extrapolation_examples=25
% 
%
% Note: all 240 samples are included in the same order as mentioned above
%
%
% Information about the dataset
% CLASSTYPE: numeric
% CLASSINDEX: none specific
%

@relation tecator

@attribute absorbance_1 REAL
@attribute absorbance_2 REAL
@attribute absorbance_3 REAL
@attribute absorbance_4 REAL
@attribute absorbance_5 REAL
@attribute absorbance_6 REAL
@attribute absorbance_7 REAL
@attribute absorbance_8 REAL
@attribute absorbance_9 REAL
@attribute absorbance_10 REAL
@attribute absorbance_11 REAL
@attribute absorbance_12 REAL
@attribute absorbance_13 REAL
@attribute absorbance_14 REAL
@attribute absorbance_15 REAL
@attribute absorbance_16 REAL
@attribute absorbance_17 REAL
@attribute absorbance_18 REAL
@attribute absorbance_19 REAL
@attribute absorbance_20 REAL
@attribute absorbance_21 REAL
@attribute absorbance_22 REAL
@attribute absorbance_23 REAL
@attribute absorbance_24 REAL
@attribute absorbance_25 REAL
@attribute absorbance_26 REAL
@attribute absorbance_27 REAL
@attribute absorbance_28 REAL
@attribute absorbance_29 REAL
@attribute absorbance_30 REAL
@attribute absorbance_31 REAL
@attribute absorbance_32 REAL
@attribute absorbance_33 REAL
@attribute absorbance_34 REAL
@attribute absorbance_35 REAL
@attribute absorbance_36 REAL
@attribute absorbance_37 REAL
@attribute absorbance_38 REAL
@attribute absorbance_39 REAL
@attribute absorbance_40 REAL
@attribute absorbance_41 REAL
@attribute absorbance_42 REAL
@attribute absorbance_43 REAL
@attribute absorbance_44 REAL
@attribute absorbance_45 REAL
@attribute absorbance_46 REAL
@attribute absorbance_47 REAL
@attribute absorbance_48 REAL
@attribute absorbance_49 REAL
@attribute absorbance_50 REAL
@attribute absorbance_51 REAL
@attribute absorbance_52 REAL
@attribute absorbance_53 REAL
@attribute absorbance_54 REAL
@attribute absorbance_55 REAL
@attribute absorbance_56 REAL
@attribute absorbance_57 REAL
@attribute absorbance_58 REAL
@attribute absorbance_59 REAL
@attribute absorbance_60 REAL
@attribute absorbance_61 REAL
@attribute absorbance_62 REAL
@attribute absorbance_63 REAL
@attribute absorbance_64 REAL
@attribute absorbance_65 REAL
@attribute absorbance_66 REAL
@attribute absorbance_67 REAL
@attribute absorbance_68 REAL
@attribute absorbance_69 REAL
@attribute absorbance_70 REAL
@attribute absorbance_71 REAL
@attribute absorbance_72 REAL
@attribute absorbance_73 REAL
@attribute absorbance_74 REAL
@attribute absorbance_75 REAL
@attribute absorbance_76 REAL
@attribute absorbance_77 REAL
@attribute absorbance_78 REAL
@attribute absorbance_79 REAL
@attribute absorbance_80 REAL
@attribute absorbance_81 REAL
@attribute absorbance_82 REAL
@attribute absorbance_83 REAL
@attribute absorbance_84 REAL
@attribute absorbance_85 REAL
@attribute absorbance_86 REAL
@attribute absorbance_87 REAL
@attribute absorbance_88 REAL
@attribute absorbance_89 REAL
@attribute absorbance_90 REAL
@attribute absorbance_91 REAL
@attribute absorbance_92 REAL
@attribute absorbance_93 REAL
@attribute absorbance_94 REAL
@attribute absorbance_95 REAL
@attribute absorbance_96 REAL
@attribute absorbance_97 REAL
@attribute absorbance_98 REAL
@attribute absorbance_99 REAL
@attribute absorbance_100 REAL
@attribute principal_component_1 REAL
@attribute principal_component_2 REAL
@attribute principal_component_3 REAL
@attribute principal_component_4 REAL
@attribute principal_component_5 REAL
@attribute principal_component_6 REAL
@attribute principal_component_7 REAL
@attribute principal_component_8 REAL
@attribute principal_component_9 REAL
@attribute principal_component_10 REAL
@attribute principal_component_11 REAL
@attribute principal_component_12 REAL
@attribute principal_component_13 REAL
@attribute principal_component_14 REAL
@attribute principal_component_15 REAL
@attribute principal_component_16 REAL
@attribute principal_component_17 REAL
@attribute principal_component_18 REAL
@attribute principal_component_19 REAL
@attribute principal_component_20 REAL
@attribute principal_component_21 REAL
@attribute principal_component_22 REAL
@attribute moisture REAL
@attribute fat REAL
@attribute protein REAL

@data
2.9307,2.93266,2.93466,2.93686,2.93931,2.94209,2.94526,2.94887,2.95297,2.95763,2.9629,2.96883,2.97539,2.98275,2.99109,3.00038,3.01071,3.0221,3.03455,3.04792,3.06177,3.07552,3.08858,3.10061,3.11181,3.12277,3.1343,3.14763,3.16323,3.18142,3.20172,3.22316,3.24471,3.26587,3.28691,3.30899,3.33311,3.35903,3.38544,3.41044,3.43188,3.44782,3.45721,3.46064,3.46044,3.46012,3.46341,3.47436,3.49427,3.52408,3.56377,3.61228,3.66696,3.72351,3.77676,3.82203,3.85668,3.88092,3.89701,3.90785,3.91482,3.91937,3.92196,3.92283,3.9219,3.91855,3.91288,3.90506,3.89536,3.88434,3.87198,3.85811,3.8431,3.82717,3.81061,3.79337,3.77528,3.75695,3.73874,3.72067,3.70259,3.68432,3.66565,3.64619,3.62546,3.6033,3.57985,3.55569,3.53177,3.50874,3.48671,3.46548,3.44468,3.42403,3.40336,3.38262,3.36162,3.33994,3.31745,3.29426,0.49435,-0.804236,-0.389258,-1.22495,0.311736,-0.291297,-0.423441,-0.429384,-1.1677,-0.0146642,1.66427,0.564113,0.677139,-0.235295,-0.661135,-0.328011,-0.526115,1.2003,-0.64034,0.508641,0.539106,0.434342,51.5,34.2,14.9
3.46981,3.47372,3.47772,3.48186,3.48627,3.49097,3.49603,3.50161,3.50774,3.51438,3.52163,3.52949,3.53814,3.54769,3.55822,3.5698,3.58239,3.59615,3.61096,3.62665,3.64266,3.65829,3.67303,3.68662,3.69926,3.71175,3.7251,3.74049,3.75855,3.77937,3.80233,3.82634,3.85036,3.87397,3.89769,3.92265,3.94995,3.97894,4.00814,4.03525,4.058,4.07446,4.08384,4.08707,4.08692,4.08732,4.09234,4.10604,4.12985,4.16456,4.20998,4.2647,4.32547,4.38728,4.44435,4.49178,4.52734,4.55199,4.56806,4.57824,4.58459,4.58805,4.58977,4.58906,4.58585,4.58015,4.57198,4.56149,4.54907,4.5351,4.51971,4.50302,4.48515,4.46641,4.44682,4.42616,4.40495,4.38368,4.36264,4.34186,4.32104,4.29986,4.27814,4.25569,4.23196,4.20665,4.18009,4.15307,4.1264,4.10069,4.07612,4.05251,4.02937,4.0063,3.98315,3.95982,3.93608,3.91162,3.88632,3.86038,1.70756,-0.361385,0.730565,-1.15639,0.495272,1.06579,-0.206103,-1.98106,-1.87982,-1.88587,0.851778,2.03615,1.70677,-1.505,-1.52823,-1.51034,-1.43488,1.28985,-0.361278,1.75127,1.66001,1.75362,50.3,35.1,14
3.09812,3.10292,3.10775,3.11264,3.11762,3.12276,3.12814,3.13385,3.1399,3.14639,3.1532,3.16037,3.16801,3.17616,3.1849,3.19435,3.20441,3.21504,3.22648,3.23877,3.25191,3.26547,3.27903,3.29222,3.30489,3.31721,3.32954,3.34262,3.35729,3.374,3.39256,3.41218,3.43186,3.45109,3.47012,3.48988,3.51132,3.53474,3.559,3.58251,3.60334,3.61944,3.62929,3.63273,3.6313,3.62793,3.62616,3.62919,3.64,3.65937,3.68749,3.72365,3.76584,3.81063,3.85387,3.89173,3.92184,3.94387,3.95919,3.96957,3.9767,3.98149,3.98459,3.98611,3.98588,3.98373,3.9797,3.97396,3.96665,3.95793,3.94795,3.93688,3.92487,3.912,3.89835,3.88399,3.86889,3.8534,3.83797,3.82281,3.80771,3.79253,3.77706,3.76104,3.74391,3.72527,3.7052,3.68429,3.66345,3.6433,3.62404,3.6055,3.58735,3.56935,3.55131,3.53315,3.51464,3.49539,3.47518,3.45412,0.769445,0.222213,-1.01991,-0.359514,1.07709,-1.17436,-1.0989,2.41272,-1.12076,-0.442282,-1.43032,-1.59168,-0.16676,-0.785943,-0.787138,-0.610063,-0.515018,0.11986,0.0407712,0.871262,0.98016,0.781382,49.5,35.2,15.2
2.6674,2.66808,2.66885,2.66966,2.67064,2.67194,2.67363,2.67569,2.67822,2.68112,2.6845,2.68841,2.69295,2.69823,2.70429,2.71119,2.71885,2.72744,2.73692,2.74717,2.75777,2.76819,2.778,2.78701,2.79538,2.80367,2.81273,2.82341,2.83624,2.85132,2.86821,2.88602,2.90385,2.92137,2.93904,2.95778,2.97841,3.00045,3.0226,3.04314,3.06015,3.07201,3.07804,3.07892,3.07682,3.07489,3.07638,3.08478,3.10115,3.12618,3.15972,3.2005,3.24597,3.29227,3.33501,3.3706,3.3974,3.41592,3.42797,3.43556,3.44033,3.44322,3.44447,3.44403,3.44177,3.4376,3.43156,3.42387,3.41475,3.40432,3.39276,3.38032,3.36709,3.35312,3.33845,3.32325,3.30759,3.29182,3.27618,3.26073,3.24543,3.22999,3.21421,3.19775,3.18028,3.16159,3.14192,3.12184,3.10205,3.08308,3.06507,3.04783,3.03101,3.01437,2.99772,2.98092,2.96374,2.94596,2.92745,2.90838,-0.28072,0.0045252,-1.04895,-0.963177,0.448909,0.906898,-0.107888,-0.292827,-0.618621,-1.50223,0.187996,0.857279,-0.181369,0.487138,0.136436,0.312767,0.670257,-0.548397,0.676011,-0.293921,-0.228376,-0.286822,50.6,36.2,13.4
3.62312,3.63101,3.63885,3.64674,3.6548,3.66311,3.67172,3.68061,3.6899,3.69954,3.70961,3.72016,3.73129,3.743,3.75536,3.76844,3.78237,3.79717,3.81289,3.82948,3.8468,3.8644,3.88175,3.89847,3.9145,3.93021,3.94646,3.96434,3.98447,4.00698,4.03141,4.05674,4.08194,4.10664,4.13132,4.15717,4.18514,4.21473,4.24431,4.27201,4.29546,4.31271,4.32307,4.32739,4.32803,4.32864,4.33294,4.3451,4.36674,4.39858,4.44057,4.49128,4.54781,4.6057,4.65961,4.70502,4.73971,4.7641,4.78052,4.79134,4.79875,4.80411,4.80704,4.8076,4.806,4.80227,4.79644,4.78849,4.77858,4.76699,4.7539,4.73989,4.72508,4.70914,4.69195,4.67406,4.65608,4.63775,4.61943,4.60144,4.58349,4.56541,4.54666,4.52697,4.50602,4.48377,4.46047,4.43653,4.41259,4.38942,4.36744,4.34641,4.32573,4.30489,4.28372,4.26231,4.24044,4.2178,4.19408,4.16972,2.17263,-0.489153,0.00527183,-0.518482,-0.639895,0.58043,-0.200579,-0.356282,-1.32726,0.174109,-2.98299,0.0404757,-1.85996,-2.28786,-1.86581,-2.02597,-2.06524,1.10941,-3.20569,2.27085,1.80534,2.15917,49.6,36.5,13.9
2.6676,2.66901,2.6705,2.67217,2.67412,2.67643,2.67917,2.68237,2.68613,2.6904,2.6953,2.70084,2.70706,2.71408,2.72199,2.73087,2.74075,2.75172,2.76377,2.77672,2.79024,2.8038,2.8168,2.82894,2.84032,2.85154,2.86355,2.87736,2.89368,2.9126,2.93364,2.95582,2.97806,2.99984,3.02162,3.04442,3.06929,3.09561,3.12191,3.14615,3.16599,3.17944,3.18571,3.18567,3.1819,3.17814,3.17819,3.18615,3.20323,3.23019,3.26681,3.31185,3.36258,3.41478,3.46352,3.50453,3.53558,3.55691,3.57064,3.57912,3.58431,3.58753,3.58875,3.58797,3.58513,3.58019,3.57322,3.56437,3.55384,3.54189,3.52875,3.51465,3.49974,3.48407,3.46762,3.4505,3.43307,3.41552,3.39823,3.38122,3.36441,3.34748,3.33014,3.31199,3.29266,3.27199,3.25018,3.22789,3.20592,3.18492,3.16503,3.14597,3.12734,3.10886,3.09031,3.07147,3.05208,3.03188,3.01087,2.98917,-0.102349,-0.64266,-0.892129,-2.14286,-0.858197,0.175072,-0.646972,-0.192789,-0.242211,-0.224607,-0.426561,-0.597973,0.391748,0.391402,-0.0519741,0.114918,-0.183701,0.915346,-0.0550662,0.089149,-0.0359889,-0.118765,48.6,37.8,13.8
2.88374,2.88575,2.8879,2.89029,2.89302,2.89618,2.89988,2.90418,2.90917,2.91488,2.92123,2.92841,2.93654,2.94579,2.95629,2.96811,2.98124,2.99585,3.01186,3.02906,3.04686,3.06443,3.08098,3.09612,3.11006,3.12365,3.13841,3.15574,3.17653,3.2011,3.22879,3.25815,3.28753,3.31593,3.3437,3.37208,3.40244,3.43411,3.46519,3.49277,3.51356,3.52486,3.52558,3.51704,3.50292,3.48822,3.4778,3.47675,3.48651,3.50785,3.54045,3.58299,3.63252,3.68449,3.7336,3.77525,3.80709,3.82943,3.84396,3.85345,3.85966,3.86387,3.86606,3.86661,3.86521,3.86167,3.85604,3.84859,3.83973,3.82967,3.81837,3.8061,3.79314,3.7796,3.76539,3.75047,3.73514,3.71991,3.70487,3.69032,3.67615,3.66199,3.64734,3.6318,3.61468,3.59562,3.57499,3.55363,3.53258,3.51258,3.49386,3.47617,3.45888,3.4416,3.42387,3.40547,3.38601,3.36518,3.34297,3.31949,0.473038,-0.603686,-1.62263,-2.36087,0.0207255,-0.442029,-0.307646,-0.427829,-0.134438,-0.457655,1.71597,0.973249,0.925554,-0.372581,-0.468979,-0.191416,-0.915544,0.542131,-0.784732,0.566533,0.547464,0.435408,43.9,44.7,12.1
2.79263,2.79402,2.79551,2.79717,2.79909,2.80135,2.80405,2.8072,2.81082,2.81511,2.8199,2.82535,2.83158,2.83871,2.84687,2.8561,2.86639,2.87791,2.89055,2.90419,2.91842,2.9325,2.94577,2.95789,2.96902,2.97996,2.99198,3.00626,3.02362,3.0442,3.06736,3.09185,3.1163,3.13996,3.16318,3.18711,3.21269,3.23932,3.26511,3.2876,3.30401,3.31203,3.31074,3.30125,3.28668,3.2715,3.26008,3.25687,3.26306,3.27924,3.30516,3.33934,3.37909,3.42059,3.45959,3.4926,3.51778,3.53536,3.54693,3.5543,3.55911,3.5622,3.56379,3.56394,3.56246,3.55929,3.55447,3.54817,3.54068,3.53216,3.52281,3.51287,3.50233,3.49129,3.47973,3.46771,3.45537,3.44308,3.43121,3.4198,3.40872,3.39768,3.38631,3.37417,3.36072,3.34564,3.32909,3.31183,3.29485,3.27887,3.26409,3.2502,3.23662,3.22297,3.20893,3.19431,3.17875,3.16188,3.1436,3.12417,0.0508307,0.353729,-2.19122,-1.26328,1.11287,0.603872,-0.0162375,-0.513259,-0.312257,-1.26589,0.25878,1.16495,-0.209437,0.0129539,-0.160923,0.080589,0.47544,-0.923605,-0.0918688,-0.0633221,-0.126157,0.0319471,42.1,45,11.8
2.74019,2.74104,2.74208,2.74336,2.74496,2.74697,2.74955,2.75276,2.75667,2.76128,2.76663,2.77277,2.77988,2.78819,2.79785,2.80881,2.82116,2.83493,2.85019,2.86675,2.88403,2.90111,2.91709,2.93156,2.94486,2.95795,2.97245,2.9899,3.0111,3.03628,3.06464,3.09458,3.12443,3.15328,3.18144,3.21026,3.241,3.27267,3.30315,3.32938,3.34803,3.35635,3.35338,3.34073,3.32236,3.30359,3.28953,3.28529,3.29229,3.31113,3.34137,3.38132,3.42779,3.4763,3.52189,3.56051,3.59015,3.61113,3.62535,3.63491,3.64153,3.64612,3.64908,3.65036,3.64982,3.64733,3.64292,3.63685,3.62938,3.62072,3.61116,3.60084,3.58991,3.57844,3.56625,3.55355,3.54043,3.52739,3.51482,3.50281,3.49117,3.47943,3.46721,3.45399,3.43921,3.42254,3.40422,3.38506,3.3662,3.34849,3.33216,3.31681,3.30181,3.28664,3.27097,3.25446,3.23681,3.21748,3.19647,3.1742,0.120186,-0.57548,-2.32349,-2.20934,0.63564,-0.24926,0.25652,-0.921638,0.946448,-0.0714009,0.706257,0.611615,0.138641,-0.358089,-0.0418129,0.0249245,0.386552,-0.214353,-0.518659,0.198107,-0.0223513,0.0672033,42.2,45.7,11
3.0035,3.00693,3.01034,3.01383,3.01746,3.02126,3.02523,3.02946,3.0339,3.0387,3.04373,3.04901,3.05462,3.0606,3.06701,3.07388,3.08118,3.08905,3.09742,3.10628,3.11559,3.12507,3.13443,3.14347,3.15219,3.16076,3.16963,3.17923,3.18983,3.20157,3.21419,3.22722,3.24023,3.25311,3.26613,3.27984,3.29496,3.31106,3.32756,3.34338,3.35741,3.3687,3.37681,3.38208,3.38567,3.38938,3.39525,3.40564,3.42155,3.44362,3.47188,3.50557,3.54284,3.58067,3.61553,3.64437,3.66568,3.67973,3.688,3.69225,3.69373,3.69339,3.69153,3.68823,3.68331,3.6767,3.66841,3.65854,3.64733,3.63498,3.6216,3.60739,3.59239,3.57675,3.56051,3.54377,3.52667,3.50951,3.49241,3.47545,3.45855,3.44156,3.42426,3.40654,3.38818,3.36908,3.34935,3.32937,3.30959,3.29039,3.27185,3.25385,3.23615,3.2186,3.20121,3.18385,3.16651,3.14903,3.13123,3.1132,0.276894,1.57404,-0.211304,-0.456531,0.259525,1.02523,-0.369593,-0.188103,-0.490252,-0.473976,-0.53603,0.175934,-0.33785,-0.432602,-0.209596,-0.00643458,-0.181241,-0.170098,-0.37677,0.205998,0.059931,0.29205,54.1,29.8,15.7
2.78816,2.78946,2.79088,2.79238,2.794,2.79581,2.79781,2.80003,2.80251,2.8052,2.80813,2.81122,2.81462,2.81826,2.82214,2.82631,2.83078,2.83556,2.84066,2.84606,2.85164,2.85721,2.86276,2.86831,2.87382,2.87933,2.88486,2.89035,2.8959,2.90147,2.90708,2.91285,2.91894,2.92564,2.93333,2.94229,2.95267,2.96464,2.97801,2.99246,3.00777,3.02385,3.04068,3.05843,3.0775,3.0985,3.12214,3.14929,3.18115,3.21795,3.25898,3.3024,3.345,3.38317,3.41406,3.43652,3.45115,3.4596,3.46375,3.46499,3.4641,3.46135,3.4569,3.45058,3.44228,3.43199,3.41982,3.40599,3.39061,3.37381,3.35575,3.33653,3.31627,3.29515,3.27323,3.25075,3.22778,3.20451,3.18092,3.15701,3.1328,3.10826,3.08333,3.058,3.03236,3.00649,2.98064,2.95502,2.92975,2.90491,2.88048,2.85646,2.83293,2.81004,2.78787,2.76645,2.7458,2.72582,2.70645,2.68771,-0.303012,1.5289,1.66744,-1.43069,-2.16926,2.2462,2.44093,4.1703,2.29739,-0.746454,1.18505,0.0682673,8.30588,-0.368669,0.137762,-1.63586,2.15615,-2.11207,-0.115241,-0.418238,0.185537,-0.164875,72.8,5.9,20.7
3.02768,3.03286,3.03808,3.04335,3.04876,3.05436,3.06027,3.06656,3.07319,3.08018,3.08759,3.09542,3.10375,3.11273,3.12244,3.13287,3.14401,3.15589,3.16877,3.18258,3.19715,3.21204,3.22673,3.24083,3.25427,3.26738,3.28095,3.29582,3.31272,3.33204,3.35349,3.37623,3.3992,3.42165,3.44356,3.4659,3.48959,3.51435,3.53904,3.56187,3.5806,3.59309,3.59791,3.59504,3.58624,3.57495,3.56565,3.56132,3.56413,3.57509,3.59431,3.62114,3.65392,3.69003,3.72606,3.75847,3.78399,3.80266,3.8156,3.82433,3.83022,3.83413,3.83651,3.83758,3.83738,3.83582,3.83276,3.82827,3.82256,3.8158,3.8082,3.79993,3.79112,3.78185,3.77217,3.76206,3.75162,3.74104,3.7306,3.72056,3.71098,3.70165,3.69224,3.68246,3.67194,3.66028,3.64725,3.63314,3.61861,3.60446,3.59119,3.57889,3.56716,3.55564,3.544,3.53205,3.51955,3.5062,3.49175,3.47613,0.624286,0.531987,-2.53917,-0.208225,0.240479,0.546975,-1.82709,2.88104,-0.259925,-0.0795303,0.404926,-0.0894793,-1.61594,-0.369778,-0.485176,-0.255638,1.68484,1.57698,-3.69548,0.0125058,0.0739392,0.786595,41.4,46,12.5
2.06642,2.06583,2.06518,2.06465,2.06417,2.06373,2.0634,2.06314,2.06301,2.06317,2.06347,2.06387,2.06434,2.06493,2.06572,2.06673,2.06794,2.06937,2.07092,2.07277,2.07489,2.07718,2.07952,2.08184,2.08416,2.08646,2.08871,2.09084,2.09289,2.09478,2.09661,2.09849,2.10066,2.10347,2.10722,2.11224,2.11908,2.12781,2.13855,2.15138,2.16619,2.18286,2.20128,2.22135,2.24308,2.26663,2.29241,2.32141,2.35402,2.39101,2.43253,2.47795,2.52536,2.5717,2.61349,2.64805,2.67435,2.69332,2.70675,2.71638,2.72355,2.72883,2.73251,2.73456,2.73488,2.73335,2.72997,2.72481,2.71797,2.70959,2.69981,2.68876,2.67659,2.66335,2.64921,2.63422,2.61852,2.60227,2.58562,2.5686,2.55113,2.53326,2.5149,2.49606,2.47682,2.45726,2.43748,2.41761,2.3978,2.37818,2.35881,2.33972,2.32094,2.30254,2.28461,2.26731,2.25074,2.23491,2.21983,2.2054,-1.70717,-1.02941,-0.551977,0.80558,-0.862328,-0.357693,0.828362,0.731472,-0.337325,1.56423,0.0598416,-0.724119,2.26062,1.4526,1.44907,1.73092,1.58906,-0.873544,1.21513,-1.67757,-1.53351,-1.71707,76.1,1.4,21.6
2.60033,2.60095,2.60167,2.60247,2.6034,2.60448,2.60572,2.60715,2.60881,2.61076,2.61291,2.61524,2.6178,2.6206,2.62364,2.62693,2.63044,2.63425,2.63835,2.64272,2.64736,2.65214,2.657,2.66189,2.66674,2.67156,2.67636,2.68107,2.68575,2.69039,2.69502,2.69966,2.70443,2.70954,2.7153,2.72201,2.73022,2.73999,2.75126,2.764,2.77808,2.7933,2.80949,2.82657,2.84466,2.8641,2.88535,2.90952,2.9372,2.9692,3.00597,3.047,3.09055,3.13361,3.17252,3.2041,3.22677,3.24095,3.24878,3.25206,3.25235,3.25048,3.24681,3.24137,3.23402,3.22465,3.21323,3.19989,3.18485,3.16826,3.15025,3.13096,3.11046,3.08894,3.06658,3.04341,3.01957,2.99533,2.97075,2.94584,2.92067,2.89517,2.8693,2.84303,2.81635,2.78936,2.76224,2.73515,2.70825,2.68169,2.65551,2.62978,2.60453,2.5798,2.55569,2.53232,2.50979,2.48807,2.46712,2.44686,-0.732339,1.31516,1.6924,-1.58727,-0.579233,-0.58533,0.090189,0.847328,0.722093,0.00473863,-0.325064,-0.0228691,1.01433,0.543263,0.659399,0.696525,0.652063,-0.3799,0.437482,-0.867025,-0.937591,-0.719517,74,4.6,20.8
2.24077,2.24064,2.24046,2.24035,2.24029,2.24031,2.24045,2.24075,2.2412,2.24187,2.24274,2.24381,2.24508,2.24656,2.24824,2.25014,2.2523,2.25474,2.25752,2.26059,2.2639,2.26741,2.27096,2.2745,2.27804,2.28149,2.28501,2.28848,2.29211,2.29587,2.29977,2.3038,2.30799,2.31249,2.31766,2.32392,2.33163,2.34133,2.35283,2.36604,2.38071,2.3966,2.41346,2.43119,2.44994,2.47011,2.49224,2.51708,2.54601,2.57958,2.61839,2.66216,2.70935,2.75705,2.80156,2.83955,2.86915,2.8905,2.90518,2.91508,2.92187,2.92634,2.92908,2.93014,2.92938,2.92673,2.92215,2.9157,2.90755,2.89783,2.88671,2.87434,2.86082,2.84623,2.83066,2.81431,2.79729,2.77977,2.76189,2.74368,2.72513,2.70628,2.68706,2.66739,2.6473,2.62676,2.60581,2.58472,2.56375,2.54305,2.52269,2.50266,2.48295,2.46358,2.44466,2.42634,2.40867,2.39164,2.3752,2.3593,-1.33752,-0.642153,-0.254961,0.493539,-0.0152208,-0.77212,-0.593165,-0.827658,-0.46359,1.62082,-0.311119,-0.566861,-0.231698,1.27108,1.41073,1.80616,1.19769,-1.94821,1.95181,-1.2471,-1.34159,-1.34618,72.5,6.4,20.9
