% This dataset is synthetic.  It was generated by David Coleman
% at RCA Laboratories in Princeton, N.J.  For convenience, we will
% refer to it as the POLLEN DATA.  The first three variables are the
% lengths of geometric features observed sampled pollen grains - in the
% x, y, and z dimensions: a "ridge" along x, a "nub" in the y
% direction, and a "crack" in along the z dimension.  The fourth
% variable is pollen grain weight, and the fifth is density.
% 
% There are 3848 observations, in random order (for people whose
% software packages cannot handle this much data, it is recommended
% that the data be sampled).  The dataset is broken up into eight 
% pieces, POLLEN1.DAT - POLLEN8.DAT, each with 481 observations.  
% We will call the variables:
% 
% 1. RIDGE
% 2. NUB
% 3. CRACK
% 4. WEIGHT
% 5. DENSITY
% 
% 6. OBSERVATION NUMBER (for convenience)
% 
% The data analyst is advised that there is more than one "feature" to
% these data.  Each feature can be observed through various graphical
% techniques, but analytic methods, as well, can help "crack" the
% dataset.
%
% Additional Info:
%
%    I no longer have the description handed out during the JSM, but can
% tell you how I generated the data, in minitab.
% 
% 1. Part A was generated: 5000 (I think) 5-variable, uncorrelated, i.i.d.
% Gaussian observations.
% 
% 2. To get part B, I duplicated part A, then reversed the sign on the
% observations for 3 of the 5 variables.
% 
% 3. Part B was appended to Part A.
% 
% 4. The order of the observations was randomized.
% 
% 5. While waiting for my tardy car-pool companion, I took a piece of
% graph paper, and figured out a dot-matrix representation of the word,
% "EUREKA."  I then added these observations to the "center" of the
% datatset.
% 
% 6. The data were scaled, by variable (something like 1,3,5,7,11).
% 
% 7. The data were rotated, then translated.
% 
% 8. A few points in space within the datacloud were chosen as ellipsoid
% centers, then for each center, all observations within a (scaled and
% rotated) radius were identified, and eliminated - to form ellipsoidal
% voids.
% 
% 9. The variables were given entirely ficticious names.
% 
% FYI, only the folks at Bell Labs, Murray Hill, found everything,
% including the voids.
% 
% Hope this is helpful!
% 
% References:
% 
% Becker, R.A., Denby, L., McGill, R., and Wilks,
% A. (1986). Datacryptanalysis: A Case Study.
% Proceedings of the Section on Statistical Graphics, 92-97.
% 
% Slomka, M. (1986). The Analysis of a Synthetic Data Set.
% Proceedings of the Section on Statistical Graphics, 113-116.
% 
%
%
% Information about the dataset
% CLASSTYPE: numeric
% CLASSINDEX: none specific
%

@relation pollen

@attribute RIDGE REAL
@attribute NUB REAL
@attribute CRACK REAL
@attribute WEIGHT REAL
@attribute DENSITY REAL
@attribute OBSERVATION_NUMBER INTEGER

@data
1.3964,6.2775,-7.9135,-2.2540,2.7053,393
-7.8086,-1.2599,3.8948,16.6863,0.2999,394
-1.5308,-0.2874,-14.9340,-7.0748,5.8521,395
-2.2180,-3.6007,-9.2555,0.5505,1.2000,396
-1.5633,6.4464,6.0503,9.3151,-2.5286,397
-5.3944,1.5192,-1.1802,15.7928,0.7892,398
-4.4752,-1.5436,-2.6116,12.0788,-0.2359,399
3.8472,3.6516,0.9951,-1.4318,-2.4938,400
-6.0208,-11.6314,-8.8745,1.2314,3.2030,401
-5.6561,-1.5728,8.1292,6.9888,0.3352,402
-1.2650,2.0523,-9.2337,3.0582,-2.1614,403
-10.3435,-6.9942,-4.2664,19.6900,-0.4371,404
-1.8583,-2.8683,1.8407,-1.7502,2.3491,405
-3.9252,5.9422,2.6545,11.6613,1.3680,406
-7.5017,-3.3920,-11.2108,5.9771,4.2634,407
-1.6760,-0.8612,-7.8450,2.5999,3.8037,408
4.8097,0.9814,-10.6441,-12.6483,2.4440,409
-1.5094,-3.8698,2.2793,4.2784,-3.4466,410
-1.0788,0.1609,-16.2614,-5.0948,4.0662,411
1.4048,-5.6982,-21.7061,-2.5775,1.3130,412
-3.8970,7.0945,12.8081,6.0510,3.4530,413
-1.0757,1.0292,-9.1631,6.0401,-1.6818,414
-15.0442,2.1690,14.4506,24.7327,1.6547,415
-2.6213,-2.6461,-6.4869,-2.2958,4.5852,416
2.7782,7.6765,8.6844,0.0778,-3.6597,417
5.5336,8.5199,4.8612,-7.0654,-1.1931,418
-2.4413,7.7027,11.0492,12.0800,-0.2867,419
1.1539,-1.1713,12.9561,-3.0728,2.6209,420
-9.7900,-0.4514,15.3240,25.3748,-0.5392,421
-0.1612,1.6968,-13.0596,-8.2953,4.5863,422
-2.5036,6.0892,4.7699,0.8601,2.0943,423
3.4944,4.5741,1.6926,-10.2534,-1.5293,424
2.2096,-1.4091,-6.8936,0.2017,-3.6602,425
-4.4115,1.7432,7.3868,7.1700,0.8739,426
-2.9091,2.5581,-5.3052,1.7158,3.0893,427
-5.4192,-0.5009,11.9653,9.7874,-1.4785,428
5.5983,0.8450,-0.8835,-3.1885,-3.4289,429
1.8223,5.6182,6.5175,-4.0687,2.3204,430
9.7720,11.4101,9.3773,-12.4316,-0.6194,431
3.8949,1.9321,6.5665,-8.0167,1.1957,432
-4.2672,-0.4833,0.6688,12.1433,-2.5137,433
3.4021,-1.2231,2.7426,-5.9083,-1.0467,434
-9.9554,5.1516,4.3688,16.1818,1.4852,435
3.2419,3.5078,7.5862,1.2013,-2.8542,436
-4.9058,-5.7453,-5.3201,5.7001,1.9456,437
15.9321,-1.5025,-3.8646,-30.9014,-1.1693,438
-1.0804,-7.5697,-3.4550,3.6362,-2.5925,439
-5.9879,5.1374,-0.3311,10.8599,0.6136,440
4.5704,11.1993,-4.8370,-4.5707,1.0755,441
-8.5582,-0.6487,-7.4527,5.9701,7.6242,442
-11.0258,3.0900,3.9099,10.2317,4.1530,443
0.8178,-2.2594,13.0201,-1.4014,-1.5031,444
8.0552,1.1999,-6.5136,-11.4223,-1.5231,445
-1.6054,-3.5079,4.2313,7.3929,-2.9476,446
-1.3994,-0.4361,-3.5336,1.7880,-1.8184,447
-1.1389,-11.6072,-9.4648,-1.5557,2.4528,448
2.5807,-9.7404,2.6645,-5.1340,-2.4645,449
-7.9111,-4.1852,3.1103,11.6406,-0.3893,450
-4.3778,-2.9883,-1.1792,0.3398,1.7053,451
-3.1818,3.4809,-8.4748,1.1490,2.6487,452
-3.5117,-3.3282,0.6377,6.5905,1.6235,453
-4.2322,-3.7477,-10.6010,5.2359,4.2320,454
-7.5471,-6.0622,4.9106,15.2223,-0.1445,455
-1.2559,-0.8679,-22.7369,-4.7409,3.0826,456
-8.6210,-5.9664,-6.3600,4.7299,3.9705,457
-7.4153,9.1701,-6.9967,7.8002,8.8931,458
6.4224,-0.3054,5.2241,-8.1669,-3.6550,459
-1.1279,-1.9271,-1.1368,-0.4405,1.6834,460
5.5018,-4.1839,3.0193,-3.2638,-3.4951,461
4.5227,-1.8016,2.3693,-3.7711,-3.7628,462
10.4951,0.0571,2.2197,-7.6313,-6.5976,463
0.8234,-9.0292,-2.5228,-3.0063,-2.1227,464
0.1635,-3.5048,10.1611,6.4626,-3.7263,465
-3.2862,4.3563,-13.4446,1.0577,2.9274,466
-8.2171,3.1616,-4.1466,13.5235,1.1719,467
1.9511,-1.6801,-1.8326,1.9404,-4.1118,468
6.2352,-5.3262,-2.4641,-11.8383,-2.7522,469
-3.4346,-4.5049,9.8279,8.3138,-0.0554,470
9.1900,2.6754,-2.6960,-15.9554,0.5979,471
5.4091,-1.9559,-4.0727,-7.2220,-2.3943,472
-0.7965,-9.4417,-3.4542,-3.5942,1.5061,473
-5.6503,0.7156,7.3570,14.0080,-2.5201,474
-1.2429,-5.1544,-12.1946,3.5540,-0.8945,475
13.6923,-0.8376,1.7667,-15.3343,-6.5555,476
-1.7086,2.9791,17.5224,-4.5120,2.7511,477
9.1614,1.0114,3.3134,-17.9715,-1.1730,478
-4.1689,-2.8834,-2.6418,5.4725,0.4564,479
-13.1823,-4.9101,8.5765,17.8876,2.9783,480
2.1475,-4.5419,-0.4408,-5.4216,1.1492,481
7.5194,7.0495,-4.2749,-6.2987,-2.5172,482
1.9569,5.5071,-2.6682,-11.1292,4.9227,483
-8.6358,7.1223,8.4719,9.1489,3.5422,484
0.6354,-9.2552,-6.0952,-4.4533,-0.6840,485
-3.4664,5.5883,1.0661,6.1634,-0.0850,486
18.5301,5.0956,14.0584,-22.7782,-7.6986,487
-4.4786,-7.5687,6.3048,11.9548,-5.5210,488
10.5600,-2.9796,-15.5145,-22.5933,-1.2750,489
-4.9149,-3.0854,2.2051,8.9306,-0.2980,490
-4.2140,-0.0747,14.5360,11.4315,1.4689,491
-2.8378,3.6782,2.7454,6.7990,5.4019,492
2.6489,6.7848,11.3440,-5.0748,-0.9466,493
5.6500,4.2723,6.1919,-6.2352,-2.5287,494
-3.0711,-0.2701,14.3797,4.7927,-0.8951,495
6.1626,-0.1850,4.8882,-12.6216,-1.5116,496
2.3125,3.8957,2.5686,-7.1273,-1.3305,497
-0.5206,2.1720,17.1898,0.8757,-0.8810,498
0.3479,5.3210,8.4448,-1.0442,1.2726,499
13.1516,3.0862,-8.0371,-22.9169,-0.9967,500
0.1458,1.8162,12.3123,1.8908,0.0718,501
13.3808,-3.9448,-2.1545,-13.9231,-4.5370,502
1.0683,7.9934,2.6473,-7.4281,1.9466,503
-7.0034,-3.3981,-4.8290,5.3297,-0.3039,504
-2.6543,3.1669,-0.9815,0.6534,5.4241,505
-7.7921,-2.0343,4.4480,16.5600,1.1662,506
0.5096,-2.3697,-4.9886,-1.2641,-0.1604,507
-2.8631,6.6457,-4.2717,11.2774,-0.4152,508
-5.0578,-4.0492,6.2728,11.1558,-0.8063,509
8.2237,-1.8748,5.2204,-14.4609,-2.6799,510
7.8582,0.4385,-9.9379,-15.8315,-0.2705,511
4.1211,4.2798,8.5694,-11.5728,-0.9963,512
-5.0874,6.3535,8.9369,1.1924,3.6278,513
7.8083,4.9861,-6.3623,-9.7936,-2.1642,514
-8.9493,-2.5006,4.7267,15.3278,-0.9267,515
5.6265,-2.4058,-3.5467,-12.1110,2.6646,516
7.5908,-1.0706,2.0972,-8.1131,0.0829,517
-1.3563,-2.3634,2.3407,7.5229,-2.4520,518
3.6065,-2.0324,-2.3743,-6.4034,-1.1162,519
-3.4324,3.7412,4.8359,8.4202,-1.7241,520
3.0060,-1.7601,8.8638,1.6736,-3.2931,521
9.2596,2.7895,1.9473,-9.6326,-2.3026,522
-0.3975,4.7474,12.9715,3.9280,1.7329,523
0.4394,-4.9679,-3.0374,-6.4999,1.7076,524
-1.1018,4.5456,9.7856,-0.2545,-0.5541,525
-2.3915,-0.6579,2.3197,0.1546,4.1299,526
8.1242,3.4239,-16.3027,-16.7425,2.4365,527
-7.6477,-4.0488,5.7215,13.5495,3.1130,528
6.7727,6.7342,-0.4874,-7.4976,-0.6223,529
3.1083,4.3230,14.8624,-3.7753,-1.8473,530
5.1714,-4.4319,-8.1487,-10.0005,-0.8170,531
-4.1095,-2.2906,-1.3320,4.6366,0.6202,532
4.5072,-1.6462,-6.0329,-11.5112,-0.4677,533
0.5256,5.9968,19.4371,3.3388,2.3030,534
-4.4724,4.0491,-16.9723,4.3085,0.7690,535
0.5340,-3.6271,-21.0451,-4.2692,-0.2441,536
-0.2517,0.4949,-0.3649,0.8755,-0.3790,537
0.6196,0.8128,-0.5734,1.5289,-0.7390,538
5.7523,3.2658,-11.6591,-7.8127,0.2720,539
1.3024,-4.3103,-1.5514,-5.7588,-1.4376,540
-4.6930,1.2029,2.2979,8.9935,0.2952,541
-0.5094,-0.0003,-0.1289,0.4957,0.7065,542
-9.4607,1.4097,7.0471,11.8159,4.7208,543
-10.6887,-8.9385,4.4792,22.3163,-1.6179,544
4.8092,1.6425,0.2425,-6.1834,-3.1441,545
-3.3558,3.3223,8.2177,2.2485,2.0605,546
-4.3548,3.8919,4.7117,11.3105,0.2232,547
2.9210,7.3517,-11.0765,-8.8083,-0.0226,548
5.1932,-7.2018,4.0139,-2.1154,-5.6349,549
-0.7556,7.9664,3.5977,4.1727,2.7277,550
9.8115,3.1092,-5.2005,-13.0814,-1.9591,551
2.6035,-3.0521,-3.5694,-1.0938,-3.6907,552
11.1846,4.9703,-5.3765,-15.1370,-0.2725,553
-4.6528,-1.2022,6.4369,9.9785,-1.2447,554
-1.3818,1.2283,-10.1623,-5.5003,3.6063,555
-1.3410,-3.1526,-3.9428,-2.1439,-2.0338,556
12.8068,-3.7012,-3.8231,-17.2326,-2.3365,557
-5.6826,7.6991,-5.6374,9.8553,3.8385,558
1.8075,-2.9560,5.5161,-5.1241,-0.7923,559
0.8478,-7.6184,5.6686,1.0885,-2.8738,560
8.9738,-1.4802,0.1600,-13.7792,-3.2308,561
-13.8840,-3.3957,-12.2645,15.0634,7.7837,562
-1.0654,-0.8496,-13.7821,1.4393,1.4891,563
-0.4678,0.1568,5.3246,-4.5779,1.4402,564
3.6478,-5.4119,2.9063,2.5289,-4.5045,565
-4.8318,-0.3136,-3.7346,15.7524,-1.1045,566
-1.0320,14.2150,-5.3420,3.8314,1.4702,567
13.4945,10.2784,9.9188,-26.1205,0.0934,568
7.0591,0.2179,-6.0748,-3.1249,-5.1952,569
-1.2758,8.7801,4.0838,4.7031,0.8225,570
5.9630,0.2393,-12.4996,-7.4890,-3.1649,571
16.9522,2.3434,-13.8544,-22.2993,-5.7806,572
-0.4409,-1.3271,-18.9023,0.2241,1.3456,573
-4.8396,5.6827,5.2028,0.1592,6.8760,574
-3.0528,-7.2045,4.9937,3.6945,-1.0527,575
-3.8536,-1.9955,-0.1437,7.9572,0.0155,576
6.0801,6.3140,3.3728,-5.4804,0.7326,577
2.1968,-0.9906,-10.4177,-1.9853,1.6235,578
-0.5587,7.4673,-10.1314,-7.1425,4.5537,579
-5.2356,-3.4434,-5.8031,-1.5916,5.8374,580
-15.0963,5.7860,-11.1613,13.0627,10.4934,581
13.4421,-6.0448,16.0953,-16.6045,-5.7026,582
7.7792,-5.7244,-6.6512,-15.2873,0.8502,583
-11.8287,-16.3935,-2.2924,23.4046,-1.0286,584
-11.7638,-0.1909,-12.9323,19.3034,1.5329,585
-1.5748,4.7532,-6.7381,1.6259,2.8558,586
7.6908,-2.1274,1.6784,-9.1591,-3.0226,587
5.2577,7.4144,-1.1780,-11.1409,1.2388,588
-10.1565,7.7038,11.5444,17.9777,2.9846,589
-2.5591,-6.2305,9.3700,6.3102,-3.4083,590
0.2460,1.4191,9.6938,5.1852,0.3951,591
-18.4546,-2.3686,-9.1602,20.7146,8.7239,592
-14.0396,1.6624,1.3440,7.8618,7.4532,593
0.1139,-3.2934,6.7399,8.4290,-2.0640,594
-4.6702,-1.5778,7.8254,11.4285,-1.6149,595
11.1422,3.1190,0.9406,-12.1279,-2.7771,596
5.8468,-4.3696,-2.8431,-6.8704,1.1567,597
-16.0535,-5.2076,3.7497,18.3184,2.2283,598
-4.7507,-3.7438,1.9066,10.6050,-1.7966,599
13.4234,5.4286,-12.4076,-19.1651,-3.6465,600
-10.6192,3.1971,6.6310,9.6196,4.4629,601
-3.6776,-4.1059,10.8646,4.6772,-2.3530,602
-6.0691,-2.1393,0.6550,0.9917,3.4167,603
-8.2180,-6.9232,0.4952,12.5521,1.2515,604
-3.2878,-4.3226,-0.7539,6.4509,1.9994,605
12.3894,3.8347,0.8953,-15.5142,-5.1640,606
14.1563,4.3768,-7.9698,-17.9949,-3.8975,607
-5.3994,-2.4148,-7.3597,8.8270,0.0128,608
8.5177,-3.0301,-4.6314,-6.0594,-4.3851,609
6.6594,-4.8920,-0.4206,-6.2968,-2.9252,610
-4.2782,7.8305,5.0521,8.0440,1.1535,611
7.3564,-0.4004,-1.5400,-9.6059,-2.6816,612
-4.1564,9.3107,6.4393,6.6403,1.8393,613
15.0256,-5.7880,-13.9580,-21.2736,-6.3909,614
4.1263,1.9409,8.0096,-3.8368,-1.7529,615
10.1580,6.1528,-13.2484,-12.7848,-1.4195,616
-7.9677,1.7333,8.7076,3.4483,3.0827,617
0.4792,-2.0407,-8.6228,-3.8862,1.5636,618
-0.7624,-0.1336,-6.8319,4.5920,-0.0847,619
-1.7905,-0.5514,0.2141,-0.5039,1.4401,620
-3.3704,0.3896,-3.8836,1.7286,1.8185,621
-0.6996,-0.2742,-9.4040,-8.6044,5.7809,622
-7.6413,-0.4336,12.3944,9.4528,-0.1192,623
6.3053,0.1304,-4.1328,-5.6401,-2.4094,624
6.7078,-0.8918,0.6646,-0.8045,-6.7554,625
0.6442,-3.1695,-8.2716,3.6782,-4.0159,626
-7.0620,-1.2963,13.2426,3.0016,6.4696,627
4.8872,3.0121,-7.0586,-11.8439,1.8271,628
0.6761,2.7487,3.6979,-3.0626,0.6291,629
3.7084,4.2185,2.0316,-8.7814,0.5812,630
-3.2154,-5.8329,14.7778,7.7795,-1.6163,631
5.7276,-3.0338,6.7049,-9.6236,-1.3985,632
-3.4717,6.7466,2.7031,6.3835,2.4637,633
-7.0936,5.3696,9.5061,14.7640,1.3390,634
5.9069,1.1040,-13.5026,-16.4246,5.1442,635
-1.3243,-0.1730,-4.0117,1.5340,0.5614,636
1.1404,8.4741,6.0408,-1.3668,0.4966,637
2.2841,-1.1661,-12.1352,-3.3362,0.3770,638
-0.2726,-2.9607,-1.5039,3.7451,-1.9897,639
-11.4614,1.0326,10.6784,17.5378,1.8017,640
5.6108,4.1349,3.8652,-13.0875,1.0371,641
7.1149,-1.2304,-14.7506,-11.9521,-2.5991,642
-7.6765,2.4018,2.9737,14.4933,-0.7335,643
0.5002,-3.1355,-5.1491,0.1567,-0.0407,644
5.6285,2.5789,4.8962,-15.2117,2.7254,645
-11.8862,2.1462,0.2050,22.0863,-0.5257,646
-12.9464,-5.1949,1.9474,20.9977,3.1550,647
14.9681,-2.3547,10.1125,-14.1735,-7.5186,648
-6.8306,0.1286,1.4714,12.3268,-0.2888,649
-1.8657,3.5093,-12.7973,-3.9326,2.4814,650
-5.0508,-12.1831,-17.8368,-0.7430,0.0030,651
-2.7131,6.6808,-9.0993,4.4769,3.1859,652
-4.7464,-4.8507,0.7298,12.3107,-0.9007,653
-8.6106,-9.3429,-3.9506,9.3282,1.6413,654
0.9694,0.3172,2.9705,-9.6961,2.3194,655
2.6317,1.7663,6.2047,-0.3050,-3.9676,656
-17.8637,-1.8479,-8.2296,21.5986,8.3078,657
-1.7228,-1.0915,-5.7287,2.2014,2.4335,658
-7.1323,3.5770,-19.9276,2.5812,5.4434,659
4.1758,-1.1079,15.3575,-2.9515,-3.7408,660
6.3192,-1.3547,-16.0197,-9.8958,0.3063,661
-2.6741,-1.9491,2.3959,10.9753,-2.4219,662
0.7777,-6.4609,-5.2135,-4.8437,-1.4735,663
-0.6143,3.9779,3.0570,-1.7249,1.6984,664
1.2751,5.0119,2.2195,-1.9232,-1.4295,665
13.4628,-12.3586,2.9982,-16.3131,-8.5991,666
-4.3235,-5.2256,-10.5954,1.9380,1.5666,667
4.6992,-2.4488,-1.1839,-7.6888,-1.5733,668
-12.1417,8.1067,15.9409,13.4578,8.0103,669
3.4301,-4.4995,-4.7963,-0.7377,-3.0153,670
-2.7643,-0.5365,-3.6823,2.4864,3.3384,671
-10.2946,10.1665,-1.7963,16.6730,4.4717,672
7.8286,1.8243,-11.0705,-14.8579,-0.1134,673
-8.9521,-1.6094,-17.4675,10.2142,4.9725,674
-0.3074,1.6088,-13.6485,-9.6299,5.5653,675
3.0839,-9.5623,-2.6604,-1.1409,-2.1268,676
2.5946,2.0570,7.3375,2.9691,-3.4518,677
-11.5614,-7.8176,-1.3030,17.3722,3.2416,678
-11.0461,-0.9358,4.1021,12.3754,5.8680,679
-1.7497,-1.3581,16.6698,4.4800,-0.5967,680
-4.4552,-6.0813,8.4055,7.3072,-0.9460,681
5.0286,-0.3369,14.9737,-0.6774,-7.6659,682
2.3394,7.3001,-6.4320,-1.1433,0.0477,683
5.2695,-2.7088,11.7209,-2.5601,-5.0028,684
-5.5532,-7.1347,-4.1727,2.2704,1.8733,685
9.3558,-3.9448,-11.9546,-17.7529,-1.8360,686
-5.0595,-5.5827,7.4700,2.7239,2.4819,687
-10.3246,-6.0944,5.5357,12.3474,2.0680,688
-8.1712,9.1041,-12.4997,2.9470,8.0467,689
-9.4197,-2.0308,3.8274,23.9811,-2.2139,690
-5.7968,3.7291,5.6183,5.5258,-1.0452,691
1.9921,7.7271,-6.2274,-6.8472,1.2121,692
2.6170,2.1309,12.7595,1.6398,-1.9777,693
-9.7017,8.0401,-2.2526,12.8883,2.5529,694
-1.1358,-0.2616,11.2886,7.0424,-2.2466,695
5.5883,4.6769,5.6262,-5.8077,1.0789,696
-8.0086,-2.9759,9.2698,17.3340,-0.2362,697
1.5211,5.3579,1.8694,-9.7498,6.2680,698
7.2202,-4.9666,4.7571,-8.2435,-3.7077,699
-2.1889,-6.4998,-11.4959,-0.5496,3.6848,700
8.4862,4.8058,-3.4651,-11.6498,-1.8872,701
-2.9469,4.4609,-7.5204,5.3783,0.5388,702
-5.8097,-4.7756,-4.4461,4.2379,2.8574,703
9.4844,2.5957,-17.3816,-17.3802,-0.3382,704
6.0291,-3.3888,-6.2501,-13.1443,0.3695,705
-5.4512,-1.7329,19.8036,12.0577,1.3777,706
-5.1136,2.2363,-11.9193,0.2136,3.0684,707
-1.7039,0.5634,10.9673,8.9462,-3.6052,708
-0.7645,1.2705,-2.2248,1.6378,0.2800,709
8.1112,-1.4176,1.3124,-7.4169,-8.0133,710
-4.2369,3.3430,5.6824,10.8583,0.8541,711
-6.4150,-15.8711,-3.8324,6.9700,1.2990,712
-5.9592,-4.3345,-4.9986,6.3118,0.4059,713
-0.1911,7.5585,2.7649,-0.5530,2.4236,714
3.2844,-4.5007,6.2146,2.4916,-4.9407,715
-5.3219,-4.6447,1.0849,8.6630,1.0334,716
-13.8741,-10.6736,-8.8599,21.5783,0.2620,717
11.1080,3.0781,17.0074,-11.7250,-6.1829,718
4.0947,2.6143,-4.2903,-16.0353,2.8511,719
0.6296,4.3404,10.9381,-2.9103,0.7283,720
7.6911,1.4590,-1.5766,-7.3890,-4.5742,721
-2.1836,5.2191,6.5861,4.3214,2.7312,722
-3.9126,-8.2021,-0.0940,7.5105,-1.3648,723
-1.0612,-1.0910,-8.9403,-8.0590,5.0516,724
-0.7319,-0.2330,3.2149,7.2549,-2.5761,725
7.6594,-1.5940,-12.2243,-6.9969,-1.1150,726
-2.4386,-7.7420,2.9499,2.6887,1.5311,727
-2.1532,-7.2031,-20.0722,2.4915,0.1734,728
11.2251,4.6472,0.9945,-8.4448,-4.5219,729
0.1092,4.1753,-8.1735,-1.7984,1.2839,730
-15.8328,-1.9589,1.9330,16.5041,5.2360,731
5.0498,-7.3146,8.5938,-4.7393,-3.3315,732
-12.0381,-2.8389,1.1276,19.5063,0.8108,733
-3.6951,-0.8458,-5.7493,4.0558,2.3722,734
0.6289,5.1617,1.9032,-2.1292,-0.2779,735
5.6619,-4.3589,-2.9136,-8.0468,-3.6923,736
2.3632,5.1730,9.7342,2.0441,0.8843,737
3.1644,2.9866,11.0126,-4.2004,-0.6933,738
-6.5874,-6.5308,-3.7192,9.9771,0.9512,739
-5.8619,5.5205,6.3903,11.2338,1.5772,740
4.2558,-3.3629,19.7265,-2.5681,-5.4414,741
1.0905,7.8568,-3.8121,-3.4270,1.3417,742
-1.5732,-3.9911,-1.3512,-1.2416,0.1502,743
-3.5891,8.3576,-21.5380,-4.6691,6.7203,744
-1.2456,-6.1036,2.7224,5.7350,-3.7969,745
10.6536,3.0634,-1.1699,-15.3710,-1.1028,746
8.9202,-6.5928,-2.3679,-15.6252,-2.2661,747
1.6129,-0.4800,-3.2894,1.3480,-0.6147,748
-0.9155,-5.6186,-11.4551,-3.5179,3.0833,749
-5.3146,-6.6869,-5.6116,11.8592,-2.2794,750
-2.6279,-10.9770,-11.6015,3.3597,-0.4614,751
-0.6076,-0.0710,-0.0902,0.4059,0.8322,752
-4.0312,-12.2939,-10.3980,9.4735,-2.6910,753
-6.5843,6.1831,3.8557,13.1752,2.3151,754
2.7372,-3.6597,4.0510,-5.0343,1.2634,755
6.2470,3.6408,4.9343,-8.4565,0.0592,756
5.3723,3.7031,-7.6015,-8.9695,-1.4228,757
-11.5190,1.1311,-9.9859,18.6642,0.2372,758
-6.6241,4.3705,10.9827,7.6021,3.2206,759
-11.3164,-12.4179,-4.4408,16.7580,-0.7381,760
9.3860,-5.9051,1.3497,-7.4095,-7.2759,761
12.4883,5.4490,-14.4436,-19.9777,-1.2398,762
-3.4954,-6.2274,5.3568,8.2548,-3.6922,763
0.2086,-4.6744,-8.4376,1.7141,-4.6021,764
0.4244,3.4008,-16.0432,-8.7795,3.6628,765
-0.3130,0.1411,-0.2062,0.6754,0.4551,766
0.2109,-0.5475,4.3525,-3.8348,2.0758,767
5.4843,-8.2426,8.6050,-11.0279,-1.0701,768
-2.6020,3.5605,10.6209,12.4291,0.6281,769
2.3824,4.4595,16.8141,3.7735,-2.9387,770
5.2607,-2.1554,2.1494,-8.6149,-2.9555,771
-1.7737,-3.9178,16.4135,5.9047,-1.6998,772
0.6469,1.1873,-9.3496,2.0030,-1.0207,773
6.9100,-0.3337,0.9900,-10.3102,-1.1971,774
8.1656,-4.5706,-7.8994,-15.0560,-3.9524,775
1.0016,2.0237,-8.3454,-8.8980,1.2075,776
11.2083,-1.5219,-6.7042,-14.3875,-3.4996,777
2.7078,-6.7855,-3.9880,-8.5334,0.0083,778
3.2574,-2.8189,-4.4054,-1.9582,-2.6697,779
-13.1959,3.3522,5.2384,19.3475,2.1405,780
1.4158,4.9298,-4.2869,-9.8879,2.0224,781
5.6976,-2.2157,5.3838,-2.2909,-5.5242,782
6.9926,-0.2549,-3.8490,-13.6631,0.1449,783
9.5215,-2.5569,-0.6367,-15.3146,-4.1579,784
3.0145,-4.7603,-5.3879,-6.3306,-0.2541,785
4.5590,-5.1690,4.9818,-5.8077,-1.0551,786
-12.9028,4.4514,-9.3033,12.5813,10.1358,787
-2.3653,3.0820,12.4822,2.0179,3.4398,788
2.8907,-4.8482,1.0225,-7.0251,-0.1990,789
-0.1479,-4.2780,-3.3853,2.5211,-0.6592,790
5.6315,0.6087,5.5446,-4.9160,-3.3722,791
10.3375,-0.0759,-0.7591,-12.6306,-3.3787,792
-0.0130,-2.6339,7.1555,4.1537,-3.1020,793
2.5159,-4.4634,-1.6844,-0.2637,-5.8823,794
-0.5053,1.5056,3.1034,-1.8611,2.7669,795
-10.4859,-8.6729,-2.8263,16.0157,5.1699,796
-5.3213,-4.2058,-6.9011,5.0763,0.2627,797
-16.8231,1.5231,6.8804,20.3409,6.4783,798
11.2886,0.4946,3.2454,-20.5609,-2.8814,799
2.8446,10.3942,6.5199,-4.8358,0.7756,800
11.4165,3.1250,-1.1699,-11.6582,-6.2896,801
-0.5143,0.3677,-0.2884,0.6639,-0.1939,802
-4.7474,-0.2417,-0.4199,12.6776,3.1119,803
12.5995,3.1909,-9.9677,-19.6456,-4.2269,804
-0.4627,0.2191,-0.2280,0.6248,0.1935,805
-6.4395,-0.2982,-5.3321,-0.0637,5.4917,806
1.0360,-2.0359,-6.3100,-5.9188,-3.4625,807
4.5737,-0.1280,8.3810,3.7562,-4.4181,808
2.2375,-0.2658,8.9775,4.3982,-4.3112,809
-2.7148,4.3343,-14.2407,-1.0142,4.4215,810
-12.2930,-6.5640,-1.7932,18.0906,3.9413,811
-5.6324,-2.4795,-4.1627,1.5410,3.2146,812
2.8763,7.7809,-0.5671,-6.1302,1.3973,813
-6.6349,-0.8995,4.0684,13.4268,-1.0433,814
-3.4781,6.8022,-1.3249,-4.2520,5.7595,815
-5.0561,-11.8483,4.2396,8.3503,-2.5276,816
-3.6673,-3.4509,-9.4248,-0.4428,-0.2327,817
-6.4444,-7.5486,-1.1652,9.0698,1.5861,818
6.9171,-0.4052,-0.3237,-0.7966,-7.1157,819
-0.0250,7.9612,-11.1477,-7.6193,6.1247,820
-0.8216,-4.9785,-11.2348,2.8142,-1.3795,821
-1.2804,3.5075,-6.2452,-1.1665,3.1527,822
5.9114,-3.0051,0.0733,-8.8560,-2.3873,823
2.0714,-6.4954,1.4755,-2.9980,-3.9435,824
