% Data Sets for 'Regression Models for Time Series Analysis' by
% B. Kedem and K. Fokianos, Wiley 2002. Submitted by Kostas
% Fokianos (fokianos@ucy.ac.cy) [8/Nov/02] (176k)
%
% Note: - attribute names were generated manually
%       - information about data taken from here:
%         http://lib.stat.cmu.edu/datasets/
%
% File: ../data/rmftsa/mtwashnh6597.txt2
%
% Rainfall Data:
% MaxT= Maximum temperature
% Hdeg= Heating degress
% Pcpn=Precipitation
% Date        MaxT   MinT  AveT   HDeg  Pcpn  Snow  On Gnd  Mx Wnd   
%
%
% Information about the dataset
% CLASSTYPE: numeric
% CLASSINDEX: none specific
%

@relation rmftsa-mtwashnh6597

@attribute Date Date M/d/yyyy
@attribute MaxT INTEGER
@attribute MinT INTEGER
@attribute AveT INTEGER
@attribute HDeg INTEGER
@attribute Pcpn REAL
@attribute Snow REAL
@attribute On_Gnd INTEGER
@attribute Mx {E,ENE,N,NE,NNW,NW,S,SE,SSE,SW,W}
@attribute Wnd INTEGER

@data
3/26/1972,1,-5,-1,66,0.59,3.6,16,?,?
3/27/1972,1,-9,-3,68,0.19,1.5,16,?,?
3/28/1972,19,0,10,55,0.20,2.1,17,?,?
3/29/1972,32,17,25,40,0.00,0.0,16,?,?
3/30/1972,30,16,23,42,0.00,0.0,15,?,?
3/31/1972,22,14,18,47,0.21,0.6,15,?,?
4/01/1972,22,12,17,48,0.00,0.0,15,?,?
4/02/1972,20,15,18,47,0.05,1.1,15,?,?
4/03/1972,19,9,14,51,1.60,19.9,20,?,?
4/04/1972,22,13,18,47,0.46,4.0,22,?,?
4/05/1972,15,-2,7,58,0.80,4.0,23,?,?
4/06/1972,12,-2,5,60,0.67,4.9,22,?,?
4/07/1972,1,-8,-3,68,1.18,7.5,23,?,?
4/08/1972,5,-6,0,65,0.05,0.3,23,?,?
4/09/1972,10,2,6,59,0.17,1.3,23,?,?
4/10/1972,14,6,10,55,0.00,0.0,23,?,?
4/11/1972,26,10,18,47,0.06,1.0,23,?,?
4/12/1972,29,13,21,44,0.00,0.0,24,?,?
4/13/1972,28,14,21,44,0.97,5.7,23,?,?
4/14/1972,29,17,23,42,0.35,1.9,25,?,?
4/15/1972,28,18,23,42,0.20,0.7,25,?,?
4/16/1972,34,20,27,38,0.00,0.0,25,?,?
4/17/1972,29,19,24,41,1.27,7.2,25,?,?
4/18/1972,30,15,23,42,0.39,3.3,26,?,?
4/19/1972,35,29,32,33,0.37,1.4,25,?,?
4/20/1972,29,13,21,44,0.36,3.0,23,?,?
4/21/1972,14,4,9,56,0.10,1.0,23,?,?
4/22/1972,36,10,23,42,0.00,0.0,23,?,?
4/23/1972,32,18,25,40,0.25,2.9,24,?,?
4/24/1972,23,14,19,46,0.36,2.4,24,?,?
4/25/1972,18,8,13,52,0.00,0.0,24,?,?
4/26/1972,18,5,12,53,0.00,0.0,24,?,?
4/27/1972,13,7,10,55,0.04,0.6,23,?,?
4/28/1972,23,8,16,49,0.03,0.3,23,?,?
4/29/1972,26,16,21,44,0.00,0.0,23,?,?
4/30/1972,36,21,29,36,0.00,0.0,23,?,?
5/01/1972,38,28,33,32,0.00,0.0,22,?,?
5/02/1972,40,31,36,29,1.25,0.0,17,?,?
5/03/1972,41,35,38,27,1.00,0.0,10,?,?
5/04/1972,41,28,35,30,0.36,0.0,7,?,?
5/05/1972,28,21,25,40,0.43,2.4,7,?,?
5/06/1972,35,18,27,38,0.01,0.0,7,?,?
5/07/1972,36,22,29,36,0.37,0.0,6,?,?
5/08/1972,34,21,28,37,0.00,0.0,6,?,?
5/09/1972,27,16,22,43,0.00,0.0,6,?,?
5/10/1972,28,13,21,44,0.00,0.0,5,?,?
5/11/1972,31,17,24,41,0.52,2.3,4,?,?
5/12/1972,30,17,24,41,0.62,2.3,4,?,?
5/13/1972,43,27,35,30,0.00,0.0,4,?,?
5/14/1972,43,36,40,25,0.32,0.0,2,?,?
5/15/1972,43,36,40,25,0.46,0.0,1,?,?
5/16/1972,44,39,42,23,0.11,0.0,1,?,?
5/17/1972,47,38,43,22,0.00,0.0,0,?,?
5/18/1972,50,38,44,21,0.00,0.0,0,?,?
5/19/1972,48,39,44,21,0.00,0.0,0,?,?
5/20/1972,49,39,44,21,0.14,0.0,0,?,?
5/21/1972,54,38,46,19,0.00,0.0,0,?,?
5/22/1972,52,35,44,21,0.00,0.0,0,?,?
5/23/1972,58,41,50,15,0.00,0.0,0,?,?
5/24/1972,52,30,41,24,0.00,0.0,0,?,?
5/25/1972,42,26,34,31,0.00,0.0,0,?,?
5/26/1972,49,31,40,25,0.00,0.0,0,?,?
5/27/1972,56,38,47,18,0.00,0.0,0,?,?
5/28/1972,64,44,54,11,0.00,0.0,0,?,?
5/29/1972,63,44,54,11,0.00,0.0,0,?,?
5/30/1972,60,43,52,13,0.00,0.0,0,?,?
5/31/1972,49,44,47,18,0.77,0.0,0,?,?
6/01/1972,48,42,45,20,0.92,0.0,0,?,?
6/02/1972,45,33,39,26,0.06,0.0,0,?,?
6/03/1972,52,35,44,21,0.00,0.0,0,?,?
6/04/1972,48,42,45,20,0.65,0.0,0,?,?
6/05/1972,49,38,44,21,0.00,0.0,0,?,?
6/06/1972,47,36,42,23,0.87,0.0,0,?,?
6/07/1972,39,32,36,29,0.86,0.0,0,?,?
6/08/1972,40,35,38,27,0.00,0.0,0,?,?
6/09/1972,49,37,43,22,0.86,0.0,0,?,?
6/10/1972,38,23,31,34,0.44,2.0,0,?,?
6/11/1972,27,19,23,42,0.00,0.0,0,?,?
6/12/1972,41,24,33,32,0.00,0.0,0,?,?
6/13/1972,53,32,43,22,0.00,0.0,0,?,?
6/14/1972,54,43,49,16,0.00,0.0,0,?,?
6/15/1972,60,50,55,10,0.14,0.0,0,?,?
6/16/1972,53,41,47,18,0.73,0.0,0,?,?
6/17/1972,51,38,45,20,0.00,0.0,0,?,?
6/18/1972,50,42,46,19,0.00,0.0,0,?,?
6/19/1972,55,41,48,17,0.00,0.0,0,?,?
6/20/1972,55,46,51,14,0.00,0.0,0,?,?
6/21/1972,53,46,50,15,0.43,0.0,0,?,?
6/22/1972,52,41,47,18,1.77,0.0,0,?,?
6/23/1972,48,39,44,21,0.94,0.0,0,?,?
6/24/1972,47,41,44,21,0.79,0.0,0,?,?
6/25/1972,47,39,43,22,0.00,0.0,0,?,?
6/26/1972,45,38,42,23,0.36,0.0,0,?,?
6/27/1972,48,39,44,21,0.00,0.0,0,?,?
6/28/1972,53,42,48,17,0.43,0.0,0,?,?
6/29/1972,57,44,51,14,0.00,0.0,0,?,?
6/30/1972,48,40,44,21,0.15,0.0,0,?,?
7/01/1972,50,43,47,18,0.00,0.0,0,?,?
7/02/1972,60,42,51,14,0.00,0.0,0,?,?
7/03/1972,55,44,50,15,1.81,0.0,0,?,?
7/04/1972,44,32,38,27,0.00,0.0,0,?,?
7/05/1972,45,31,38,27,0.00,0.0,0,?,?
7/06/1972,47,32,40,25,0.00,0.0,0,?,?
7/07/1972,53,38,46,19,0.00,0.0,0,?,?
7/08/1972,54,38,46,19,0.00,0.0,0,?,?
7/09/1972,58,41,50,15,0.00,0.0,0,?,?
7/10/1972,53,44,49,16,0.72,0.0,0,?,?
7/11/1972,52,42,47,18,0.13,0.0,0,?,?
7/12/1972,63,46,55,10,0.00,0.0,0,?,?
7/13/1972,66,52,59,6,0.03,0.0,0,?,?
7/14/1972,58,51,55,10,0.00,0.0,0,?,?
7/15/1972,65,55,60,5,0.00,0.0,0,?,?
7/16/1972,62,53,58,7,0.22,0.0,0,?,?
7/17/1972,60,51,56,9,0.05,0.0,0,?,?
7/18/1972,66,49,58,7,0.00,0.0,0,?,?
7/19/1972,60,50,55,10,0.33,0.0,0,?,?
7/20/1972,62,49,56,9,0.00,0.0,0,?,?
7/21/1972,60,47,54,11,2.00,0.0,0,?,?
7/22/1972,53,45,49,16,0.00,0.0,0,?,?
7/23/1972,56,44,50,15,0.21,0.0,0,?,?
7/24/1972,54,45,50,15,0.25,0.0,0,?,?
7/25/1972,56,44,50,15,0.03,0.0,0,?,?
7/26/1972,46,41,44,21,1.12,0.0,0,?,?
7/27/1972,50,39,45,20,0.24,0.0,0,?,?
7/28/1972,52,42,47,18,0.47,0.0,0,?,?
7/29/1972,50,39,45,20,0.01,0.0,0,?,?
7/30/1972,51,39,45,20,0.00,0.0,0,?,?
7/31/1972,53,42,48,17,0.00,0.0,0,?,?
8/01/1972,54,39,47,18,0.00,0.0,0,?,?
8/02/1972,56,39,48,17,0.07,0.0,0,?,?
8/03/1972,54,41,48,17,0.40,0.0,0,?,?
8/04/1972,50,30,40,25,0.28,0.0,0,?,?
8/05/1972,52,31,42,23,0.00,0.0,0,?,?
8/06/1972,53,38,46,19,0.00,0.0,0,?,?
8/07/1972,53,43,48,17,0.15,0.0,0,?,?
8/08/1972,53,40,47,18,0.76,0.0,0,?,?
8/09/1972,49,39,44,21,0.75,0.0,0,?,?
8/10/1972,39,30,35,30,0.85,0.0,0,?,?
8/11/1972,46,29,38,27,0.00,0.0,0,?,?
8/12/1972,50,39,45,20,0.07,0.0,0,?,?
8/13/1972,50,35,43,22,0.14,0.0,0,?,?
8/14/1972,43,34,39,26,0.10,0.0,0,?,?
8/15/1972,43,32,38,27,0.03,0.0,0,?,?
8/16/1972,46,33,40,25,0.00,0.0,0,?,?
8/17/1972,42,37,40,25,0.00,0.0,0,?,?
8/18/1972,49,40,45,20,1.64,0.0,0,?,?
8/19/1972,47,38,43,22,0.22,0.0,0,?,?
8/20/1972,57,38,48,17,0.00,0.0,0,?,?
8/21/1972,60,45,53,12,0.00,0.0,0,?,?
8/22/1972,63,46,55,10,0.00,0.0,0,?,?
8/23/1972,64,49,57,8,0.08,0.0,0,?,?
8/24/1972,60,51,56,9,0.05,0.0,0,?,?
8/25/1972,62,52,57,8,0.55,0.0,0,?,?
8/26/1972,58,48,53,12,0.01,0.0,0,?,?
8/27/1972,55,47,51,14,0.95,0.0,0,?,?
8/28/1972,54,48,51,14,0.97,0.0,0,?,?
8/29/1972,51,40,46,19,0.00,0.0,0,?,?
8/30/1972,46,37,42,23,0.24,0.0,0,?,?
8/31/1972,59,42,51,14,0.00,0.0,0,?,?
9/01/1972,60,49,55,10,0.00,0.0,0,?,?
9/02/1972,55,47,51,14,0.00,0.0,0,?,?
9/03/1972,49,40,45,20,0.04,0.0,0,?,?
9/04/1972,44,38,41,24,0.61,0.0,0,?,?
9/05/1972,43,33,38,27,0.17,0.0,0,?,?
9/06/1972,49,34,42,23,0.00,0.0,0,?,?
9/07/1972,57,39,48,17,0.00,0.0,0,?,?
9/08/1972,50,43,47,18,0.32,0.0,0,?,?
9/09/1972,47,28,38,27,0.38,0.0,0,?,?
9/10/1972,33,24,29,36,0.00,0.0,0,?,?
9/11/1972,45,32,39,26,0.00,0.0,0,?,?
9/12/1972,43,36,40,25,0.16,0.0,0,?,?
9/13/1972,49,36,43,22,0.66,0.0,0,?,?
9/14/1972,49,30,40,25,0.60,0.0,0,?,?
9/15/1972,43,30,37,28,0.00,0.0,0,?,?
9/16/1972,45,34,40,25,0.00,0.0,0,?,?
9/17/1972,55,42,49,16,0.00,0.0,0,?,?
9/18/1972,55,44,50,15,0.00,0.0,0,?,?
9/19/1972,50,32,41,24,0.04,0.0,0,?,?
9/20/1972,45,32,39,26,0.00,0.0,0,?,?
9/21/1972,53,40,47,18,0.00,0.0,0,?,?
9/22/1972,49,24,37,28,0.52,0.0,0,?,?
9/23/1972,47,19,33,32,0.00,0.0,0,?,?
9/24/1972,47,39,43,22,0.02,0.0,0,?,?
9/25/1972,51,44,48,17,0.00,0.0,0,?,?
9/26/1972,54,48,51,14,1.49,0.0,0,?,?
9/27/1972,53,31,42,23,0.20,0.0,0,?,?
9/28/1972,50,36,43,22,0.00,0.0,0,?,?
9/29/1972,50,36,43,22,0.66,0.0,0,?,?
9/30/1972,51,21,36,29,1.47,0.0,0,?,?
10/01/1972,31,22,27,38,0.00,0.0,0,?,?
10/02/1972,34,26,30,35,0.00,0.0,0,?,?
10/03/1972,42,30,36,29,0.00,0.0,0,?,?
10/04/1972,47,38,43,22,0.00,0.0,0,?,?
10/05/1972,49,37,43,22,0.00,0.0,0,?,?
10/06/1972,47,36,42,23,0.16,0.0,0,?,?
10/07/1972,43,39,41,24,3.30,0.0,0,?,?
10/08/1972,42,22,32,33,0.12,0.3,0,?,?
10/09/1972,22,10,16,49,0.53,2.5,0,?,?
10/10/1972,32,8,20,45,0.28,0.7,0,?,?
10/11/1972,39,30,35,30,0.00,0.0,0,?,?
10/12/1972,37,23,30,35,1.23,0.3,0,?,?
10/13/1972,23,11,17,48,0.09,0.8,0,?,?
10/14/1972,31,15,23,42,0.28,1.6,0,?,?
10/15/1972,22,8,15,50,0.68,4.0,1,?,?
10/16/1972,29,9,19,46,0.07,0.4,2,?,?
10/17/1972,31,9,20,45,0.00,0.0,2,?,?
10/18/1972,12,5,9,56,0.00,0.0,2,?,?
10/19/1972,16,2,9,56,0.12,0.8,1,?,?
10/20/1972,11,1,6,59,0.00,0.0,1,?,?
10/21/1972,23,7,15,50,0.00,0.0,1,?,?
10/22/1972,31,20,26,39,0.00,0.0,1,?,?
10/23/1972,39,28,34,31,0.39,0.2,1,?,?
10/24/1972,39,31,35,30,0.17,0.0,0,?,?
10/25/1972,32,15,24,41,0.00,0.0,0,?,?
10/26/1972,33,15,24,41,0.00,0.0,0,?,?
10/27/1972,42,27,35,30,0.00,0.0,0,?,?
10/28/1972,40,32,36,29,0.42,0.0,0,?,?
10/29/1972,42,21,32,33,0.54,0.9,0,?,?
10/30/1972,35,19,27,38,0.00,0.0,1,?,?
10/31/1972,24,12,18,47,0.00,0.0,0,?,?
11/01/1972,27,18,23,42,0.00,0.0,0,?,?
11/02/1972,42,26,34,31,0.62,0.0,0,?,?
11/03/1972,42,18,30,35,0.84,1.3,0,?,?
11/04/1972,24,11,18,47,0.01,0.2,0,?,?
11/05/1972,24,15,20,45,0.37,5.2,4,?,?
11/06/1972,32,19,26,39,0.00,0.0,5,?,?
11/07/1972,34,26,30,35,0.00,0.0,4,?,?
11/08/1972,31,19,25,40,1.20,5.6,2,?,?
11/09/1972,30,20,25,40,1.80,7.9,9,?,?
11/10/1972,33,22,28,37,0.00,0.0,9,?,?
11/11/1972,34,24,29,36,0.06,0.5,8,?,?
11/12/1972,28,21,25,40,0.00,0.0,8,?,?
11/13/1972,26,18,22,43,0.07,0.7,8,?,?
11/14/1972,24,13,19,46,1.15,8.8,8,?,?
11/15/1972,16,0,8,57,0.62,4.0,14,?,?
11/16/1972,15,-3,6,59,0.81,2.3,14,?,?
11/17/1972,29,14,22,43,0.00,0.0,13,?,?
11/18/1972,29,19,24,41,0.00,0.0,12,?,?
11/19/1972,29,15,22,43,0.03,0.1,10,?,?
11/20/1972,32,5,19,46,1.42,6.2,12,?,?
11/21/1972,6,-6,0,65,0.21,1.5,12,?,?
11/22/1972,4,-6,0,65,0.00,0.0,12,?,?
11/23/1972,7,-3,2,63,0.29,1.7,12,?,?
11/24/1972,14,6,10,55,0.18,1.5,12,?,?
11/25/1972,26,13,20,45,0.00,0.0,12,?,?
11/26/1972,35,14,25,40,1.65,5.0,14,?,?
11/27/1972,18,14,16,49,0.05,0.4,14,?,?
11/28/1972,23,15,19,46,3.01,20.4,14,?,?
11/29/1972,15,-2,7,58,0.38,2.6,25,?,?
11/30/1972,20,-2,9,56,0.51,4.8,23,?,?
12/01/1972,22,2,12,53,1.76,16.0,-228,?,?
12/02/1972,20,-14,3,62,0.36,2.5,26,?,?
12/03/1972,24,-3,11,54,0.07,0.7,24,?,?
12/04/1972,17,-3,7,58,0.83,4.9,23,?,?
12/05/1972,32,9,21,44,0.51,3.4,26,?,?
12/06/1972,39,11,25,40,0.94,0.3,23,?,?
12/07/1972,12,-8,2,63,0.00,0.0,10,?,?
12/08/1972,27,1,14,51,2.09,12.7,10,?,?
12/09/1972,31,20,26,39,0.29,1.3,18,?,?
12/10/1972,25,6,16,49,0.28,1.3,18,?,?
12/11/1972,6,-10,-1,66,0.10,0.6,18,?,?
12/12/1972,25,-5,10,55,0.88,3.8,18,?,?
12/13/1972,34,1,18,47,0.85,0.5,19,?,?
12/14/1972,10,0,5,60,0.17,0.8,19,?,?
12/15/1972,16,-3,7,58,0.79,4.3,19,?,?
12/16/1972,10,-17,-3,68,2.25,15.2,21,?,?
12/17/1972,-15,-24,-19,84,0.20,0.2,20,?,?
12/18/1972,4,-15,-5,70,0.52,2.7,19,?,?
12/19/1972,14,1,8,57,0.23,1.9,19,?,?
12/20/1972,16,10,13,52,0.08,0.7,19,?,?
12/21/1972,18,10,14,51,0.19,2.0,19,?,?
12/22/1972,29,17,23,42,0.38,2.8,21,?,?
12/23/1972,29,21,25,40,0.00,0.0,22,?,?
12/24/1972,26,18,22,43,0.00,0.0,21,?,?
12/25/1972,24,16,20,45,0.00,0.0,21,?,?
12/26/1972,20,15,18,47,0.25,1.6,21,?,?
12/27/1972,19,3,11,54,0.20,1.6,22,?,?
12/28/1972,10,-4,3,62,0.05,0.5,22,?,?
12/29/1972,12,-8,2,63,0.01,0.1,21,?,?
12/30/1972,15,2,9,56,1.03,8.9,22,?,?
12/31/1972,38,12,25,40,0.75,0.3,23,?,?
1/01/1973,38,12,25,40,0.36,0.0,16,?,?
1/02/1973,12,-8,2,63,0.46,2.2,15,?,?
1/03/1973,18,-4,7,58,0.18,0.8,15,?,?
1/04/1973,23,5,14,51,0.90,6.1,15,?,?
1/05/1973,14,-3,6,59,0.96,6.6,16,?,?
1/06/1973,-3,-30,-16,81,0.20,1.0,16,?,?
1/07/1973,-15,-27,-20,85,0.00,0.0,16,?,?
1/08/1973,-12,-17,-14,79,0.00,0.0,15,?,?
1/09/1973,-10,-18,-13,78,0.16,0.6,15,?,?
1/10/1973,-5,-11,-7,72,0.34,1.6,15,?,?
1/11/1973,-1,-14,-7,72,0.32,2.6,15,?,?
1/12/1973,-10,-24,-16,81,0.14,1.0,15,?,?
1/13/1973,11,-13,0,65,0.00,0.0,15,?,?
1/14/1973,14,6,10,55,0.10,1.0,14,?,?
1/15/1973,11,7,9,56,0.45,3.3,15,?,?
1/16/1973,22,5,14,51,0.00,0.0,14,?,?
1/17/1973,28,18,23,42,0.00,0.0,14,?,?
1/18/1973,33,25,29,36,0.00,0.0,14,?,?
1/19/1973,39,29,34,31,0.00,0.0,14,?,?
1/20/1973,33,-4,15,50,2.69,13.4,15,?,?
1/21/1973,20,0,10,55,0.00,0.0,16,?,?
1/22/1973,32,16,24,41,0.00,0.0,16,?,?
1/23/1973,33,16,25,40,1.31,4.0,16,?,?
1/24/1973,16,-2,7,58,0.33,2.7,17,?,?
1/25/1973,13,-4,5,60,0.03,0.3,17,?,?
1/26/1973,26,10,18,47,0.00,0.0,17,?,?
1/27/1973,30,18,24,41,0.00,0.0,16,?,?
1/28/1973,24,11,18,47,0.31,3.0,15,?,?
1/29/1973,21,-26,-2,67,2.01,14.9,16,?,?
1/30/1973,-2,-26,-13,78,0.42,4.0,15,?,?
1/31/1973,4,-35,-15,80,0.07,1.4,15,?,?
2/01/1973,25,-1,12,53,0.07,0.4,15,?,?
2/02/1973,36,23,30,35,1.33,0.0,15,?,?
2/03/1973,35,0,18,47,0.25,1.3,14,?,?
2/04/1973,13,-1,6,59,0.26,2.5,14,?,?
2/05/1973,14,-2,6,59,0.20,2.0,14,?,?
2/06/1973,21,8,15,50,0.00,0.0,14,?,?
2/07/1973,22,11,17,48,0.00,0.0,14,?,?
2/08/1973,23,5,14,51,0.21,1.3,14,?,?
2/09/1973,5,-15,-4,69,0.06,0.6,15,?,?
2/10/1973,-2,-14,-7,72,0.02,0.2,15,?,?
2/11/1973,-1,-14,-7,72,0.06,0.6,14,?,?
2/12/1973,5,-4,1,64,0.14,1.8,14,?,?
2/13/1973,6,-6,0,65,0.26,2.2,15,?,?
2/14/1973,20,-3,9,56,0.00,0.0,14,?,?
2/15/1973,21,7,14,51,0.65,4.3,15,?,?
2/16/1973,12,-8,2,63,0.46,3.2,16,?,?
2/17/1973,-6,-15,-10,75,0.00,0.0,16,?,?
2/18/1973,3,-12,-4,69,0.00,0.0,15,?,?
2/19/1973,9,-1,4,61,0.17,1.1,14,?,?
2/20/1973,18,8,13,52,0.08,0.7,14,?,?
2/21/1973,19,15,17,48,0.05,0.6,15,?,?
2/22/1973,16,7,12,53,0.26,2.1,15,?,?
2/23/1973,12,2,7,58,0.17,1.8,15,?,?
2/24/1973,3,-10,-3,68,0.71,7.0,15,?,?
2/25/1973,-3,-16,-9,74,0.31,1.5,15,?,?
2/26/1973,0,-10,-4,69,0.00,0.0,15,?,?
2/27/1973,10,-5,3,62,0.00,0.0,13,?,?
2/28/1973,9,-2,4,61,0.00,0.0,13,?,?
3/01/1973,20,7,14,51,0.56,4.5,13,?,?
3/02/1973,25,18,22,43,0.26,2.6,14,?,?
3/03/1973,31,22,27,38,0.00,0.0,15,?,?
3/04/1973,35,20,28,37,0.09,0.1,14,?,?
3/05/1973,30,20,25,40,0.00,0.0,14,?,?
3/06/1973,28,18,23,42,0.00,0.0,13,?,?
3/07/1973,37,25,31,34,0.00,0.0,13,?,?
3/08/1973,40,21,31,34,0.38,0.0,6,?,?
3/09/1973,27,19,23,42,0.00,0.0,6,?,?
3/10/1973,29,19,24,41,0.00,0.0,6,?,?
3/11/1973,40,24,32,33,0.39,0.0,6,?,?
3/12/1973,41,17,29,36,0.98,0.3,4,?,?
3/13/1973,26,10,18,47,0.00,0.0,4,?,?
3/14/1973,28,17,23,42,0.00,0.0,4,?,?
3/15/1973,37,16,27,38,0.52,0.0,4,?,?
3/16/1973,33,26,30,35,0.00,0.0,4,?,?
3/17/1973,36,25,31,34,0.97,0.6,4,?,?
3/18/1973,26,9,18,47,1.03,10.5,6,?,?
3/19/1973,13,9,11,54,3.43,23.4,12,?,?
3/20/1973,11,0,6,59,0.07,1.0,14,?,?
3/21/1973,15,3,9,56,0.00,0.0,15,?,?
3/22/1973,15,3,9,56,0.00,0.0,14,?,?
3/23/1973,25,8,17,48,0.00,0.0,13,?,?
3/24/1973,30,15,23,42,0.00,0.0,11,?,?
3/25/1973,30,18,24,41,0.00,0.0,10,?,?
3/26/1973,32,17,25,40,0.33,3.1,10,?,?
3/27/1973,20,7,14,51,0.00,0.0,10,?,?
3/28/1973,30,18,24,41,0.00,0.0,9,?,?
3/29/1973,30,21,26,39,0.00,0.0,9,?,?
3/30/1973,39,26,33,32,0.00,0.0,9,?,?
3/31/1973,38,25,32,33,0.00,0.0,9,?,?
4/01/1973,34,20,27,38,0.56,2.2,9,?,?
4/02/1973,23,14,19,46,3.20,20.8,14,?,?
4/03/1973,31,18,25,40,0.06,0.6,16,?,?
4/04/1973,32,13,23,42,0.90,9.0,17,?,?
4/05/1973,20,12,16,49,1.06,10.6,22,?,?
4/06/1973,16,3,10,55,0.52,2.9,22,?,?
4/07/1973,16,7,12,53,0.00,0.0,20,?,?
4/08/1973,24,5,15,50,0.00,0.0,17,?,?
4/09/1973,20,-2,9,56,0.00,0.0,15,?,?
4/10/1973,18,8,13,52,1.84,12.6,13,?,?
4/11/1973,11,-2,5,60,1.09,7.8,16,?,?
4/12/1973,5,-3,1,64,0.56,2.8,16,?,?
4/13/1973,12,-6,3,62,0.09,0.4,16,?,?
4/14/1973,23,6,15,50,0.00,0.0,16,?,?
4/15/1973,34,18,26,39,0.00,0.0,16,?,?
4/16/1973,43,23,33,32,0.00,0.0,15,?,?
4/17/1973,38,31,35,30,0.00,0.0,13,?,?
4/18/1973,43,30,37,28,0.00,0.0,11,?,?
4/19/1973,39,28,34,31,0.00,0.0,9,?,?
4/20/1973,41,31,36,29,0.00,0.0,4,?,?
4/21/1973,45,32,39,26,0.00,0.0,1,?,?
4/22/1973,48,38,43,22,1.17,0.0,1,?,?
4/23/1973,43,26,35,30,0.21,0.0,0,?,?
4/24/1973,33,26,30,35,0.00,0.0,0,?,?
4/25/1973,36,26,31,34,0.00,0.0,0,?,?
4/26/1973,31,23,27,38,0.00,0.0,0,?,?
4/27/1973,32,22,27,38,1.03,1.2,0,?,?
4/28/1973,39,29,34,31,0.89,0.0,1,?,?
4/29/1973,31,19,25,40,0.15,1.0,0,?,?
4/30/1973,31,21,26,39,0.00,0.0,1,?,?
5/01/1973,39,24,32,33,0.00,0.0,0,?,?
5/02/1973,45,35,40,25,0.00,0.0,0,?,?
5/03/1973,47,31,39,26,0.83,0.0,0,?,?
5/04/1973,32,21,27,38,0.05,0.2,0,?,?
5/05/1973,28,22,25,40,0.18,1.4,0,?,?
5/06/1973,28,22,25,40,0.41,2.1,1,?,?
5/07/1973,36,20,28,37,0.00,0.0,2,?,?
5/08/1973,44,29,37,28,0.00,0.0,0,?,?
5/09/1973,39,32,36,29,0.70,0.0,0,?,?
5/10/1973,47,36,42,23,0.00,0.0,0,?,?
5/11/1973,40,32,36,29,0.80,0.0,0,?,?
5/12/1973,33,26,30,35,0.58,2.6,0,?,?
5/13/1973,29,24,27,38,0.26,1.5,3,?,?
5/14/1973,32,23,28,37,0.00,0.0,4,?,?
5/15/1973,34,24,29,36,0.27,1.2,4,?,?
5/16/1973,33,24,29,36,0.63,4.4,7,?,?
5/17/1973,34,28,31,34,0.00,0.0,3,?,?
5/18/1973,29,23,26,39,1.04,5.0,2,?,?
5/19/1973,32,23,28,37,0.72,6.5,6,?,?
5/20/1973,39,28,34,31,0.15,0.0,8,?,?
5/21/1973,34,31,33,32,2.08,0.0,6,?,?
5/22/1973,33,26,30,35,0.11,0.4,5,?,?
5/23/1973,36,25,31,34,0.00,0.0,4,?,?
5/24/1973,40,30,35,30,0.00,0.0,4,?,?
5/25/1973,39,30,35,30,0.00,0.0,4,?,?
5/26/1973,39,30,35,30,0.02,0.0,3,?,?
5/27/1973,40,30,35,30,0.00,0.0,3,?,?
5/28/1973,49,31,40,25,1.10,0.0,2,?,?
5/29/1973,47,41,44,21,0.75,0.0,0,?,?
5/30/1973,47,39,43,22,0.47,0.0,0,?,?
5/31/1973,45,39,42,23,0.44,0.0,0,?,?
6/01/1973,46,30,38,27,0.36,0.0,0,?,?
6/02/1973,31,20,26,39,0.00,0.0,0,?,?
6/03/1973,41,23,32,33,0.00,0.0,0,?,?
6/04/1973,51,37,44,21,0.53,0.0,0,?,?
6/05/1973,58,47,53,12,0.06,0.0,0,?,?
6/06/1973,55,49,52,13,0.00,0.0,0,?,?
6/07/1973,52,44,48,17,0.00,0.0,0,?,?
6/08/1973,56,43,50,15,0.00,0.0,0,?,?
6/09/1973,55,44,50,15,0.00,0.0,0,?,?
6/10/1973,49,36,43,22,0.00,0.0,0,?,?
6/11/1973,58,46,52,13,0.42,0.0,0,?,?
6/12/1973,60,46,53,12,0.84,0.0,0,?,?
6/13/1973,52,40,46,19,0.53,0.0,0,?,?
6/14/1973,43,30,37,28,0.07,0.0,0,?,?
6/15/1973,33,25,29,36,0.00,0.0,0,?,?
6/16/1973,39,29,34,31,2.54,0.0,0,?,?
6/17/1973,39,27,33,32,0.02,0.1,0,?,?
6/18/1973,44,34,39,26,0.00,0.0,0,?,?
6/19/1973,57,35,46,19,0.00,0.0,0,?,?
6/20/1973,61,44,53,12,0.00,0.0,0,?,?
6/21/1973,65,49,57,8,0.23,0.0,0,?,?
6/22/1973,58,48,53,12,0.31,0.0,0,?,?
6/23/1973,57,45,51,14,0.00,0.0,0,?,?
6/24/1973,57,46,52,13,0.08,0.0,0,?,?
6/25/1973,55,45,50,15,0.00,0.0,0,?,?
6/26/1973,59,45,52,13,0.00,0.0,0,?,?
6/27/1973,54,48,51,14,0.90,0.0,0,?,?
6/28/1973,57,51,54,11,1.09,0.0,0,?,?
6/29/1973,55,51,53,12,2.64,0.0,0,?,?
