% Dow-Jones Industrial Average (DJIA) closing values from 1900 to 1993.
% First column contains the date (yymmdd), second column contains the value.
% These data are used in: E.Ley (1996): "On the Peculiar Distribution of the
% U.S. Stock Indices;" forthcoming in  The American Statistician.
% ---
%
%
% Information about the dataset
% CLASSTYPE: numeric
% CLASSINDEX: last
%

@relation djdc0093

@attribute date DATE yyMMdd
@attribute closing_value REAL

@data
190721,107.24
190722,109.34
190723,110.73
190724,109.98
190725,110.03
190726,111.10
190728,110.94
190729,109.72
190730,108.91
190731,107.16
190801,107.99
190802,-9.00
190804,102.82
190805,102.40
190806,105.78
190807,100.80
190808,101.88
190809,104.33
190811,103.94
190812,105.10
190813,104.28
190814,102.86
190815,102.25
190816,-9.00
190818,99.70
190819,100.58
190820,98.46
190821,99.47
190822,100.84
190823,101.44
190825,101.63
190826,103.29
190827,101.91
190828,103.01
190829,104.75
190830,-9.00
190901,-9.00
190902,106.26
190903,108.55
190904,108.27
190905,106.96
190906,106.33
190908,106.51
190909,108.30
190910,-9.00
190911,107.68
190912,107.10
190913,108.30
190915,108.39
190916,108.81
190917,107.55
190918,106.78
190919,105.84
190920,104.99
190922,106.30
190923,106.89
190924,106.83
190925,107.30
190926,108.66
190927,110.06
190929,110.32
190930,111.42
191001,111.12
191002,111.19
191003,108.90
191004,110.26
191006,112.04
191007,112.55
191008,113.55
191009,113.40
191010,114.42
191011,114.39
191013,-9.00
191014,112.41
191015,112.88
191016,112.51
191017,112.98
191018,113.20
191020,115.43
191021,115.62
191022,117.62
191023,114.88
191024,115.57
191025,112.73
191027,114.88
191028,116.30
191029,117.43
191030,117.33
191031,118.92
191101,118.63
191103,119.62
191104,-9.00
191105,118.48
191106,117.78
191107,117.18
191108,115.54
191110,112.93
191111,110.75
191112,107.15
191113,110.69
191114,110.49
191115,109.81
191117,109.09
191118,107.45
191119,106.15
191120,108.19
191121,107.73
191122,108.42
191124,108.86
191125,109.02
191126,107.50
191127,-9.00
191128,103.72
191129,103.60
191201,104.03
191202,104.41
191203,105.75
191204,107.97
191205,107.42
191206,107.39
191208,107.83
191209,106.85
191210,107.01
191211,105.01
191212,103.73
191213,105.61
191215,105.06
191216,106.61
191217,107.26
191218,103.78
191219,104.63
191220,104.55
191222,103.55
191223,103.79
191224,103.95
191225,-9.00
191226,105.63
191227,106.08
191229,105.18
191230,105.46
191231,107.23
200101,-9.00
200102,108.76
200103,109.88
200105,108.85
200106,107.36
200107,107.55
200108,107.24
200109,106.59
200110,106.33
200112,104.22
200113,104.53
200114,102.00
200115,103.62
200116,101.94
200117,102.43
200119,102.72
200120,103.48
200121,102.62
200122,102.36
200123,101.90
200124,102.65
200126,103.74
200127,104.15
200128,103.96
200129,103.60
200130,104.21
200131,103.82
200202,103.01
200203,99.96
200204,97.23
200205,95.50
200206,95.75
200207,96.13
200209,95.73
200210,92.12
200211,90.66
200212,-9.00
200213,92.66
200214,94.21
200216,92.60
200217,93.56
200218,94.44
200219,94.15
200220,95.57
200221,95.63
200223,-9.00
200224,92.98
200225,89.98
200226,91.37
200227,91.18
200228,91.31
200301,92.40
200302,91.68
200303,91.95
200304,94.22
200305,94.58
200306,94.55
200308,97.38
200309,97.11
200310,99.46
200311,99.80
200312,98.55
200313,99.31
200315,100.55
200316,100.39
200317,102.11
200318,103.98
200319,103.66
200320,103.56
200322,104.17
200323,103.55
200324,100.33
200325,101.54
200326,103.63
200327,103.40
200329,102.23
200330,102.45
200331,102.81
200401,102.66
200402,-9.00
200403,-9.00
200405,102.98
200406,104.32
200407,105.45
200408,105.65
200409,105.38
200410,105.23
200412,103.94
200413,104.61
200414,105.18
200415,104.41
200416,104.73
200417,104.45
200419,101.87
200420,99.48
200421,95.93
200422,97.15
200423,95.46
200424,95.76
200426,97.20
200427,96.41
200428,94.75
200429,93.16
200430,93.54
200501,-9.00
200503,94.03
200504,94.27
200505,94.41
200506,94.17
200507,93.45
200508,94.75
200510,93.33
200511,92.52
200512,91.29
200513,90.80
200514,91.35
200515,91.90
200517,91.24
200518,91.21
200519,87.36
200520,88.16
200521,88.20
200522,88.40
200524,87.57
200525,90.24
200526,90.01
200527,91.01
200528,91.81
200529,92.06
200531,-9.00
200601,90.20
200602,90.65
200603,90.90
200604,91.90
200605,92.25
200607,91.13
200608,91.46
200609,92.20
200610,91.92
200611,93.06
200612,93.20
200614,91.75
200615,91.68
200616,91.75
200617,91.37
200618,92.00
200619,91.92
200621,91.32
200622,90.16
200623,90.83
200624,90.88
200625,90.95
200626,90.88
200628,90.45
200629,90.36
200630,90.76
200701,91.26
200702,92.20
200703,-9.00
200705,-9.00
200706,93.00
200707,94.04
200708,94.51
200709,94.43
200710,94.20
200712,92.08
200713,91.58
200714,91.20
200715,90.26
200716,89.95
200717,90.24
200719,90.21
200720,90.68
200721,90.45
200722,90.74
200723,89.63
200724,89.85
200726,87.66
200727,87.68
200728,86.96
200729,87.89
200730,86.86
200731,86.85
200802,84.95
200803,85.54
200804,85.58
200805,84.06
200806,84.56
200807,84.10
200809,83.24
200810,83.20
200811,84.83
200812,81.75
200813,85.89
200814,85.57
200816,85.07
200817,83.90
200818,84.01
200819,85.31
200820,86.22
200821,86.86
200823,85.78
200824,87.29
200825,86.93
200826,87.22
200827,86.81
200828,86.60
200830,86.43
200831,86.16
200901,86.34
200902,87.22
200903,88.05
200904,-9.00
200906,-9.00
200907,88.21
200908,87.13
200909,88.33
200910,87.98
200911,86.98
200913,86.96
200914,87.64
200915,87.82
200916,88.63
200917,89.95
200918,89.81
200920,88.88
200921,87.96
200922,87.45
200923,86.47
200924,85.90
200925,86.35
200927,83.82
200928,84.53
200929,83.83
200930,82.95
201001,84.00
201002,84.50
201004,85.25
201005,85.56
201006,85.60
201007,85.23
201008,84.40
201009,84.42
201011,84.00
201012,-9.00
201013,84.39
201014,85.22
201015,85.40
201016,84.96
201018,84.31
201019,84.60
201020,85.26
201021,84.65
201022,85.06
201023,85.57
201025,85.73
201026,85.61
201027,84.92
201028,84.61
201029,85.08
201030,84.95
201101,85.48
201102,-9.00
201103,84.99
201104,84.45
201105,83.48
201106,82.86
201108,81.51
201109,79.94
201110,80.62
201111,79.95
201112,77.56
201113,76.90
201115,76.63
201116,76.65
201117,75.21
201118,74.36
201119,43.12
201120,74.03
201122,77.15
201123,77.20
201124,76.65
201125,-9.00
201126,75.53
201127,75.46
201129,76.18
201130,76.04
201201,76.50
201202,77.30
201203,77.08
201204,77.63
201206,76.73
201207,76.73
201208,75.49
201209,74.22
201210,73.29
201211,72.06
201213,70.48
201214,72.29
201215,71.28
201216,70.60
201217,70.26
201218,69.55
201220,68.52
201221,66.75
201222,67.02
201223,69.63
201224,68.91
201225,-9.00
201227,68.01
201228,67.96
201229,69.20
201230,70.03
201231,71.95
210101,-9.00
210103,72.67
210104,72.76
210105,73.13
210106,74.31
210107,75.21
210108,74.80
210110,76.00
210111,76.14
210112,75.88
210113,74.43
210114,74.48
210115,75.14
210117,75.21
210118,75.40
210119,76.76
210120,76.08
210121,74.65
210122,74.91
210124,74.77
210125,74.98
210126,75.19
210127,75.71
210128,76.23
210129,76.34
210131,76.13
210201,75.48
210202,74.98
210203,74.34
210204,74.74
210205,75.05
210207,74.80
210208,75.54
210209,75.48
210210,75.59
210211,75.59
210212,-9.00
210214,76.41
210215,76.90
210216,77.14
210217,76.40
210218,76.28
210219,75.93
210221,75.10
210222,-9.00
210223,75.66
210224,74.66
210225,75.23
210226,75.46
210228,75.98
210301,74.71
210302,75.19
210303,75.23
210304,75.11
210305,75.25
210307,75.26
210308,74.91
210309,74.60
210310,73.60
210311,72.25
210312,72.76
210314,72.99
210315,73.87
210316,75.20
210317,75.44
210318,76.30
210319,76.56
210321,76.03
210322,76.60
210323,77.78
210324,77.39
210325,-9.00
210326,77.13
210328,76.19
210329,77.13
210330,76.26
210331,75.76
210401,75.72
210402,75.27
210404,75.16
210405,76.16
210406,76.58
210407,76.16
210408,75.61
210409,75.73
210411,76.15
210412,76.28
210413,75.93
210414,75.06
210415,76.18
210416,76.33
210418,76.15
210419,76.10
210420,76.08
210421,76.54
210422,77.63
210423,78.15
210425,78.55
210426,78.86
210427,78.11
210428,78.77
210429,78.57
210430,78.84
210502,79.65
210503,79.23
210504,79.61
210505,80.03
210506,79.68
210507,79.48
210509,78.81
210510,78.61
210511,77.98
210512,77.60
210513,77.57
210514,77.19
210516,77.23
210517,77.65
210518,77.51
210519,76.96
210520,76.07
210521,75.65
210523,75.86
210524,74.43
210525,74.26
210526,74.81
210527,74.31
210528,-9.00
210530,-9.00
210531,73.44
210601,73.51
210602,73.06
210603,72.37
210604,72.55
210606,71.18
210607,71.56
210608,71.03
210609,69.85
210610,69.92
210611,69.70
210613,70.03
210614,70.05
210615,69.00
210616,68.16
210617,67.57
210618,67.25
210620,64.90
210621,66.25
210622,66.23
210623,65.36
210624,66.20
210625,67.85
210627,67.03
210628,67.63
210629,68.73
210630,68.45
210701,68.35
210702,-9.00
210704,-9.00
210705,67.71
210706,69.86
210707,69.72
210708,68.35
210709,68.54
210711,68.69
210712,68.70
210713,68.65
210714,67.85
210715,67.25
210716,67.44
210718,67.87
210719,68.24
210720,68.21
210721,68.11
210722,68.27
210723,69.23
210725,69.80
210726,69.20
210727,69.18
210728,68.18
210729,68.37
210730,68.86
210801,69.68
210802,69.95
210803,69.71
210804,69.50
210805,69.61
210806,68.56
210808,68.63
210809,68.00
210810,66.71
210811,66.42
210812,66.88
210813,66.75
210815,66.02
210816,62.57
210817,66.09
210818,65.96
210819,65.34
210820,65.09
210822,64.50
210823,64.38
210824,63.90
210825,63.91
210826,65.54
210827,65.56
210829,66.18
210830,67.80
210831,67.11
210901,66.83
210902,68.00
210903,-9.00
210905,-9.00
210906,69.12
210907,69.49
210908,69.15
210909,70.58
210910,71.92
210912,70.68
210913,71.72
210914,71.68
210915,70.68
210916,70.95
210917,70.83
210919,70.06
210920,69.43
210921,69.45
210922,70.25
210923,70.90
210924,70.81
210926,70.65
210927,70.30
210928,70.14
210929,71.19
210930,71.08
211001,71.68
211003,71.61
211004,70.95
211005,70.46
211006,70.42
211007,70.66
211008,71.17
211010,70.95
211011,71.06
211012,-9.00
211013,70.90
211014,70.15
211015,70.09
211017,69.46
211018,69.81
211019,70.21
211020,70.77
211021,71.00
211022,71.11
211024,71.81
211025,72.22
211026,72.27
211027,72.78
211028,73.80
211029,73.93
211031,73.21
211101,73.44
211102,73.52
211103,73.98
211104,73.94
211105,73.91
211107,74.20
211108,-9.00
211109,75.75
211110,75.61
211111,-9.00
211112,76.46
211114,75.50
211115,75.80
211116,77.13
211117,77.07
211118,76.94
211119,77.06
211121,76.69
211122,76.21
211123,76.34
211124,-9.00
211125,77.31
211126,77.85
211128,78.01
211129,77.76
211130,77.30
211201,78.12
211202,78.73
211203,79.00
211205,78.93
211206,79.36
211207,79.19
211208,78.80
211209,79.60
211210,80.16
211212,80.63
211213,80.69
211214,81.04
211215,81.50
211216,80.95
211217,90.57
211219,80.31
211220,80.30
211221,79.02
211222,78.76
211223,79.31
211224,79.61
211226,-9.00
211227,80.69
211228,80.80
211229,80.34
211230,80.80
211231,81.10
220102,-9.00
220103,78.91
220104,79.61
220105,78.68
220106,78.96
220107,79.12
220109,78.87
220110,78.59
220111,80.03
220112,79.96
220113,80.82
220114,81.23
220116,81.36
220117,81.90
220118,82.33
220119,81.91
220120,82.95
220121,82.53
220123,82.29
220124,82.43
220125,82.57
220126,81.54
220127,81.34
220128,81.75
220130,81.33
220131,81.30
220201,81.68
220202,82.86
220203,82.93
220204,83.61
220206,83.70
220207,83.38
220208,82.74
220209,83.60
220210,83.05
220211,82.96
220213,-9.00
220214,83.81
220215,84.09
220216,83.98
220217,83.88
220218,84.28
220220,84.85
220221,85.81
220222,-9.00
220223,85.36
220224,85.18
220225,83.33
220227,84.58
220228,85.46
220301,85.33
220302,86.03
220303,86.46
220304,85.91
220306,86.30
220307,86.90
220308,86.73
220309,86.95
220310,87.18
220311,87.93
220313,87.56
220314,87.92
220315,87.30
220316,88.11
220317,88.46
220318,88.47
220320,88.28
220321,88.11
220322,87.26
220323,86.90
220324,87.40
220325,87.08
220327,86.60
220328,87.20
220329,87.90
220330,88.87
220331,89.05
220401,89.08
220403,90.05
220404,89.30
220405,90.67
220406,90.80
220407,90.80
220408,90.63
220410,91.11
220411,91.91
220412,91.77
220413,92.48
220414,-9.00
220415,93.06
220417,92.75
220418,91.15
220419,92.52
220420,92.43
220421,93.21
220422,93.46
220424,93.00
220425,92.72
220426,91.96
220427,91.10
220428,91.93
220429,92.74
220501,93.35
220502,93.64
220503,93.81
220504,93.18
220505,93.18
220506,93.59
220508,92.84
220509,92.57
220510,91.58
220511,91.50
220512,92.50
220513,92.93
220515,92.08
220516,92.63
220517,93.71
220518,93.91
220519,94.80
220520,94.65
220522,94.86
220523,94.66
220524,94.70
220525,94.36
220526,95.05
220527,95.47
220529,96.41
220530,-9.00
220531,95.63
220601,96.03
220602,96.36
220603,96.31
220605,95.98
220606,95.59
220607,95.15
220608,95.11
220609,93.60
220610,93.20
220612,90.73
220613,92.04
220614,93.08
220615,91.25
220616,91.11
220617,91.45
220619,91.95
220620,93.51
220621,93.02
220622,93.15
220623,93.07
220624,93.16
220626,93.48
220627,92.47
220628,92.24
220629,92.06
220630,92.93
220701,92.90
220703,92.92
220704,-9.00
220705,92.97
220706,93.97
220707,94.63
220708,93.53
220710,93.90
220711,94.17
220712,94.88
220713,94.65
220714,94.96
220715,95.35
220717,95.26
220718,96.53
220719,96.69
220720,96.76
220721,96.13
220722,95.78
220724,94.64
220725,95.69
220726,94.84
220727,96.36
220728,96.69
220729,96.83
220731,97.05
220801,96.25
220802,96.51
220803,96.81
220804,97.11
220805,97.03
220807,97.37
220808,97.07
220809,96.93
220810,96.51
220811,96.82
220812,97.04
220814,96.21
220815,96.90
220816,97.41
220817,97.93
220818,98.60
220819,99.01
220821,99.71
220822,100.75
220823,100.32
220824,99.71
220825,99.82
220826,100.05
220828,99.21
220829,100.70
220830,100.75
220831,100.78
220901,101.28
220902,101.29
220904,-9.00
220905,101.67
220906,100.60
220907,101.05
220908,101.22
220909,101.68
220911,102.05
220912,101.88
220913,101.10
220914,100.79
220915,100.99
220916,100.43
220918,98.88
220919,99.93
220920,100.14
220921,98.37
220922,98.55
220923,99.10
220925,98.90
220926,98.45
220927,96.81
220928,96.58
220929,97.12
220930,96.30
221002,97.67
221003,98.90
221004,99.93
221005,100.34
221006,100.81
221007,100.50
221009,102.26
221010,101.55
221011,101.72
221012,-9.00
221013,102.60
221014,103.43
221016,102.76
221017,102.60
221018,102.00
221019,101.21
221020,102.01
221021,101.95
221023,100.11
221024,100.10
221025,99.55
221026,98.00
221027,98.76
221028,98.68
221030,96.90
221031,96.11
221101,96.23
221102,98.50
221103,99.29
221104,99.06
221106,98.45
221107,-9.00
221108,99.53
221109,98.98
221110,97.50
221111,95.88
221113,95.37
221114,93.61
221115,95.11
221116,94.72
221117,95.09
221118,95.36
221120,95.82
221121,95.59
221122,94.29
221123,94.08
221124,94.10
221125,92.78
221127,92.03
221128,93.85
221129,94.65
221130,-9.00
221201,95.73
221202,95.91
221204,95.10
221205,95.03
221206,96.75
221207,96.91
221208,97.88
221209,97.72
221211,97.85
221212,97.75
221213,98.28
221214,98.19
221215,98.03
221216,98.13
221218,97.64
221219,98.23
221220,97.52
221221,97.88
221222,98.62
221223,-9.00
221225,-9.00
221226,99.04
221227,99.22
221228,98.14
221229,98.17
221230,98.73
230101,-9.00
230102,98.77
230103,99.42
230104,98.57
230105,98.88
230106,97.77
230108,98.06
230109,97.23
230110,97.29
230111,98.12
230112,98.63
230113,99.09
230115,98.04
230116,96.96
230117,97.05
230118,98.09
230119,97.85
230120,97.61
230122,97.25
230123,97.43
230124,97.16
230125,97.79
230126,98.15
230127,98.00
230129,98.26
230130,97.75
230131,97.43
230201,97.71
230202,98.70
230203,99.33
230205,100.03
230206,101.01
230207,101.05
230208,101.05
230209,100.82
230210,101.70
230212,-9.00
230213,102.16
230214,101.85
230215,102.57
230216,103.23
230217,103.21
230219,102.96
230220,103.56
230221,103.59
230222,-9.00
230223,103.27
230224,102.85
230226,102.40
230227,102.79
230228,103.90
230301,104.23
230302,104.65
230303,104.51
230305,104.77
230306,104.79
230307,105.23
230308,104.70
230309,104.48
230310,103.82
230312,104.22
230313,104.79
230314,105.28
230315,104.74
230316,103.93
230317,104.89
230319,105.36
230320,105.38
230321,105.23
230322,105.09
230323,103.98
230324,103.28
230326,102.36
230327,103.03
230328,103.45
230329,102.77
230330,-9.00
230331,102.75
230402,101.51
230403,101.60
230404,101.40
230405,102.36
230406,102.70
230407,102.56
230409,102.11
230410,101.86
230411,101.08
230412,101.71
230413,101.81
230414,102.09
230416,101.76
230417,102.14
230418,102.24
230419,102.58
230420,101.38
230421,101.10
230423,100.73
230424,101.08
230425,101.36
230426,101.37
230427,101.16
230428,100.63
230430,98.38
230501,97.40
230502,98.05
230503,96.30
230504,96.60
230505,96.73
230507,95.41
230508,96.54
230509,98.19
230510,97.61
230511,96.45
230512,95.40
230514,96.91
230515,95.95
230516,95.53
230517,95.41
230518,95.07
230519,94.70
230521,92.77
230522,93.58
230523,93.90
230524,96.03
230525,96.65
230526,97.48
230528,97.25
230529,97.66
230530,-9.00
230531,97.53
230601,95.36
230602,95.75
230604,96.14
230605,96.29
230606,97.24
230607,97.17
230608,96.66
230609,97.10
230611,97.22
230612,95.97
230613,95.79
230614,95.44
230615,94.86
230616,94.73
230618,92.64
230619,92.76
230620,90.81
230621,92.26
230622,93.55
230623,93.30
230625,91.48
230626,90.11
230627,88.66
230628,89.38
230629,88.40
230630,87.85
230702,88.95
230703,87.87
230704,-9.00
230705,87.90
230706,88.65
230707,89.41
230709,89.26
230710,88.44
230711,87.80
230712,87.64
230713,89.07
230714,89.40
230716,89.22
230717,89.50
230718,90.01
230719,91.35
230720,91.72
230721,91.39
230723,91.58
230724,90.16
230725,90.87
230726,91.06
230727,88.37
230728,87.33
230730,88.11
230731,86.91
230801,87.96
230802,88.20
230803,-9.00
230804,87.20
230806,88.51
230807,89.55
230808,88.63
230809,88.67
230810,-9.00
230811,89.11
230813,88.95
230814,89.60
230815,90.23
230816,90.86
230817,91.64
230818,92.32
230820,91.71
230821,92.18
230822,92.13
230823,92.04
230824,91.92
230825,91.59
230827,92.48
230828,93.20
230829,93.70
230830,93.40
230831,93.46
230901,93.22
230903,-9.00
230904,92.25
230905,92.98
230906,93.00
230907,92.84
230908,92.93
230910,93.31
230911,93.61
230912,92.05
230913,89.93
230914,89.63
230915,89.05
230917,89.41
230918,88.49
230919,89.17
230920,88.16
230921,88.07
230922,88.54
230924,89.21
230925,87.94
230926,88.53
230927,88.53
230928,87.97
230929,87.89
231001,88.06
231002,88.09
231003,90.45
231004,89.93
231005,89.41
231006,89.29
231008,88.56
231009,88.06
231010,87.54
231011,87.16
231012,-9.00
231013,87.13
231015,88.06
231016,86.91
231017,87.56
231018,87.46
231019,87.51
231020,87.83
231022,87.48
231023,87.37
231024,87.13
231025,86.43
231026,86.01
231027,85.76
231029,86.20
231030,85.91
231031,88.53
231101,88.41
231102,88.91
231103,89.63
231105,89.36
231106,-9.00
231107,89.48
231108,90.75
231109,91.14
231110,91.39
231112,91.08
231113,90.75
231114,90.44
231115,90.87
231116,90.33
231117,89.65
231119,91.35
231120,91.26
231121,92.17
231122,91.83
231123,92.13
231124,92.60
231126,92.88
231127,92.61
231128,92.41
231129,-9.00
231130,92.34
231201,93.15
231203,92.64
231204,92.68
231205,92.81
231206,92.94
231207,93.80
231208,93.85
231210,93.86
231211,93.65
231212,94.11
231213,94.70
231214,94.93
231215,95.23
231217,95.26
231218,93.66
231219,93.63
231220,94.00
231221,93.51
231222,93.63
231224,94.42
231225,-9.00
231226,95.61
231227,94.98
231228,95.12
231229,95.23
231231,95.52
240101,-9.00
240102,95.65
240103,94.88
240104,95.40
240105,96.26
240107,96.54
240108,96.77
240109,97.04
240110,97.23
240111,97.46
240112,97.25
240114,95.68
240115,96.09
240116,96.65
240117,96.42
240118,96.28
240119,96.60
240121,97.28
240122,97.23
240123,97.73
240124,98.59
240125,99.81
240126,10.00
240128,99.35
240129,99.16
240130,99.40
240131,100.66
240201,100.70
240202,100.84
240204,101.08
240205,101.08
240206,101.31
240207,100.99
240208,100.20
240209,100.88
240211,100.91
240212,-9.00
240213,99.81
240214,100.05
240215,96.63
240216,98.06
240218,96.33
240219,96.97
240220,96.58
240221,97.40
240222,-9.00
240223,97.88
240225,97.16
240226,96.45
240227,96.75
240228,97.69
240229,97.22
240301,97.49
240303,97.10
240304,97.50
240305,97.55
240306,98.45
240307,98.61
240308,98.25
240310,97.21
240311,97.81
240312,97.58
240313,98.25
240314,98.86
240315,98.02
240317,96.60
240318,96.69
240319,96.89
240320,95.88
240321,95.87
240322,95.72
240324,95.58
240325,94.12
240326,93.67
240327,92.90
240328,92.54
240329,92.28
240331,93.01
240401,93.50
240402,94.50
240403,94.33
240404,94.69
240405,94.05
240407,93.03
240408,92.85
240409,92.24
240410,90.86
240411,91.71
240412,90.78
240414,89.91
240415,90.52
240416,90.78
240417,91.34
240418,-9.00
240419,91.13
240421,89.18
240422,89.22
240423,90.43
240424,90.44
240425,91.51
240426,92.02
240428,90.99
240429,90.65
240430,90.63
240501,92.12
240502,91.68
240503,91.93
240505,92.23
240506,92.24
240507,92.47
240508,92.04
240509,91.40
240510,90.55
240512,89.48
240513,89.69
240514,88.77
240515,89.18
240516,89.78
240517,89.33
240519,89.81
240520,88.33
240521,89.35
240522,90.10
240523,90.04
240524,90.66
240526,90.60
240527,90.15
240528,89.90
240529,89.90
240530,-9.00
240531,-9.00
240602,90.15
240603,91.23
240604,90.72
240605,90.41
240606,89.18
240607,89.52
240609,90.15
240610,90.53
240611,92.00
240612,92.19
240613,92.68
240614,92.85
240616,93.80
240617,93.57
240618,93.52
240619,93.79
240620,93.48
240621,93.53
240623,92.65
240624,93.13
240625,93.67
240626,94.71
240627,95.33
240628,95.55
240630,96.37
240701,96.45
240702,96.38
240703,96.48
240704,-9.00
240705,96.43
240707,96.91
240708,97.56
240709,97.40
240710,96.65
240711,97.38
240712,97.60
240714,97.50
240715,97.40
240716,96.85
240717,96.85
240718,97.40
240719,98.09
240721,99.02
240722,99.36
240723,99.40
240724,99.36
240725,99.60
240726,100.36
240728,101.09
240729,100.87
240730,101.16
240731,102.14
240801,102.12
240802,102.89
240804,103.28
240805,102.52
240806,102.57
240807,102.30
240808,101.79
240809,102.08
240811,102.20
240812,101.51
240813,101.60
240814,102.86
240815,104.01
240816,104.62
240818,104.99
240819,105.38
240820,105.57
240821,104.83
240822,103.89
240823,103.51
240825,103.53
240826,103.58
240827,103.23
240828,102.67
240829,104.14
240830,105.16
240901,-9.00
240902,104.95
240903,104.02
240904,102.77
240905,101.07
240906,100.76
240908,101.26
240909,101.98
240910,101.13
240911,101.79
240912,101.91
240913,101.97
240915,101.38
240916,101.75
240917,103.49
240918,103.42
240919,103.63
240920,103.85
240922,103.25
240923,104.16
240924,104.68
240925,104.13
240926,103.98
240927,103.93
240929,102.96
240930,103.16
241001,104.08
241002,103.63
241003,102.64
241004,102.85
241006,102.58
241007,102.38
241008,102.06
241009,102.60
241010,101.38
241011,101.33
241013,-9.00
241014,99.18
241015,100.11
241016,100.16
241017,100.86
241018,101.76
241020,101.14
241021,101.85
241022,101.96
241023,102.18
241024,102.53
241025,102.04
241027,101.73
241028,102.45
241029,102.41
241030,103.00
241031,104.06
241101,104.17
241103,103.89
241104,-9.00
241105,105.11
241106,104.06
241107,104.86
241108,105.53
241110,105.91
241111,107.58
241112,108.14
241113,108.58
241114,108.96
241115,108.68
241117,108.51
241118,110.73
241119,110.24
241120,110.50
241121,109.63
241122,109.55
241124,109.81
241125,110.08
241126,110.15
241127,-9.00
241128,111.10
241129,111.38
241201,110.44
241202,110.71
241203,110.83
241204,111.56
241205,111.26
241206,111.10
241208,111.30
241209,112.11
241210,111.07
241211,110.84
241212,111.96
241213,112.76
241215,113.40
241216,113.73
241217,114.35
241218,115.17
241219,116.13
241220,116.41
241222,116.84
241223,115.78
241224,116.74
241225,-9.00
241226,118.59
241227,119.18
241229,118.63
241230,118.02
241231,120.51
250101,-9.00
250102,121.25
250103,122.20
250105,119.46
250106,121.13
250107,121.18
250108,121.61
250109,122.32
250110,122.16
250112,123.21
250113,123.56
250114,122.97
250115,121.38
250116,121.71
250117,123.13
250119,122.35
250120,121.74
250121,122.11
250122,123.60
250123,123.09
250124,122.98
250126,121.90
250127,121.53
250128,121.98
250129,122.44
250130,123.49
250131,123.22
250202,120.46
250203,120.08
250204,120.56
250205,120.83
250206,121.48
250207,121.50
250209,122.37
250210,121.73
250211,121.23
250212,-9.00
250213,121.73
250214,120.86
250216,117.96
250217,118.48
250218,120.07
250219,118.71
250220,121.64
250221,121.85
250223,-9.00
250224,121.48
250225,122.15
250226,122.86
250227,122.24
250228,122.71
250302,123.93
250303,125.25
250304,123.26
250305,124.81
250306,125.68
250307,124.98
250309,124.33
250310,122.62
250311,123.26
250312,124.60
250313,123.25
250314,124.16
250316,120.76
250317,118.53
250318,118.25
250319,119.38
250320,120.91
250321,119.60
250323,116.82
250324,116.78
250325,118.71
250326,116.78
250327,117.48
250328,116.30
250330,115.00
250331,116.75
250401,118.07
250402,117.61
250403,117.40
250404,118.25
250406,119.43
250407,118.78
250408,118.90
250409,119.06
250410,-9.00
250411,119.33
250413,120.18
250414,121.54
250415,121.11
250416,120.67
250417,121.41
250418,122.02
250420,121.23
250421,119.53
250422,120.52
250423,120.82
250424,119.74
250425,119.75
250427,119.46
250428,120.00
250429,120.40
250430,120.01
250501,120.10
250502,121.96
250504,122.86
250505,123.63
250506,124.32
250507,125.16
250508,124.74
250509,124.64
250511,124.14
250512,124.45
250513,124.21
250514,124.16
250515,126.00
250516,126.50
250518,127.09
250519,128.38
250520,128.68
250521,128.70
250522,128.95
250523,128.85
250525,127.78
250526,128.43
250527,129.13
250528,129.60
250529,129.95
250530,-9.00
250601,129.69
250602,130.42
250603,130.41
250604,128.89
250605,128.98
250606,128.85
250608,127.12
250609,127.21
250610,126.75
250611,127.85
250612,128.38
250613,129.38
250615,128.43
250616,129.66
250617,129.80
250618,128.88
250619,129.26
250620,129.16
250622,128.25
250623,127.17
250624,127.80
250625,128.28
250626,129.17
250627,129.73
250629,129.23
250630,131.01
250701,131.76
250702,131.53
250703,131.52
250704,-9.00
250706,132.31
250707,132.70
250708,133.07
250709,131.83
250710,131.33
250711,131.43
250713,131.71
250714,132.95
250715,133.40
250716,133.50
250717,134.00
250718,134.68
250720,135.00
250721,134.93
250722,133.87
250723,135.33
250724,135.58
250725,135.63
250727,136.50
250728,135.62
250729,134.48
250730,134.16
250731,133.81
250801,134.55
250803,135.81
250804,136.38
250805,135.73
250806,135.71
250807,137.40
250808,137.98
250810,137.41
250811,137.80
250812,137.48
250813,138.60
250814,139.51
250815,140.20
250817,141.56
250818,142.60
250819,141.82
250820,141.66
250821,142.63
250822,142.87
250824,142.76
250825,143.18
250826,141.88
250827,141.54
250828,141.13
250829,141.26
250831,141.18
250901,139.78
250902,137.22
250903,139.91
250904,140.88
250905,141.30
250907,-9.00
250908,140.86
250909,142.40
250910,143.83
250911,145.38
250912,145.95
250914,146.63
250915,143.89
250916,145.87
250917,146.46
250918,147.16
250919,147.73
250921,146.11
250922,145.74
250923,146.02
250924,143.98
250925,145.56
250926,144.26
250928,144.15
250929,145.06
250930,143.46
251001,144.77
251002,146.13
251003,146.65
251005,146.81
251006,145.11
251007,145.60
251008,146.75
251009,147.20
251010,147.43
251012,-9.00
251013,147.40
251014,148.96
251015,149.18
251016,149.56
251017,147.89
251019,148.53
251020,150.29
251021,151.61
