% Standard and Poor's 500 Index closing values from 1926 to 1993.
% First column contains the date (yymmdd), second column contains the value.
% These data are used in: E.Ley (1996): "On the Peculiar Distribution of the
% U.S. Stock Indices;" forthcoming in The American Statistician.
%
%
% Information about the dataset
% CLASSTYPE: numeric
% CLASSINDEX: last
%

@relation spdc2693

@attribute date DATE yyMMdd
@attribute values REAL

@data
420203,8.90
420204,8.97
420205,8.95
420206,8.85
420207,8.86
420209,8.74
420210,8.62
420211,8.60
420213,8.62
420214,8.68
420216,8.65
420217,8.49
420218,8.48
420219,8.50
420220,8.47
420221,8.50
420224,8.52
420225,8.46
420226,8.52
420227,8.59
420228,8.59
420302,8.47
420303,8.60
420304,8.51
420305,8.38
420306,8.16
420307,8.23
420309,8.20
420310,8.14
420311,7.98
420312,7.98
420313,8.03
420314,8.02
420316,8.12
420317,8.29
420318,8.21
420319,8.20
420320,8.11
420321,8.12
420323,8.15
420324,8.22
420325,8.16
420326,8.13
420327,8.05
420328,8.05
420330,8.06
420331,8.01
420401,8.05
420402,8.11
420404,8.11
420406,8.20
420407,8.16
420408,8.12
420409,7.99
420410,7.98
420411,7.96
420413,7.96
420414,7.83
420415,7.81
420416,7.82
420417,7.70
420418,7.76
420420,7.79
420421,7.81
420422,7.79
420423,7.59
420424,7.55
420425,7.57
420427,7.54
420428,7.47
420429,7.61
420430,7.66
420501,7.71
420502,7.75
420504,7.77
420505,7.80
420506,7.79
420507,7.89
420508,7.89
420509,7.94
420511,8.00
420512,7.94
420513,7.81
420514,7.79
420515,7.88
420516,7.95
420518,7.94
420519,7.91
420520,7.89
420521,8.02
420522,8.01
420523,8.00
420525,7.98
420526,8.00
420527,8.16
420528,8.18
420529,8.15
420601,8.19
420602,8.18
420603,8.24
420604,8.35
420605,8.37
420606,8.40
420608,8.47
420609,8.39
420610,8.34
420611,8.37
420612,8.32
420613,8.36
420615,8.38
420616,8.39
420617,8.53
420618,8.49
420619,8.40
420620,8.37
420622,8.25
420623,8.25
420624,8.21
420625,8.22
420626,8.23
420627,8.25
420629,8.28
420630,8.30
420701,8.23
420702,8.36
420703,8.44
420706,8.53
420707,8.51
420708,8.72
420709,8.81
420710,8.80
420711,8.77
420713,8.73
420714,8.82
420715,8.83
420716,8.82
420717,8.72
420718,8.69
420720,8.75
420721,8.77
420722,8.74
420723,8.62
420724,8.63
420725,8.63
420727,8.63
420728,8.62
420729,8.48
420730,8.50
420731,8.56
420801,8.56
420803,8.57
420804,8.55
420805,8.47
420806,8.46
420807,8.49
420808,8.48
420810,8.48
420811,8.51
420812,8.51
420813,8.54
420814,8.58
420815,8.61
420817,8.65
420818,8.73
420819,8.72
420820,8.69
420821,8.71
420822,8.71
420824,8.73
420825,8.65
420826,8.54
420827,8.59
420828,8.61
420829,8.62
420831,8.62
420901,8.62
420902,8.63
420903,8.62
420904,8.61
420905,8.62
420908,8.68
420909,8.64
420910,8.58
420911,8.54
420912,8.55
420914,8.55
420915,8.59
420916,8.60
420917,8.59
420918,8.66
420919,8.65
420921,8.65
420922,8.68
420923,8.75
420924,8.86
420925,8.90
420926,8.88
420928,8.89
420929,8.85
420930,8.85
421001,8.92
421002,9.05
421003,9.08
421005,9.13
421006,9.13
421007,9.17
421008,9.30
421009,9.34
421010,9.41
421013,9.45
421014,9.43
421015,9.31
421016,9.35
421017,9.34
421019,9.35
421020,9.47
421021,9.46
421022,9.46
421023,9.43
421024,9.44
421026,9.48
421027,9.39
421028,9.31
421029,9.30
421030,9.36
421031,9.42
421102,9.48
421104,9.44
421105,9.46
421106,9.58
421107,9.65
421109,9.69
421110,9.61
421112,9.63
421113,9.57
421114,9.56
421116,9.48
421117,9.36
421118,9.40
421119,9.39
421120,9.48
421121,9.49
421123,9.37
421124,9.35
421125,9.31
421127,9.34
421128,9.34
421130,9.29
421201,9.28
421202,9.31
421203,9.34
421204,9.34
421205,9.35
421207,9.30
421208,9.36
421209,9.36
421210,9.37
421211,9.37
421212,9.40
421214,9.42
421215,9.44
421216,9.52
421217,9.69
421218,9.68
421219,9.70
421221,9.68
421222,9.67
421223,9.70
421224,9.74
421226,9.76
421228,9.65
421229,9.65
421230,9.76
421231,9.77
430102,9.84
430104,9.92
430105,9.90
430106,9.89
430107,9.91
430108,9.92
430109,9.94
430111,9.96
430112,9.93
430113,9.95
430114,10.01
430115,10.09
430116,10.10
430118,10.12
430119,10.02
430120,10.03
430121,10.18
430122,10.17
430123,10.21
430125,10.30
430126,10.35
430127,10.34
430128,10.35
430129,10.44
430130,10.47
430201,10.52
430202,10.52
430203,10.44
430204,10.43
430205,10.51
430206,10.51
430208,10.50
430209,10.58
430210,10.65
430211,10.67
430213,10.72
430215,10.81
430216,10.79
430217,10.81
430218,10.66
430219,10.64
430220,10.77
430223,10.84
430224,10.90
430225,10.97
430226,10.97
430227,11.00
430301,10.92
430302,10.84
430303,10.98
430304,11.00
430305,11.05
430306,11.07
430308,11.01
430309,10.95
430310,10.90
430311,11.01
430312,11.05
430313,11.06
430315,11.04
430316,11.01
430317,10.93
430318,10.91
430319,10.88
430320,10.87
430322,10.92
430323,10.95
430324,10.98
430325,11.21
430326,11.30
430327,11.33
430329,11.49
430330,11.59
430331,11.58
430401,11.59
430402,11.56
430403,11.58
430405,11.59
430406,11.76
430407,11.70
430408,11.60
430409,11.14
430410,11.19
430412,11.15
430413,11.14
430414,11.28
430415,11.36
430416,11.33
430417,11.39
430419,11.38
430420,11.34
430421,11.45
430422,11.48
430424,11.48
430426,11.48
430427,11.48
430428,11.48
430429,11.59
430430,11.59
430501,11.65
430503,11.82
430504,11.86
430505,11.93
430506,11.97
430507,11.81
430508,11.93
430510,11.97
430511,11.93
430512,11.88
430513,11.92
430514,11.70
430515,11.73
430517,11.72
430518,11.81
430519,11.93
430520,11.90
430521,11.90
430522,11.89
430524,11.87
430525,11.90
430526,11.99
430527,12.02
430528,12.05
430529,12.11
430601,12.18
430602,12.19
430603,12.24
430604,12.18
430605,12.28
430607,12.15
430608,12.08
430609,12.12
430610,12.14
430611,12.08
430612,12.10
430614,11.88
430615,11.93
430616,11.95
430617,11.97
430618,11.96
430619,11.97
430621,11.90
430622,11.92
430623,11.89
430624,11.95
430625,12.21
430626,12.25
430628,12.32
430629,12.28
430630,12.35
430701,12.36
430702,12.35
430703,12.37
430706,12.37
430707,12.35
430708,12.36
430709,12.41
430710,12.42
430712,12.49
430713,12.57
430714,12.64
430715,12.57
430716,12.54
430717,12.56
430719,12.55
430720,12.47
430721,12.50
430722,12.50
430723,12.51
430724,12.49
430726,12.31
430727,11.92
430728,11.88
430729,12.08
430730,11.85
430731,11.68
430802,11.47
430803,11.72
430804,11.79
430805,11.75
430806,11.63
430807,11.61
430809,11.60
430810,11.71
430811,11.80
430812,11.73
430813,11.84
430814,11.84
430816,11.81
430817,11.88
430818,11.92
430819,11.91
430820,11.81
430821,11.72
430823,11.60
430824,11.69
430825,11.71
430826,11.75
430827,11.67
430828,11.68
430830,11.67
430831,11.80
430901,11.84
430902,11.84
430903,11.82
430904,11.84
430907,11.85
430908,11.78
430909,11.91
430910,11.93
430911,11.92
430913,11.91
430914,11.89
430915,11.91
430916,11.98
430917,12.10
430918,12.21
430920,12.23
430921,12.24
430922,12.21
430923,12.10
430924,12.10
430925,12.09
430927,12.00
430928,11.98
430929,12.01
430930,12.08
431001,12.09
431002,12.08
431004,12.02
431005,11.97
431006,11.83
431007,11.67
431008,11.72
431009,11.79
431011,11.70
431013,11.70
431014,11.75
431015,11.83
431016,11.87
431018,11.85
431019,11.91
431020,11.95
431021,11.84
431022,11.89
431023,11.89
431025,11.88
431026,11.92
431027,11.99
431028,11.96
431029,11.91
431030,11.92
431101,11.92
431103,11.78
431104,11.68
431105,11.59
431106,11.60
431108,11.26
431109,11.30
431110,11.41
431112,11.29
431113,11.25
431115,11.25
431116,11.20
431117,11.13
431118,11.16
431119,11.30
431120,11.35
431122,11.34
431123,11.30
431124,11.24
431126,11.15
431127,11.12
431129,10.99
431130,11.02
431201,11.13
431202,11.22
431203,11.23
431204,11.24
431206,11.28
431207,11.38
431208,11.50
431209,11.43
431210,11.49
431211,11.52
431213,11.48
431214,11.45
431215,11.44
431216,11.50
431217,11.56
431218,11.61
431220,11.64
431221,11.61
431222,11.60
431223,11.59
431224,11.61
431227,11.59
431228,11.48
431229,11.48
431230,11.69
431231,11.67
440103,11.66
440104,11.81
440105,11.94
440106,11.89
440107,11.87
440108,11.89
440110,11.85
440111,11.92
440112,11.84
440113,11.81
440114,11.86
440115,11.92
440117,11.90
440118,11.87
440119,11.88
440120,11.88
440121,11.90
440122,11.92
440124,11.89
440125,11.88
440126,11.76
440127,11.74
440128,11.81
440129,11.81
440131,11.85
440201,11.83
440202,11.80
440203,11.70
440204,11.60
440205,11.63
440207,11.56
440208,11.67
440209,11.67
440210,11.75
440211,11.74
440214,11.74
440215,11.82
440216,11.79
440217,11.87
440218,11.78
440219,11.78
440221,11.76
440223,11.86
440224,11.88
440225,11.88
440226,11.88
440228,11.89
440229,11.82
440301,11.87
440302,11.88
440303,11.90
440304,11.90
440306,11.93
440307,12.01
440308,12.11
440309,12.08
440310,12.10
440311,12.14
440313,12.24
440314,12.22
440315,12.28
440316,12.29
440317,12.31
440318,12.25
440320,12.20
440321,12.25
440322,12.23
440323,12.10
440324,12.13
440325,12.11
440327,12.10
440328,11.98
440329,11.95
440330,12.03
440331,12.02
440401,12.04
440403,11.96
440404,11.97
440405,11.98
440406,12.04
440408,12.07
440410,12.06
440411,12.06
440412,11.98
440413,11.95
440414,11.95
440415,11.98
440417,11.94
440418,11.73
440419,11.69
440420,11.78
440421,11.80
440422,11.79
440424,11.67
440425,11.69
440426,11.76
440427,11.81
440428,11.87
440429,11.87
440501,11.96
440502,11.95
440503,12.03
440504,12.01
440505,12.08
440506,12.10
440508,12.09
440509,12.08
440510,12.08
440511,12.09
440512,12.00
440513,11.98
440515,11.99
440516,12.00
440517,12.08
440518,12.10
440519,12.12
440520,12.13
440522,12.13
440523,12.17
440524,12.22
440525,12.20
440526,12.22
440527,12.25
440529,12.27
440531,12.35
440601,12.31
440602,12.30
440603,12.31
440605,12.23
440606,12.31
440607,12.30
440608,12.25
440609,12.27
440610,12.33
440612,12.55
440613,12.64
440614,12.66
440615,12.73
440616,12.82
440617,12.86
440619,12.95
440620,12.97
440621,12.94
440622,12.92
440623,12.90
440624,12.91
440626,12.98
440627,13.02
440628,12.95
440629,12.94
440630,12.98
440701,12.99
440703,13.11
440705,13.18
440706,13.13
440707,13.16
440708,13.23
440710,13.27
440711,13.25
440712,13.27
440713,13.22
440714,13.23
440715,13.24
440717,13.10
440718,12.98
440719,13.07
440720,12.96
440721,12.78
440722,12.66
440724,12.70
440725,12.80
440726,12.77
440727,12.77
440728,12.70
440729,12.70
440731,12.71
440801,12.78
440802,12.81
440803,12.73
440804,12.61
440805,12.64
440807,12.67
440808,12.62
440809,12.68
440810,12.78
440811,12.83
440812,12.85
440814,12.85
440815,12.84
440816,12.90
440817,12.98
440818,13.04
440821,12.98
440822,12.89
440823,12.91
440824,12.83
440825,12.80
440828,12.80
440829,12.84
440830,12.87
440831,12.82
440901,12.86
440905,12.78
440906,12.47
440907,12.43
440908,12.41
440909,12.41
440911,12.48
440912,12.54
440913,12.42
440914,12.35
440915,12.45
440916,12.51
440918,12.53
440919,12.64
440920,12.66
440921,12.62
440922,12.65
440923,12.69
440925,12.76
440926,12.73
440927,12.73
440928,12.69
440929,12.74
440930,12.78
441002,12.80
441003,12.80
441004,12.87
441005,12.95
441006,12.97
441007,13.00
441009,12.89
441010,12.93
441011,13.01
441013,13.02
441014,13.01
441016,12.95
441017,13.00
441018,13.07
441019,13.04
441020,13.02
441021,13.03
441023,12.80
441024,12.83
441025,12.83
441026,12.73
441027,12.75
441028,12.79
441030,12.76
441031,12.78
441101,12.83
441102,12.90
441103,12.89
441104,12.92
441106,12.96
441108,12.94
441109,12.97
441110,12.98
441113,12.87
441114,12.71
441115,12.68
441116,12.69
441117,12.67
441118,12.70
441120,12.72
441121,12.81
441122,12.82
441124,12.75
441125,12.76
441127,12.79
441128,12.78
441129,12.85
441130,12.83
441201,12.80
441202,12.83
441204,12.91
441205,12.96
441206,12.96
441207,12.99
441208,13.09
441209,13.15
441211,13.17
441212,13.14
441213,13.10
441214,13.14
441215,13.27
441216,13.29
441218,13.19
441219,13.23
441220,13.14
441221,13.11
441222,13.12
441223,13.15
441226,13.03
441227,12.97
441228,13.10
441229,13.28
441230,13.28
450102,13.33
450103,13.47
450104,13.49
450105,13.46
450106,13.44
450108,13.58
450109,13.59
450110,13.69
450111,13.68
450112,13.64
450113,13.65
450115,13.55
450116,13.54
450117,13.63
450118,13.57
450119,13.44
450120,13.35
450122,13.30
450123,13.21
450124,13.25
450125,13.33
450126,13.46
450127,13.52
450129,13.54
450130,13.46
450131,13.47
450201,13.50
450202,13.60
450203,13.65
450205,13.70
450206,13.73
450207,13.76
450208,13.76
450209,13.68
450210,13.70
450213,13.90
450214,13.97
450215,14.07
450216,14.05
450217,14.07
450219,14.16
450220,14.21
450221,14.19
450223,14.16
450224,14.12
450226,14.09
450227,14.20
450228,14.30
450301,14.32
450302,14.23
450303,14.23
450305,14.30
450306,14.37
450307,14.38
450308,14.12
450309,13.82
450310,13.92
450312,13.99
450313,13.99
450314,14.01
450315,14.07
450316,14.09
450317,14.09
450319,14.01
450320,13.82
450321,13.69
450322,13.68
450323,13.74
450324,13.62
450326,13.39
450327,13.47
450328,13.58
450329,13.61
450331,13.64
450402,13.77
450403,13.79
450404,13.77
450405,13.67
450406,13.77
450407,13.84
450409,13.81
450410,13.86
450411,14.06
450412,14.05
450413,14.20
450416,14.49
450417,14.51
450418,14.65
450419,14.51
450420,14.49
450421,14.55
450423,14.63
450424,14.70
450425,14.67
450426,14.64
450427,14.70
450428,14.79
450430,14.84
450501,14.79
450502,14.77
450503,14.87
450504,14.92
450505,14.95
450507,14.93
450508,14.96
450509,14.81
450510,14.62
450511,14.62
450512,14.73
450514,14.63
450515,14.68
450516,14.69
450517,14.77
450518,14.87
450519,14.89
450521,14.82
450522,14.81
450523,14.70
450524,14.70
450525,14.79
450526,14.87
450528,15.03
450529,15.11
450531,15.01
450601,15.03
450602,15.06
450604,15.05
450605,15.03
450606,14.96
450607,14.97
450608,14.93
450609,14.94
450611,14.89
450612,14.92
450613,14.99
450614,15.05
450615,15.10
450616,15.13
450618,15.09
450619,15.11
450620,15.18
450621,15.26
450622,15.28
450623,15.30
450625,15.35
450626,15.37
450627,15.35
450628,15.04
450629,14.87
450630,14.96
450702,15.03
450703,15.03
450705,14.86
450706,14.91
450709,15.04
450710,15.10
450711,15.05
450712,15.09
450713,15.05
450716,14.94
450717,14.61
450718,14.56
450719,14.66
450720,14.66
450723,14.51
450724,14.54
450725,14.68
450726,14.38
450727,14.45
450730,14.60
450731,14.66
450801,14.68
450802,14.62
450803,14.68
450806,14.72
450807,14.52
450808,14.55
450809,14.79
450810,14.78
450813,14.61
450814,14.70
450817,14.62
450820,14.40
450821,14.46
450822,14.56
450823,14.85
450824,15.05
450827,15.27
450828,15.32
450829,15.30
450830,15.35
450831,15.15
450904,15.51
450905,15.53
450906,15.74
450907,15.73
450908,15.76
450910,15.78
450911,15.88
450912,15.95
450913,15.95
450914,15.86
450915,15.56
450917,15.51
450918,15.82
450919,15.97
450920,16.03
450921,15.95
450922,15.92
450924,15.91
450925,15.93
450926,15.92
450927,15.86
450928,16.05
450929,16.16
451001,16.33
451002,16.33
451003,16.30
451004,16.30
451005,16.38
451006,16.46
451008,16.50
451009,16.54
451010,16.60
451011,16.58
451015,16.59
451016,16.59
451017,16.66
451018,16.72
451019,16.59
451020,16.65
451022,16.71
451023,16.58
451024,16.33
451025,16.41
451026,16.49
451029,16.36
451030,16.38
451031,16.65
451101,16.87
451102,16.86
451103,16.85
451105,16.94
451107,17.14
451108,17.08
451109,17.10
451110,17.10
451113,17.04
451114,16.95
451115,17.08
451116,17.21
451117,17.21
451119,17.19
451120,17.27
451121,17.02
451123,16.85
451124,16.73
451126,16.94
451127,17.15
451128,17.06
451129,17.03
451130,17.19
451201,17.29
451203,17.44
451204,17.42
451205,17.41
451206,17.50
451207,17.54
451208,17.65
451210,17.68
451211,17.64
451212,17.37
451213,17.29
451214,17.31
451215,17.34
451217,16.94
451218,17.10
451219,17.10
451220,16.99
451221,16.98
451222,17.17
451226,17.41
451227,17.28
451228,17.31
451229,17.36
451231,17.36
460102,17.25
460103,17.27
460104,17.23
460105,17.30
460107,17.31
460108,17.69
460109,17.95
460110,18.07
460111,18.13
460112,18.06
460114,18.33
460115,18.36
460116,18.38
460117,18.34
460118,18.30
460119,18.10
460121,17.74
460122,17.86
460123,18.07
460124,18.12
460125,18.09
460126,18.10
460128,18.62
460129,18.67
460130,18.56
460131,18.57
460201,18.64
460202,18.71
460204,18.62
460205,18.70
460206,18.57
460207,18.57
460208,18.55
460209,18.38
460211,18.24
460213,17.98
460214,18.09
460215,18.44
460216,18.64
460218,18.38
460219,17.70
460220,17.37
460221,17.72
460225,16.91
460226,16.81
460227,17.15
460228,17.28
460301,17.21
460302,17.10
460304,17.09
460305,17.27
460306,17.19
460307,17.34
460308,17.49
460309,17.52
460311,17.38
460312,17.42
460313,17.15
460314,17.09
460315,17.28
460316,17.43
460318,17.57
460319,17.45
460320,17.58
460321,17.70
460322,17.70
460323,17.79
460325,18.07
460326,18.06
460327,17.95
460328,17.93
460329,18.04
460330,18.08
460401,18.06
460402,18.07
460403,18.38
460404,18.58
460405,18.54
460406,18.54
460408,18.62
460409,18.88
460410,18.81
460411,18.77
460412,18.77
460413,18.64
460415,18.62
460416,18.87
460417,18.84
460418,18.90
460420,18.90
460422,18.88
460423,18.84
460424,18.65
460425,18.54
460426,18.58
460427,18.74
460429,18.72
460430,18.76
460501,18.71
460502,18.62
460503,18.46
460504,18.41
460506,18.26
460507,18.51
460508,18.47
460509,18.44
460510,18.74
460511,18.85
460513,18.79
460514,18.67
460515,18.53
460516,18.64
460517,18.60
460518,18.52
460520,18.64
460521,18.68
460522,18.80
460523,18.78
460524,18.78
460527,18.92
460528,19.20
460529,19.25
460531,19.18
460603,19.05
460604,18.93
460605,18.82
460606,18.81
460607,18.82
460610,18.85
460611,18.65
460612,18.69
460613,18.80
460614,18.79
460617,18.81
460618,18.55
460619,18.44
460620,18.03
460621,18.23
460624,18.27
460625,18.14
460626,18.11
460627,18.39
460628,18.43
460701,18.54
460702,18.53
460703,18.49
460705,18.43
460708,18.36
460709,18.46
460710,18.49
460711,18.39
460712,18.27
460715,17.95
460716,17.97
460717,18.07
460718,18.04
460719,17.98
460722,17.93
460723,17.39
460724,17.41
460725,17.50
460726,17.60
460729,17.66
460730,17.76
460731,17.96
460801,18.01
460802,18.02
460805,17.91
460806,17.86
460807,18.03
460808,18.11
460809,18.05
460812,18.08
460813,18.23
460814,18.20
460815,17.99
460816,17.84
460819,17.81
460820,17.91
460821,17.74
460822,17.56
460823,17.58
460826,17.47
460827,16.92
460828,16.73
460829,16.76
460830,16.65
460903,15.53
460904,15.46
460905,15.99
460906,15.84
460909,15.01
460910,14.59
460911,15.05
460912,15.02
460913,15.31
460916,15.40
460917,15.28
460918,14.80
460919,14.33
460920,14.69
460923,14.41
460924,14.72
460925,15.10
460926,15.27
460927,15.11
460930,14.96
461001,14.92
461002,15.04
461003,14.98
461004,14.81
461005,14.70
461007,14.70
461008,14.53
461009,14.12
461010,14.33
461011,14.63
461014,14.71
461015,15.30
461016,15.24
461017,15.01
461018,14.97
461019,14.93
461021,15.00
461022,14.88
461023,14.77
461024,14.78
461025,14.70
461026,14.69
461028,14.39
461029,14.26
461030,14.32
461031,14.84
461101,15.07
461102,15.18
461104,15.33
461106,14.67
461107,14.79
461108,14.85
461109,15.03
461112,14.94
461113,14.81
461114,14.89
461115,14.73
461116,14.72
461118,14.58
461119,14.57
461120,14.46
461121,14.21
461122,14.13
461123,14.33
461125,14.31
461126,14.45
461127,14.55
461129,14.68
461130,14.67
461202,14.44
461203,14.49
461204,14.72
461205,14.64
461206,14.70
461207,14.81
461209,15.32
461210,15.32
461211,15.36
461212,15.15
461213,15.17
461214,15.25
461216,15.24
461217,15.18
461218,15.21
461219,15.45
461220,15.50
461221,15.54
461223,15.41
461224,15.37
461226,15.21
461227,15.19
461228,15.22
461230,15.17
461231,15.30
470102,15.20
470103,15.26
470104,15.30
470106,15.44
470107,15.32
470108,15.41
470109,15.44
470110,15.24
470111,15.02
470113,14.80
470114,14.87
470115,14.77
470116,14.78
470117,15.07
470118,15.22
470120,15.02
470121,14.97
470122,15.04
470123,15.19
470124,15.21
470125,15.18
470127,15.34
470128,15.47
470129,15.65
470130,15.60
470131,15.66
470201,15.74
470203,15.80
470204,15.83
470205,15.92
470206,15.86
470207,16.12
470208,16.20
470210,16.05
470211,16.14
470213,15.93
470214,15.86
470215,15.85
470217,15.88
470218,15.88
470219,15.69
470220,15.72
470221,15.80
470224,15.67
470225,15.47
470226,15.30
470227,15.48
470228,15.43
470301,15.44
470303,15.41
470304,15.41
470305,15.59
470306,15.65
470307,15.16
470308,15.10
470310,15.01
470311,14.88
470312,14.97
470313,14.93
470314,14.78
470315,14.77
470317,14.82
470318,15.01
470319,15.08
470320,15.07
470321,15.25
470322,15.26
470324,15.11
470325,15.02
470326,15.23
470327,15.40
470328,15.33
470329,15.31
470331,15.17
470401,15.23
470402,15.22
470403,15.18
470405,15.17
470407,15.05
470408,14.83
470409,14.82
470410,14.83
470411,14.72
470412,14.56
470414,14.14
470415,14.15
470416,14.29
470417,14.27
470418,14.09
470419,14.34
470421,14.45
470422,14.56
470423,14.58
470424,14.49
470425,14.39
470426,14.40
470428,14.37
470429,14.40
470430,14.58
470501,14.69
470502,14.79
470503,14.84
470505,14.85
470506,14.69
470507,14.68
470508,14.60
470509,14.63
470510,14.66
470512,14.46
470513,14.15
470514,14.11
470515,14.24
470516,13.96
470517,13.71
470519,13.77
470520,13.83
470521,14.09
470522,14.19
470523,14.20
470524,14.21
470526,14.14
470527,14.12
470528,14.34
470529,14.45
470602,14.30
470603,14.50
470604,14.40
470605,14.39
470606,14.50
470609,14.42
470610,14.56
470611,14.90
470612,14.82
470613,14.98
470616,15.02
470617,14.96
470618,14.96
470619,15.14
470620,15.16
470623,15.24
470624,14.94
470625,15.06
470626,15.12
470627,15.12
470630,15.21
470701,15.46
470702,15.44
470703,15.60
470707,15.61
470708,15.67
470709,15.52
470710,15.68
470711,15.87
470714,15.96
470715,15.93
470716,15.92
470717,15.75
470718,15.85
470721,15.80
470722,15.87
470723,15.95
470724,16.12
470725,16.08
470728,15.94
470729,15.59
470730,15.52
470731,15.76
470801,15.80
470804,15.62
470805,15.67
470806,15.62
470807,15.64
470808,15.43
470811,15.33
470812,15.43
470813,15.52
470814,15.47
470815,15.58
470818,15.50
470819,15.46
470820,15.39
470821,15.43
470822,15.45
470825,15.23
470826,15.23
470827,15.25
470828,15.22
470829,15.32
470902,15.37
470903,15.33
470904,15.14
470905,15.10
470908,14.86
470909,14.89
470910,15.03
470911,15.04
470912,14.99
470915,14.93
470916,15.07
470917,15.27
470918,15.21
470919,15.20
470922,15.18
470923,14.93
470924,14.99
470925,14.90
470926,14.85
470929,14.94
470930,15.11
471001,15.16
471002,15.17
471003,15.24
471004,15.26
471006,15.28
471007,15.28
471008,15.16
471009,15.26
471010,15.29
471011,15.31
471014,15.55
471015,15.59
471016,15.57
471017,15.58
471018,15.69
471020,15.79
471021,15.76
471022,15.69
471023,15.70
471024,15.50
471025,15.52
471027,15.53
471028,15.54
471029,15.49
471030,15.33
471031,15.43
471101,15.48
471103,15.46
471105,15.34
471106,15.34
471107,15.31
471108,15.33
471110,15.37
471112,15.31
471113,15.16
471114,15.19
471115,15.19
471117,15.19
471118,15.30
471119,15.34
471120,15.41
471121,15.33
471122,15.32
471124,15.24
471125,15.20
471126,15.13
471128,14.98
471129,14.99
471201,15.07
471202,15.09
471203,14.95
471204,14.86
471205,14.63
471206,14.61
471208,14.77
471209,14.82
471210,14.84
471211,14.83
471212,14.94
471213,15.04
471215,15.11
471216,15.09
471217,15.12
471218,15.07
471219,15.12
471220,15.26
471222,15.20
471223,15.26
471224,15.25
471226,15.12
471227,15.10
471229,15.04
471230,15.22
471231,15.30
480102,15.34
480105,15.20
480106,15.15
480107,15.23
480108,15.31
480109,15.23
480110,15.26
480112,15.17
480113,14.95
480114,14.95
480115,14.88
480116,14.87
480117,14.86
480119,14.70
480120,14.71
480121,14.54
480122,14.42
480123,14.35
480124,14.36
480126,14.32
480127,14.34
480128,14.49
480129,14.65
480130,14.68
480131,14.69
480202,14.71
480203,14.62
480204,14.35
480205,14.20
480206,14.19
480207,14.29
480209,14.31
480210,13.89
480211,13.88
480213,13.85
480214,13.84
480216,14.04
480217,14.04
480218,14.05
480219,14.02
480220,13.96
480221,13.97
480224,14.00
480225,14.07
480226,13.98
480227,13.93
480228,14.00
480301,14.07
480302,14.16
480303,14.17
480304,14.08
480305,14.11
480306,14.16
480308,14.04
480309,13.95
480310,14.01
480311,13.99
480312,13.99
480313,14.07
480315,14.06
480316,13.84
480317,13.95
480318,14.03
480319,14.32
480320,14.68
480322,14.70
480323,14.70
480324,14.69
480325,14.75
480327,14.72
480329,14.70
480330,14.87
480331,15.08
480401,15.12
480402,15.15
480403,15.15
480405,15.18
480406,15.28
480407,15.23
480408,15.27
480409,15.29
480410,15.30
480412,15.28
480413,15.30
480414,15.28
480415,15.38
480416,15.43
480417,15.42
480419,15.47
480420,15.46
480421,15.54
480422,15.68
480423,15.78
480424,15.76
480426,15.54
480427,15.55
480428,15.57
480429,15.52
480430,15.48
480501,15.44
480503,15.60
480504,15.59
480505,15.50
480506,15.63
480507,15.72
480508,15.75
480510,15.81
480511,15.86
480512,15.88
480513,16.00
480514,16.39
480515,16.55
480517,16.61
480518,16.39
480519,16.37
480520,16.46
480521,16.50
480522,16.53
480524,16.54
480525,16.53
480526,16.68
480527,16.68
480528,16.69
480601,16.74
480602,16.76
480603,16.72
480604,16.59
480607,16.54
480608,16.82
480609,16.89
480610,16.90
480611,16.95
480614,16.97
480615,17.06
480616,17.01
480617,16.99
480618,16.96
480621,16.79
480622,16.76
480623,16.93
480624,16.89
480625,16.83
480628,16.61
480629,16.69
480630,16.74
480701,16.70
480702,16.85
480706,16.85
480707,16.79
480708,16.81
480709,16.92
480712,16.88
480713,16.78
480714,16.80
480715,16.48
480716,16.25
480719,15.72
480720,15.96
480721,16.09
480722,16.21
480723,16.27
480726,16.12
480727,16.29
480728,16.18
480729,16.05
480730,15.85
480802,15.85
480803,15.90
480804,16.15
480805,16.09
480806,16.12
480809,15.96
480810,15.74
480811,15.67
480812,15.71
480813,15.70
480816,15.74
480817,15.93
480818,15.93
480819,15.98
480820,16.15
480823,15.94
480824,16.02
480825,15.99
480826,16.04
480827,16.11
480830,15.98
480831,15.97
480901,16.16
480902,16.24
480903,16.27
480907,16.35
480908,16.07
480909,15.81
480910,15.83
480913,15.70
480914,15.82
480915,15.80
480916,15.80
480917,15.73
480920,15.44
480921,15.55
480922,15.59
480923,15.56
480924,15.60
480927,15.19
480928,15.36
480929,15.55
480930,15.49
481001,15.67
481002,15.75
481004,15.85
481005,15.82
481006,15.84
481007,15.93
481008,15.90
481009,15.90
481011,15.90
481013,16.09
481014,16.14
481015,16.12
481016,16.14
481018,16.19
481019,16.28
481020,16.34
481021,16.36
481022,16.61
481023,16.67
481025,16.58
481026,16.59
481027,16.57
481028,16.46
481029,16.50
481030,16.54
481101,16.70
481103,15.93
481104,16.14
481105,15.43
481106,15.51
481108,15.50
481109,15.01
481110,15.00
481112,15.04
481113,15.11
481115,15.27
481116,15.26
481117,15.22
481118,15.26
481119,15.31
481120,15.33
