% ____________________________________________________________________
%         
%                       Data Diskette for
%                   CASE STUDIES IN BIOMETRY
% 
% By Nicholas Lange, Louise Ryan and Lynne Brillard, David Brillinger,
% Loveday Conquest, Joel Greenhouse.
% 
% Published by John Wiley & Sons, Inc., copyright 1994.  
% ____________________________________________________________________
% 
% You have obtained all of the data used by all of the authors in the
% twenty-one chapters of Case Studies in Biometry.  
% 
% Each chapter contains either one or two data sets, except for Chapter 19,
% which has seven data sets. Corresponding to each data set are ASCII files
% with extensions ".dat" (the data), ".txt" (the data description file), and 
% ".sas" (a simple SAS program to read the .dat file). 
% 
% For chapters containing only one data set, the file name prefix is 
% "ch" followed by chapter number, and then the above extensions.
% For instance, for Chapter 2 you will find files "ch2.dat",
% "ch2.txt", and "ch2.sas".
% 
% For chapters containing two data sets, the letters "a" and "b" are
% added after the chapter number. For instance, for Chapter 1, you will
% find the files "ch1a.dat", "ch1a.txt", "ch1a.sas", "ch1b.dat",
% "ch1b.txt", "ch1b.sas".
% 
% For chapter 19, there are seven data sets, ch19a.dat
% through ch19g.dat.  Each one has the same format, but
% refers to different subsets of the whole data
% set.  Details are given in the single text file, ch19.txt.
% 
% Please note permissions and usage information included in
% the .txt file for each subset.
% _______________________________________________________________
%
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
% File: ch12.dat
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
% File specific Information:
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
%
% CASE STUDIES IN BIOMETRY: Chapter 12.
% 
% Parametric Duration Analysis of Nursing Home Usage
% 
% Carl N. Morris, Edward C. Norton, Xiao H. Zhou
% 
% The file ch12.dat contains the following  variables:
% 
% lstay: Length of stay of a resident
% age: Age of a resident
% trt: Nursing home assignment (1: receive treament,0: control)
% gender: Gender (1:male,0:female)
% marstat: Marital status (1: married,0: not married)
% hlstat: Health status (2: second best, 5: worst)
% cens: Censoring indicator (1:censored, 0: discharged)
%
%
% Information about the dataset
% CLASSTYPE: numeric
% CLASSINDEX: none specific
%

@relation csb-ch12

@attribute lstay INTEGER
@attribute age INTEGER
@attribute trt {0,1}
@attribute gender {0,1}
@attribute marstat {0,1}
@attribute hlstat INTEGER
@attribute cens {0,1}

@data
15,84,1,0,0,5,0
27,94,1,0,0,5,0
803,89,1,0,0,2,1
17,85,1,0,0,2,0
24,88,1,0,0,3,0
21,73,1,0,0,4,0
16,85,1,0,0,5,0
305,84,1,0,0,5,0
16,83,1,0,0,4,0
314,70,1,0,0,4,0
227,87,1,0,0,2,0
770,78,1,0,1,5,1
774,88,1,0,0,2,1
80,89,1,0,0,4,0
232,80,1,0,0,4,0
686,71,1,0,0,3,0
274,90,1,0,0,3,0
759,88,1,0,0,2,1
11,94,1,0,0,4,0
81,93,1,0,0,3,0
69,76,1,0,0,3,0
740,73,1,1,0,5,1
69,85,1,1,1,4,0
44,76,1,1,0,5,0
733,84,1,0,0,2,1
57,88,1,0,0,3,0
1074,96,1,0,0,2,1
350,92,1,0,0,4,0
45,66,1,0,0,3,0
8,84,1,1,0,4,0
155,92,1,0,0,3,0
56,91,1,0,0,4,0
1034,92,1,0,0,2,1
881,76,1,1,0,2,0
288,91,1,0,0,4,0
146,91,1,0,0,4,0
291,91,1,0,1,3,0
985,92,1,1,0,3,1
92,76,1,0,1,3,0
195,91,1,1,1,2,0
144,86,1,0,0,2,0
9,77,1,0,0,4,0
116,82,1,1,1,3,0
109,85,1,1,1,4,0
12,95,1,0,0,4,0
4,85,1,0,0,3,0
91,86,1,0,0,3,0
653,83,1,0,0,3,0
870,94,1,0,0,2,0
215,87,1,0,0,5,0
449,93,1,0,0,3,0
34,96,1,0,0,5,0
15,89,1,0,0,5,0
4,83,1,0,0,4,0
37,99,1,0,0,4,0
853,83,1,0,0,3,1
4,73,1,1,0,2,0
866,96,1,0,0,3,1
106,91,1,0,0,2,0
852,88,1,0,0,4,1
45,79,1,1,0,3,0
14,86,1,0,0,2,0
5,86,1,0,0,3,0
99,68,1,0,0,3,0
83,91,1,1,1,2,0
12,86,1,0,0,3,0
21,67,1,0,1,5,0
756,89,1,0,1,3,1
754,83,1,0,0,3,1
8,88,1,0,0,3,0
722,84,0,0,0,2,1
5,89,0,1,1,4,0
10,73,0,0,1,4,0
709,80,0,1,1,2,1
51,67,0,0,1,3,0
80,75,0,1,0,3,0
660,91,0,0,0,3,1
681,84,0,0,0,3,1
25,85,0,0,0,4,0
19,65,0,1,0,3,0
21,80,0,0,0,4,0
34,86,0,0,0,4,0
635,84,0,0,0,3,1
642,102,0,0,0,2,1
494,71,0,0,0,2,0
2,85,0,0,0,3,0
11,90,0,0,0,4,0
38,72,0,0,0,3,0
624,86,0,1,0,4,1
29,85,0,0,0,3,0
27,65,0,1,0,3,0
306,76,0,1,1,2,0
120,81,0,0,0,2,0
103,83,0,1,0,3,0
579,78,0,0,0,3,1
5,94,0,0,0,4,0
514,66,0,0,0,4,1
298,89,0,0,0,3,0
94,75,0,0,0,5,0
563,81,0,0,0,3,1
22,82,0,0,0,5,0
161,87,0,0,0,5,0
32,96,0,0,0,4,0
169,74,0,1,0,4,0
187,92,0,0,0,3,0
53,66,0,0,0,4,0
521,92,0,0,0,4,1
1,71,0,0,1,5,0
121,89,0,0,0,3,0
2,92,0,0,0,3,0
26,70,0,1,1,5,0
14,91,0,0,0,4,0
5,87,0,0,0,4,0
463,81,0,0,0,2,1
317,86,0,0,0,3,0
91,65,0,0,0,2,0
12,89,0,0,0,3,0
409,87,0,0,0,4,0
421,85,0,0,0,2,1
0,94,0,0,0,4,0
30,71,0,1,0,3,0
376,89,0,0,0,4,1
17,74,0,1,1,3,0
189,93,0,1,0,4,0
10,88,0,0,0,4,0
369,87,0,0,0,4,1
212,80,0,1,0,3,0
155,87,0,0,0,2,0
654,90,1,0,0,2,0
2,77,1,0,1,5,0
108,91,1,0,0,4,0
37,77,1,1,0,3,0
60,69,1,0,0,5,0
413,87,1,0,0,3,0
1,81,1,0,0,2,0
241,78,1,0,0,3,0
389,83,1,1,1,4,0
1060,77,1,1,0,5,1
17,74,1,1,1,3,0
59,82,1,0,0,3,0
296,84,1,0,0,3,0
102,86,1,0,0,3,0
48,71,1,0,0,4,0
5,66,1,1,0,4,0
33,86,1,0,1,3,0
335,82,1,1,0,4,0
241,84,1,1,0,5,0
86,70,1,0,0,3,0
123,67,1,1,0,5,0
65,88,1,1,0,3,0
263,67,1,0,1,4,0
41,84,1,0,0,5,0
170,77,1,0,0,2,0
137,85,1,0,0,5,0
938,98,1,1,0,2,1
369,86,1,0,0,3,0
9,89,1,1,0,3,0
11,98,1,1,0,3,0
1022,82,1,0,0,3,1
33,84,1,1,0,4,0
74,85,1,0,0,3,0
291,94,1,0,0,3,0
903,78,1,0,0,5,1
207,84,1,1,0,2,0
38,66,1,1,0,2,0
184,94,1,0,0,5,0
100,78,1,1,0,2,0
33,84,1,1,1,3,0
864,88,1,0,1,3,1
865,92,1,0,1,4,1
10,71,1,1,0,5,0
55,67,1,0,0,2,0
1,74,1,0,0,4,0
10,83,1,0,0,5,0
144,82,1,0,0,2,0
164,93,1,0,0,4,0
570,89,1,0,1,3,0
42,86,1,0,0,2,0
67,77,1,0,0,4,0
56,83,1,0,0,3,0
2,84,1,1,1,3,0
4,84,1,0,0,5,0
759,86,1,0,0,3,1
817,79,1,0,0,4,1
68,84,1,0,0,5,0
95,73,1,1,1,2,0
52,82,1,0,0,2,0
11,92,1,0,0,4,0
78,85,1,0,0,5,0
725,98,0,1,0,2,1
191,75,0,0,0,2,0
62,94,0,0,0,5,0
108,75,0,0,0,3,0
47,92,0,0,0,3,0
227,92,0,1,0,3,0
47,82,0,0,1,3,0
722,85,0,0,1,3,1
111,82,0,0,0,3,0
276,76,0,1,1,3,0
25,72,0,0,0,2,0
691,89,0,0,0,3,1
96,84,0,0,1,4,0
687,86,0,0,0,2,1
28,78,0,0,0,3,0
15,86,0,0,0,5,0
0,84,0,0,0,4,0
12,86,0,1,0,4,0
317,90,0,0,0,3,0
45,84,0,0,1,5,0
134,90,0,0,0,4,0
1,80,0,1,1,2,0
164,81,0,0,0,2,0
670,93,0,0,0,3,1
85,84,0,0,0,4,0
211,87,0,0,0,2,0
48,83,0,0,0,5,0
57,74,0,0,1,4,0
394,77,0,0,0,4,0
100,82,0,1,0,2,0
661,84,0,0,0,2,1
29,90,0,0,0,5,0
14,80,0,1,1,4,0
527,91,0,0,0,3,0
61,87,0,1,1,3,0
225,89,0,0,0,3,0
270,89,0,0,1,3,0
19,74,0,1,1,2,0
49,74,0,1,1,4,0
128,93,0,0,0,3,0
164,90,0,0,0,3,0
23,70,0,0,0,5,0
355,72,0,0,0,3,0
620,92,0,0,0,3,1
29,73,0,0,1,5,0
611,83,0,0,0,3,1
89,90,0,1,1,4,0
27,83,0,0,0,4,0
69,70,0,0,0,2,0
130,94,0,0,0,3,0
32,71,0,0,0,2,0
105,95,0,0,0,3,0
569,72,0,0,0,3,0
19,77,0,0,0,4,0
13,73,0,0,0,3,0
95,77,0,1,1,3,0
132,84,0,0,1,4,0
197,77,0,0,0,2,0
202,73,0,0,1,5,0
49,87,0,0,0,2,0
47,80,0,1,0,3,0
128,83,0,0,0,4,0
470,93,0,0,0,2,0
572,82,0,0,0,2,1
53,85,0,0,0,5,0
28,67,0,0,0,3,0
62,83,0,0,0,3,0
61,75,0,1,1,4,0
74,82,0,0,0,3,0
7,98,0,1,0,4,0
226,101,0,0,0,4,0
54,90,0,0,0,5,0
2,85,0,1,1,4,0
80,87,0,1,1,4,0
260,68,0,1,0,4,0
82,67,0,0,0,2,0
156,77,0,1,0,2,0
82,79,0,0,0,5,0
2,98,0,1,0,5,0
7,92,0,0,0,3,0
537,84,0,0,0,2,1
56,97,0,0,0,4,0
139,91,0,0,0,3,0
326,90,0,0,0,3,0
29,83,0,0,0,4,0
23,66,0,0,0,3,0
26,80,0,0,0,4,0
1,69,0,0,0,2,0
7,77,0,0,0,3,0
54,82,0,0,0,2,0
55,87,0,0,0,3,0
167,75,0,1,1,3,0
2,70,0,0,0,2,0
495,91,0,0,0,3,1
18,83,0,0,0,4,0
11,67,0,0,0,3,0
290,79,0,1,1,3,0
7,81,0,0,0,3,0
494,79,0,0,0,4,1
487,91,0,0,0,3,1
277,80,0,0,0,2,0
25,71,0,0,1,2,0
488,69,0,0,0,3,1
7,73,0,0,0,4,0
474,87,0,0,0,2,1
45,78,0,0,0,2,0
13,80,0,0,0,4,0
205,76,0,0,1,3,0
477,93,0,0,0,3,1
150,94,0,0,0,4,0
122,85,0,0,0,4,0
28,98,0,0,0,2,0
0,90,0,1,0,3,0
5,100,0,0,0,4,0
30,78,0,0,0,2,0
159,80,0,1,0,3,0
103,79,0,1,1,4,0
457,85,0,0,0,2,1
86,91,0,0,0,3,0
46,65,0,1,0,5,0
160,86,0,0,0,4,0
450,86,0,0,0,4,1
198,85,0,0,0,2,0
204,84,0,0,0,3,0
446,93,0,0,0,4,1
61,81,0,1,1,3,0
72,83,0,0,0,2,0
187,87,0,0,0,3,0
114,77,0,0,0,2,0
15,91,0,0,0,2,0
43,91,0,0,0,3,0
84,96,0,0,0,3,0
61,100,0,0,0,3,0
276,72,0,0,1,4,0
409,67,0,0,0,2,1
415,81,0,0,0,3,1
19,94,0,0,0,4,0
27,82,0,0,0,2,0
234,82,0,1,0,3,0
8,71,0,0,0,2,0
45,98,0,0,0,4,0
258,89,0,0,0,2,0
408,76,0,1,0,4,1
31,80,0,1,0,4,0
22,78,0,0,0,2,0
282,89,0,0,0,4,0
193,78,0,0,0,4,0
143,73,0,1,0,4,0
351,83,0,0,0,4,0
381,91,0,0,0,3,1
96,82,0,0,0,2,0
383,90,0,0,0,3,1
382,77,0,0,0,2,1
673,87,0,0,0,2,1
9,87,0,0,0,4,0
1,89,0,0,0,4,0
215,87,0,0,0,4,0
293,91,0,0,0,3,0
26,76,0,1,0,3,0
31,78,0,0,1,3,0
102,80,1,0,0,2,0
584,88,1,0,0,2,0
76,73,1,0,0,4,0
123,90,1,0,0,4,0
1092,80,1,0,1,5,1
224,80,1,0,0,5,0
505,80,1,0,0,3,0
1008,82,1,0,0,3,1
478,89,1,0,0,3,0
11,79,1,0,0,5,0
42,84,1,0,0,3,0
214,83,1,0,0,2,0
792,86,1,0,0,3,0
71,89,1,0,0,5,0
172,86,1,0,0,5,0
24,92,0,1,0,3,0
15,87,0,0,0,4,0
683,74,0,0,0,3,1
40,79,0,0,0,3,0
100,93,0,0,0,3,0
307,91,0,0,0,3,0
217,69,0,0,0,3,0
12,76,0,0,0,5,0
638,75,0,1,1,5,1
375,84,0,0,0,4,0
624,88,0,0,0,2,1
1,70,0,0,0,3,0
8,85,0,1,0,3,0
23,70,0,1,1,5,0
568,71,0,1,0,3,1
1,87,0,1,0,4,0
36,81,0,0,0,2,0
2,80,0,0,0,2,0
44,68,0,0,0,2,0
23,69,0,0,0,3,0
480,78,0,0,0,2,1
498,94,0,0,0,3,1
422,73,0,0,0,4,1
416,89,0,0,0,3,1
402,85,0,0,0,3,1
57,69,0,1,0,2,0
332,89,0,0,0,3,0
549,88,0,0,0,3,0
39,84,0,0,0,5,0
44,77,0,1,0,2,0
376,87,0,0,1,3,0
9,65,0,0,0,2,0
522,72,0,0,0,3,1
34,70,0,1,0,5,0
29,83,0,1,1,3,0
62,86,0,1,0,3,0
3,86,0,1,0,4,0
2,78,0,0,0,4,0
33,90,0,0,0,5,0
147,86,0,1,1,3,0
260,77,0,1,0,2,0
72,78,0,1,1,4,0
19,86,0,1,1,4,0
6,80,0,1,1,2,0
401,98,0,0,0,3,1
62,81,0,0,0,3,0
22,78,1,1,1,5,0
15,73,1,1,0,3,0
77,76,1,0,0,2,0
6,74,1,0,0,3,0
62,86,1,0,0,3,0
5,88,1,1,0,4,0
144,80,1,0,0,2,0
328,87,1,0,0,4,0
758,94,1,0,0,2,0
40,79,1,0,0,3,0
65,77,1,1,0,2,0
237,85,1,0,1,3,0
439,82,1,0,0,4,0
9,90,1,0,0,4,0
92,81,1,1,1,3,0
40,76,1,0,1,5,0
452,70,1,0,0,2,0
900,81,1,0,0,4,0
15,84,1,0,0,4,0
962,89,1,0,0,3,1
14,79,1,0,0,3,0
205,86,1,1,0,3,0
14,82,1,0,0,3,0
202,87,1,0,0,4,0
11,81,1,1,1,5,0
116,92,1,0,0,3,0
352,91,1,0,0,3,0
895,87,1,0,0,3,1
17,90,1,0,0,4,0
190,76,1,1,1,3,0
16,83,1,0,0,5,0
71,92,1,0,0,3,0
23,76,1,0,0,2,0
52,85,1,0,0,3,0
6,93,1,0,0,3,0
29,86,1,0,0,3,0
747,78,1,0,0,3,1
253,88,1,0,0,3,0
168,82,1,0,0,3,0
741,86,1,0,0,5,1
39,94,1,1,1,3,0
625,67,1,0,0,4,0
22,78,1,0,0,4,0
756,89,1,0,0,3,1
8,79,1,0,0,2,0
717,82,0,0,0,4,1
719,95,0,0,0,4,1
13,88,0,0,0,4,0
172,78,0,0,0,2,0
20,70,0,0,0,3,0
97,81,0,0,0,3,0
17,81,0,1,1,5,0
41,73,0,0,0,2,0
190,82,0,0,0,4,0
119,70,0,0,1,5,0
32,70,0,1,1,3,0
5,65,0,1,0,3,0
28,73,0,0,0,3,0
168,80,0,0,0,3,0
22,74,0,1,0,3,0
56,92,0,0,0,4,0
298,83,0,0,0,2,0
176,71,0,1,0,2,0
578,83,0,1,1,4,0
370,78,0,0,0,2,0
78,81,0,0,0,4,0
20,81,0,0,0,5,0
174,90,0,0,0,5,0
56,78,0,0,1,4,0
1,93,0,0,0,2,0
508,88,0,0,0,4,1
0,77,0,0,0,2,0
514,88,0,0,0,3,1
115,93,0,0,0,5,0
507,69,0,0,0,4,1
27,88,0,1,1,3,0
500,86,0,0,0,3,1
180,98,0,0,0,2,0
494,88,0,0,0,2,1
20,88,0,0,0,3,0
261,83,0,0,0,2,0
44,88,0,0,0,2,0
174,76,0,1,0,4,0
465,85,0,0,0,2,1
465,65,0,1,1,4,1
100,82,0,0,0,4,0
470,89,0,0,0,2,1
46,81,0,0,0,4,0
64,92,0,0,0,5,0
91,74,0,1,1,3,0
17,71,0,1,0,5,0
442,95,0,0,0,3,1
32,77,0,0,0,3,0
57,74,0,0,1,3,0
29,67,0,0,1,3,0
268,96,0,0,0,4,0
402,86,0,0,0,4,1
401,68,0,0,0,3,1
18,88,0,0,0,3,0
78,82,0,0,0,3,0
388,88,0,0,0,3,1
12,85,0,1,1,5,0
269,82,0,0,0,5,0
14,73,0,0,1,2,0
21,72,0,0,0,3,0
390,88,0,0,0,5,0
37,84,0,0,1,4,0
375,69,0,1,1,2,0
92,83,0,0,0,4,0
710,73,0,0,0,2,1
709,79,0,1,0,4,1
20,81,0,0,0,3,0
697,80,0,0,0,3,1
396,94,0,0,0,5,0
695,84,0,0,0,3,1
14,73,0,0,0,4,0
483,77,0,0,0,2,0
698,80,0,0,0,3,1
267,83,0,1,1,4,0
161,83,0,0,0,2,0
684,77,0,0,0,3,1
296,87,0,0,0,3,0
149,81,0,0,1,2,0
69,86,0,1,1,3,0
39,78,0,1,0,5,0
285,87,0,0,0,2,0
223,92,0,0,0,3,0
14,76,0,0,0,3,0
620,74,0,1,1,4,1
613,72,0,0,0,2,1
20,65,0,1,1,4,0
358,81,0,0,0,3,0
6,75,0,0,0,2,0
405,97,0,0,0,4,0
38,81,0,1,0,4,0
44,92,0,1,0,3,0
428,88,0,0,0,2,0
0,78,0,1,0,3,0
592,83,0,0,0,2,1
584,79,0,1,1,2,1
180,84,0,0,0,2,0
231,93,0,0,0,3,0
562,87,0,0,0,3,1
11,91,0,0,0,3,0
194,82,0,0,0,4,0
256,84,0,0,0,3,0
5,67,0,1,0,3,0
29,83,0,0,0,4,0
28,85,0,0,0,4,0
75,86,0,0,0,4,0
182,78,0,0,0,4,0
17,76,0,1,1,4,0
1,83,0,0,0,4,0
89,90,0,1,1,4,0
302,74,0,0,1,3,0
297,94,0,1,0,3,0
35,84,0,1,0,4,0
44,65,0,0,0,2,0
96,89,0,0,0,4,0
41,83,0,0,0,3,0
24,85,0,0,0,2,0
506,81,0,0,0,2,1
240,70,0,0,0,5,0
76,83,0,0,0,3,0
109,84,0,0,0,4,0
476,93,0,0,0,4,0
487,89,0,0,0,2,1
54,88,0,0,0,3,0
480,84,0,0,0,4,1
122,66,0,0,0,4,0
7,85,0,0,0,2,0
37,82,0,0,0,2,0
196,79,0,0,1,4,0
3,73,0,1,0,2,0
137,90,0,0,0,4,0
13,87,0,1,0,4,0
429,73,0,0,0,3,1
84,68,0,1,0,2,0
425,83,0,0,0,3,1
47,88,0,1,0,4,0
39,74,0,0,1,3,0
403,88,0,0,0,4,1
25,87,0,1,0,3,0
148,84,0,0,0,2,0
8,75,0,1,1,3,0
375,89,0,0,0,3,1
365,80,0,0,0,2,1
422,80,0,0,0,4,1
366,77,0,0,0,3,1
365,74,0,0,1,3,1
318,102,0,0,0,4,0
6,85,0,0,0,4,0
21,84,0,0,0,4,0
25,81,1,0,0,4,0
48,75,1,0,0,4,0
1033,73,1,0,0,2,1
26,68,1,0,0,5,0
1012,76,1,0,1,2,1
43,93,1,0,0,5,0
1005,91,1,0,0,3,1
12,77,1,0,0,5,0
61,68,1,0,0,5,0
929,94,1,0,0,2,1
21,89,1,0,0,4,0
43,91,1,0,0,4,0
43,76,1,0,0,5,0
208,86,1,0,0,3,0
403,76,1,0,0,5,0
172,86,1,0,0,3,0
788,90,1,0,0,2,1
37,82,1,1,1,3,0
306,80,1,1,0,2,0
773,86,1,1,1,4,1
126,78,1,1,0,2,0
274,89,1,0,1,4,0
13,86,1,0,0,2,0
63,86,1,0,1,3,0
13,83,0,0,0,4,0
18,77,0,0,0,2,0
71,68,0,1,1,3,0
30,76,0,0,0,4,0
168,72,0,0,1,2,0
85,80,0,1,0,3,0
91,87,0,0,0,3,0
18,84,0,0,0,2,0
281,69,0,0,0,2,0
13,84,0,1,1,3,0
24,100,0,0,0,2,0
32,86,0,1,0,4,0
84,83,0,0,1,3,0
18,68,0,0,0,2,0
146,84,0,0,0,4,0
64,81,0,0,1,2,0
90,69,0,1,1,2,0
133,84,0,0,0,2,0
7,65,0,0,0,4,0
597,77,0,0,0,4,1
17,74,0,1,1,5,0
8,92,0,1,0,5,0
0,92,0,1,1,5,0
3,73,0,1,1,4,0
97,92,0,1,0,4,0
547,84,0,0,0,2,0
91,74,0,1,0,3,0
166,93,0,0,0,3,0
25,86,0,1,1,3,0
211,90,0,0,0,4,0
37,89,0,0,0,2,0
144,92,0,1,0,3,0
234,72,0,0,1,2,0
39,86,0,1,1,4,0
163,89,0,0,0,4,0
82,88,0,0,0,3,0
420,92,0,0,0,3,0
66,82,0,0,0,5,0
489,81,0,0,0,3,1
7,79,0,0,0,3,0
416,66,0,1,0,3,0
31,83,0,1,0,3,0
5,75,0,1,0,3,0
110,74,0,0,1,3,0
119,84,0,1,1,3,0
149,79,0,0,0,2,0
424,84,0,0,0,4,1
389,79,0,0,0,4,1
126,71,0,1,0,3,0
169,71,0,1,0,3,0
20,83,0,0,0,3,0
380,86,0,0,0,4,0
711,75,0,0,0,3,1
39,71,0,0,0,2,0
16,89,0,0,1,4,0
13,76,0,1,1,2,0
277,91,0,1,0,4,0
326,94,0,1,0,3,0
10,89,0,1,0,4,0
84,83,0,1,0,4,0
50,78,0,1,1,3,0
29,83,0,1,0,2,0
605,89,0,1,0,4,1
592,73,0,0,0,3,1
584,91,0,0,0,3,1
55,87,0,1,0,3,0
586,78,0,1,1,4,1
556,80,0,0,0,3,1
565,86,0,1,0,3,1
495,66,0,1,0,3,1
23,79,0,0,0,4,0
91,78,0,1,1,3,0
25,74,0,0,0,3,0
27,88,0,0,0,4,0
89,78,0,0,1,3,0
224,65,0,0,0,2,0
463,84,0,1,0,3,1
396,77,0,1,1,2,1
262,74,0,0,1,3,0
121,83,0,1,0,2,0
175,71,1,0,1,4,0
318,88,1,0,0,4,0
224,81,1,0,1,3,0
115,77,1,0,0,4,0
5,94,1,0,0,5,0
80,95,1,1,0,4,0
26,93,1,0,0,4,0
23,83,1,1,1,2,0
1057,88,1,0,0,4,1
377,90,1,0,0,3,0
1047,88,1,0,0,4,1
130,83,1,0,0,5,0
19,84,1,1,0,2,0
16,90,1,0,0,4,0
11,71,1,1,0,5,0
16,85,1,0,0,4,0
4,84,1,1,0,3,0
743,74,1,1,0,2,0
366,87,1,0,0,2,0
127,98,1,0,0,3,0
62,91,1,0,0,2,0
6,83,1,0,0,5,0
195,89,1,0,0,4,0
274,85,1,0,0,4,0
0,77,1,1,1,4,0
963,85,1,0,0,4,1
3,83,1,1,1,5,0
9,77,1,1,1,4,0
24,88,1,1,0,4,0
66,93,1,1,0,2,0
909,85,1,0,0,3,1
81,79,1,0,0,3,0
899,83,1,1,1,4,1
372,70,1,0,0,2,0
14,75,1,0,1,4,0
25,78,1,1,1,4,0
397,79,1,1,0,4,0
29,77,1,0,0,4,0
189,87,1,0,0,2,0
28,71,1,0,0,5,0
7,92,1,0,0,4,0
3,80,1,0,1,5,0
14,83,1,0,0,2,0
832,74,1,0,0,4,1
94,80,1,0,0,4,0
358,89,1,0,0,3,0
602,93,1,1,0,4,0
23,88,1,0,0,3,0
55,83,1,0,0,4,0
812,80,1,0,0,3,1
24,73,1,0,1,3,0
71,96,1,0,0,5,0
27,81,1,1,0,3,0
12,82,1,0,1,4,0
10,80,1,0,0,4,0
1,79,1,0,0,3,0
412,65,1,1,0,2,0
628,74,1,0,1,3,0
192,84,1,0,0,5,0
797,73,1,1,0,3,1
273,83,1,0,0,5,0
45,89,1,0,0,4,0
21,87,1,0,1,4,0
754,90,1,0,0,5,1
203,80,1,0,0,3,0
