% ____________________________________________________________________
%         
%                       Data Diskette for
%                   CASE STUDIES IN BIOMETRY
% 
% By Nicholas Lange, Louise Ryan and Lynne Brillard, David Brillinger,
% Loveday Conquest, Joel Greenhouse.
% 
% Published by John Wiley & Sons, Inc., copyright 1994.  
% ____________________________________________________________________
% 
% You have obtained all of the data used by all of the authors in the
% twenty-one chapters of Case Studies in Biometry.  
% 
% Each chapter contains either one or two data sets, except for Chapter 19,
% which has seven data sets. Corresponding to each data set are ASCII files
% with extensions ".dat" (the data), ".txt" (the data description file), and 
% ".sas" (a simple SAS program to read the .dat file). 
% 
% For chapters containing only one data set, the file name prefix is 
% "ch" followed by chapter number, and then the above extensions.
% For instance, for Chapter 2 you will find files "ch2.dat",
% "ch2.txt", and "ch2.sas".
% 
% For chapters containing two data sets, the letters "a" and "b" are
% added after the chapter number. For instance, for Chapter 1, you will
% find the files "ch1a.dat", "ch1a.txt", "ch1a.sas", "ch1b.dat",
% "ch1b.txt", "ch1b.sas".
% 
% For chapter 19, there are seven data sets, ch19a.dat
% through ch19g.dat.  Each one has the same format, but
% refers to different subsets of the whole data
% set.  Details are given in the single text file, ch19.txt.
% 
% Please note permissions and usage information included in
% the .txt file for each subset.
% _______________________________________________________________
%
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
% File: ch1a.dat
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
% File specific Information:
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
%
% CASE STUDIES IN BIOMETRY: Chapter 1.
% 
% Spatial Pattern Analyses to Detect Rare Disease Clusters
% 
% Lance A. Waller, Bruce W. Turnbull, Larry C. Clark, and Philip Nasca
% 
% The file ch1a.dat is the case data file. It contains the
% following variables.  There are no missing values.
% 
% ID: Integer, 10 character long identification number for
%         a "cell" or census district in the study area.
% 
% x: Real, range (-60.85, 54.13), x-coordinate of the geographic
% 	centroid of each cell.
% 
% y: Real, range (-78.64, 58.30), y-coordinate of the geographic
% 	centroid of each cell.
% 
% pop:  Integer, range (3, 12221), 1980 U.S. Census population
%                  count for each cell.
% 
% cases: Real, range (0, 9.29), incident cases of leukemia (all
%         types) occurring between 1978 and 1982 in each cell.  Fractional
%         values can occur due to partially missing data (see text).
% 
% 
% Note:  The authors give permission to use the  data freely for
% noncommercial
% purposes.
% 
%
%
% Information about the dataset
% CLASSTYPE: numeric
% CLASSINDEX: none specific
%

@relation csb-ch1a

@attribute ID INTEGER
@attribute x REAL
@attribute y REAL
@attribute pop INTEGER
@attribute cases REAL

@data
670135009,-17.00,45.26,204,0.00
670136001,-16.26,43.43,1435,0.02
670136002,-16.83,43.54,1014,0.02
670136003,-16.94,44.49,1988,1.03
670137001,-15.40,43.45,662,0.01
670137002,-15.50,42.82,1586,0.02
670137003,-15.73,42.20,1575,0.02
670138001,-12.92,45.55,813,0.51
670138002,-13.60,44.77,1593,2.52
670139002,-11.28,43.89,368,0.67
670139003,-12.03,43.77,841,1.01
670139004,-11.98,44.05,850,0.35
670139005,-12.02,44.40,984,0.35
670139009,-12.50,44.70,126,0.67
670140001,-12.10,43.47,1109,0.02
670140002,-12.55,43.19,652,0.01
670140003,-13.03,43.67,1312,1.02
670140004,-12.79,44.95,1281,1.02
670141001,-12.64,42.64,592,0.51
670141002,-14.81,42.49,831,1.01
670141009,-13.96,42.54,153,0.50
670142001,-10.61,41.74,678,0.26
670142002,-10.51,41.09,792,0.01
670142003,-11.37,41.61,1256,3.27
670142004,-11.67,41.90,766,1.26
670142005,-11.85,42.34,1145,0.27
670143001,-5.89,39.90,662,0.01
670143002,-7.12,39.44,261,0.00
670143003,-7.07,39.94,545,0.51
670143004,-6.68,40.18,1242,0.02
670143005,-7.43,40.32,702,0.51
670144001,-9.93,43.33,3,0.00
670144002,-9.62,41.60,709,0.01
670144003,-7.95,40.72,1087,0.02
670144004,-7.30,40.88,837,0.01
670144009,-8.42,43.45,437,0.01
670145001,-6.63,41.76,1371,0.30
670145002,-5.71,40.84,2118,1.47
670145009,-5.12,42.36,1348,0.30
670146001,-7.48,38.21,3247,1.55
670146002,-6.54,37.73,1426,0.52
670146003,-5.88,36.95,659,0.51
670146004,-6.76,37.03,769,2.51
670146009,-4.96,38.91,45,0.00
670147001,-6.38,36.38,1093,0.02
670147002,-6.57,35.21,1447,1.02
670147003,-9.05,36.04,654,0.01
670147004,-9.45,35.25,829,2.01
670147009,-7.81,35.12,790,1.01
670148001,-4.73,36.48,759,1.01
670148002,-4.00,35.04,1177,1.02
670148003,-5.61,35.24,1031,0.02
670148009,-4.58,33.49,110,0.00
670149009,-7.62,31.61,1510,0.02
670150001,-1.09,36.34,1737,0.03
670150002,-1.83,35.52,1181,1.02
670150003,-1.26,35.60,615,1.01
670150004,-0.67,35.79,1176,1.02
670151001,-3.06,36.20,908,0.01
670151002,-2.12,34.71,1896,0.03
670151003,0.20,34.43,1412,0.02
670151009,-0.50,37.75,711,0.01
670152011,2.58,32.41,793,1.01
670152012,0.97,31.45,550,0.01
670152013,-1.54,33.22,1067,2.02
670152019,2.13,34.31,100,0.00
670152021,2.11,33.12,1170,0.02
670152022,0.26,32.26,2496,0.04
670152023,0.04,33.44,1495,0.02
670152029,1.71,33.16,80,0.00
670153001,3.69,35.90,504,1.01
670153009,3.70,39.07,355,0.01
670154001,-1.45,41.45,3001,1.05
670154002,-1.29,40.55,639,0.01
670155001,-2.70,39.72,1323,1.02
670155002,-2.87,39.06,2217,1.03
670155003,-1.93,38.88,137,0.00
670155009,-2.23,42.34,424,0.01
670156001,0.36,44.86,430,0.01
670156009,-3.76,45.42,2072,0.03
670157001,3.99,27.48,890,0.01
670157002,2.00,19.09,1457,0.02
670157003,-2.19,22.65,1229,0.02
670157009,-1.06,29.73,916,0.01
670158001,-8.66,23.55,2256,1.54
670158002,-8.17,18.81,1357,1.13
670158009,-6.46,29.67,875,1.40
670159001,-14.33,26.25,596,0.01
670160001,-20.03,26.49,1446,1.02
670160002,-19.91,22.06,594,0.01
670160009,-21.40,31.39,3384,1.05
670161001,-9.99,31.93,390,1.01
670161002,-10.27,27.02,246,0.00
670161009,-10.71,30.68,578,0.01
670162001,-12.25,30.19,713,0.27
670162002,-12.39,29.94,653,0.24
670162003,-13.10,30.14,1211,0.45
670162009,-12.04,30.50,202,0.08
670163001,-14.78,33.23,1224,0.02
670163002,-15.70,33.22,780,0.01
670163003,-16.48,33.34,1067,0.02
670163004,-15.95,34.04,1702,1.03
670163005,-14.90,30.95,404,1.01
670163009,-16.17,31.74,513,0.01
670164001,-17.94,35.96,1485,0.02
670164002,-18.28,35.42,295,0.00
670164009,-20.80,34.86,937,0.01
670165012,-30.35,30.67,2132,0.03
670165013,-29.51,25.23,1110,0.02
670165019,-26.15,31.87,1068,1.02
670165021,-28.69,30.85,1870,1.03
670166001,-35.98,26.87,2786,1.04
670167001,-32.58,32.28,1265,0.02
670167002,-37.10,29.94,1824,0.03
670167003,-36.87,19.77,574,1.01
670167004,-31.66,23.69,1346,1.02
670168011,-27.10,18.29,804,0.01
670168012,-22.70,10.83,792,0.01
670168021,-17.31,17.18,638,0.01
670168022,-21.91,16.09,1474,0.02
670169011,-11.13,11.58,1067,0.46
670169012,-12.47,8.95,436,0.19
670169013,-9.16,9.46,906,0.39
670169021,-0.91,14.69,1130,0.02
670169022,1.26,11.92,681,0.01
1070201001,-16.47,-38.52,894,0.81
1070201002,-11.62,-42.39,1226,0.93
1070201003,-14.31,-50.12,1302,1.45
1070201004,-14.99,-57.16,651,0.23
1070201005,-15.42,-56.03,1933,0.67
1070202001,-28.93,-48.83,2148,0.39
1070202002,-29.07,-56.91,2771,1.50
1070203001,-11.04,-70.99,1231,0.40
1070203002,-13.59,-63.24,1274,0.41
1070203003,-20.57,-63.06,1756,0.57
1070203008,-16.00,-71.60,1664,0.54
1070203009,-17.79,-71.63,1098,0.35
1070204001,-14.03,-71.20,1104,0.70
1070204002,-10.88,-73.26,1591,1.29
1070204009,-17.93,-72.60,6389,2.65
1070205001,-23.00,-65.91,1005,1.75
1070205002,-21.25,-67.25,934,0.72
1070205003,-22.21,-68.59,734,1.30
1070205004,-23.50,-67.82,717,2.63
1070205005,-23.73,-67.29,974,0.40
1070206001,-31.19,-64.46,1853,0.83
1070206002,-33.93,-70.23,884,0.16
1070206003,-29.41,-69.18,1695,0.81
1070206004,-25.97,-73.88,822,0.15
1070206005,-26.85,-70.66,1745,0.32
1070207001,-40.85,-54.15,1802,1.64
1070207002,-40.78,-58.86,925,0.33
1070207003,-40.75,-65.83,357,0.13
1070207004,-45.11,-66.20,535,0.19
1070207005,-44.36,-75.72,2765,0.98
1070207006,-39.78,-72.55,809,0.29
1070207007,-46.10,-78.15,1230,0.44
1070207008,-46.64,-78.43,1132,0.40
1070207009,-45.67,-78.64,1862,0.66
1099901001,-24.87,-13.87,1617,0.33
1099901002,-29.96,-13.57,1526,0.81
1099901003,-32.09,-13.78,1368,1.78
1099901004,-36.07,-12.63,702,1.14
1099902001,-39.83,-16.07,1546,0.02
1099902002,-43.90,-15.75,962,1.01
1099902003,-48.70,-13.81,1408,0.02
1099903001,-40.46,-22.94,887,0.01
1099904001,-43.47,-20.21,475,0.01
1099905001,-48.33,-21.44,1335,0.02
1099905002,-54.98,-19.07,2065,1.02
1099905003,-50.08,-24.60,1269,0.01
1099905004,-55.09,-30.15,782,0.01
1099905005,-51.08,-29.07,1590,1.02
1099906001,-46.06,-27.35,1343,1.02
1099906002,-42.19,-29.21,767,0.01
1099906003,-42.41,-29.62,1366,0.02
1099907001,-40.70,-26.89,2010,3.02
1099907002,-40.43,-28.26,1394,3.02
1099908001,-38.62,-26.76,2630,3.03
1099909001,-39.11,-28.29,1078,0.01
1099909002,-39.45,-29.95,699,1.01
1099910001,-40.99,-28.73,4436,0.05
1099910002,-41.94,-29.27,1856,2.02
1099910003,-40.91,-29.47,4250,1.05
1099910004,-41.73,-30.11,2473,0.03
1099911001,-40.69,-30.37,3075,3.04
1099911002,-42.33,-30.83,1283,0.01
1099912001,-41.57,-31.08,2687,2.03
1099912002,-42.59,-31.26,1193,1.01
1099913001,-42.30,-30.17,1870,0.52
1099913002,-42.68,-30.09,1071,0.51
1099913003,-43.66,-30.48,2689,0.03
1099914001,-47.49,-30.82,971,0.01
1099915001,-40.50,-32.88,5613,1.06
1099916001,-36.44,-33.88,524,0.01
1099917001,-37.10,-29.88,884,1.01
1099918001,-34.08,-27.82,3025,0.03
1099919001,-33.43,-21.47,1527,0.02
1099919002,-29.02,-22.49,427,0.00
1099919003,-25.81,-20.89,1509,0.02
1099919004,-28.63,-22.59,1925,1.02
1099919005,-27.06,-28.08,2335,0.03
1099920001,-26.46,-37.57,1242,0.01
1099920002,-32.28,-39.19,1550,3.02
1099920003,-37.73,-38.44,1035,0.01
1099920004,-42.11,-42.21,1376,0.02
1099921001,-48.08,-42.03,2713,0.03
1099921002,-54.20,-42.17,1688,1.02
1099922001,-41.96,-24.82,1010,0.01
1099923001,-42.68,-27.31,2029,2.02
