% The data consist of 2001 observations taken from a balloon about 30 kilometres
% above the surface of the earth. In the section of the flight shown here the
% balloon increases in height. As radiation increases with height there is a
% non-decreasing trend in the data. The outliers are caused by the fact that the
% balloon slowly rotates, causing the ropes from which the measuring instrument
% is suspended to cut off the direct radiation from the sun. The first column
% contains the raw data, the second column the residuals after the removal of a
% non-decreasing trend.
% Reference:
% Davies, L. and Gather, U. (1993), "The Identification of Multiple
%    Outliers" (discussion paper), to appear in JASA.
% Mailing address:  Laurie Davies
%                   Universitaet-Gesamthochschule Essen
%                   Fachbereich 6 Mathematik
%                   Universitaetsstrasse 3
%                   D-4300 Essen 1
%                   Germany
%
%
% Information about the dataset
% CLASSTYPE: numeric
% CLASSINDEX: last
%

@relation balloon

@attribute id INTEGER
@attribute raw REAL
@attribute residual REAL

@data
1240,2.240,0.033
1241,2.240,0.033
1242,2.200,-0.007
1243,2.000,-0.208
1244,2.040,-0.168
1245,2.240,0.032
1246,2.200,-0.008
1247,2.220,0.012
1248,2.200,-0.009
1249,2.240,0.031
1250,2.280,0.071
1251,2.300,0.091
1252,2.320,0.111
1253,2.080,-0.130
1254,2.040,-0.170
1255,2.240,0.030
1256,2.180,-0.030
1257,2.220,0.010
1258,2.240,0.030
1259,2.240,0.029
1260,2.200,-0.011
1261,2.300,0.089
1262,2.200,-0.011
1263,2.020,-0.191
1264,2.240,0.028
1265,2.160,-0.052
1266,2.220,0.008
1267,2.240,0.028
1268,2.240,0.028
1269,2.240,0.027
1270,2.240,0.027
1271,1.800,-0.413
1272,2.120,-0.093
1273,2.240,0.027
1274,2.220,0.006
1275,2.240,0.026
1276,2.240,0.026
1277,2.240,0.026
1278,2.280,0.066
1279,2.240,0.025
1280,2.200,-0.015
1281,2.000,-0.215
1282,2.120,-0.095
1283,2.240,0.025
1284,2.180,-0.036
1285,2.240,0.024
1286,2.240,0.024
1287,2.220,0.004
1288,2.300,0.084
1289,2.220,0.003
1290,2.220,0.003
1291,1.880,-0.337
1292,2.120,-0.097
1293,2.240,0.023
1294,2.180,-0.038
1295,2.240,0.022
1296,2.180,-0.038
1297,2.240,0.022
1298,2.280,0.062
1299,2.120,-0.099
1300,2.220,0.001
1301,2.220,0.001
1302,2.200,-0.019
1303,1.940,-0.279
1304,2.060,-0.160
1305,2.040,-0.180
1306,2.120,-0.100
1307,2.200,-0.020
1308,2.240,0.020
1309,2.240,0.020
1310,2.240,0.020
1311,2.240,0.020
1312,2.220,0.000
1313,2.200,-0.020
1314,2.180,-0.040
1315,2.180,-0.040
1316,2.180,-0.040
1317,2.160,-0.060
1318,2.180,-0.040
1319,2.180,-0.040
1320,2.200,-0.020
1321,2.220,0.000
1322,2.240,0.020
1323,2.240,0.020
1324,2.260,0.040
1325,2.240,0.019
1326,2.160,-0.061
1327,2.000,-0.221
1328,2.080,-0.141
1329,2.020,-0.201
1330,2.220,-0.001
1331,2.240,0.019
1332,2.220,-0.001
1333,2.320,0.099
1334,2.160,-0.061
1335,2.240,0.019
1336,2.240,0.019
1337,2.240,0.019
1338,2.220,-0.001
1339,2.240,0.019
1340,2.020,-0.201
1341,2.080,-0.141
1342,2.240,0.019
1343,2.240,0.019
1344,2.320,0.099
1345,2.180,-0.041
1346,2.260,0.039
1347,2.220,-0.001
1348,2.240,0.019
1349,2.180,-0.042
1350,2.260,0.038
1351,2.120,-0.102
1352,1.980,-0.242
1353,2.200,-0.022
1354,2.260,0.037
1355,2.240,0.017
1356,2.320,0.097
1357,2.260,0.037
1358,2.240,0.017
1359,2.260,0.036
1360,2.240,0.016
1361,2.240,0.016
1362,2.200,-0.024
1363,2.240,0.016
1364,2.220,-0.005
1365,2.180,-0.045
1366,2.180,-0.045
1367,2.180,-0.045
1368,2.220,-0.005
1369,2.240,0.014
1370,2.240,0.014
1371,2.260,0.034
1372,2.260,0.034
1373,2.260,0.034
1374,2.260,0.033
1375,2.260,0.033
1376,2.240,0.013
1377,2.220,-0.007
1378,2.220,-0.007
1379,2.200,-0.028
1380,2.180,-0.048
1381,2.160,-0.068
1382,2.120,-0.108
1383,2.120,-0.108
1384,2.120,-0.109
1385,2.060,-0.169
1386,2.000,-0.229
1387,2.060,-0.169
1388,2.060,-0.169
1389,1.900,-0.330
1390,2.060,-0.170
1391,2.200,-0.030
1392,2.240,0.010
1393,2.260,0.030
1394,2.280,0.050
1395,2.240,0.009
1396,1.760,-0.471
1397,2.320,0.089
1398,2.240,0.009
1399,2.260,0.029
1400,0.720,-1.512
1401,2.240,0.008
1402,2.180,-0.052
1403,2.200,-0.032
1404,2.200,-0.032
1405,2.260,0.027
1406,2.240,0.007
1407,2.080,-0.153
1408,2.080,-0.153
1409,2.000,-0.233
1410,2.220,-0.014
1411,2.280,0.046
1412,2.240,0.006
1413,2.260,0.026
1414,2.320,0.086
1415,2.260,0.025
1416,2.260,0.025
1417,2.260,0.025
1418,2.240,0.005
1419,2.260,0.025
1420,2.260,0.024
1421,2.200,-0.036
1422,2.200,-0.036
1423,2.240,0.004
1424,2.260,0.024
1425,2.260,0.024
1426,2.220,-0.016
1427,2.140,-0.096
1428,2.120,-0.116
1429,2.100,-0.136
1430,2.100,-0.136
1431,2.140,-0.096
1432,2.160,-0.076
1433,2.220,-0.016
1434,2.260,0.024
1435,2.260,0.024
1436,2.240,0.003
1437,2.180,-0.057
1438,2.220,-0.017
1439,1.840,-0.397
1440,2.240,0.003
1441,1.960,-0.278
1442,2.260,0.022
1443,2.260,0.022
1444,2.320,0.082
1445,2.240,0.002
1446,2.260,0.022
1447,2.200,-0.038
1448,1.920,-0.318
1449,2.040,-0.198
1450,2.260,0.022
1451,2.240,0.002
1452,2.220,-0.018
1453,2.260,0.022
1454,0.760,-1.478
1455,2.240,0.002
1456,2.320,0.082
1457,2.260,0.022
1458,2.280,0.042
1459,2.220,-0.018
1460,1.900,-0.338
1461,2.020,-0.218
1462,2.240,0.002
1463,2.260,0.022
1464,2.180,-0.058
1465,2.260,0.022
1466,2.260,0.022
1467,2.240,0.002
1468,2.260,0.022
1469,2.240,0.002
1470,2.320,0.082
1471,2.320,0.082
1472,2.240,0.002
1473,2.260,0.022
1474,2.240,0.002
1475,2.180,-0.058
1476,1.960,-0.278
1477,2.020,-0.218
1478,2.140,-0.098
1479,2.240,0.002
1480,2.260,0.022
1481,2.260,0.022
1482,2.240,0.002
1483,2.220,-0.018
1484,2.200,-0.038
1485,2.180,-0.058
1486,2.200,-0.038
1487,2.200,-0.038
1488,2.200,-0.038
1489,2.220,-0.018
1490,2.240,0.002
1491,2.240,0.002
1492,2.260,0.022
1493,2.260,0.022
1494,2.260,0.022
1495,2.260,0.022
1496,2.260,0.022
1497,2.260,0.022
1498,2.260,0.022
1499,2.260,0.022
1500,2.260,0.022
1501,2.240,0.002
1502,2.220,-0.018
1503,2.180,-0.058
1504,2.200,-0.038
1505,2.240,0.002
1506,2.260,0.022
1507,2.180,-0.058
1508,2.260,0.022
1509,2.240,0.002
1510,2.240,0.002
1511,0.780,-1.458
1512,2.260,0.022
1513,2.280,0.042
1514,2.260,0.022
1515,2.240,0.002
1516,1.700,-0.538
1517,2.280,0.042
1518,2.300,0.062
1519,2.320,0.082
1520,2.320,0.082
1521,2.320,0.082
1522,2.320,0.082
1523,1.920,-0.318
1524,2.280,0.042
1525,2.260,0.021
1526,2.240,0.001
1527,2.260,0.021
1528,2.260,0.021
1529,2.280,0.041
1530,2.260,0.020
1531,2.260,0.020
1532,2.240,0.000
1533,2.220,-0.020
1534,2.200,-0.040
1535,2.200,-0.040
1536,2.100,-0.140
1537,1.960,-0.281
1538,1.860,-0.381
1539,1.860,-0.381
1540,1.880,-0.361
1541,1.900,-0.341
1542,1.900,-0.342
1543,1.880,-0.362
1544,1.860,-0.382
1545,1.860,-0.382
1546,1.860,-0.382
1547,1.840,-0.403
1548,1.860,-0.383
1549,1.880,-0.363
1550,1.900,-0.343
1551,1.920,-0.323
1552,1.960,-0.283
1553,2.020,-0.223
1554,2.100,-0.143
1555,2.100,-0.143
1556,2.060,-0.183
1557,2.000,-0.243
1558,2.080,-0.163
1559,2.140,-0.103
1560,2.180,-0.063
1561,2.220,-0.023
1562,2.240,-0.003
1563,2.240,-0.003
1564,2.260,0.017
1565,2.260,0.017
1566,2.240,-0.003
1567,2.240,-0.003
1568,2.200,-0.043
1569,2.160,-0.083
1570,2.100,-0.143
1571,2.000,-0.243
1572,2.080,-0.163
1573,2.060,-0.183
1574,1.860,-0.383
1575,1.940,-0.303
1576,2.160,-0.083
1577,2.200,-0.043
1578,2.220,-0.023
1579,2.240,-0.003
1580,2.260,0.017
1581,2.260,0.017
1582,2.260,0.017
1583,2.280,0.037
1584,2.280,0.037
1585,2.280,0.037
1586,2.280,0.037
1587,2.280,0.037
1588,2.280,0.037
1589,2.280,0.037
1590,2.280,0.037
1591,2.280,0.037
1592,2.280,0.037
1593,2.260,0.017
1594,2.260,0.017
1595,2.240,-0.003
1596,2.280,0.037
1597,2.320,0.077
1598,2.320,0.077
1599,2.320,0.077
1600,2.280,0.037
1601,2.240,-0.003
1602,2.260,0.016
1603,2.260,0.016
1604,2.260,0.016
1605,2.240,-0.004
1606,2.240,-0.004
1607,2.240,-0.005
1608,2.260,0.015
1609,2.260,0.015
1610,2.260,0.015
1611,1.520,-0.725
1612,1.960,-0.286
1613,2.260,0.014
1614,2.260,0.014
1615,2.260,0.014
1616,2.260,0.014
1617,2.260,0.014
1618,2.260,0.014
1619,2.260,0.014
1620,2.260,0.014
1621,2.260,0.014
1622,2.260,0.014
1623,2.260,0.014
1624,2.260,0.014
1625,2.260,0.014
1626,2.260,0.014
1627,2.260,0.014
1628,2.260,0.014
1629,2.260,0.014
1630,2.260,0.014
1631,2.240,-0.006
1632,2.240,-0.006
1633,2.220,-0.026
1634,2.220,-0.026
1635,2.200,-0.046
1636,2.200,-0.046
1637,2.200,-0.046
1638,2.180,-0.066
1639,2.180,-0.065
1640,2.180,-0.065
1641,2.200,-0.045
1642,2.200,-0.045
1643,2.200,-0.045
1644,2.200,-0.044
1645,2.200,-0.044
1646,2.180,-0.064
1647,2.180,-0.064
1648,2.200,-0.044
1649,2.200,-0.043
1650,2.240,-0.003
1651,2.260,0.017
1652,2.260,0.017
1653,1.680,-0.563
1654,2.260,0.017
1655,2.260,0.017
1656,2.240,-0.003
1657,2.240,-0.003
1658,2.240,-0.003
1659,2.240,-0.003
1660,2.080,-0.163
1661,2.200,-0.043
1662,2.260,0.017
1663,2.260,0.017
1664,2.260,0.017
1665,2.260,0.017
1666,2.260,0.017
1667,2.260,0.017
1668,2.260,0.017
1669,2.260,0.017
1670,2.280,0.037
1671,2.280,0.037
1672,2.280,0.037
1673,2.260,0.017
1674,2.260,0.017
1675,2.260,0.017
1676,2.260,0.017
1677,2.260,0.017
1678,2.260,0.017
1679,2.260,0.017
1680,2.260,0.017
1681,2.260,0.017
1682,2.260,0.017
1683,2.260,0.017
1684,2.260,0.017
1685,2.260,0.017
1686,2.260,0.017
1687,2.280,0.037
1688,2.260,0.017
1689,2.260,0.017
1690,2.260,0.017
1691,2.260,0.017
1692,2.240,-0.003
1693,2.240,-0.003
1694,2.240,-0.003
1695,2.240,-0.003
1696,2.240,-0.003
1697,2.240,-0.003
1698,2.240,-0.003
1699,2.240,-0.003
1700,2.240,-0.003
1701,2.240,-0.003
1702,2.240,-0.003
1703,2.240,-0.003
1704,2.240,-0.002
1705,2.240,-0.002
1706,2.240,-0.002
1707,2.240,-0.002
1708,2.240,-0.002
1709,2.240,-0.001
1710,2.240,-0.001
1711,2.240,-0.001
1712,2.240,-0.001
1713,2.240,-0.001
1714,2.260,0.020
1715,2.260,0.020
1716,2.260,0.020
1717,2.260,0.020
1718,2.260,0.020
1719,1.560,-0.680
1720,2.020,-0.220
1721,2.260,0.020
1722,2.260,0.020
1723,2.260,0.020
1724,2.260,0.020
1725,2.240,0.000
1726,2.240,0.000
1727,2.240,0.000
1728,2.240,0.000
1729,2.260,0.020
1730,2.260,0.020
1731,2.260,0.020
1732,2.260,0.020
1733,2.240,0.000
1734,2.240,0.000
1735,2.240,0.000
1736,2.260,0.020
1737,2.260,0.020
1738,2.260,0.020
1739,2.260,0.020
1740,2.240,0.000
1741,2.200,-0.040
1742,2.200,-0.040
1743,2.200,-0.040
1744,2.200,-0.040
1745,2.240,0.000
1746,2.260,0.020
1747,2.260,0.020
1748,2.260,0.020
1749,2.260,0.020
1750,2.260,0.020
1751,2.240,0.000
1752,2.220,-0.020
1753,2.220,-0.020
1754,2.200,-0.040
1755,2.200,-0.040
1756,2.200,-0.040
1757,2.200,-0.040
1758,2.220,-0.020
1759,2.220,-0.020
1760,2.220,-0.020
1761,2.220,-0.020
1762,2.220,-0.020
1763,2.200,-0.040
1764,2.200,-0.040
1765,2.180,-0.060
1766,2.140,-0.100
1767,2.140,-0.100
1768,2.100,-0.140
1769,2.060,-0.180
1770,2.000,-0.240
1771,2.020,-0.220
1772,2.040,-0.200
1773,2.080,-0.160
1774,2.100,-0.140
1775,2.100,-0.140
1776,2.080,-0.160
1777,2.040,-0.200
1778,2.000,-0.240
1779,2.000,-0.240
1780,1.980,-0.260
1781,1.980,-0.260
1782,1.960,-0.280
1783,1.960,-0.280
1784,1.960,-0.280
1785,1.960,-0.280
1786,1.940,-0.300
1787,1.920,-0.320
1788,1.920,-0.320
1789,1.900,-0.340
1790,1.880,-0.360
1791,1.860,-0.380
1792,1.860,-0.380
1793,1.920,-0.320
1794,2.000,-0.240
1795,2.080,-0.160
1796,2.120,-0.120
1797,2.140,-0.100
1798,2.160,-0.080
1799,2.160,-0.080
1800,2.160,-0.080
1801,2.160,-0.080
1802,2.160,-0.080
1803,2.120,-0.120
1804,2.080,-0.160
1805,2.040,-0.200
1806,2.000,-0.240
1807,1.960,-0.280
1808,1.960,-0.280
1809,1.920,-0.320
1810,1.920,-0.320
1811,1.920,-0.320
1812,1.920,-0.320
1813,1.920,-0.320
1814,1.920,-0.320
1815,1.940,-0.300
1816,1.960,-0.280
1817,1.960,-0.280
1818,1.980,-0.260
1819,2.000,-0.240
1820,2.000,-0.240
1821,1.960,-0.280
1822,1.940,-0.300
1823,1.900,-0.340
1824,1.860,-0.380
1825,1.840,-0.400
1826,1.840,-0.400
1827,1.840,-0.400
1828,1.880,-0.360
1829,1.920,-0.320
1830,1.960,-0.280
1831,2.000,-0.240
1832,2.040,-0.200
1833,2.080,-0.160
1834,2.080,-0.160
1835,2.100,-0.140
1836,2.100,-0.140
1837,2.100,-0.140
1838,2.100,-0.140
1839,2.100,-0.140
1840,2.080,-0.160
1841,2.060,-0.180
1842,2.040,-0.200
1843,2.020,-0.220
1844,2.000,-0.240
1845,2.000,-0.240
1846,1.980,-0.260
1847,1.980,-0.260
1848,1.980,-0.260
1849,2.000,-0.240
1850,2.020,-0.220
1851,2.080,-0.160
1852,2.100,-0.140
1853,2.100,-0.140
1854,2.100,-0.140
1855,2.060,-0.180
1856,2.020,-0.220
1857,2.000,-0.240
1858,2.040,-0.200
1859,2.080,-0.160
1860,2.120,-0.120
1861,2.140,-0.100
1862,2.140,-0.100
1863,2.180,-0.060
1864,2.200,-0.040
1865,2.220,-0.020
1866,2.220,-0.020
1867,2.220,-0.020
1868,2.220,-0.020
1869,2.240,0.000
1870,2.240,0.000
1871,2.240,0.000
1872,2.260,0.020
1873,2.260,0.020
1874,2.260,0.020
1875,2.280,0.040
1876,2.280,0.040
1877,2.260,0.020
1878,2.260,0.020
1879,2.260,0.020
1880,2.240,0.000
1881,2.220,-0.020
1882,2.200,-0.040
1883,2.180,-0.060
1884,2.200,-0.040
1885,2.200,-0.040
1886,2.220,-0.020
1887,2.240,0.000
1888,2.260,0.020
1889,2.260,0.020
1890,1.900,-0.340
1891,1.860,-0.380
1892,2.260,0.020
1893,2.260,0.020
1894,2.260,0.020
1895,2.260,0.020
1896,2.240,0.000
1897,2.240,0.000
1898,2.240,0.000
1899,2.240,0.000
1900,2.240,0.000
1901,1.800,-0.440
1902,2.260,0.020
1903,2.260,0.020
1904,2.260,0.020
1905,2.260,0.020
1906,2.260,0.020
1907,2.260,0.020
1908,2.260,0.020
1909,2.260,0.020
1910,2.260,0.020
1911,2.260,0.020
1912,2.260,0.020
1913,2.260,0.020
1914,2.260,0.020
1915,2.260,0.020
1916,2.260,0.020
1917,2.260,0.020
1918,2.260,0.020
1919,2.280,0.040
1920,2.280,0.040
1921,2.260,0.020
1922,2.260,0.020
1923,2.260,0.020
1924,2.260,0.020
1925,2.260,0.020
1926,2.260,0.020
1927,2.260,0.020
1928,2.260,0.020
1929,2.260,0.020
1930,2.120,-0.120
1931,2.240,0.000
1932,2.240,0.000
1933,2.240,0.000
1934,2.240,0.000
1935,2.240,0.000
1936,2.240,0.000
1937,2.240,0.000
1938,2.260,0.020
1939,2.260,0.020
1940,2.260,0.020
1941,2.240,0.000
1942,1.360,-0.880
1943,2.240,0.000
1944,2.260,0.020
1945,2.260,0.020
1946,2.260,0.020
1947,2.260,0.020
1948,2.240,0.000
1949,2.240,0.000
1950,2.220,-0.020
1951,2.220,-0.020
1952,2.220,-0.020
1953,2.200,-0.040
1954,2.200,-0.040
1955,2.200,-0.040
1956,2.200,-0.040
1957,2.200,-0.040
1958,2.200,-0.040
1959,2.200,-0.040
1960,2.200,-0.040
1961,2.200,-0.040
1962,2.200,-0.040
1963,2.200,-0.040
1964,2.200,-0.040
1965,2.220,-0.020
1966,2.220,-0.020
1967,2.240,0.000
1968,2.240,0.000
1969,2.260,0.020
1970,2.260,0.020
1971,2.260,0.020
1972,2.000,-0.240
1973,1.560,-0.680
1974,2.260,0.020
1975,2.260,0.020
1976,2.260,0.020
1977,2.240,0.000
1978,2.240,0.000
1979,2.240,0.000
1980,2.240,0.000
1981,2.240,0.000
1982,2.240,0.000
1983,2.120,-0.120
1984,2.260,0.020
1985,2.260,0.020
1986,2.260,0.020
1987,2.260,0.020
1988,2.260,0.020
1989,2.260,0.020
1990,2.260,0.020
1991,2.260,0.020
1992,2.240,0.000
1993,2.240,0.000
1994,2.240,0.000
1995,2.240,0.000
1996,2.240,0.000
1997,2.240,0.000
1998,2.240,0.000
1999,2.240,0.000
2000,2.240,0.000
2001,2.240,0.000
