"year","gq","gqtypeg","farm","ownershg","value","rent","ftotinc","nfams","ncouples","nmothers","nfathers","momloc","stepmom","momrule","poploc","steppop","poprule","sploc","sprule","famsize","nchild","nchlt5","famunit","eldch","yngch","nsibs","relateg","age","sex","raceg","marst","chborn","bplg","school","educrec","schltype","empstatg","labforce","occ1950","occscore","sei","ind1950","classwkg","wkswork2","hrswork2","yrlastwk","workedyr","inctot","incwage","incbus","incfarm","incss","incwelfr","incother","poverty","migrat5g","migplac5","movedin","vetstat","tranwork"
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),30000,0,21850,1,1,1,0,0,0,0,0,0,0,0,0,3,1,0,1,49,49,0,Parent-in-Law,80,Female,White,Widowed,2__children,Michigan,No_not_in_school,Grade_12,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,?,0,0,?,?,?,?,Worked_more_than_10_yrs_ago,No,950,0,0,0,950,0,0,501,Same_house,?,5,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),42500,0,29050,1,1,1,1,0,0,0,0,0,0,2,1,3,1,0,1,18,18,0,Head_Householder,44,Male,White,Married_spouse_present,?,California,No_not_in_school,4+_years_of_college,Not_enrolled,Employed,Yes_in_labor_force,Managers_officials_and_proprietors_(nec),41,68,Petroleum_refining,Works_for_wages_salary,50-52_weeks,30-34_hours,?,Yes,26350,21250,0,0,0,0,5050,501,Same_house,?,5,Yes,Driver
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,198,7550,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,Head_Householder,70,Male,White,Married_spouse_present,?,Kansas,No_not_in_school,Grade_11,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,Artists_and_art_teachers,31,67,Gasoline_service_stations,Works_for_wages_salary,?,?,Worked_7-10_yrs_ago,No,5850,0,0,0,1650,0,4150,340,Same_house,?,6,Yes,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,120,1450,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,Head_Householder,75,Male,White,Married_spouse_present,?,Canada,No_not_in_school,Grade_5-8,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,Painters_construction_and_maintenance,23,16,Construction,Self-employed,?,?,Worked_2_yrs_prior,No,1450,0,0,0,1450,0,0,65,Same_state_countydifferent_house,?,4,Yes,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),42500,0,50000,1,1,1,1,0,0,0,0,0,0,2,1,6,4,0,1,16,8,0,Head_Householder,46,Male,White,Married_spouse_present,?,Ohio,No_not_in_school,4+_years_of_college,Not_enrolled,Employed,Yes_in_labor_force,Physicians_and_surgeons,79,92,Medical_and_other_health_services_except_hospitals,Self-employed,50-52_weeks,60+_hours,?,Yes,50000,49050,550,0,0,0,1550,501,Same_house,?,6,Yes,Driver
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),8750,0,2950,1,1,1,1,0,0,0,0,0,0,0,0,5,0,0,1,99,99,0,Grandchild,4,Female,Black_Negro,Never_married_single,?,California,No_not_in_school,None_or_preschool,Not_enrolled,?,?,?,0,0,?,?,?,?,?,?,999999,999999,999999,999999,99999,99999,99999,66,?,?,4,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,80,9950,1,1,1,1,0,0,0,0,0,0,2,1,4,2,2,1,2,0,0,Head_Householder,30,Male,White,Married_spouse_present,?,New_York,No_not_in_school,Grade_5-8,Not_enrolled,Unemployed,Yes_in_labor_force,Meat_cutters_except_slaughter_and_packing_house,28,29,Food_stores_except_dairy,Works_for_wages_salary,50-52_weeks,?,Worked_current_yr,Yes,9950,9550,0,0,0,0,350,267,Same_state_countydifferent_house,?,3,Yes,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),42500,0,15050,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,Head_Householder,52,Male,White,Married_spouse_present,?,Oklahoma,No_not_in_school,Grade_12,Not_enrolled,Employed,Yes_in_labor_force,Cement_and_concrete_finishers,27,19,Construction,Works_for_wages_salary,50-52_weeks,41-48_hours,?,Yes,15050,15050,0,0,0,0,0,501,Same_house,?,6,Yes,Driver
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,110,3050,1,1,1,1,0,0,0,0,0,0,2,1,4,2,0,1,18,17,0,Head_Householder,60,Male,White,Married_spouse_present,?,Iowa,No_not_in_school,Grade_11,Not_enrolled,Employed,Yes_in_labor_force,Taxicab_drivers_and_chauffeurs,22,10,Taxicab_service,Works_for_wages_salary,14-26_weeks,49-59_hours,?,Yes,3050,3050,0,0,0,0,0,79,Same_state_countydifferent_house,?,3,No_Service,Driver
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),42500,0,24450,1,1,1,1,0,0,0,0,0,0,2,1,7,5,0,1,16,5,0,Head_Householder,43,Male,White,Married_spouse_present,?,Minnesota,No_not_in_school,4+_years_of_college,Not_enrolled,Employed,Yes_in_labor_force,Salesmen_and_sales_clerks_(nec),24,47,Not_specified_food_industries,Works_for_wages_salary,48-49_weeks,41-48_hours,?,Yes,23350,23050,0,0,0,0,250,445,Different_state,Wisconsin,3,Yes,Driver
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,130,9850,1,1,1,1,0,0,0,0,0,0,1,1,4,2,2,1,2,1,0,Spouse,21,Female,White,Married_spouse_present,2__children,California,No_not_in_school,Grade_12,Not_enrolled,Employed,Yes_in_labor_force,Operative_and_kindred_workers_(nec),22,18,Electrical_machinery_equipment_and_supplies,Works_for_wages_salary,27-39_weeks,40_hours,?,Yes,2150,2150,0,0,0,0,0,265,Same_state_countydifferent_house,?,1,?,Driver
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),22500,0,13150,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,Head_Householder,56,Male,Black_Negro,Married_spouse_present,?,United_States_ns,No_not_in_school,Grade_10,Not_enrolled,Employed,Yes_in_labor_force,Operative_and_kindred_workers_(nec),25,18,Auto_repair_services_and_garages,Works_for_wages_salary,50-52_weeks,40_hours,?,Yes,13050,13050,0,0,0,0,0,501,Same_house,?,6,No_Service,Driver
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),30000,0,5050,1,1,1,1,0,0,0,0,0,0,1,1,3,1,0,1,11,11,0,Spouse,46,Female,White,Married_spouse_present,2__children,Iowa,No_not_in_school,1_to_3_years_of_college,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,?,0,0,?,?,?,?,Worked_more_than_10_yrs_ago,No,0,0,0,0,0,0,0,171,Same_house,?,6,?,?
97,Institution,Other_institutions,Non-Farm,?,999999,0,999999,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,Institutional_inmates,77,Female,White,Married_spouse_absent,1_child,Missouri,No_not_in_school,1_to_3_years_of_college,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,?,0,0,?,?,?,?,Never_worked,No,2450,0,0,0,850,0,1550,0,Same_state_countydifferent_house,?,1,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),16250,0,12350,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,Spouse,58,Female,White,Married_spouse_present,3,Minnesota,No_not_in_school,Grade_10,Not_enrolled,Employed,Yes_in_labor_force,Salesmen_and_sales_clerks_(nec),24,47,Five_and_ten_cent_stores,Works_for_wages_salary,50-52_weeks,30-34_hours,?,Yes,4050,4050,0,0,0,0,0,501,Same_house,?,5,?,Driver
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),42500,0,23150,1,1,1,1,2,0,1,1,0,1,0,0,6,0,0,1,99,99,3,Child,13,Male,White,Never_married_single,?,Minnesota,Yes_in_school,Grade_5-8,Public_school,?,?,?,0,0,?,?,?,?,?,?,999999,999999,999999,999999,99999,99999,99999,472,Same_house,?,5,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,120,12650,1,1,2,1,2,0,1,1,0,1,0,0,6,0,0,1,99,99,2,Child,0,Female,White,Never_married_single,?,California,?,?,?,?,?,?,0,0,?,?,?,?,?,?,999999,999999,999999,999999,99999,99999,99999,250,?,?,2,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),42500,0,7650,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,Spouse,19,Female,White,Married_spouse_present,No_children,California,No_not_in_school,Grade_12,Not_enrolled,Employed,Yes_in_labor_force,Attendants_physicians_and_dentists_office,16,38,Medical_and_other_health_services_except_hospitals,Works_for_wages_salary,50-52_weeks,40_hours,?,Yes,3550,3550,0,0,0,0,0,311,Same_state_countydifferent_house,?,1,?,Driver
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,120,16350,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,Spouse,50,Female,White,Married_spouse_present,1_child,Kansas,No_not_in_school,Grade_12,Not_enrolled,Employed,Yes_in_labor_force,Bookkeepers,22,51,Electric-gas_utilities,Works_for_wages_salary,50-52_weeks,40_hours,?,Yes,7550,7050,0,0,0,0,450,501,Same_state_countydifferent_house,?,1,?,Driver
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),30000,0,20950,1,1,1,1,0,0,0,0,0,0,2,1,5,3,0,1,23,12,0,Head_Householder,48,Male,White,Married_spouse_present,?,Rhode_Island,No_not_in_school,Grade_12,Not_enrolled,Employed,Yes_in_labor_force,Managers_officials_and_proprietors_(nec),41,68,Misc_business_services,Works_for_wages_salary,50-52_weeks,49-59_hours,?,Yes,16150,16050,0,0,0,0,50,467,Same_house,?,6,No_Service,Driver
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,100,4050,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,Head_Householder,27,Male,Black_Negro,Married_spouse_present,?,California,No_not_in_school,Grade_12,Not_enrolled,Employed,Yes_in_labor_force,Salesmen_and_sales_clerks_(nec),24,47,Liquor_stores,Works_for_wages_salary,50-52_weeks,40_hours,?,Yes,4050,4050,0,0,0,0,0,165,Same_state_countydifferent_house,?,1,Yes,Driver
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,130,5450,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,Head_Householder,27,Male,Black_Negro,Separated,?,United_States_ns,No_not_in_school,1_to_3_years_of_college,Not_enrolled,Employed,Yes_in_labor_force,Operative_and_kindred_workers_(nec),23,18,Motor_vehicles_and_motor_vehicle_equipment,Works_for_wages_salary,27-39_weeks,40_hours,?,Yes,5450,5450,0,0,0,0,0,286,Same_house,?,5,No_Service,Driver
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),8750,0,11750,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,Spouse,51,Female,Black_Negro,Married_spouse_present,No_children,Texas,No_not_in_school,Grade_10,Not_enrolled,Employed,Yes_in_labor_force,Laundry_and_dry_cleaning_Operatives,17,15,Laundering_cleaning_and_dyeing,Works_for_wages_salary,50-52_weeks,40_hours,?,Yes,4050,4050,0,0,0,0,0,478,Same_state_countydifferent_house,?,3,?,Driver
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),18750,0,8050,1,1,1,1,0,0,0,0,0,0,1,1,4,2,0,1,11,9,0,Spouse,35,Female,White,Married_spouse_present,No_children,California,No_not_in_school,Grade_12,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,?,0,0,?,?,?,?,Worked_more_than_10_yrs_ago,No,0,0,0,0,0,0,0,216,Same_house,?,5,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,110,8750,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,19,19,0,Head_Householder,58,Female,White,Separated,2__children,United_States_ns,No_not_in_school,4+_years_of_college,Not_enrolled,Employed,Yes_in_labor_force,Service_workers_except_private_household_(nec),11,11,Educational_services,Works_for_wages_salary,50-52_weeks,30-34_hours,?,Yes,6950,50,0,0,850,0,6050,356,Moved_place_not_reported,?,1,?,Driver
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,170,15350,1,1,1,1,0,0,0,0,0,0,2,1,6,4,0,1,21,7,0,Head_Householder,44,Male,White,Married_spouse_present,?,New_Jersey,No_not_in_school,Grade_12,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,Bartenders,25,19,Eating_and_drinking__places,Self-employed,50-52_weeks,?,Worked_current_yr,Yes,7350,5450,1850,0,0,0,0,304,Same_state_countydifferent_house,?,4,Yes,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),22500,0,17350,1,1,1,1,2,0,1,1,0,1,0,0,5,0,0,1,99,99,2,Child,15,Female,White,Never_married_single,No_children,California,Yes_in_school,Grade_9,Public_school,Not_in_labor_force,No_not_in_labor_force,?,0,0,?,?,?,?,Never_worked,No,0,0,0,0,0,0,0,375,Same_house,?,6,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,150,50,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,Head_Householder,52,Female,White,Widowed,2__children,Pennsylvania,No_not_in_school,Grade_12,Not_enrolled,Unemployed,Yes_in_labor_force,Salesmen_and_sales_clerks_(nec),24,47,Apparel_and_accessories_stores_except_shoe,Works_for_wages_salary,40-47_weeks,?,Worked_previous_yr,Yes,50,50,0,0,0,0,0,3,Same_state_countydifferent_house,?,1,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,68,3550,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,Head_Householder,67,Female,White,Widowed,1_child,California,No_not_in_school,Grade_5-8,Not_enrolled,Employed,Yes_in_labor_force,Service_workers_except_private_household_(nec),10,11,Hospitals,Works_for_wages_salary,50-52_weeks,40_hours,?,Yes,3550,3550,0,0,0,0,0,202,Same_house,?,5,?,Walked_only
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),18750,0,13650,1,1,1,1,0,0,0,0,0,0,1,1,4,2,1,1,6,1,0,Spouse,41,Female,Black_Negro,Married_spouse_present,No_children,Alabama,No_not_in_school,Grade_12,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,Operative_and_kindred_workers_(nec),22,18,Apparel_and_accessories,Works_for_wages_salary,?,?,Worked_7-10_yrs_ago,No,0,0,0,0,0,0,0,367,Same_state_countydifferent_house,?,2,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,75,8050,1,1,1,1,2,0,1,1,0,1,0,0,6,0,0,1,99,99,3,Child,0,Female,White,Never_married_single,?,California,?,?,?,?,?,?,0,0,?,?,?,?,?,?,999999,999999,999999,999999,99999,99999,99999,164,?,?,1,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,110,9050,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,Child,1,Female,White,Never_married_single,?,California,?,?,?,?,?,?,0,0,?,?,?,?,?,?,999999,999999,999999,999999,99999,99999,99999,243,?,?,1,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),22500,0,9550,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,99,99,0,Other_non-relatives,5,Male,White,Never_married_single,?,Massachusetts,No_not_in_school,None_or_preschool,Not_enrolled,?,?,?,0,0,?,?,?,?,?,?,999999,999999,999999,999999,99999,99999,99999,1,Same_house,?,4,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),30000,0,11550,1,1,1,1,0,0,0,0,0,0,2,1,4,2,0,1,16,12,0,Head_Householder,45,Male,White,Married_spouse_present,?,Pennsylvania,No_not_in_school,Grade_12,Not_enrolled,Employed,Yes_in_labor_force,Carpenters,23,19,Construction,Works_for_wages_salary,50-52_weeks,40_hours,?,Yes,11550,11550,0,0,0,0,0,310,Same_state_countydifferent_house,?,4,Yes,Driver
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),42500,0,16050,1,1,1,1,0,0,0,0,0,0,1,1,3,1,0,1,15,15,0,Spouse,40,Female,White,Married_spouse_present,1_child,California,No_not_in_school,Grade_12,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,Attendants_professional_and_personal_service_(nec),15,26,Misc_business_services,Works_for_wages_salary,?,?,Worked_7-10_yrs_ago,No,0,0,0,0,0,0,0,501,Same_house,?,5,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),42500,0,23150,1,1,1,1,2,0,1,1,0,1,0,0,3,0,0,1,99,99,0,Child,20,Female,White,Never_married_single,No_children,Indiana,Yes_in_school,1_to_3_years_of_college,Public_school,Not_in_labor_force,No_not_in_labor_force,?,0,0,?,?,?,?,Never_worked,No,0,0,0,0,0,0,0,501,Same_house,?,6,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,55,5650,2,0,1,0,1,0,1,0,0,0,0,0,5,0,0,1,99,99,3,Child,0,Male,Black_Negro,Never_married_single,?,California,?,?,?,?,?,?,0,0,?,?,?,?,?,?,999999,999999,999999,999999,99999,99999,99999,131,?,?,1,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),30000,0,10250,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,99,99,0,Partner_friend_visitor,41,Female,White,Never_married_single,No_children,New_Jersey,No_not_in_school,1_to_3_years_of_college,Not_enrolled,Employed,Yes_in_labor_force,Stenographers_typists_and_secretaries,22,61,Misc_machinery,Works_for_wages_salary,50-52_weeks,35-39_hours,?,Yes,7850,7850,0,0,0,0,0,411,Same_state_countydifferent_house,?,2,?,Driver
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,150,12650,1,1,1,1,0,0,0,0,0,0,2,1,3,1,1,1,3,3,0,Head_Householder,30,Male,White,Married_spouse_present,?,New_York,Yes_in_school,1_to_3_years_of_college,Public_school,Employed,Yes_in_labor_force,Mechanics_and_repairmen_(nec),29,27,Fabricated_steel_products,Works_for_wages_salary,50-52_weeks,41-48_hours,?,Yes,8550,8550,0,0,0,0,0,428,Same_state_countydifferent_house,?,1,Yes,Driver
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,100,6950,1,0,1,0,1,0,1,0,0,0,0,0,3,0,0,1,99,99,1,Child,42,Male,Black_Negro,Never_married_single,?,Missouri,No_not_in_school,1_to_3_years_of_college,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,Laborers_(nec),20,8,Furniture_and_fixtures,Works_for_wages_salary,40-47_weeks,?,Worked_previous_yr,Yes,2050,2050,0,0,0,0,0,242,Same_house,?,4,Yes,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,100,6050,1,1,1,1,0,0,0,0,0,0,1,1,3,1,0,1,6,6,0,Spouse,26,Female,White,Married_spouse_present,1_child,California,No_not_in_school,Grade_12,Not_enrolled,Employed,Yes_in_labor_force,Attendants_hospital_and_other_institution,15,13,Hospitals,Works_for_wages_salary,50-52_weeks,40_hours,?,Yes,5950,5950,0,0,0,0,0,205,Same_state_countydifferent_house,?,2,?,Driver
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),18750,0,13350,1,1,1,1,0,0,0,0,0,0,1,1,6,4,0,1,17,9,0,Spouse,45,Female,White,Married_spouse_present,5,California,No_not_in_school,Grade_12,Not_enrolled,Employed,Yes_in_labor_force,Stenographers_typists_and_secretaries,22,61,Educational_services,Works_for_wages_salary,48-49_weeks,40_hours,?,Yes,4550,4550,0,0,0,0,0,272,Same_house,?,6,?,Walked_only
97,Institution,Other_institutions,Non-Farm,?,999999,0,999999,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,Institutional_inmates,87,Female,White,Widowed,1_child,United_States_ns,No_not_in_school,Grade_12,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,?,0,0,?,?,?,?,?,No,950,0,0,0,950,0,0,0,Moved_place_not_reported,?,2,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,120,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,6,6,0,Head_Householder,26,Female,White,Divorced,1_child,Massachusetts,No_not_in_school,Grade_11,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,?,0,0,?,?,?,?,Never_worked,No,0,0,0,0,0,0,0,1,Same_state_countydifferent_house,?,1,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),16250,0,10550,1,1,1,1,0,0,0,0,0,0,2,1,6,4,1,1,13,4,0,Head_Householder,33,Male,White,Married_spouse_present,?,New_Mexico,No_not_in_school,Grade_9,Not_enrolled,Employed,Yes_in_labor_force,Operative_and_kindred_workers_(nec),23,18,Fabricated_steel_products,Works_for_wages_salary,48-49_weeks,41-48_hours,?,Yes,10050,10050,0,0,0,0,0,215,Same_house,?,5,No_Service,Driver
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),42500,0,22650,1,1,1,1,0,0,0,0,0,0,2,1,3,1,0,1,18,18,0,Head_Householder,54,Male,White,Married_spouse_present,?,Iowa,No_not_in_school,4+_years_of_college,Not_enrolled,Employed,Yes_in_labor_force,Managers_officials_and_proprietors_(nec),41,68,Misc_business_services,Works_for_wages_salary,50-52_weeks,41-48_hours,?,Yes,21750,22050,-00004,0,0,0,150,501,Same_state_countydifferent_house,?,3,No_Service,Driver
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,32,1750,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,Head_Householder,75,Male,White,Never_married_single,?,Yugoslavia,No_not_in_school,Grade_12,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,?,0,0,?,?,?,?,Worked_more_than_10_yrs_ago,No,1750,0,0,0,1450,0,250,99,Same_house,?,5,No_Service,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,65,8150,1,0,1,0,1,0,1,0,0,0,0,0,2,0,0,1,99,99,0,Child,26,Male,Black_Negro,Never_married_single,?,Texas,No_not_in_school,Grade_12,Not_enrolled,Employed,Yes_in_labor_force,Charwomen_and_cleaners,16,10,Real_estate,Works_for_wages_salary,?,41-48_hours,?,No,3050,0,0,0,0,0,3050,332,Moved_place_not_reported,?,1,Yes,Passenger
97,Other_group_quarters,Rooming_house,Non-Farm,?,999999,0,999999,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,Other_non-relatives,48,Male,Black_Negro,Divorced,?,United_States_ns,No_not_in_school,Grade_5-8,Not_enrolled,Unemployed,Yes_in_labor_force,Clerical_and_kindred_workers_(n_e_c_),25,44,Laundering_cleaning_and_dyeing,Works_for_wages_salary,14-26_weeks,?,Worked_previous_yr,Yes,1550,1550,0,0,0,0,0,0,Moved_place_not_reported,?,2,Yes,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,135,9150,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,Head_Householder,59,Male,White,Married_spouse_present,?,Yugoslavia,No_not_in_school,Grade_11,Not_enrolled,Employed,Yes_in_labor_force,Cooks_except_private_household,16,15,Eating_and_drinking__places,Works_for_wages_salary,50-52_weeks,40_hours,?,Yes,6050,6050,0,0,0,0,0,372,Same_state_countydifferent_house,?,4,No_Service,Walked_only
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,90,4250,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,Spouse,49,Female,White,Married_spouse_present,2__children,South_Carolina,No_not_in_school,Grade_9,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,Waiters_and_waitresses,11,16,Eating_and_drinking__places,Works_for_wages_salary,14-26_weeks,?,Worked_previous_yr,Yes,450,450,0,0,0,0,0,173,Same_house,?,5,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,160,10450,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,Spouse,48,Female,White,Married_spouse_present,2__children,New_York,No_not_in_school,Grade_12,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,?,0,0,?,?,?,?,Never_worked,No,350,0,0,0,0,0,350,425,Same_state_countydifferent_house,?,3,?,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,98,4350,1,1,1,1,0,0,0,0,0,0,2,1,4,2,2,1,3,2,0,Head_Householder,25,Male,Black_Negro,Married_spouse_present,?,California,No_not_in_school,Grade_11,Not_enrolled,Unemployed,Yes_in_labor_force,Laborers_(nec),20,8,Food_stores_except_dairy,Works_for_wages_salary,40-47_weeks,?,Worked_previous_yr,Yes,3250,3250,0,0,0,0,0,117,Same_state_countydifferent_house,?,1,Yes,?
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,175,27350,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,Head_Householder,37,Male,White,Divorced,?,France,No_not_in_school,4+_years_of_college,Not_enrolled,Employed,Yes_in_labor_force,Operative_and_kindred_workers_(nec),23,18,Electrical_machinery_equipment_and_supplies,Works_for_wages_salary,50-52_weeks,41-48_hours,?,Yes,27350,27050,0,0,0,0,250,501,Different_state,Maryland,1,Yes,Driver
97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),50000,0,15250,1,1,1,1,0,0,0,0,0,0,1,1,4,2,1,1,6,2,0,Spouse,27,Female,White,Married_spouse_present,2__children,California,No_not_in_school,Grade_12,Not_enrolled,Employed,Yes_in_labor_force,Musicians_and_music_teachers,22,52,Educational_services,Self-employed,50-52_weeks,30-34_hours,?,Yes,3650,0,3650,0,0,0,0,410,Same_state_countydifferent_house,?,3,?,Driver
