ACTION,RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE
1,45040,23338,117961,118052,118867,122129,270992,121916,122131
1,35376,49772,91261,118026,118746,118747,126309,118453,118749
1,42416,53255,120864,120865,124449,118685,284982,308574,118687
1,45337,16671,117961,118052,118706,118523,310608,118331,118525
1,106542,57757,117961,118343,142038,118321,118448,290919,118322
1,42093,4887,117961,118343,120126,120497,223125,118424,120499
1,104287,5701,117961,118052,120709,120097,174445,270488,120099
1,80900,56193,117961,118300,120410,118784,117906,290919,118786
1,971,4175,117961,118343,118292,119433,133686,118424,119435
1,79092,7023,117961,117962,119223,118278,118260,290919,118279
1,969,15631,118256,119428,118623,126684,193644,292795,126685
1,106306,16922,117961,117962,118501,117905,240983,290919,117908
1,99558,4434,117961,118052,120671,118321,118448,290919,118322
1,37709,50498,117910,117911,117941,117885,117913,117887,117888
1,29119,96560,117961,118327,4674,117905,117906,290919,117908
1,80195,1334,117961,117962,118910,119949,230830,290919,119951
1,30932,3509,118752,119070,118042,118043,118043,270488,118046
1,79625,54642,118185,131390,120283,120647,131391,118398,120649
1,80682,15626,117961,118386,129128,120516,307024,120518,120519
1,33249,17261,117961,118343,118833,118054,120514,117887,118055
1,18072,6879,117902,118041,119238,119093,119239,119095,119096
1,39262,7278,91261,118026,118202,118321,117906,290919,118322
1,17278,52105,118595,118596,81476,120344,130834,118424,120346
1,23497,70264,117961,118343,120722,118777,279443,308574,118779
1,92863,7460,117961,118300,118783,118784,147114,290919,118786
1,30926,94005,117902,118041,119238,119093,138522,119095,119096
1,45019,6216,117961,118327,118328,118841,123378,118643,118843
1,101783,44053,117961,117962,117904,127782,123170,290919,127783
1,25788,54303,117961,118327,118492,118747,125738,118453,118749
1,80222,2014,117961,117962,19666,118368,129597,117887,118486
1,15723,234670,117902,118041,119238,119093,119094,119095,119096
1,76553,14731,117961,118446,118447,118784,213944,290919,118786
0,38205,29335,118185,31010,117912,117879,117886,19721,117880
1,42093,6732,117961,117969,6725,120527,275449,6725,120529
1,772,782,117961,118413,127522,117905,117906,290919,117908
1,33175,8094,117961,118343,119142,118321,117906,290919,118322
1,73747,23804,117961,118413,120526,117905,117906,290919,117908
1,38723,12543,117961,118300,119019,125751,235741,118870,125753
1,31614,88570,117961,118413,120370,118321,117906,290919,118322
1,73194,48492,117961,118225,118403,118321,240983,290919,118322
1,38468,14609,117980,117981,118246,179731,125290,117887,117973
1,73144,4838,117961,118343,119598,119433,133686,118424,119435
1,15064,26615,117961,117969,19666,179731,118394,117887,117973
1,6977,1325,117961,117962,118910,117905,240983,290919,117908
1,74411,121925,117961,118327,118933,118784,118785,290919,118786
1,35643,5211,118290,118291,119837,118980,261436,118295,118982
1,31672,3526,117961,118225,120323,119093,152422,119095,119096
1,3826,196,117961,118413,121639,117905,117906,290919,117908
1,20271,55845,117916,117917,117884,117879,117886,19721,117880
1,41418,61016,119596,119597,119703,118912,174408,118424,118914
1,87824,3332,117961,118343,121747,118784,130735,290919,118786
1,20743,58677,118084,118085,117920,118568,122142,19721,118570
1,16116,13828,117961,118300,121977,120647,311441,118398,120649
1,32270,4219,117961,118300,120312,120313,157234,118424,120315
1,278393,17227,117961,118343,118979,118826,158101,118424,118828
1,32270,141,117961,118225,122273,118321,117906,290919,118322
1,75834,3017,117902,117903,118783,117905,118036,290919,117908
1,42085,51124,117961,118300,118631,118422,161852,118424,118425
0,22680,240,117961,118386,118404,118321,117906,290919,118322
1,5893,2049,117887,124157,118378,119192,159717,119184,119194
1,18418,4936,117961,118343,118292,120497,133686,118424,120499
1,1028,6071,117961,118413,122007,118321,118448,290919,118322
1,70453,13201,117951,117952,117941,117885,117886,117887,117888
1,78167,8715,117961,118052,119986,118321,240983,290919,118322
1,43452,6736,117961,117969,6725,122290,268766,6725,122292
1,43257,19829,117961,118386,118896,120773,310589,118960,120774
1,39396,1350,117961,118052,120096,118321,117906,290919,118322
1,4675,4004,117961,118343,118856,117905,117906,290919,117908
1,79888,8516,117961,118386,118733,169634,235935,118736,169635
1,35971,1334,117961,117962,118910,118451,130134,118453,118454
1,80743,7679,118573,118574,135245,259173,126238,292795,118943
0,28478,73825,118315,118463,119214,118784,121926,290919,118786
1,27348,3116,117961,118300,147589,118826,236735,118424,118828
1,26360,5652,117961,118300,121305,118321,117906,290919,118322
1,25328,53255,120864,120865,124449,118685,284982,308574,118687
1,15716,59230,119280,119281,117945,280788,280788,292795,119082
0,20284,58590,118953,118954,117884,118568,281735,19721,118570
1,20351,6216,117961,118052,118328,124886,306399,118643,124888
1,25883,3688,120883,120884,118378,119192,300603,119184,119194
1,80510,95486,117961,118327,118862,120647,311441,118398,120649
1,15716,2440,118752,119070,119121,280788,280788,292795,119082
1,34924,3236,117961,118327,129972,117905,240983,290919,117908
0,20364,13851,117961,118386,118522,307024,306404,118331,118332
1,3853,17592,117961,118386,121961,118368,254718,117887,118486
1,79936,123605,118658,118659,123606,118784,123607,290919,118786
1,6682,5506,117961,118343,118514,118321,117906,290919,118322
1,27876,27611,117916,117917,117920,118568,122142,19721,118570
1,80644,13849,117961,118386,119954,118523,310608,118331,118525
1,84688,4023,117961,118446,119064,117905,117906,290919,117908
1,16271,5730,117961,118446,118833,120578,137493,118762,120580
1,81527,3120,117961,118300,120312,118792,255249,118424,118794
1,13878,13278,118219,118220,118221,117899,117899,19721,117900
1,3719,85019,117916,117917,117941,117879,117886,19721,117880
1,6094,49850,117961,118413,122007,117905,118260,290919,117908
1,25993,19839,117961,118300,123201,118321,118448,290919,118322
1,20364,2908,117961,118343,118979,120344,303717,118424,120346
1,31441,2296,117961,118413,277693,123737,127475,118960,123738
1,15701,55896,118074,23779,131868,119192,119192,119184,119194
1,43630,15387,118555,118178,118575,119849,212678,118638,119851
1,17292,3116,117961,118300,147589,118826,236735,118424,118828
1,80445,16972,117961,118343,119987,118523,310608,118331,118525
1,73171,46476,117902,117903,120171,120172,230830,290919,120173
1,14570,31067,117893,117894,117895,117899,117897,19721,117900
1,20293,51095,117926,118124,118344,118054,130424,117887,118055
1,75078,14839,138798,138799,120539,120952,130134,118453,120954
1,74038,858,117961,118327,118529,122129,305057,121916,122131
1,23960,141,117961,118225,122273,118321,117906,290919,118322
1,45610,19882,118006,118007,118008,118568,267952,19721,118570
1,77426,4909,117961,118300,118458,120006,143820,118424,120008
1,34950,5423,117961,118327,118391,123648,123107,120518,123650
1,25565,111670,117961,117962,118352,118685,120316,308574,118687
1,4675,18686,117961,118386,128823,117905,117906,290919,117908
1,43425,25618,117961,118327,118320,118641,150275,118643,118644
1,23096,53261,117961,118225,119824,118054,119601,117887,118055
1,15714,7782,118573,118574,117945,280788,280788,292795,119082
0,33240,1725,117902,117903,118507,179731,118368,117887,117973
1,41269,3889,117961,118386,121668,122551,140840,118762,122552
1,44194,19829,117961,118386,118896,120773,310589,118960,120774
1,21377,4072,118887,118888,120026,118834,252363,118424,118836
1,32270,84780,120864,121013,121961,307024,180407,118331,118332
1,18418,4931,118290,118291,120026,118422,243787,118424,118425
1,40630,52105,118595,118596,81476,121469,130834,118424,121471
1,81482,6454,117961,118343,118856,120773,165589,118960,120774
1,28566,50280,119178,119179,117895,117896,117913,117887,117898
1,40997,6199,117961,118225,120663,118321,117906,290919,118322
1,74610,18310,118216,118217,118846,179731,123998,117887,117973
1,36966,51740,118752,119070,119121,280788,130913,292795,119082
1,111141,17305,117961,118327,118529,118685,132642,308574,118687
1,14960,12767,118084,118085,117941,117885,117913,117887,117888
1,28149,50019,117961,118052,120096,118784,121873,290919,118786
1,1020,17261,117961,118343,118833,118054,120514,117887,118055
1,38813,33,117961,118413,119968,117905,117906,290919,117908
1,4673,14798,117961,118386,118746,121594,126485,4673,121596
1,16191,2061,117961,118327,120383,118641,306399,118643,118644
1,78023,59000,118181,118182,117941,117885,117913,117887,117888
1,3853,7001,117961,118327,118933,128230,302830,4673,128231
1,74490,141,117961,118225,122273,120773,118959,118960,120774
1,77213,1080,117961,118327,118378,120952,120953,118453,120954
1,37139,17640,117961,118052,121668,118259,234813,290919,118261
1,33125,131441,117961,118343,119598,119433,133686,118424,119435
1,19998,3000,117961,118225,120551,117905,240983,290919,117908
1,20733,11987,118006,118007,118008,118568,127856,19721,118570
1,34026,69089,117961,118300,117970,179731,131312,117887,117973
1,23096,16065,117961,118225,120551,118536,132799,308574,118539
1,77975,3811,120864,121013,118395,118396,269406,118398,118399
1,45183,17549,117961,118446,119064,120690,136365,290919,120692
0,20897,7579,117961,118300,119987,118530,257965,118131,118532
1,16443,6736,117961,117969,6725,122290,268766,6725,122292
1,33039,7519,91261,118026,118202,118784,124402,290919,118786
1,6977,5730,117961,118446,118833,120578,120579,118762,120580
1,24016,3949,117961,117962,118352,118685,237731,308574,118687
1,79092,6352,118114,118115,117941,118568,122535,19721,118570
1,17308,7539,117961,118343,119987,117905,117906,290919,117908
1,16145,85728,118212,118580,117895,117896,117897,117887,117898
1,16443,7076,117961,118225,120041,122849,120324,119095,122850
1,4605,771,117961,118300,118437,117905,117906,290919,117908
1,18418,70264,117961,118343,118437,124435,118362,118363,124436
1,29082,1550,117961,118225,123173,118054,119601,117887,118055
1,732,770,117961,118300,119181,118451,130134,118453,118454
1,15915,32457,117961,118327,118320,117905,117906,290919,117908
1,35017,4936,117961,118343,118292,120497,133686,118424,120499
1,25885,2229,117961,118413,118450,119192,119193,119184,119194
1,21052,50997,117961,118052,120539,118321,117906,290919,118322
1,33154,6843,117961,117969,6725,125687,259130,6725,125689
1,18404,52108,117961,118343,119993,117905,117906,290919,117908
0,92936,16225,117961,117962,122059,120690,120690,290919,120692
1,44827,1903,117961,118343,118514,118685,120316,308574,118687
1,79886,5405,117961,118343,119598,117905,117906,290919,117908
1,28419,4511,117961,118300,119181,117905,240983,290919,117908
1,25098,3688,120883,120884,118378,128093,300603,119184,128095
1,75443,4375,117961,118343,120347,307024,132719,118331,118332
1,34950,25254,117961,118327,120299,137969,127593,118612,137970
1,33111,1553,117961,118225,123173,119093,120324,119095,119096
1,25624,7388,117961,118225,119924,118318,168365,118205,118319
1,28362,16244,117961,118327,120318,120690,127922,290919,120692
1,41582,2343,119691,119692,118635,122967,311441,119695,122969
1,77446,7520,117961,118343,124725,118321,240983,290919,118322
1,75834,59748,117961,118386,120361,117905,117906,290919,117908
1,18418,7578,117961,118343,118437,117905,117906,290919,117908
1,86160,3526,117961,118225,137996,119093,121698,119095,119096
1,3853,671,117961,117962,118352,118321,240983,290919,118322
0,76424,4219,117961,118300,120312,120313,157234,118424,120315
1,36735,50396,117975,117976,117884,118568,130202,19721,118570
1,23875,34370,118074,23779,189629,179731,125334,117887,117973
0,25993,52916,117890,118102,117878,127700,240782,19721,127702
1,79121,4582,118595,118596,81476,118422,149098,118424,118425
1,38469,10038,5110,117954,117895,117885,117955,117887,117888
1,34535,1755,117961,117962,119223,125793,146749,118643,125795
1,43799,6021,117961,118413,122007,118784,117906,290919,118786
1,28149,56744,117961,118386,118635,118685,262400,308574,118687
1,93573,4589,117961,118327,120383,118784,200462,290919,118786
1,982,4413,117961,118343,118833,118321,290878,290919,118322
1,79299,1383,121005,121006,118575,122129,164523,121916,122131
1,4675,32242,117961,118327,118929,118321,118785,290919,118322
0,76882,59288,117961,118327,204054,118321,117906,290919,118322
1,32580,3973,118887,118888,118631,118912,309291,118424,118914
1,58905,4837,117961,118300,120026,118054,119601,117887,118055
1,6449,144199,118658,125100,118856,118784,239344,290919,118786
0,40069,45963,117961,118386,118896,122645,309858,119221,122647
1,81257,44024,117961,117962,122215,119849,128470,118638,119851
1,73067,7519,91261,118026,118202,118784,124402,290919,118786
1,707,49961,117961,118225,118403,117905,117906,290919,117908
1,20364,4909,117961,118300,118458,120497,223125,118424,120499
1,34130,50460,118290,118291,118631,118826,311635,118424,118828
1,28294,1350,117961,118052,120096,117905,117906,290919,117908
1,78150,3868,117961,118052,122938,117905,117906,290919,117908
1,20273,27430,117980,117981,117884,117885,117913,117887,117888
1,30564,85475,117961,118300,120410,118321,117906,290919,118322
1,42085,7539,117961,118343,119987,117905,117906,290919,117908
1,106554,1447,117961,118343,120722,120690,120690,290919,120692
1,15797,126191,119301,119302,119303,118321,117906,290919,118322
1,6104,6116,117961,118343,120666,120006,255097,118424,120008
1,75179,17451,117961,118052,126137,126138,148208,124136,126140
1,34924,25262,117961,118327,118320,122297,301475,118331,118899
0,35528,4903,118290,118291,118825,118293,196697,118295,118296
1,23961,125466,117902,117903,120171,121015,160460,119006,121017
1,4675,1483,117961,117962,118840,118841,118842,118643,118843
1,21750,7651,117961,118386,118692,117905,117906,290919,117908
1,76860,7583,118990,118991,118992,118321,120828,290919,118322
1,34780,2594,117961,118300,123472,118784,117906,290919,118786
1,31760,2260,117961,118343,119598,120497,133686,118424,120499
1,15705,6699,117961,118343,119993,118321,240983,290919,118322
1,25993,4965,120864,121013,124133,124134,225335,124136,124137
1,74212,3889,117961,118386,121668,122551,140840,118762,122552
1,20279,13201,117951,117952,117941,117885,117886,117887,117888
1,42347,2649,117961,118413,120526,118784,152747,290919,118786
1,32542,4554,117961,118300,118514,119962,168365,118205,119964
1,30868,89519,118953,118954,117884,118568,281735,19721,118570
1,23096,5115,117961,118300,118631,119587,176829,118704,119589
0,22947,14638,117961,118052,118992,118784,117906,290919,118786
1,23096,50806,117961,118446,119961,118259,118260,290919,118261
1,28566,8272,119740,119741,117895,117885,117913,117887,117888
1,43680,53214,118095,118096,118008,117879,117897,19721,117880
1,16174,19623,117961,118225,118403,118784,117906,290919,118786
1,79092,1942,119178,119179,117878,119192,135350,119184,119194
1,17308,4953,117961,118343,118911,120344,310997,118424,120346
1,81008,1313,117961,117962,117904,118368,118368,117887,118486
1,61234,17561,91261,118026,118202,118259,118260,290919,118261
1,29918,7424,5110,117954,117878,133111,306530,118870,133113
1,20351,2229,117961,118225,118450,119192,135136,119184,119194
1,20897,4549,117961,118225,120050,118259,118260,290919,118261
0,20897,17856,117961,117962,118673,123400,143238,19793,123402
1,73194,3800,117961,118225,118403,117905,240983,290919,117908
1,20364,22504,117961,118300,123055,120344,128788,118424,120346
1,38957,58526,117890,117891,117878,117899,123862,19721,117900
1,4675,17790,117961,118225,119924,118321,117906,290919,118322
1,20319,7014,117961,118446,119961,118259,118260,290919,118261
1,40848,7067,117961,118225,118403,117905,117906,290919,117908
1,78004,16802,117961,117969,19666,311867,118477,118478,118479
1,43584,3944,117961,118343,118514,118321,117906,290919,118322
1,110101,124899,117961,118327,120171,120647,249497,118398,120649
1,6977,3800,117961,118225,118403,117905,117906,290919,117908
1,33233,7389,117961,118386,118746,118451,152307,118453,118454
0,25287,13849,117961,118386,118317,307024,311622,118331,118332
1,39743,6035,117890,117891,117878,117879,117879,19721,117880
1,861,888,117902,117903,7646,118451,302623,118453,118454
1,4675,3878,117961,118327,119830,118321,117906,290919,118322
1,35990,5739,117961,118446,118684,127108,132156,118667,127110
1,4675,8461,117961,118327,118929,118459,288581,249618,118461
1,74412,16756,119062,130600,139677,117905,290919,290919,117908
1,72024,50051,117961,118052,120304,118054,120716,117887,118055
1,105365,8074,117961,118300,119181,118321,117906,290919,118322
1,35788,1728,117961,118327,118507,118890,138290,118398,118892
1,32541,17514,117961,118343,121747,117905,240983,290919,117908
1,6725,6846,117961,117969,6725,179731,160096,117887,117973
1,45300,4258,117961,118343,119598,118422,300136,118424,118425
1,36961,49381,118573,118574,117945,259173,127423,292795,118943
1,32270,8094,117961,118343,119142,118321,117906,290919,118322
1,36507,866,117961,118413,120526,118259,132668,290919,118261
1,39472,7320,5110,117954,122672,128197,273102,119772,128199
1,75631,2014,117961,117962,117904,119949,311441,290919,119951
1,15884,7913,117961,117962,120677,122067,297566,118424,122069
1,78700,2900,118887,118888,118458,118728,138565,118295,118730
1,20743,53319,118084,118085,131303,146249,146250,19793,146251
1,75447,59748,117961,118386,119954,117905,117906,290919,117908
1,33206,4151,118990,118991,118992,128230,302830,4673,128231
1,78398,7069,117961,118386,123844,117905,240983,290919,117908
1,27287,124899,117961,118327,120171,118890,149216,118398,118892
1,79092,17834,117902,117903,124725,117905,117906,290919,117908
1,37260,53223,117876,117877,117878,117879,117879,19721,117880
1,23921,5022,118887,118888,118631,118912,309291,118424,118914
1,25993,4950,117961,118343,119598,120344,303717,118424,120346
1,34950,4496,117961,118225,120551,117905,117906,290919,117908
1,4675,154585,118212,118213,120551,118321,240983,290919,118322
0,75876,18097,119280,119281,117945,117946,130662,292795,117948
1,26432,2680,120864,120865,120694,118636,310476,118638,118639
1,18072,46646,119280,119281,117945,280788,130913,292795,119082
1,16145,1030,117961,118343,120722,124435,118362,118363,124436
1,13878,56775,117916,117917,117884,117879,117886,19721,117880
1,25268,15887,117961,118052,120356,120357,310997,118424,120359
1,3853,11933,117961,118343,119142,307024,294485,118331,118332
1,3853,124925,117961,118225,122273,118784,147114,290919,118786
1,75270,70243,117961,118327,118492,129909,129910,118453,129911
1,23497,5278,118887,118888,125440,120006,303717,118424,120008
1,34817,8020,126974,126975,123631,118321,117906,290919,118322
1,20292,19429,117918,117919,117912,117885,117913,117887,117888
1,37630,671,117961,117962,118352,118784,117906,290919,118786
1,34562,5742,117961,118327,120559,118685,279443,308574,118687
1,25624,7338,117961,118225,118616,117905,240983,290919,117908
1,78696,1325,117961,117962,118910,117905,117906,290919,117908
1,21826,13838,117961,117969,130192,120621,151261,19793,120623
1,972,4551,117961,118343,118833,118422,300136,118424,118425
1,75078,94615,118315,118463,118522,119172,162182,118467,119174
1,27714,15918,117961,118327,118320,118685,120316,308574,118687
1,35376,28253,118315,118463,123089,118259,128796,290919,118261
1,75834,59748,117961,118386,120361,118321,240983,290919,118322
0,80729,3811,120864,121013,118395,118396,269406,118398,118399
1,19998,1553,117961,118225,123173,118054,121311,117887,118055
1,39323,28163,118315,118316,120361,118321,175154,290919,118322
1,36050,4500,117961,118052,118881,117905,117906,290919,117908
1,15703,2109,118006,118007,120694,118641,294129,118643,118644
1,38468,50323,117980,117981,117941,117885,117913,117887,117888
1,80177,2541,117961,118343,118856,117905,117906,290919,117908
0,15716,69370,118256,118257,117945,126684,280788,292795,126685
1,75834,17669,117961,118300,118514,117905,117906,290919,117908
1,26360,59765,117961,118386,118317,118523,294485,118331,118525
1,25877,1140,117961,117962,118352,118321,117906,290919,118322
1,38704,24708,117916,118011,118599,179731,164223,117887,117973
1,33980,53348,117961,117969,118970,118396,269406,118398,118399
1,27287,41595,121785,121786,120299,120300,292871,120302,120303
1,42849,4565,117961,118386,121961,118784,117906,290919,118786
1,41372,215806,118315,118316,123656,118321,211648,290919,118322
1,19666,22832,117961,117969,19666,118054,128999,117887,118055
1,75078,71189,117961,118386,121883,133306,168365,118205,133308
1,14662,13441,117961,118225,122870,118207,279443,270488,118209
1,43757,16566,117961,118327,120559,118054,123102,117887,118055
1,4675,4565,117961,118386,121961,117905,117906,290919,117908
1,42093,3104,117961,118343,123476,118054,118054,117887,118055
0,43637,3872,117961,118386,118522,118321,117906,290919,118322
1,6977,4620,117961,118300,119181,117905,180083,290919,117908
1,76551,9847,117876,117877,117878,117879,117879,19721,117880
1,25098,59312,118441,118442,118378,119192,300603,119184,119194
1,35716,9273,117951,117952,118008,117879,117897,19721,117880
1,15064,2290,117902,117903,118403,128422,122352,118453,128424
1,1732,1334,117961,117962,118910,119949,230830,290919,119951
1,2235,44917,117961,117962,118450,118054,118054,117887,118055
1,14662,61016,119596,119597,118597,120789,194103,118424,120791
1,79420,7807,117961,118327,118518,120097,146705,270488,120099
1,79562,5899,117961,118327,120318,118641,240982,118643,118644
1,34502,26320,117961,118327,118391,117905,240983,290919,117908
1,43174,54684,117961,117962,118910,118685,137802,308574,118687
1,15710,17128,117961,118300,119984,119949,230830,290919,119951
1,23194,5396,117961,118343,119993,117905,117906,290919,117908
1,26926,94495,5110,117954,117895,117885,117955,117887,117888
1,31020,6021,117961,118413,122007,118321,118448,290919,118322
1,81401,4097,117961,118413,120526,117905,117906,290919,117908
1,31202,3883,117961,118343,119987,118784,118785,290919,118786
1,27124,25254,117961,118327,120299,121122,121788,118612,121124
1,17308,53010,118752,119070,118042,118043,118043,270488,118046
1,15680,815,117961,118300,123719,117905,117906,290919,117908
1,6977,6046,117961,118446,120317,118321,240983,290919,118322
1,18255,1409,117961,118300,120722,118958,118959,118960,118961
1,110325,2062,117961,118327,119830,120773,118959,118960,120774
1,37630,14952,117961,117962,119223,119962,168365,118205,119964
1,41279,23989,117961,118446,118701,118702,135780,118704,118705
1,42085,85631,117961,118225,118616,119351,257510,3130,119353
1,41825,11148,118269,118270,117878,117885,117937,117887,117888
1,15714,2519,118169,118170,118623,280788,193644,292795,119082
1,25993,45965,117961,118386,120677,307024,294485,118331,118332
1,15716,55670,117902,118041,117945,118274,118806,292795,118276
1,78176,7389,117961,118386,118746,118451,152307,118453,118454
1,18072,4361,118573,118574,118623,118995,286106,292795,118997
1,27755,20508,118219,118220,117941,117879,117897,19721,117880
1,39879,18073,118256,118257,118623,118995,136748,292795,118997
1,39339,55805,117961,118343,118856,132692,132693,270488,132694
1,40202,3966,117961,118343,122012,118054,118054,117887,118055
1,969,7703,117943,117944,117945,118274,129282,292795,118276
1,79200,70056,117961,118225,118403,118777,279443,308574,118779
1,42479,110041,117961,118300,118810,118811,222005,19793,118813
1,25988,7547,117961,118327,118933,118784,130086,290919,118786
1,29697,8138,117961,118052,118378,135740,119771,119772,135742
1,43877,50327,118079,118080,117878,117885,118177,117887,117888
1,39879,8655,119280,119281,118623,126684,193644,292795,126685
1,27944,30433,118541,118542,186536,119899,310825,19793,119900
1,78559,4057,117961,118343,119598,119433,133686,118424,119435
1,73879,8234,117961,118300,118783,117905,117906,290919,117908
1,5676,1475,91261,118026,118450,118641,123881,118643,118644
1,16421,4584,117961,118300,120297,118321,117906,290919,118322
1,3853,89318,117961,118225,124380,118054,121311,117887,118055
1,53101,50806,117961,118446,119961,119962,180629,118205,119964
1,23921,3558,117902,118041,118042,118043,118044,270488,118046
1,16639,4993,117961,118343,118979,118912,309291,118424,118914
1,6698,6699,117961,118343,119993,118321,240983,290919,118322
1,45481,13814,117961,118343,119598,120497,133686,118424,120499
1,23494,221,117961,118413,120370,118321,117906,290919,118322
1,3003,3005,117961,118413,118481,118784,117906,290919,118786
1,52697,133801,119062,119091,118535,118451,130134,118453,118454
1,25993,18330,117935,117936,117878,117879,117879,19721,117880
1,72126,2014,117961,117962,118791,118368,129597,117887,118486
1,43427,15729,120864,120865,124449,120647,310327,118398,120649
1,19823,190,117961,118413,121639,118321,117906,290919,118322
1,42085,4375,117961,118343,128113,118826,257115,118424,118828
1,79092,4909,117961,118300,118458,120006,143820,118424,120008
1,78591,31061,118212,118580,117895,117896,117913,117887,117898
1,25751,15398,118169,118170,135245,130479,139169,119784,130481
1,6725,22518,117961,117969,6725,123408,311590,6725,123410
1,25098,16566,117961,118327,120559,120618,304465,118643,120619
1,32378,19642,117961,118413,118481,118784,117906,290919,118786
1,37557,50976,117961,118413,119968,118784,117906,290919,118786
1,77295,2062,117961,118327,119830,120773,118959,118960,120774
1,78847,2225,117961,117962,118501,120702,126111,118504,120704
1,80351,111685,117961,118225,125139,307024,294485,118331,118332
1,22954,5717,117961,118343,124725,118321,117906,290919,118322
1,78745,8234,117961,118300,118783,118784,117906,290919,118786
1,34005,1030,117961,118343,120722,118361,118362,118363,118364
1,29100,7076,117961,118225,120041,119093,139668,119095,119096
1,27299,15887,117961,118052,120677,120357,310997,118424,120359
1,933,7578,117961,118343,120722,118321,117906,290919,118322
1,35645,2908,117961,118343,118979,118980,301534,118295,118982
1,15679,46224,117961,118327,118378,120952,120953,118453,120954
1,80842,1030,117961,118343,118437,118361,127527,118363,118364
1,14950,4549,117961,118225,120050,118259,118260,290919,118261
1,74411,121925,117961,118327,118933,118321,240983,290919,118322
1,72168,7935,117961,118052,120539,118321,117906,290919,118322
1,79092,4909,117961,118300,118458,118834,223125,118424,118836
1,41385,310697,117961,118343,118856,118321,117906,290919,118322
1,7646,888,117902,117903,7646,118451,130134,118453,118454
1,45325,49425,117961,118343,119598,118422,300136,118424,118425
1,25993,2594,117961,118300,123472,118784,117906,290919,118786
1,76880,1600,117961,118327,118507,118863,122008,118398,118865
1,26791,994,117961,118300,120312,119849,124690,118638,119851
1,37009,1325,117961,117962,118910,117905,240983,290919,117908
1,39325,205,117961,118386,118746,118321,117906,290919,118322
1,20396,11305,117929,117930,117920,121067,124097,121069,121070
1,80780,2818,119062,119091,6104,118451,130134,118453,118454
1,74042,1483,117961,117962,118840,118641,306399,118643,118644
1,35197,17332,117961,118446,122550,118054,223110,117887,118055
1,16018,4950,117961,118343,118911,118826,257115,118424,118828
1,278393,3074,117961,117962,120677,307024,306404,118331,118332
0,15064,4924,117961,118300,120144,118054,118054,117887,118055
0,38083,46546,117978,117979,117912,117879,117886,19721,117880
1,6016,1816,117961,118413,122007,120690,136365,290919,120692
1,75078,41797,118315,118463,118522,118530,278014,118131,118532
1,42980,20169,117961,118343,118660,117905,117906,290919,117908
1,28896,7023,117961,117962,119223,118278,118260,290919,118279
1,34924,50997,117961,118052,120539,117905,117906,290919,117908
1,17278,13777,117961,118300,118395,123067,300044,118398,123068
1,6977,4642,117961,118225,120551,118321,133936,290919,118322
1,27230,49850,117961,118413,122007,118259,210052,290919,118261
1,75834,16698,117961,118300,118597,118636,311057,118638,118639
1,41470,17990,118269,118270,118810,134067,310825,19793,134069
1,4675,7411,117961,118386,118746,118747,152307,118453,118749
1,75834,141,117961,118225,122273,117905,240983,290919,117908
1,32114,17930,117961,118446,119969,118811,120605,19793,118813
1,6977,771,117961,118300,120722,118321,240983,290919,118322
1,40862,59347,117961,118327,118320,118321,117906,290919,118322
1,38704,17695,117890,117891,117878,117879,117879,19721,117880
1,79285,3722,117961,118300,120059,118636,133779,118638,118639
1,20344,4511,117961,118300,119181,117905,290919,290919,117908
0,3130,3245,117961,118300,121216,119351,162825,3130,119353
1,4675,169,117961,118413,121639,117905,117906,290919,117908
1,32642,15510,118169,118170,125857,247659,147206,19721,247660
1,45990,4361,118573,118574,117945,118995,169886,292795,118997
1,33150,6751,117961,117969,6725,125687,256635,6725,125689
1,75078,51748,118315,118316,225010,118685,279443,308574,118687
1,80788,4945,117961,118300,118360,119849,148972,118638,119851
1,26808,1080,117961,118327,118378,118451,123137,118453,118454
1,78079,46608,118315,118463,122636,123648,255008,120518,123650
1,33248,4936,117961,118343,120126,124576,124577,118424,124578
1,80746,4023,117961,118446,119064,118784,117906,290919,118786
1,75338,50121,117893,117894,117895,117896,117897,117887,117898
1,113325,50952,117961,118327,118929,118784,117906,290919,118786
1,26410,46459,117943,117944,117945,259173,126800,292795,118943
0,80550,16642,117961,118300,121176,118784,118785,290919,118786
1,80203,1334,117961,117962,118910,118451,130134,118453,118454
1,34431,13854,117961,118052,118821,117905,172635,290919,117908
1,34628,6217,117961,118327,118328,119172,121927,118467,119174
1,15023,55805,117961,118343,118856,118784,121926,290919,118786
1,6977,221,117961,118413,120370,118321,117906,290919,118322
1,18072,59230,119280,119281,117945,280788,280788,292795,119082
1,41758,56723,117961,118386,118317,117905,117906,290919,117908
1,20733,55636,117916,118150,131868,128093,139264,119184,128095
1,42678,51243,117961,118300,123055,120344,134311,118424,120346
1,36477,18046,117961,118300,118783,118321,117906,290919,118322
1,75834,17532,117961,118225,124380,135809,310608,118331,135811
1,25696,5396,117961,118343,119993,118321,240983,290919,118322
1,311938,4498,117890,118102,117878,134118,211100,119788,134120
1,34095,23305,117961,118327,118862,118890,125128,118398,118892
1,75834,3868,117961,118052,122938,117905,117906,290919,117908
1,19713,59312,118441,118442,118378,119192,300603,119184,119194
