% The following are data used in an analysis of the Brown and Frown corpora for my doctoral dissertation titled ``Variations in Written English: Characterizing Authors' Rhetorical Language Choices Across Corpora of Published Texts" (Completed at Carnegie Mellon Univ, 2003).  The source of the corpora was the ICAME CD-ROM  (get info at <http://www.hit.uib.no/icame/cd>).
% 
% The data were generated from the texts using tagging and visualization software, Docuscope. 
% 
% The first row is the variable names. The genre of each text (assigned by the Brown corpus compilers) is in 'Genre' column and the corpus is listed in the 'corpus' column with 1=Brown and 2=Frown corpus.
% 
% The dataset may be freely used and distributed for non-commercial purposes.
% 
% Jeff Collins <jeff.collins@acm.org> 11 July 2003
% 
%
%
% Information about the dataset
% CLASSTYPE: nominal
% CLASSINDEX: last
%

@relation collins

@attribute Text {A01.TXT,A02.TXT,A03.TXT,A04.TXT,A05.TXT,A06.TXT,A07.TXT,A08.TXT,A09.TXT,A10.TXT,A11.TXT,A12.TXT,A13.TXT,A14.TXT,A15.TXT,A16.TXT,A17.TXT,A18.TXT,A19.TXT,A20.TXT,A21.TXT,A22.TXT,A23.TXT,A24.TXT,A25.TXT,A26.TXT,A27.TXT,A28.TXT,A29.TXT,A30.TXT,A31.TXT,A32.TXT,A33.TXT,A34.TXT,A35.TXT,A36.TXT,A37.TXT,A38.TXT,A39.TXT,A40.TXT,A41.TXT,A42.TXT,A43.TXT,A44.TXT,B01.TXT,B02.TXT,B03.TXT,B04.TXT,B05.TXT,B06.TXT,B07.TXT,B08.TXT,B09.TXT,B10.TXT,B11.TXT,B12.TXT,B13.TXT,B14.TXT,B15.TXT,B16.TXT,B17.TXT,B18.TXT,B19.TXT,B20.TXT,B21.TXT,B22.TXT,B23.TXT,B24.TXT,B25.TXT,B26.TXT,B27.TXT,C01.TXT,C02.TXT,C03.TXT,C04.TXT,C05.TXT,C06.TXT,C07.TXT,C08.TXT,C09.TXT,C10.TXT,C11.TXT,C12.TXT,C13.TXT,C14.TXT,C15.TXT,C16.TXT,C17.TXT,D01.TXT,D02.TXT,D03.TXT,D04.TXT,D05.TXT,D06.TXT,D07.TXT,D08.TXT,D09.TXT,D10.TXT,D11.TXT,D12.TXT,D13.TXT,D14.TXT,D15.TXT,D16.TXT,D17.TXT,E01.TXT,E02.TXT,E03.TXT,E04.TXT,E05.TXT,E06.TXT,E07.TXT,E08.TXT,E09.TXT,E10.TXT,E11.TXT,E12.TXT,E13.TXT,E14.TXT,E15.TXT,E16.TXT,E17.TXT,E18.TXT,E19.TXT,E20.TXT,E21.TXT,E22.TXT,E23.TXT,E24.TXT,E25.TXT,E26.TXT,E27.TXT,E28.TXT,E29.TXT,E30.TXT,E31.TXT,E32.TXT,E33.TXT,E34.TXT,E35.TXT,E36.TXT,F01.TXT,F02.TXT,F03.TXT,F04.TXT,F05.TXT,F06.TXT,F07.TXT,F08.TXT,F09.TXT,F10.TXT,F11.TXT,F12.TXT,F13.TXT,F14.TXT,F15.TXT,F16.TXT,F17.TXT,F18.TXT,F19.TXT,F20.TXT,F21.TXT,F22.TXT,F23.TXT,F24.TXT,F25.TXT,F26.TXT,F27.TXT,F28.TXT,F29.TXT,F30.TXT,F31.TXT,F32.TXT,F33.TXT,F34.TXT,F35.TXT,F36.TXT,F37.TXT,F38.TXT,F39.TXT,F40.TXT,F41.TXT,F42.TXT,F43.TXT,F44.TXT,F45.TXT,F46.TXT,F47.TXT,F48.TXT,G01.TXT,G02.TXT,G03.TXT,G04.TXT,G05.TXT,G06.TXT,G07.TXT,G08.TXT,G09.TXT,G10.TXT,G11.TXT,G12.TXT,G13.TXT,G14.TXT,G15.TXT,G16.TXT,G17.TXT,G18.TXT,G19.TXT,G20.TXT,G21.TXT,G22.TXT,G23.TXT,G24.TXT,G25.TXT,G26.TXT,G27.TXT,G28.TXT,G29.TXT,G30.TXT,G31.TXT,G32.TXT,G33.TXT,G34.TXT,G35.TXT,G36.TXT,G37.TXT,G38.TXT,G39.TXT,G40.TXT,G41.TXT,G42.TXT,G43.TXT,G44.TXT,G45.TXT,G46.TXT,G47.TXT,G48.TXT,G49.TXT,G50.TXT,G51.TXT,G52.TXT,G53.TXT,G54.TXT,G55.TXT,G56.TXT,G57.TXT,G58.TXT,G59.TXT,G60.TXT,G61.TXT,G62.TXT,G63.TXT,G64.TXT,G65.TXT,G66.TXT,G67.TXT,G68.TXT,G69.TXT,G70.TXT,G71.TXT,G72.TXT,G73.TXT,G74.TXT,G75.TXT,H01.TXT,H02.TXT,H03.TXT,H04.TXT,H05.TXT,H06.TXT,H07.TXT,H08.TXT,H09.TXT,H10.TXT,H11.TXT,H12.TXT,H13.TXT,H14.TXT,H15.TXT,H16.TXT,H17.TXT,H18.TXT,H19.TXT,H20.TXT,H21.TXT,H22.TXT,H23.TXT,H24.TXT,H25.TXT,H26.TXT,H27.TXT,H28.TXT,H29.TXT,H30.TXT,J01.TXT,J02.TXT,J03.TXT,J04.TXT,J05.TXT,J06.TXT,J07.TXT,J08.TXT,J09.TXT,J10.TXT,J11.TXT,J12.TXT,J13.TXT,J14.TXT,J15.TXT,J16.TXT,J17.TXT,J18.TXT,J19.TXT,J20.TXT,J21.TXT,J22.TXT,J23.TXT,J24.TXT,J25.TXT,J26.TXT,J27.TXT,J28.TXT,J29.TXT,J30.TXT,J31.TXT,J32.TXT,J33.TXT,J34.TXT,J35.TXT,J36.TXT,J37.TXT,J38.TXT,J39.TXT,J40.TXT,J41.TXT,J42.TXT,J43.TXT,J44.TXT,J45.TXT,J46.TXT,J47.TXT,J48.TXT,J49.TXT,J50.TXT,J51.TXT,J52.TXT,J53.TXT,J54.TXT,J55.TXT,J56.TXT,J57.TXT,J58.TXT,J59.TXT,J60.TXT,J61.TXT,J62.TXT,J63.TXT,J64.TXT,J65.TXT,J66.TXT,J67.TXT,J68.TXT,J69.TXT,J70.TXT,J71.TXT,J72.TXT,J73.TXT,J74.TXT,J75.TXT,J76.TXT,J77.TXT,J78.TXT,J79.TXT,J80.TXT,K01.TXT,K02.TXT,K03.TXT,K04.TXT,K05.TXT,K06.TXT,K07.TXT,K08.TXT,K09.TXT,K10.TXT,K11.TXT,K12.TXT,K13.TXT,K14.TXT,K15.TXT,K16.TXT,K17.TXT,K18.TXT,K19.TXT,K20.TXT,K21.TXT,K22.TXT,K23.TXT,K24.TXT,K25.TXT,K26.TXT,K27.TXT,K28.TXT,K29.TXT,L01.TXT,L02.TXT,L03.TXT,L04.TXT,L05.TXT,L06.TXT,L07.TXT,L08.TXT,L09.TXT,L10.TXT,L11.TXT,L12.TXT,L13.TXT,L14.TXT,L15.TXT,L16.TXT,L17.TXT,L18.TXT,L19.TXT,L20.TXT,L21.TXT,L22.TXT,L23.TXT,L24.TXT,M01.TXT,M02.TXT,M03.TXT,M04.TXT,M05.TXT,M06.TXT,N01.TXT,N02.TXT,N03.TXT,N04.TXT,N05.TXT,N06.TXT,N07.TXT,N08.TXT,N09.TXT,N10.TXT,N11.TXT,N12.TXT,N13.TXT,N14.TXT,N15.TXT,N16.TXT,N17.TXT,N18.TXT,N19.TXT,N20.TXT,N21.TXT,N22.TXT,N23.TXT,N24.TXT,N25.TXT,N26.TXT,N27.TXT,N28.TXT,N29.TXT,P01.TXT,P02.TXT,P03.TXT,P04.TXT,P05.TXT,P06.TXT,P07.TXT,P08.TXT,P09.TXT,P10.TXT,P11.TXT,P12.TXT,P13.TXT,P14.TXT,P15.TXT,P16.TXT,P17.TXT,P18.TXT,P19.TXT,P20.TXT,P21.TXT,P22.TXT,P23.TXT,P24.TXT,P25.TXT,P26.TXT,P27.TXT,P28.TXT,P29.TXT,R01.TXT,R02.TXT,R03.TXT,R04.TXT,R05.TXT,R06.TXT,R07.TXT,R08.TXT,R09.TXT}
@attribute FirstPerson REAL
@attribute InnerThinking REAL
@attribute ThinkPositive REAL
@attribute ThinkNegative REAL
@attribute ThinkAhead REAL
@attribute ThinkBack REAL
@attribute Reasoning REAL
@attribute Share_SocTies REAL
@attribute Direct_Activity REAL
@attribute Interacting REAL
@attribute Notifying REAL
@attribute LinearGuidance REAL
@attribute WordPicture REAL
@attribute SpaceInterval REAL
@attribute Motion REAL
@attribute PastEvents REAL
@attribute TimeInterval REAL
@attribute ShiftingEvents REAL
@attribute Text_Coverage REAL
@attribute Genre {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15}
@attribute Counter INTEGER
@attribute Corpus {1}
@attribute Corp.Genre {101,102,103,104,105,106,107,108,109,110,111,112,113,114,115}

@data
F15.TXT,0,2.63,0.8,2.01,1.52,0.31,2.81,4.64,0.22,0.22,3.7,3.03,4.73,0.67,0.4,1.7,1.52,0.54,31.45,6,156,1,106
F16.TXT,0,1.94,0.6,1.51,1.12,1.38,1.72,1.03,0.09,0.17,2.59,4.05,6.59,2.41,1.12,3.79,1.55,1.12,32.78,6,157,1,106
F17.TXT,0.04,1.06,0.35,0.84,1.02,0.49,1.28,1.41,0.04,0,2.21,3.23,8.93,1.68,0.53,2.52,1.02,0.93,27.58,6,158,1,106
F18.TXT,2.09,1.42,1.04,1.42,0.84,0.46,2.72,1.55,0.21,0.67,1.84,6.77,6.64,0.88,0.75,2.59,1.76,0.92,34.57,6,159,1,106
F19.TXT,0,2.72,0.73,1.21,1.34,0.61,2.9,2.85,0.22,0.35,3.16,3.93,6.14,0.52,0.17,1.04,1.95,0.48,30.32,6,160,1,106
F20.TXT,0.35,1.53,0.74,2.27,0.79,0.7,2.36,1.79,0.26,0.13,2.36,6.08,5.16,1.4,0.48,3.06,1.01,1.05,31.52,6,161,1,106
F21.TXT,0,2.47,0.18,1.53,0.49,0.81,2.52,0.81,0.13,0.13,3.01,3.19,6.61,2.83,0.63,1.93,1.75,1.62,30.64,6,162,1,106
F22.TXT,0.04,2.18,0.49,2.63,0.99,0.9,1.97,1.27,0.04,0.25,3.2,4.68,6.66,1.64,0.7,2.67,1.56,0.9,32.77,6,163,1,106
F23.TXT,0.66,3.34,0.79,1.89,2.11,0.53,3.43,3.6,0.53,0.4,3.38,3.12,2.06,1.23,0.26,0.75,1.19,0.92,30.19,6,164,1,106
F24.TXT,0.63,1.63,0.67,1.05,0.75,0.5,1.97,1.84,0.29,0.67,2.01,3.93,8.16,2.05,0.63,2.8,1,0.71,31.29,6,165,1,106
F25.TXT,0.61,2.57,0.87,1.18,0.96,0.13,3.57,2.18,0.17,0.31,3.4,5.01,9.02,1.13,0.17,1.13,0.92,0.48,33.81,6,166,1,106
F26.TXT,0.27,1.92,1.7,1.12,0.71,0.85,1.07,0.85,0.58,0.09,2.5,3.08,12.23,1.96,1.38,3.35,1.25,0.94,35.85,6,167,1,106
F27.TXT,0,4.83,1.33,1.33,1.06,0.35,3.46,1.91,0.49,0.18,2.88,2.79,8.43,1.42,0.8,1.42,1.73,0.89,35.3,6,168,1,106
F28.TXT,0.44,2.71,0.74,1.27,1.88,0.79,2.53,3.06,0.26,0.48,2.27,5.81,6.2,0.74,0.22,3.06,1.14,1.57,35.17,6,169,1,106
F29.TXT,0.04,1.41,0.73,0.81,1.37,0.86,1.63,1.67,0.17,0.13,3.68,3.43,8.09,1.11,0.34,1.46,0.99,1.07,28.99,6,170,1,106
F30.TXT,0,2.46,0.92,0.48,0.66,0.57,2.38,1.76,0.04,0,2.38,3.48,7.35,1.8,0.84,1.58,1.54,0.88,29.12,6,171,1,106
F31.TXT,0.22,3.44,0.31,1.88,1.03,1.92,2.9,0.85,0.18,0.27,2.37,8.04,6.65,1.16,0.54,3.31,1.47,1.65,38.19,6,172,1,106
F32.TXT,0.38,1.37,1.45,0.6,1.32,0.68,1.71,1.58,0.34,0.34,2.44,5.9,5.68,0.94,0.34,2.91,1.75,1.32,31.05,6,173,1,106
F33.TXT,0.68,2.8,0.59,0.86,1.81,0.23,3.3,2.89,0.5,0.23,3.26,3.93,5.7,1.09,0.18,0.86,1.99,0.72,31.62,6,174,1,106
F34.TXT,0,1,0.26,0.31,0.44,0.52,1.57,1.35,0.09,0,3.32,1.57,12.79,0.39,0.57,1.83,0.79,0.52,27.32,6,175,1,106
F35.TXT,0,0.94,0.35,0.63,0.86,0.27,1.49,0.98,0.04,0.16,2.62,5.56,7.44,1.41,1.17,2.9,1.33,0.9,29.05,6,176,1,106
F36.TXT,0.21,2.08,0.3,0.72,0.85,0.64,2.29,0.8,0.13,0.42,1.91,7.54,7.03,3.52,1.1,5.25,1.1,1.06,36.95,6,177,1,106
F37.TXT,0.09,2.75,0.95,1.31,1.08,0.09,3.02,2.97,0.18,0.27,4.91,4.73,4.91,1.08,0.45,0.77,0.95,0.59,31.1,6,178,1,106
F38.TXT,0.08,3.14,0.92,1.13,1.26,0.42,3.1,1.17,0.13,0.25,2.3,3.56,9.55,1.42,0.59,2.51,1.93,1.17,34.63,6,179,1,106
F39.TXT,0,3.77,0.86,1.33,1.76,0.77,2.61,3.81,0.17,0,2.83,4.41,3.3,0.43,0.04,1.8,3.3,0.47,31.66,6,180,1,106
F40.TXT,0.17,2.47,0.64,2.05,0.77,0.6,1.83,2.98,0.17,0,3.11,4.43,2.9,0.6,0.3,2.43,1.07,0.6,27.12,6,181,1,106
F41.TXT,0,2.28,1.4,0.26,0.79,0.13,0.79,0.83,0.83,1.62,3.68,1.84,6.49,3.2,0.66,1.05,0.96,0.92,27.73,6,182,1,106
F42.TXT,0.94,3.75,0.68,2.56,0.94,0.43,4.18,2.13,0.3,0.43,2.98,4.65,5.84,1.36,0.21,1.15,1.02,0.9,34.45,6,183,1,106
F43.TXT,0,2.38,0.88,0.7,0.75,0.44,2.9,1.72,0.09,0.35,4.58,2.2,6.64,0.7,0.53,2.16,1.14,0.92,29.08,6,184,1,106
F44.TXT,0,2.35,1.08,1.08,1.13,0.36,2.75,1.71,0.14,0.36,3.38,2.21,4.47,0.45,0.05,0.32,0.95,0.63,23.42,6,185,1,106
F45.TXT,0,1.54,0.48,1.85,1.71,0.48,2.07,2.2,0.31,0.04,1.89,4.04,5.54,1.14,0.09,2.99,0.79,0.57,27.73,6,186,1,106
F46.TXT,0.13,1.68,1.01,2.29,1.28,0.62,2.38,1.94,0.4,0.44,3.09,4.59,5.6,0.93,0.49,2.51,1.32,0.97,31.67,6,187,1,106
F47.TXT,2.4,2.79,1.18,0.61,1.75,0.57,3.01,2.27,0.09,0.17,4.19,3.23,6.9,1.4,0.52,1.66,1.35,1.05,35.14,6,188,1,106
F48.TXT,0,4.25,1.07,1.97,2.06,0.31,3.63,4.52,0.27,0.18,3.18,5.46,3.22,0.85,0.04,0.98,0.67,0.4,33.06,6,189,1,106
G01.TXT,0.97,3.73,1.05,2.55,1.27,0.92,4.83,2.37,0.09,0.48,2.2,4.17,4.13,0.97,0.18,1.27,1.14,0.53,32.85,7,190,1,107
G02.TXT,0,2.99,0.74,0.74,1.26,0.26,2.47,4.3,0.22,0.26,3.43,3.3,2.13,0.87,0.13,1.69,1.39,0.35,26.53,7,191,1,107
G03.TXT,0.25,3.62,0.21,0.59,1.18,0.29,2.27,1.35,0.46,0.63,2.27,5.05,5.77,1.6,0.38,1.35,1.26,0.46,28.99,7,192,1,107
G04.TXT,0.89,2.93,0.42,1.27,0.55,0.59,3.06,1.78,0.21,0.25,2.8,5.06,9.64,2.89,1.36,3.1,1.23,0.51,38.54,7,193,1,107
G05.TXT,0.13,2.58,0.85,0.72,0.89,0.21,2.41,1.4,0.17,0.08,2.45,4.36,7.78,2.62,0.85,1.44,1.14,0.76,30.84,7,194,1,107
G06.TXT,1.14,2.48,0.97,0.76,1.22,0.59,2.31,1.81,0.08,0.97,2.44,6.43,3.78,0.76,0.25,2.9,1.81,1.47,32.17,7,195,1,107
G07.TXT,0.35,1.95,1.43,0.82,0.69,0.3,2.65,3.51,0.13,0.17,2.39,5.29,3.73,0.48,0.26,3.25,1,0.95,29.35,7,196,1,107
G08.TXT,0,4.19,0.39,1.77,0.69,0.86,3.58,1.68,0.13,0.13,3.02,4.19,6.13,0.86,0.22,0.47,1.77,0.73,30.81,7,197,1,107
G09.TXT,0.26,3.43,0.31,0.57,1.41,0.66,2.9,2.24,0.44,0.13,2.86,6.03,3.74,0.92,1.28,1.1,1.85,0.7,30.83,7,198,1,107
G10.TXT,0.17,1.97,0.83,1.84,1.27,0.52,3.5,4.76,0.17,0.09,3.32,5.59,3.02,0.61,0.09,2.62,0.96,0.66,31.99,7,199,1,107
G11.TXT,0.45,4.36,0.72,2.52,1.62,0.99,3.96,3.19,0,0.45,2.92,3.19,2.43,0.76,0.31,1.12,2.11,0.81,31.91,7,200,1,107
G12.TXT,1.94,3.33,0.61,1.69,1.25,0.56,4.62,1.82,0.35,1.56,3.46,4.62,3.72,0.82,0.43,1.73,1.08,1.12,34.71,7,201,1,107
G13.TXT,0,2.39,1.13,2.22,0.87,0.22,2.96,2.92,0.26,0.48,3.57,6.14,4.57,0.61,0.26,1.04,0.91,0.39,30.94,7,202,1,107
G14.TXT,0.74,1.92,0.44,0.61,0.7,0.48,2.75,1.22,0.04,0.13,2.66,3.45,10.38,3.58,0.78,2.79,1.31,1.09,35.07,7,203,1,107
G15.TXT,0.04,3.4,0.88,3.12,0.72,0.16,2.68,2.24,0,0.08,3.16,6.64,3.76,1.28,0.48,0.88,1.08,0.44,31.04,7,204,1,107
G16.TXT,0.27,2.65,0.76,1.17,0.85,0.36,2.7,2.83,0.31,0.09,4,3.87,2.07,0.76,0.18,1.3,1.89,0.4,26.46,7,205,1,107
G17.TXT,0.94,2.83,0.98,1.39,0.9,0.78,2.62,2.91,0.25,1.89,2.75,4.63,4.1,0.66,0.16,1.72,0.98,0.82,31.31,7,206,1,107
G18.TXT,0.48,2.64,1.04,1.39,0.82,0.56,2.82,3.03,0.09,0.04,2.9,5.37,5.59,1.13,0.09,2.04,1.13,1.39,32.55,7,207,1,107
G19.TXT,0.04,3.51,1.24,2.53,0.8,0.4,4.09,3.6,0.27,0.22,2.89,5.38,3.69,0.84,0.27,1.2,0.89,0.84,32.7,7,208,1,107
G20.TXT,0.04,3.06,0.44,1.01,1.31,0.66,3.45,2.19,0.26,0.35,3.85,2.84,4.68,1.18,0.26,1.05,1.18,0.22,28.03,7,209,1,107
G21.TXT,0.71,2.41,0.76,1.34,1.43,0.54,3.03,3.17,0.22,0.85,2.68,4.51,2.86,0.85,0.27,1.96,1.07,0.62,29.28,7,210,1,107
G22.TXT,0.56,3.61,0.61,1.61,2.13,0.39,3.52,3.82,0.78,0.35,3.04,2.87,2.78,0.7,0.22,1.13,1.35,0.65,30.12,7,211,1,107
G23.TXT,0,3.14,0.78,2.27,1.05,0.83,4.01,3.75,0.52,1.22,2.4,4.27,4.49,0.61,0.26,1.74,1.26,0.74,33.34,7,212,1,107
G24.TXT,0.14,4.34,0.59,1.63,1.18,1,3.44,4.25,0.23,0.36,3.57,5.11,2.99,0.81,0.54,1.31,1.31,0.5,33.3,7,213,1,107
G25.TXT,0,2.45,0.36,2.49,0.76,0.4,3.91,3.02,0.18,0.22,4.36,4.05,1.56,0.49,0.13,1.07,1.56,1.02,28.03,7,214,1,107
G26.TXT,0.46,3.44,1.33,2.02,1.56,0.32,2.2,2.71,0.18,0.55,3.12,4.41,6.47,0.6,0.09,1.42,1.47,0.83,33.18,7,215,1,107
G27.TXT,1.1,2.46,0.93,1.7,0.68,0.38,1.78,2.17,0.17,0.08,2.17,7.26,5.1,1.36,0.34,3.36,1.4,0.98,33.42,7,216,1,107
G28.TXT,0.32,2.9,0.72,1,1.31,1.54,3.53,2.31,0.14,0.18,2.44,5.75,3.89,1.22,0.18,1.63,1.49,0.68,31.23,7,217,1,107
G29.TXT,0,3.39,0.98,1.78,1.74,0.49,2.54,3.79,0.13,0.85,3.97,4.14,3.74,0.85,0.18,0.76,1.34,0.58,31.25,7,218,1,107
G30.TXT,0,2.87,0.73,0.9,0.94,0.38,4.02,2.22,0.21,0.73,2.99,3.93,3.42,1.24,0.26,1.54,0.77,0.68,27.83,7,219,1,107
G31.TXT,0.04,2.39,1.83,1.26,0.91,0.44,3.18,2.31,0.09,0.04,2.61,5.66,6.66,0.87,0.17,2.48,1,0.74,32.68,7,220,1,107
G32.TXT,0.91,2.43,0.74,2.77,1.04,0.91,2.6,1.56,0.3,0.87,3.07,6.11,4.33,1.08,0.3,2.73,1.47,0.87,34.09,7,221,1,107
G33.TXT,3.36,4.3,1.03,2.07,0.9,0.47,4.86,2.41,0.22,2.28,2.45,3.66,4.35,1.08,0.65,1.81,1.12,1.03,38.05,7,222,1,107
G34.TXT,0.72,1.83,0.93,0.42,0.93,0.68,2.51,2,0.04,0.47,2.8,6.84,5.74,0.59,0.25,3.14,1.44,0.72,32.05,7,223,1,107
G35.TXT,0.57,3,0.84,1.46,2.43,0.31,2.56,5.51,0.66,0.31,1.94,3.18,2.34,0.93,0.18,0.93,1.72,0.75,29.62,7,224,1,107
G36.TXT,0.85,2.07,0.41,1.3,1.3,0.81,2.03,1.74,0.12,1.58,3.04,7.26,1.99,0.93,0.45,2.68,1.38,0.53,30.47,7,225,1,107
G37.TXT,0.49,2.73,1.54,1.63,1.06,1.01,2.95,1.37,0.13,0.31,2.69,6.31,8.2,1.68,0.57,3.35,1.1,1.23,38.35,7,226,1,107
G38.TXT,0.22,2.37,0.47,2.11,0.73,0.34,2.5,1.81,0.34,0.26,3.66,6.46,3.79,0.73,0.3,1.98,0.99,0.6,29.66,7,227,1,107
G39.TXT,0.41,2.26,0.58,0.58,0.78,0.95,2.51,1.23,0.08,0.25,2.18,6.21,4.57,1.11,0.33,3.37,1.48,1.03,29.91,7,228,1,107
G40.TXT,2.26,2.95,0.68,1.02,1.2,0.43,2.18,1.49,0.09,0.51,2.18,5.89,5.72,0.98,0.21,3.33,1.07,0.81,33,7,229,1,107
G41.TXT,0.3,1.87,1.04,1.17,1.35,1.61,2.3,1.3,0.26,0.17,2.74,4.43,8.61,2.3,0.57,2.43,1.52,1.22,35.19,7,230,1,107
G42.TXT,0.41,2.96,0.87,1.46,1.64,0.32,3.05,3.19,0.46,0.59,3.55,3.6,3.87,0.68,0.14,1.28,1.68,0.36,30.11,7,231,1,107
G43.TXT,0.57,3.66,1.22,1.05,1.48,0.22,2.7,3.57,0.39,0.52,4.01,3.88,3.18,0.35,0.35,0.57,1.48,0.52,29.72,7,232,1,107
G44.TXT,0.04,3.02,1.16,0.62,1.51,0.22,2.22,2.58,0.58,0.13,2.84,4.44,2.89,0.53,0.22,1.02,2.84,0.49,27.35,7,233,1,107
G45.TXT,0.58,2.74,0.54,1.62,1.25,0.75,2.57,1.87,0.29,0.66,1.87,6.64,5.56,0.87,0.5,2.62,1.12,0.54,32.59,7,234,1,107
G46.TXT,0,2.67,1.63,1.18,0.63,0.45,2.63,3.4,0.23,0.05,2.4,3.58,3.3,1.04,0.23,2.04,2.81,0.77,29.04,7,235,1,107
G47.TXT,4.24,2.39,0.7,0.33,0.95,0.33,1.85,1.61,0.08,1.44,2.39,5.89,5.89,1.93,0.62,2.06,1.03,1.36,35.09,7,236,1,107
G48.TXT,0.05,1.98,0.72,2.26,1.17,0.59,2.57,2.35,0.14,0.14,2.84,4.29,6.09,0.99,0.59,3.88,1.31,1.22,33.18,7,237,1,107
G49.TXT,1.52,4.14,1.88,1.35,0.9,0.74,3.15,2.83,0.08,0.86,2.83,7.41,3.64,0.41,0.12,2.87,1.31,1.27,37.31,7,238,1,107
G50.TXT,0.04,2.39,1.13,1.35,1.17,0.87,1.48,1.65,0.09,0.35,1.87,4.92,8.09,1.74,0.39,2.65,1.13,0.74,32.05,7,239,1,107
G51.TXT,0.75,2.33,1.45,0.92,1.1,0.75,1.76,2.11,0.18,0.48,2.64,3.52,6.73,1.58,1.1,2.2,1.27,1.1,31.97,7,240,1,107
G52.TXT,0,2.71,0.83,2.36,1.71,0.96,2.01,2.97,0.04,0.09,2.62,6.12,5.51,0.74,0.35,3.11,0.92,0.87,33.92,7,241,1,107
G53.TXT,0.13,1.82,0.61,2.21,1.34,0.35,2.43,2.95,0.13,0.26,2.04,5.9,4.81,1.56,0.13,3.43,0.74,0.95,31.79,7,242,1,107
G54.TXT,0.82,2.45,0.64,1.38,1.55,1.8,2.62,1.98,0.26,0.34,2.06,6.88,3.78,1.03,0.17,3.31,1.55,1.16,33.78,7,243,1,107
G55.TXT,2.3,2.66,0.66,1.24,1.28,0.4,2.52,4.03,0.35,0.31,3.32,4.47,3.67,0.93,0.18,1.33,1.02,0.75,31.42,7,244,1,107
G56.TXT,0.04,3.6,1.14,1.98,1.23,0.04,3.16,3.91,0.18,0.31,3.25,5.67,2.81,0.75,0.22,0.7,1.01,0.75,30.75,7,245,1,107
G57.TXT,0,3.11,1.62,1.11,1.41,0.13,3.11,4.68,0.13,0.26,3.02,3.83,4.86,0.51,0.04,0.98,1.02,0.21,30.03,7,246,1,107
G58.TXT,0.09,3.04,1.26,1.78,1.39,0.39,2.3,2,0.22,0.3,1.74,5.91,5.26,0.83,0.26,3.3,1.26,0.78,32.11,7,247,1,107
G59.TXT,0.04,3.29,0.43,1.69,1.08,0.74,2.95,2.69,0.13,0.17,2.86,5.55,4.33,1,0.43,1.95,0.69,0.78,30.8,7,248,1,107
G60.TXT,2.14,2.5,1.16,1.52,1.43,0.71,2.73,1.16,0.18,0.18,2.77,5,6.21,1.79,0.54,3.31,0.76,0.85,34.94,7,249,1,107
G61.TXT,0,3.23,0.43,1.29,0.56,0.99,2.62,2.28,0.17,0.26,3.66,3.31,3.35,0.77,0.09,1.12,1.55,1.29,26.97,7,250,1,107
G62.TXT,0.04,1.79,0.74,1.57,0.92,0.52,1.79,2.1,0.13,0.17,2.93,2.97,6.73,1.09,0.17,2.36,1.66,0.66,28.34,7,251,1,107
G63.TXT,0.05,2.22,0.54,2.17,0.54,0.14,2.22,2.63,0.09,0.09,3.44,2.58,3.85,0.91,0.23,1.22,0.86,0.91,24.69,7,252,1,107
G64.TXT,0.76,1.43,0.67,0.34,1.01,0.5,1.3,0.84,0.17,0.25,1.34,5.08,3.66,0.42,0.21,3.24,1.68,0.5,23.4,7,253,1,107
G65.TXT,0,3.43,0.62,1.65,1.2,0.71,4.55,3.17,0.36,0.09,2.63,6.15,2.9,0.4,0.4,1.6,1.74,0.53,32.13,7,254,1,107
G66.TXT,2.48,2.27,0.73,1.11,0.6,1.76,2.27,1.24,0.13,0.43,1.97,6.6,6.25,0.86,0.21,2.48,1.63,1.37,34.39,7,255,1,107
G67.TXT,0.54,2.08,0.58,0.67,1.62,1.12,2.41,1.04,0.29,0.46,2.33,7.99,4.24,1.04,0.37,3.16,1.66,1.75,33.35,7,256,1,107
G68.TXT,0,3.63,0.55,0.97,0.72,0.68,2.24,1.77,0.17,0.17,3.12,5.11,4.09,0.8,0.17,2.2,1.65,0.46,28.5,7,257,1,107
G69.TXT,0,3,0.67,1.21,1,0.67,2.29,2.79,0.25,0.17,3.09,3.46,4.38,0.54,0.42,0.67,0.92,1.08,26.61,7,258,1,107
G70.TXT,3.2,6.05,0.98,1.96,1.2,0.45,4.54,2.05,0.18,0.89,2.76,5.03,4.72,0.45,0,0.89,1.07,0.76,37.18,7,259,1,107
G71.TXT,0.57,3.34,0.53,1.76,0.97,0.57,2.73,2.11,0.26,0.35,3.25,5.36,4.35,1.28,0.31,1.23,1.1,1.01,31.08,7,260,1,107
G72.TXT,0.17,3.44,0.87,1.74,1.79,0.39,2.09,3.14,0.48,0.17,2.61,3.75,2.05,0.65,0.09,1.09,1.26,0.78,26.56,7,261,1,107
G73.TXT,0.39,2.67,0.95,1.9,0.82,1.12,2.67,2.28,0.13,0.04,3.27,4.87,4.57,0.82,0.43,0.99,1.77,0.65,30.34,7,262,1,107
G74.TXT,0.68,3.08,0.59,2.74,1.1,0.59,3,1.9,0.04,0.34,2.87,5.61,4.39,0.42,0.38,1.73,1.56,0.42,31.44,7,263,1,107
