% PRO FOOTBALL SCORES  (raw data appears after the description below)
% 
%     How well do the oddsmakers of Las Vegas predict the outcome of
% professional football games?  Is there really a home field advantage - if
% so how large is it?  Are teams that play the Monday Night game at a
% disadvantage when they play again the following Sunday?  Do teams benefit
% from having a "bye" week off in the current schedule?  These questions and
% a host of others can be investigated using this data set.
% 
%      Hal Stern from the Statistics Department at Harvard University has
% made available his compilation of scores for all National Football League
% games from the 1989, 1990, and 1991 seasons.  Dr. Stern used these data as
% part of his presentation "Who's Number One?" in the special "Best of
% Boston" session at the 1992 Joint Statistics Meetings.
% 
%      Several variables in the data are keyed to the oddsmakers "point
% spread" for each game.  The point spread is a value assigned before each
% game to serve as a handicap for whichever is perceived to be the better
% team.  Thus, to win against the point spread, the "favorite" team must beat
% the "underdog" team by more points than the spread.  The underdog "wins"
% against the spread if it wins the game outright or manages to lose by fewer
% points than the spread.  In theory, the point spread should represent the
% "expert" prediction as to the game's outcome.  In practice, it more usually
% denotes a point at which an equal amount of money will be wagered both for
% and against the favored team.
% 
% Raw data below contains 672 cases (all 224 regular season games in
% each season and informatino on the following 9 varialbes:     .
% 
%  Home/Away       = Favored team is at home (1) or away (0)
%  Favorite Points = Points scored by the favored team
%  Underdog Points = Points scored by the underdog team
%  Pointspread     = Oddsmaker's points to handicap the favored team
%  Favorite Name   = Code for favored team's name
%  Underdog name   = Code for underdog's name
%  Year            = 89, 90, or 91
%  Week            = 1, 2, ... 17
%  Special         = Mon.night (M), Sat. (S), Thur. (H), Sun. night (N)
%                     ot - denotes an overtime game
% 
% 
% Data were submitted by: Robin Lock  (rlock@stlawu.bitnet)
%                         Mathematics Department, St. Lawrence University
% 
% Data were compiled by: Hal Stern, Dept. of Statistics, Harvard University
% 
%
%
% Information about the dataset
% CLASSTYPE: nominal
% CLASSINDEX: 1
%

@relation profb

@attribute Home/Away {at_home,away}
@attribute Favorite_Points INTEGER
@attribute Underdog_Points INTEGER
@attribute Pointspread REAL
@attribute Favorite_Name {ATL,BUF,CHI,CIN,CLE,DAL,DEN,DET,GB,HOU,IND,KC,LAA,LAN,MIA,MIN,NE,NO,NYG,NYJ,PHA,PHX,PIT,SD,SEA,SF,TB,WAS}
@attribute Underdog_name {ATL,BUF,CHI,CIN,CLE,DAL,DEN,DET,GB,HOU,IND,KC,LAA,LAN,MIA,MIN,NE,NO,NYG,NYJ,PHA,PHX,PIT,SD,SEA,SF,TB,WAS}
@attribute Year INTEGER
@attribute Week INTEGER
@attribute Weekday {Monday_Night,Saturday,Sunday_Night,Thursday}
@attribute Overtime {yes}

@data
at_home,10,27,3.5,KC,HOU,90,15,?,?
at_home,24,7,5.5,LAA,CIN,90,15,?,?
at_home,24,17,5.5,MIA,SEA,90,15,?,?
away,13,26,6.0,MIN,TB,90,15,?,?
at_home,6,9,2.5,NO,PIT,90,15,?,?
at_home,21,29,3.5,NYJ,IND,90,15,?,?
at_home,31,0,10.0,PHA,GB,90,15,?,?
away,26,10,6.0,SF,LAN,90,15,Monday_Night,?
away,24,17,3.5,DET,GB,90,16,Saturday,?
away,28,24,0.0,LAA,MIN,90,16,Saturday,?
away,28,35,6.0,WAS,IND,90,16,Saturday,?
at_home,42,7,7.0,NYJ,NE,90,16,?,?
at_home,24,14,3.5,BUF,MIA,90,16,?,?
at_home,27,14,7.0,CHI,TB,90,16,?,?
away,20,40,2.5,HOU,CIN,90,16,?,?
away,24,21,2.0,KC,SD,90,16,?,?
away,13,20,3.5,LAN,ATL,90,16,?,?
at_home,17,3,7.0,PHA,DAL,90,16,?,?
at_home,35,0,10.5,PIT,CLE,90,16,?,?
away,24,21,6.5,NYG,PHX,90,16,?,?
at_home,10,13,9.0,SF,NO,90,16,?,?
at_home,17,12,5.0,SEA,DEN,90,16,Sunday_Night,?
away,21,10,1.0,KC,CHI,90,17,Saturday,?
away,23,21,7.5,PHA,PHX,90,17,Saturday,?
at_home,23,17,7.5,MIA,IND,90,17,?,?
at_home,29,14,5.0,WAS,BUF,90,17,?,?
at_home,21,14,16.5,CIN,CLE,90,17,?,?
at_home,26,7,1.0,ATL,DAL,90,17,?,?
away,13,10,14.0,NYG,NE,90,17,?,?
away,20,17,3.0,SF,MIN,90,17,?,?
at_home,30,10,3.0,SEA,DET,90,17,?,?
at_home,22,13,7.5,DEN,GB,90,17,?,?
at_home,14,16,3.5,TB,NYJ,90,17,?,?
at_home,17,12,9.5,LAA,SD,90,17,?,?
away,14,34,1.5,PIT,HOU,90,17,Sunday_Night,?
at_home,20,17,6.0,NO,LAN,90,17,Monday_Night,?
at_home,7,16,9.0,IND,NE,91,1,?,?
at_home,16,13,2.5,NYJ,TB,91,1,?,?
away,26,14,2.0,DAL,CLE,91,1,?,?
at_home,27,24,3.5,NO,SEA,91,1,?,?
at_home,14,3,7.0,KC,ATL,91,1,?,?
away,20,3,1.5,PHA,GB,91,1,?,?
at_home,10,6,2.0,CHI,MIN,91,1,?,?
at_home,26,20,5.0,PIT,SD,91,1,?,?
at_home,45,14,2.0,DEN,CIN,91,1,?,?
at_home,14,24,7.0,LAN,PHX,91,1,?,?
at_home,47,17,2.5,HOU,LAA,91,1,?,?
at_home,35,31,7.0,BUF,MIA,91,1,?,?
at_home,45,0,7.5,WAS,DET,91,1,Sunday_Night,?
at_home,16,14,2.0,NYG,SF,91,1,Monday_Night,?
at_home,0,20,1.0,NE,CLE,91,2,?,?
at_home,10,17,6.0,KC,NO,91,2,?,?
at_home,10,26,6.0,PHA,PHX,91,2,?,?
at_home,19,20,1.0,ATL,MIN,91,2,?,?
at_home,17,6,8.0,MIA,IND,91,2,?,?
at_home,52,34,7.0,BUF,PIT,91,2,?,?
at_home,23,14,2.0,DET,GB,91,2,?,?
at_home,13,19,7.0,NYG,LAN,91,2,?,?
away,21,20,3.0,CHI,TB,91,2,?,?
at_home,16,13,4.0,LAA,DEN,91,2,?,?
at_home,34,14,12.0,SF,SD,91,2,?,?
at_home,20,13,5.0,SEA,NYJ,91,2,?,?
at_home,7,30,2.0,CIN,HOU,91,2,Sunday_Night,?
away,33,31,2.0,WAS,DAL,91,2,Monday_Night,?
at_home,20,6,14.0,PIT,NE,91,3,?,?
away,13,14,3.5,CIN,CLE,91,3,?,?
at_home,34,0,9.0,WAS,PHX,91,3,?,?
away,13,17,2.0,MIA,DET,91,3,?,?
away,14,17,3.0,SF,MIN,91,3,?,?
at_home,0,24,3.0,DAL,PHA,91,3,?,?
away,17,20,1.5,NYG,CHI,91,3,?,?
at_home,15,13,3.5,GB,TB,91,3,?,?
at_home,10,13,2.0,SD,ATL,91,3,?,?
at_home,16,0,7.5,LAA,IND,91,3,?,?
at_home,16,10,6.0,DEN,SEA,91,3,?,?
away,23,20,8.0,BUF,NYJ,91,3,?,?
at_home,24,7,3.0,NO,LAN,91,3,Sunday_Night,?
at_home,17,7,4.0,HOU,KC,91,3,Monday_Night,?
away,20,24,12.5,HOU,NE,91,4,?,?
away,17,10,8.0,BUF,TB,91,4,?,?
at_home,27,19,9.0,DEN,SD,91,4,?,?
away,33,24,1.5,DET,IND,91,4,?,?
at_home,20,13,8.0,KC,SEA,91,4,?,?
away,17,21,2.0,LAA,ATL,91,4,?,?
at_home,16,13,7.5,MIA,GB,91,4,?,?
at_home,26,0,3.0,NO,MIN,91,4,?,?
at_home,13,10,12.5,NYG,CLE,91,4,?,?
at_home,23,14,3.0,PHA,PIT,91,4,?,?
at_home,27,10,8.5,SF,LAN,91,4,?,?
away,34,27,4.0,WAS,CIN,91,4,?,?
at_home,9,17,1.0,PHX,DAL,91,4,Sunday_Night,?
at_home,19,13,8.0,CHI,NYJ,91,4,Monday_Night,yes
at_home,24,10,7.5,PHX,NE,91,5,?,?
at_home,35,20,7.5,BUF,CHI,91,5,?,?
at_home,31,3,5.0,DET,TB,91,5,?,?
away,14,13,4.5,KC,SD,91,5,?,?
at_home,23,21,4.0,LAN,GB,91,5,?,?
away,23,41,3.0,MIA,NYJ,91,5,?,?
away,16,21,2.5,NYG,DAL,91,5,?,?
away,27,6,1.5,NO,ATL,91,5,?,?
away,6,12,1.5,SF,LAA,91,5,?,?
at_home,31,3,7.0,SEA,IND,91,5,?,?
at_home,6,13,5.0,MIN,DEN,91,5,Sunday_Night,?
at_home,23,0,6.0,WAS,PHA,91,5,Monday_Night,?
away,20,10,6.5,MIA,NE,91,6,?,?
at_home,42,14,7.5,HOU,DEN,91,6,?,?
away,20,17,2.5,DAL,GB,91,6,?,?
at_home,24,20,3.0,DET,MIN,91,6,?,?
away,17,14,1.5,NYJ,CLE,91,6,?,?
away,13,14,4.0,PHA,TB,91,6,?,?
at_home,7,13,3.0,CIN,SEA,91,6,?,?
away,20,7,2.5,WAS,CHI,91,6,?,?
at_home,20,9,9.5,NYG,PHX,91,6,?,?
at_home,13,21,7.5,LAA,SD,91,6,?,?
away,21,3,6.0,PIT,IND,91,6,Sunday_Night,?
away,6,33,3.0,BUF,KC,91,6,Monday_Night,?
at_home,42,6,19.5,BUF,IND,91,7,?,?
at_home,35,23,6.5,DAL,CIN,91,7,?,?
away,23,20,3.0,HOU,NYJ,91,7,?,?
at_home,42,7,6.5,KC,MIA,91,7,?,?
at_home,30,24,3.5,LAN,SD,91,7,?,?
at_home,34,7,7.0,MIN,PHX,91,7,?,?
away,13,6,4.0,NO,PHA,91,7,?,?
at_home,34,39,10.5,SF,ATL,91,7,?,?
at_home,42,17,13.5,WAS,CLE,91,7,?,?
at_home,20,23,2.5,SEA,LAA,91,7,Sunday_Night,yes
away,23,20,3.5,NYG,PIT,91,7,Monday_Night,?
away,10,0,5.5,CHI,GB,91,8,Thursday,?
away,23,26,7.0,MIN,NE,91,8,?,yes
away,17,6,12.0,NYJ,IND,91,8,?,?
at_home,23,7,12.5,NO,TB,91,8,?,?
at_home,24,30,5.5,SD,CLE,91,8,?,yes
away,16,19,1.0,KC,DEN,91,8,?,?
away,17,13,4.0,HOU,MIA,91,8,?,?
at_home,7,27,4.0,PIT,SEA,91,8,?,?
away,10,16,2.0,ATL,PHX,91,8,?,?
at_home,35,3,7.0,SF,DET,91,8,?,?
at_home,20,17,4.0,LAA,LAN,91,8,?,?
at_home,35,16,13.0,BUF,CIN,91,8,Monday_Night,?
away,9,6,6.5,DEN,NE,91,9,?,?
at_home,35,3,13.0,HOU,CIN,91,9,?,?
at_home,17,20,6.5,NO,CHI,91,9,?,?
at_home,0,27,2.5,TB,GB,91,9,?,?
at_home,31,14,2.0,ATL,LAN,91,9,?,?
at_home,17,14,1.5,CLE,PIT,91,9,?,?
away,23,7,4.0,SF,PHA,91,9,?,?
at_home,34,10,2.5,DET,DAL,91,9,?,?
away,28,0,2.5,MIN,PHX,91,9,?,?
at_home,20,9,6.0,SEA,SD,91,9,?,?
at_home,13,17,1.5,NYG,WAS,91,9,Sunday_Night,?
at_home,24,21,6.5,KC,LAA,91,9,Monday_Night,?
at_home,22,17,17.5,BUF,NE,91,10,?,?
away,14,17,5.0,SF,ATL,91,10,?,?
away,21,23,2.5,CLE,CIN,91,10,?,?
at_home,20,10,6.0,CHI,DET,91,10,?,?
at_home,19,16,7.0,NYJ,GB,91,10,?,yes
at_home,16,13,6.5,WAS,HOU,91,10,?,yes
at_home,27,7,9.0,DAL,PHX,91,10,?,?
at_home,28,13,11.5,MIN,TB,91,10,?,?
away,24,17,4.0,NO,LAN,91,10,?,?
away,10,6,10.0,MIA,IND,91,10,?,?
at_home,20,13,6.5,DEN,PIT,91,10,Sunday_Night,?
away,7,30,4.0,NYG,PHA,91,10,Monday_Night,?
at_home,30,20,6.5,MIA,NE,91,11,Sunday_Night,?
away,34,24,7.0,BUF,GB,91,11,?,?
at_home,27,33,1.5,CIN,PIT,91,11,?,yes
at_home,30,32,1.0,CLE,PHA,91,11,?,?
at_home,16,17,3.0,DEN,LAA,91,11,?,?
away,21,30,3.5,DET,TB,91,11,?,?
at_home,26,23,9.0,HOU,DAL,91,11,?,yes
away,27,20,4.0,KC,LAN,91,11,?,?
at_home,10,3,5.5,NO,SF,91,11,?,?
away,21,14,7.0,NYG,PHX,91,11,?,?
at_home,27,28,13.5,NYJ,IND,91,11,?,?
away,14,17,2.0,SEA,SD,91,11,?,?
at_home,56,17,12.0,WAS,ATL,91,11,?,?
at_home,17,34,3.0,MIN,CHI,91,11,Monday_Night,?
away,28,21,2.5,NYJ,NE,91,12,?,?
at_home,43,7,6.0,ATL,TB,91,12,?,?
away,31,17,9.5,CHI,IND,91,12,?,?
at_home,21,10,4.0,DET,LAN,91,12,?,?
at_home,28,24,13.0,HOU,CLE,91,12,Sunday_Night,?
at_home,20,24,6.5,KC,DEN,91,12,?,?
at_home,31,7,4.0,LAA,SEA,91,12,?,?
away,35,21,3.0,MIN,GB,91,12,?,?
away,21,24,4.5,NO,SD,91,12,?,?
at_home,22,9,6.0,NYG,DAL,91,12,?,?
at_home,17,10,9.0,PHA,CIN,91,12,?,?
at_home,14,10,10.5,SF,PHX,91,12,?,?
away,41,14,7.0,WAS,PIT,91,12,?,?
away,41,27,4.0,BUF,MIA,91,12,Monday_Night,?
away,13,16,8.0,BUF,NE,91,13,?,?
at_home,21,24,12.0,WAS,DAL,91,13,?,?
at_home,14,34,6.0,MIN,DET,91,13,?,?
away,14,26,6.5,HOU,PIT,91,13,?,?
at_home,14,10,7.0,GB,IND,91,13,?,?
away,15,20,4.0,KC,CLE,91,13,?,?
away,38,14,6.5,LAA,CIN,91,13,?,?
at_home,13,16,7.5,CHI,MIA,91,13,?,yes
away,21,14,9.0,NYG,TB,91,13,?,?
away,34,14,6.0,PHA,PHX,91,13,?,?
at_home,13,10,3.0,SEA,DEN,91,13,?,?
at_home,24,3,4.5,NYJ,SD,91,13,?,?
at_home,20,23,6.5,NO,ATL,91,13,Sunday_Night,yes
away,33,10,3.0,SF,LAN,91,13,Monday_Night,?
at_home,16,6,3.0,DET,CHI,91,14,Thursday,?
at_home,20,10,6.5,DAL,PIT,91,14,Thursday,?
at_home,20,3,8.0,DEN,NE,91,14,?,?
away,31,0,5.5,CLE,IND,91,14,?,?
at_home,24,13,9.0,BUF,NYJ,91,14,?,?
at_home,33,14,9.5,MIA,TB,91,14,?,?
away,27,6,11.0,WAS,LAN,91,14,?,?
at_home,6,19,1.5,SEA,KC,91,14,?,?
at_home,38,24,5.0,SF,NO,91,14,?,?
away,24,27,7.0,NYG,CIN,91,14,?,?
at_home,35,31,8.5,ATL,GB,91,14,?,?
away,9,7,5.0,LAA,SD,91,14,Sunday_Night,?
at_home,6,13,6.5,HOU,PHA,91,14,Monday_Night,?
at_home,23,17,7.5,NE,IND,91,15,?,yes
at_home,7,17,0.0,CLE,DEN,91,15,?,?
at_home,27,13,9.5,CHI,GB,91,15,?,?
at_home,23,14,2.0,DAL,NO,91,15,?,?
at_home,14,19,3.0,NYG,PHA,91,15,?,?
at_home,31,6,10.0,HOU,PIT,91,15,?,?
at_home,20,17,9.0,KC,SD,91,15,?,yes
away,20,14,14.0,WAS,PHX,91,15,?,?
away,31,14,6.0,ATL,LAN,91,15,?,?
at_home,27,30,2.0,LAA,BUF,91,15,?,yes
at_home,34,20,5.0,DET,NYJ,91,15,?,?
away,24,22,3.5,SF,SEA,91,15,?,?
away,26,24,4.5,MIN,TB,91,15,Sunday_Night,?
at_home,37,13,7.5,MIA,CIN,91,15,Monday_Night,?
at_home,27,0,12.0,CHI,TB,91,16,Saturday,?
at_home,28,14,4.5,SF,KC,91,16,Saturday,?
at_home,3,6,6.5,NYJ,NE,91,16,?,?
at_home,17,10,5.5,PIT,CIN,91,16,?,?
at_home,13,25,3.5,PHA,DAL,91,16,?,?
at_home,26,13,6.0,ATL,SEA,91,16,?,?
away,21,17,3.0,DET,GB,91,16,?,?
away,17,14,3.0,HOU,CLE,91,16,?,?
at_home,24,19,11.5,DEN,PHX,91,16,?,?
at_home,20,14,9.5,MIN,LAN,91,16,?,?
at_home,34,17,9.0,WAS,NYG,91,16,?,?
away,30,38,0.0,MIA,SD,91,16,?,?
away,35,7,12.0,BUF,IND,91,16,Sunday_Night,?
at_home,27,0,2.0,NO,LAA,91,16,Monday_Night,?
away,20,24,3.0,HOU,NYG,91,17,Saturday,?
at_home,7,27,6.0,MIN,GB,91,17,Saturday,?
at_home,21,27,3.5,LAA,KC,91,17,?,?
at_home,17,3,5.5,TB,IND,91,17,?,?
away,22,24,3.0,WAS,PHA,91,17,?,?
at_home,31,27,3.5,DAL,ATL,91,17,?,?
away,27,3,6.5,NO,PHX,91,17,?,?
at_home,17,10,3.0,PIT,CLE,91,17,?,?
at_home,20,23,6.0,MIA,NYJ,91,17,?,?
at_home,14,17,6.5,BUF,DET,91,17,?,?
away,17,14,2.0,DEN,SD,91,17,?,?
away,7,29,2.0,NE,CIN,91,17,?,?
at_home,23,9,6.0,SEA,LAN,91,17,Sunday_Night,?
at_home,52,14,5.0,SF,CHI,91,17,Monday_Night,?
